1.964549999999999955e+03,1.974650000000000091e+03,2.012000000000000000e+03,1.965099999999999909e+03,4.195725000000000000e+06,7.646828504306974139e+01,-2.353171495693026216e+01,1.673979760062993365e-03,1.215132500000000000e+07,1.585900000000000091e+03,1.773535000000000309e+03,1.979139285714285734e+03,1.963677777777777692e+03,6.967949313011733636e+01,1.968750883445175532e+03,1.937774806122346035e+03
1.982000000000000000e+03,1.967200000000000045e+03,1.976000000000000000e+03,1.950099999999999909e+03,5.362625000000000000e+06,6.681481481481485218e+01,-3.318518518518514782e+01,-6.037945582699666587e-03,6.788700000000000000e+06,1.586559999999999945e+03,1.777849999999999909e+03,1.982760714285714357e+03,1.971791666666666742e+03,6.978030513779415855e+01,1.975489318633107132e+03,1.946978796581380948e+03
1.974000000000000000e+03,1.978250000000000000e+03,1.992750000000000000e+03,1.975000000000000000e+03,3.283350000000000000e+06,7.500000000000000000e+01,-2.500000000000000000e+01,8.347667712233588534e-04,1.007205000000000000e+07,1.584169999999999845e+03,1.779650000000000091e+03,1.982210714285714403e+03,1.976823148148148448e+03,7.096479382449453510e+01,1.978238520370464812e+03,1.955379385107441522e+03
1.988150000000000091e+03,1.987700000000000045e+03,1.993000000000000000e+03,1.964000000000000000e+03,4.171325000000000000e+06,8.177727784026998847e+01,-1.822272215973001153e+01,-7.341190571314445447e-03,1.424337500000000000e+07,1.584500000000000000e+03,1.780684999999999945e+03,1.983478571428571513e+03,1.978787962962962638e+03,7.534837949799286605e+01,1.977133937601784737e+03,1.965283064814096178e+03
2.015150000000000091e+03,2.010150000000000091e+03,2.013900000000000091e+03,1.982000000000000000e+03,3.788450000000000000e+06,9.836210712704745163e+01,-1.637892872952552814e+00,1.797786949586002367e-02,1.803182500000000000e+07,1.581559999999999945e+03,1.780840000000000146e+03,1.975157142857142844e+03,1.977576851851851643e+03,7.550348206453308819e+01,1.978471928489984748e+03,1.973151925531366714e+03
2.015599999999999909e+03,2.026099999999999909e+03,2.028900000000000091e+03,2.004599999999999909e+03,3.807750000000000000e+06,1.108251996450752443e+02,1.082519964507525678e+01,2.994103294021953007e-02,2.183957500000000000e+07,1.588659999999999854e+03,1.784745000000000118e+03,1.980885714285714357e+03,1.980291666666666742e+03,7.466261967850232395e+01,1.982131582710185057e+03,1.979303312071716391e+03
2.038700000000000045e+03,2.037349999999999909e+03,2.040950000000000045e+03,2.015000000000000000e+03,3.680350000000000000e+06,1.095050618672663916e+02,9.505061867266377362e+00,2.987488942246930776e-02,2.551992500000000000e+07,1.600440000000000055e+03,1.790220000000000027e+03,1.994621428571428623e+03,1.984269444444444161e+03,7.011927426865463531e+01,1.985748423593707003e+03,1.983463419951284777e+03
2.043400000000000091e+03,2.072000000000000000e+03,2.075449999999999818e+03,2.032000000000000000e+03,3.426500000000000000e+06,1.313794845881757851e+02,3.137948458817578867e+01,4.241082658348842988e-02,2.894642500000000000e+07,1.612260000000000218e+03,1.796039999999999736e+03,2.009435714285714084e+03,1.988088888888888732e+03,6.785157800095832670e+01,1.990860407400185522e+03,1.986090383676572173e+03
2.046200000000000045e+03,2.047450000000000045e+03,2.070900000000000091e+03,2.042000000000000000e+03,4.385175000000000000e+06,7.766254487435197973e+01,-2.233745512564802027e+01,1.855582916697756657e-02,2.456125000000000000e+07,1.629120000000000118e+03,1.805580000000000382e+03,2.029371428571428396e+03,1.994788888888889005e+03,6.642179640699767162e+01,1.993512934499595985e+03,1.990150949959633863e+03
2.039000000000000000e+03,2.042200000000000045e+03,2.055500000000000000e+03,2.032599999999999909e+03,3.112600000000000000e+06,7.347427203829293774e+01,-2.652572796170705871e+01,7.946300774887782303e-03,2.144865000000000000e+07,1.636579999999999927e+03,1.810085000000000264e+03,2.042200000000000045e+03,1.997090740740740557e+03,7.256695945782045953e+01,1.999941971911973951e+03,1.994962355079488361e+03
2.062699999999999818e+03,2.063000000000000000e+03,2.066500000000000000e+03,2.036049999999999955e+03,3.081450000000000000e+06,9.006781013163156047e+01,-9.932189868368428876e+00,1.258988391783448686e-02,2.453010000000000000e+07,1.639799999999999955e+03,1.816840000000000146e+03,2.050107142857142662e+03,2.005685185185185219e+03,7.511453360033790716e+01,2.010766175734520175e+03,1.999918793937107012e+03
2.066000000000000000e+03,2.061099999999999909e+03,2.076000000000000000e+03,2.055599999999999909e+03,3.146725000000000000e+06,8.855205424810537806e+01,-1.144794575189463082e+01,-5.260617760617804402e-03,2.138337500000000000e+07,1.644929999999999836e+03,1.826420000000000528e+03,2.057314285714285688e+03,2.017818518518518204e+03,7.745213132599531036e+01,2.023146564329193779e+03,2.005716051510225270e+03
2.035000000000000000e+03,2.038099999999999909e+03,2.069000000000000000e+03,2.036250000000000000e+03,3.470350000000000000e+06,6.989674344718025623e+01,-3.010325655281974733e+01,-4.566656084397731526e-03,1.791302500000000000e+07,1.642750000000000000e+03,1.834705000000000382e+03,2.051232142857142662e+03,2.029404629629629653e+03,7.960884774390568452e+01,2.035480766297240052e+03,2.007883364106095087e+03
2.070000000000000000e+03,2.075849999999999909e+03,2.079500000000000000e+03,2.034099999999999909e+03,3.743875000000000000e+06,9.988085782366951548e+01,-1.191421763304931214e-01,1.647732837136414719e-02,2.165690000000000000e+07,1.640879999999999882e+03,1.839745000000000118e+03,2.051607142857142662e+03,2.039748148148147948e+03,7.910308595802348464e+01,2.043915884549439170e+03,2.014985504378437554e+03
2.065000000000000000e+03,2.067300000000000182e+03,2.075000000000000000e+03,2.063099999999999909e+03,1.223150000000000000e+06,9.057187017001560037e+01,-9.428129829984396082e+00,2.084343189529898940e-03,2.043375000000000000e+07,1.647610000000000127e+03,1.846314999999999827e+03,2.058957142857142571e+03,2.047849999999999909e+03,8.458307621705966994e+01,2.051457427745489895e+03,2.024625864760122568e+03
2.070000000000000000e+03,2.072349999999999909e+03,2.093500000000000000e+03,2.064000000000000000e+03,3.505000000000000000e+06,9.447449768160734607e+01,-5.525502318392647716e+00,5.458250448789481700e-03,2.393875000000000000e+07,1.648469999999999800e+03,1.850434999999999945e+03,2.058574999999999818e+03,2.053602777777777646e+03,8.467253338979479338e+01,2.056846015445451940e+03,2.034333958677272676e+03
2.087000000000000000e+03,2.082900000000000091e+03,2.088400000000000091e+03,2.064300000000000182e+03,2.802625000000000000e+06,9.181467181467188254e+01,-8.185328185328115680e+00,2.198125705313781764e-02,2.674137500000000000e+07,1.650720000000000027e+03,1.853934999999999945e+03,2.060035714285714221e+03,2.058013888888888687e+03,8.406910150463465925e+01,2.055535103398746742e+03,2.044073031886790432e+03
2.093000000000000000e+03,2.094349999999999909e+03,2.097900000000000091e+03,2.080050000000000182e+03,3.534550000000000000e+06,1.006563706563705836e+02,6.563706563705861141e-01,8.912011946913312582e-03,3.027592500000000000e+07,1.659679999999999836e+03,1.855025000000000091e+03,2.073664285714285597e+03,2.056405555555555566e+03,8.011013082435249544e+01,2.057772055659959733e+03,2.051982424828533112e+03
2.084000000000000000e+03,2.082099999999999909e+03,2.094000000000000000e+03,2.077000000000000000e+03,2.919175000000000000e+06,8.636755823986180758e+01,-1.363244176013819775e+01,7.159096405939982359e-03,2.735675000000000000e+07,1.663379999999999882e+03,1.859714999999999691e+03,2.075949999999999818e+03,2.060424074074073815e+03,7.318002839650395686e+01,2.063695597682645257e+03,2.057741933686759694e+03
2.078000000000000000e+03,2.071550000000000182e+03,2.099000000000000000e+03,2.065300000000000182e+03,3.977900000000000000e+06,7.175777063236886022e+01,-2.824222936763114333e+01,-3.860351774554139832e-04,2.337885000000000000e+07,1.666340000000000146e+03,1.863704999999999927e+03,2.081471428571428532e+03,2.065926851851851552e+03,7.410675150305225145e+01,2.066088789128061308e+03,2.061950965860581164e+03
2.085150000000000091e+03,2.082599999999999909e+03,2.087849999999999909e+03,2.059250000000000000e+03,3.543950000000000000e+06,8.047619047619036792e+01,-1.952380952380963208e+01,-1.440299582313994469e-04,2.692280000000000000e+07,1.666180000000000291e+03,1.864559999999999945e+03,2.084378571428571377e+03,2.067540740740741057e+03,7.674285099828368573e+01,2.067641093884582915e+03,2.061672710080211345e+03
2.099000000000000000e+03,2.094650000000000091e+03,2.098000000000000000e+03,2.075150000000000091e+03,3.505700000000000000e+06,9.350746268656729399e+01,-6.492537313432700685e+00,1.432425334830290692e-04,3.042850000000000000e+07,1.666120000000000118e+03,1.866709999999999809e+03,2.084285714285714221e+03,2.070109259259259034e+03,7.570696642877884130e+01,2.075218237550880076e+03,2.064521217064995653e+03
2.112300000000000182e+03,2.110349999999999909e+03,2.112900000000000091e+03,2.090099999999999909e+03,2.908100000000000000e+06,1.170933734939757471e+02,1.709337349397574357e+01,1.356803227510686334e-02,3.333660000000000000e+07,1.666179999999999836e+03,1.872365000000000236e+03,2.080985714285714039e+03,2.078207407407407572e+03,8.024451398328591267e+01,2.078297476223308422e+03,2.069621378271436697e+03
2.101000000000000000e+03,2.100449999999999818e+03,2.114500000000000000e+03,2.093000000000000000e+03,4.241225000000000000e+06,8.449564134495611256e+01,-1.550435865504388921e+01,1.395090632618070300e-02,2.909537500000000000e+07,1.671829999999999927e+03,1.875814999999999827e+03,2.085199999999999818e+03,2.080244444444444525e+03,7.649957222192043105e+01,2.082526662761964417e+03,2.072191988270305501e+03
2.124000000000000000e+03,2.108199999999999818e+03,2.112300000000000182e+03,2.087099999999999909e+03,3.927925000000000000e+06,9.216417910447739814e+01,-7.835820895522605412e+00,1.229232689906842833e-02,3.302330000000000000e+07,1.677609999999999900e+03,1.879129999999999882e+03,2.094539285714285597e+03,2.084295370370370620e+03,7.286717023289648409e+01,2.086578745488977802e+03,2.075139491991131763e+03
2.119000000000000000e+03,2.117949999999999818e+03,2.134000000000000000e+03,2.114050000000000182e+03,3.054625000000000000e+06,1.042910447761191648e+02,4.291044776119171900e+00,1.112357673119601133e-02,3.607792500000000000e+07,1.682730000000000018e+03,1.882715000000000146e+03,2.102314285714285688e+03,2.088218518518518522e+03,6.592368884095704118e+01,2.089361518814089322e+03,2.082261856563300171e+03
