1.000000000000000000e+01,2.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.785785785785785151e+01,4.214214214214214138e+01,6.218905472636815546e+01,3.781094527363183744e+01,9.099099099099099419e+01,9.083044982698962144e+01,9.121140142517815264e+01,5.870646766169154063e+01,6.160000000000000142e+01,5.394736842105263008e+01,8.254075969101409838e-01,8.068028932028696865e-01,8.528458109852887770e-01,9.846713037025346393e-01,-7.672294710137927964e-01,3.087529325552242354e-01,3.264421464571540810e-01,2.796588307428399811e-01,1.424070879277751223e+00,-1.276879810978006624e+00
1.500000000000000000e+01,2.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.745745745745745836e+01,4.254254254254254164e+01,6.119402985074626855e+01,3.880597014925373145e+01,9.419419419419419626e+01,9.390243902439023316e+01,9.458823529411765207e+01,5.870646766169154063e+01,6.178861788617886219e+01,5.384615384615384670e+01,8.826763595633576598e-01,8.623607804515567299e-01,9.121219435298746347e-01,9.816495775766891363e-01,-6.975401043105174947e-01,2.784664684789049938e-01,3.070038916054810829e-01,2.334651473946891820e-01,1.398276051822920030e+00,-1.313551975311381348e+00
5.000000000000000000e+01,2.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.675675675675675791e+01,4.324324324324324209e+01,5.870646766169154063e+01,4.129353233830845937e+01,9.749749749749750549e+01,9.735449735449735442e+01,9.768518518518519045e+01,5.721393034825869961e+01,6.101694915254237372e+01,5.180722891566264821e+01,9.309269762997363085e-01,9.155988036256640372e-01,9.553550500469546458e-01,9.721960407313512409e-01,-6.802172991105112088e-01,2.086429194451978331e-01,2.605441694032762934e-01,1.348556002276888044e-01,1.373733108149712834e+00,-1.349326518938746888e+00
5.000000000000000000e+01,1.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.745745745745745836e+01,4.254254254254254164e+01,5.820895522388060073e+01,4.179104477611939927e+01,9.019019019019019368e+01,9.041811846689896015e+01,8.988235294117646390e+01,5.970149253731342753e+01,6.324786324786324343e+01,5.476190476190476630e+01,8.144050885675993001e-01,8.028315624491577651e-01,8.338686513184698779e-01,9.862061250762615972e-01,-7.686187478336463652e-01,3.180166114493213625e-01,3.567202396239404494e-01,2.641079864918166598e-01,1.408094695696928467e+00,-1.296913883732318640e+00
5.000000000000000000e+01,6.666666666666666963e+00,5.616666666666666430e+01,4.383333333333333570e+01,5.785785785785785151e+01,4.214214214214214138e+01,5.721393034825869961e+01,4.278606965174129328e+01,8.538538538538537637e+01,8.598615916955016303e+01,8.456057007125890834e+01,5.671641791044775971e+01,6.086956521739131176e+01,5.116279069767442422e+01,7.392881176533668830e-01,7.322305759571682282e-01,7.507064759899922946e-01,9.987682517579519192e-01,-7.681678995256491227e-01,1.949051435218016604e-01,2.553353522546546461e-01,1.140973062627542306e-01,1.373672464534348103e+00,-1.349686518494638943e+00
1.000000000000000000e+02,2.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.645645645645645772e+01,4.354354354354354228e+01,6.019900497512438164e+01,3.980099502487562546e+01,9.839839839839839897e+01,9.840425531914893043e+01,9.839080459770114828e+01,5.572139303482587280e+01,5.950413223140495944e+01,5.000000000000000000e+01,9.465454846691960800e-01,9.343290515862874290e-01,9.667366553085035008e-01,9.712491362362576375e-01,-5.742730649280094468e-01,1.362571886951182143e-01,1.939623640430049034e-01,4.897811098143958763e-02,1.345576263364589131e+00,-1.385582545720395631e+00
1.000000000000000000e+02,1.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.775775775775775855e+01,4.224224224224224145e+01,5.771144278606965372e+01,4.228855721393035338e+01,9.389389389389390317e+01,9.341421143847486519e+01,9.454976303317536690e+01,6.218905472636815546e+01,6.551724137931034875e+01,5.764705882352940591e+01,8.701345769220445447e-01,8.469981382447420160e-01,9.058928571842398414e-01,9.770603615587911683e-01,-7.775742355130808026e-01,3.518111757066559875e-01,3.890743253781306366e-01,3.009579361549966636e-01,1.378941737531947931e+00,-1.337548300979680027e+00
1.000000000000000000e+02,6.666666666666666963e+00,5.616666666666666430e+01,4.383333333333333570e+01,5.665665665665665784e+01,4.334334334334334216e+01,5.323383084577114488e+01,4.676616915422885512e+01,8.818818818818819238e+01,8.922261484098939377e+01,8.683602771362586736e+01,6.069651741293532154e+01,6.542056074766354357e+01,5.531914893617021534e+01,7.899821400397551985e-01,7.925823871159550782e-01,7.902320809980686311e-01,9.947003909464082749e-01,-7.419349408973158200e-01,3.965446204729963786e-01,4.638161957278537084e-01,3.199695294914032262e-01,1.449700232709104197e+00,-1.229847590828335058e+00
1.000000000000000000e+02,3.571428571428571175e+00,5.616666666666666430e+01,4.383333333333333570e+01,5.935935935935935248e+01,4.064064064064064041e+01,6.069651741293532154e+01,3.930348258706467846e+01,7.907907907907907941e+01,7.976391231028668471e+01,7.807881773399014946e+01,6.119402985074626855e+01,6.393442622950820464e+01,5.696202531645570133e+01,6.117196109148799188e-01,6.060391825980279146e-01,6.214990055163736038e-01,9.975980396696313424e-01,-8.417558040613488668e-01,2.656482622281665096e-01,2.989610568793027445e-01,2.142031869441331504e-01,1.330962149487035395e+00,-1.414269790756972789e+00
1.500000000000000000e+02,2.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.615615615615615752e+01,4.384384384384384248e+01,5.870646766169154063e+01,4.129353233830845937e+01,9.869869869869869206e+01,9.893048128342245207e+01,9.840182648401825816e+01,5.621890547263681270e+01,6.016949152542372303e+01,5.060240963855421370e+01,9.486399722001584989e-01,9.411940750515377374e-01,9.625085298366340414e-01,9.693610224716199264e-01,-6.261598484308823487e-01,1.294984219986939911e-01,1.931372033577369307e-01,3.902400994607867213e-02,1.327657393308348199e+00,-1.409046620705748376e+00
1.500000000000000000e+02,1.000000000000000000e+01,5.616666666666666430e+01,4.383333333333333570e+01,5.745745745745745836e+01,4.254254254254254164e+01,5.671641791044775971e+01,4.328358208955223319e+01,9.519519519519519690e+01,9.477351916376306917e+01,9.576470588235294201e+01,5.920398009950248763e+01,6.315789473684210265e+01,5.402298850574712930e+01,8.984823241871154886e-01,8.761428105808097833e-01,9.328819605598062115e-01,9.786199237895405467e-01,-6.925829345860317066e-01,2.231804023448934193e-01,2.825020089561929293e-01,1.454486419576731804e-01,1.339834659400305439e+00,-1.397330043869669192e+00
