c','gamma','dist_plus_actual','dist_minus_act','pred_plus_train','pred_minus_train','pred_plus_test','pred_minus_test','pred_tain_accuracy_tot','pred_train_acc_plus','pred_train_acc_minus','pre_test_acc_tot','pred_test_acc_plus','pred_test_acc_minus','ret_pt_tot_train','ret_pt_tot_plus','ret_pt_train_minus','ret_pt_cor_train','ret_pt_inc_train','rt_pt_tot_test','rt_pt_plus_test','rt_pt_minus_test','rt_pt_cor_test','ret_pt_inc_test'
1,1000,58.6,41.4,58.6,41.4,100,0,100,100,100,58.7064676617,58.7064676617,nan,1.0599599025,1.023639076,1.1112466601,1.0610198625,0,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,200,58.6,41.4,59.1,40.9,96.0199004975,3.9800995025,99.1,98.8155668359,99.511002445,58.7064676617,59.067357513,50,1.0472168021,1.0041871011,1.1092425418,1.0642199199,-0.6377921788,0.1855029153,0.1837956147,0.226691541,1.0671216509,-1.0678827571
1,100,58.6,41.4,62.6,37.4,86.5671641791,13.4328358209,93.6,91.6932907348,96.7914438503,53.2338308458,56.8965517241,29.6296296296,0.9628435604,0.880584296,1.1001616925,1.0816379628,-0.7477958345,0.0810249251,0.1435202048,-0.3217224327,1.0786945495,-1.0546202856
1,20,58.6,41.4,71.1,28.9,71.6417910448,28.3582089552,76.5,74.6835443038,80.9688581315,52.2388059701,57.6388888889,38.5964912281,0.6174678388,0.5321873708,0.8265520208,1.0974543589,-0.9384206691,0.0476651808,0.1501379259,-0.2112133331,1.0673110714,-1.067572512
1,10,58.6,41.4,76.1,23.9,74.6268656716,25.3731343284,70.7,69.2509855453,75.3138075314,54.2288557214,58.6666666667,41.1764705882,0.4658170221,0.3969606127,0.6853508464,1.0801292091,-1.0114575226,0.090095612,0.1725607977,-0.1524490521,1.0672653287,-1.0676380741
1,6.6666666667,58.6,41.4,83.2,16.8,82.0895522388,17.9104477612,67,65.3846153846,75,54.7263681592,58.1818181818,38.8888888889,0.3726812014,0.3071662768,0.6975260358,1.0702042874,-1.0392235345,0.0800224237,0.1507379651,-0.2440904744,1.0483596855,-1.0904951455
1,4,58.6,41.4,87.5,12.5,87.5621890547,12.4378109453,62.3,61.9428571429,64.8,57.2139303483,59.0909090909,44,0.260267213,0.2278610815,0.4873693825,1.0606318962,-1.0588523575,0.1702878183,0.1928604341,0.0113766033,1.0816629353,-1.048411466
1,3.5714285714,58.6,41.4,87.6,12.4,88.5572139303,11.4427860697,62.4,61.9863013699,65.3225806452,56.2189054726,58.4269662921,39.1304347826,0.2574716614,0.2260058538,0.4800161229,1.0566899002,-1.0653723201,0.1382691641,0.1726155149,-0.1275417248,1.0723306443,-1.0611506913
1,1.3333333333,58.6,41.4,95.5,4.5,95.5223880597,4.4776119403,60.3,59.8952879581,68.8888888889,58.2089552239,58.8541666667,44.4444444444,0.1906184384,0.172329598,0.5791546916,1.0380007623,-1.0932296553,0.1931438583,0.1887524397,0.2868274552,1.0828057229,-1.0460280246
1,1,58.6,41.4,96.5,3.5,96.0199004975,3.9800995025,59.7,59.481865285,65.7142857143,58.7064676617,59.067357513,50,0.1748179604,0.1623591682,0.5186806247,1.0351864663,-1.0965681734,0.1978248863,0.1902119779,0.3814863017,1.077616211,-1.0529627801
1,0.1,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0909090909,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0833333333,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0769230769,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0714285714,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0666666667,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0625,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0588235294,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0555555556,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0526315789,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.05,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0476190476,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0454545455,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0434782609,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0416666667,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.04,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0384615385,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.037037037,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0357142857,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0344827586,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0333333333,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
1,0.0322580645,58.6,41.4,100,0,100,0,58.6,58.6,nan,58.7064676617,58.7064676617,nan,0.138546588,0.138546588,0,1.023639076,-1.1112466601,0.1674578175,0.1674578175,0,1.0517527329,-1.0897325441
