# RSI,MACD,MACD,MACD,WILLR,STOCH,STOCH,STOCHRSI,STOCHRSI,CCI,ROC,OBV,AD,MOM,SMA,WMA,EMA,TSF,BBANDS,BBANDS,BBANDS,TEMA,ADX,MFI,ATR,DS5,DS10,DW5,DW10,OCRSI
5.624823219610728131e+01,1.775578058245912416e+00,2.451362778992274283e+00,-6.757847207463618666e-01,-5.031098825155495291e+01,6.829769125176996170e+01,5.876724534269519751e+01,0.000000000000000000e+00,5.890478174611175888e+01,1.750767880648869568e+00,-3.815519626078955895e-01,1.835897167000000000e+09,-1.658521798235342801e+08,-7.999999999999829470e-01,2.102649999999998727e+02,2.103321818182036509e+02,2.095013239647038858e+02,2.105113333333332832e+02,2.132876726931718565e+02,2.106420000000003370e+02,2.079963273068288174e+02,2.107511113615803708e+02,2.369072445965226947e+01,5.525838177546388152e+01,5.735290731946859566e+00,9.915876226013790040e-01,9.933655149454266864e-01,9.917633987218210656e-01,9.930482258798254414e-01,6.763639659074428323e+01
5.588032691443957845e+01,1.283503178396529165e+00,2.062076245460359392e+00,-7.785730670638302264e-01,-5.196959225984803510e+01,5.673082389450922847e+01,3.602048302374034705e+01,0.000000000000000000e+00,3.155265517654605034e+01,-3.793149585228632503e+01,-1.389611003450397231e+00,1.824498753000000000e+09,-1.721111303681771755e+08,-2.939999999999997726e+00,2.099709999999998615e+02,2.100349090909309666e+02,2.093429014256668097e+02,2.102053333333332716e+02,2.133658139028965763e+02,2.102600000000003035e+02,2.071541860971040308e+02,2.097424687076263012e+02,2.268306097858613413e+01,4.797016470579600877e+01,5.645627108236368485e+00,9.922476933320636405e-01,9.936134037557573517e-01,9.937885240123541797e-01,9.933110686361059649e-01,6.917129884517063942e+01
6.423566158282866922e+01,2.066987816105211095e+00,2.063713435675309960e+00,3.274380429901135869e-03,-8.415233415233442926e+00,4.471833555662821169e+01,3.936727830344851498e+01,1.000000000000000000e+02,3.333333333333357729e+01,1.801060742519759970e+02,1.666353736387549134e+00,1.844272182000000000e+09,-1.587042343246989250e+08,3.550000000000011369e+00,2.103259999999998797e+02,2.112383636363855430e+02,2.106605557119092111e+02,2.136713333333333367e+02,2.174463400107099460e+02,2.116640000000002999e+02,2.058816599892906538e+02,2.126500083195838329e+02,2.276932539459414073e+01,4.433986942437167045e+01,5.908796600505199947e+00,1.023272734144680784e+00,1.029782337894507238e+00,1.021438946633764111e+00,1.025334585401477927e+00,7.014110804437748925e+01
6.675680552061454875e+01,2.885162581391938375e+00,2.337529817580852765e+00,5.476327638110856100e-01,-1.047094188376741997e+01,4.600708065820946757e+01,6.263348064743895094e+01,1.000000000000000000e+02,6.666666666666691299e+01,2.435201354712362445e+02,6.862983694329538586e+00,1.860825070000000000e+09,-1.532753128584608436e+08,1.410000000000002274e+01,2.117359999999998763e+02,2.129154545454764786e+02,2.122768183097439021e+02,2.160606666666664921e+02,2.217850078606830948e+02,2.131980000000003201e+02,2.046109921393175455e+02,2.159050326875936037e+02,2.337496246566398739e+01,5.864447752617428478e+01,5.931025414754828695e+00,1.029793900505631798e+00,1.036904447047267031e+00,1.022719861867261049e+00,1.031160469157519355e+00,6.198224664623558056e+01
6.996862875542684890e+01,3.864038454775965192e+00,2.846366029979223278e+00,1.017672424796741915e+00,-5.040930633347644907e+00,6.345230346468630245e+01,8.835615144317087299e+01,9.999999999999998579e+01,1.000000000000002416e+02,2.280582062487006567e+02,7.687123947051754946e+00,1.876254566000000000e+09,-1.437165519218754470e+08,1.596999999999999886e+01,2.133329999999998563e+02,2.150943636363856513e+02,2.143573967988813820e+02,2.197913333333333412e+02,2.273483253575948879e+02,2.154720000000002926e+02,2.035956746424056973e+02,2.198938461607667705e+02,2.435083296024133048e+01,6.585593418936514354e+01,5.946666456558054037e+00,1.038278755476348181e+00,1.048689138576779811e+00,1.025391878265697665e+00,1.040101638266058393e+00,6.249908381562894277e+01
6.396735103565623604e+01,3.768491501550869316e+00,3.153741187169771809e+00,6.147503143810975068e-01,-2.124084446359320211e+01,7.808225049103377557e+01,8.325711938249094146e+01,5.740240528981979651e+01,8.580080176327351182e+01,1.462751456409243076e+02,3.936114917544775160e+00,1.861181701000000000e+09,-1.527602709218754172e+08,8.330000000000012506e+00,2.141659999999998547e+02,2.162992727272947775e+02,2.153760519263574906e+02,2.219879999999998859e+02,2.278198371161383022e+02,2.176900000000002819e+02,2.075601628838622617e+02,2.207366785110922933e+02,2.525699841949171898e+01,5.745994451381765344e+01,5.921904566803907422e+00,1.010427672378151120e+00,1.027053780712158693e+00,1.001292813051993358e+00,1.016924362373241131e+00,6.356590100205807659e+01
6.416104461473356935e+01,3.587605958696684638e+00,3.298362777678742752e+00,2.892431810179418861e-01,-2.029297716501501014e+01,8.322369606647551166e+01,7.805781737376419471e+01,3.227539002889819209e+00,5.354331476423678282e+01,1.158105778098551610e+02,4.578702384345034737e+00,1.874912775000000000e+09,-1.593814036921019554e+08,9.640000000000014779e+00,2.151299999999998249e+02,2.173927272727493403e+02,2.162494970306561299e+02,2.234266666666665628e+02,2.245345782603791349e+02,2.200000000000002842e+02,2.154654217396214335e+02,2.212507338371635228e+02,2.614126788282900904e+01,5.722990680262171281e+01,5.940339954889340746e+00,1.000818181818180497e+00,1.023474178403756651e+00,9.985215821792136071e-01,1.012821370623653072e+00,6.553616608561694079e+01
6.389204737498855735e+01,3.307569668839164478e+00,3.301431741398883180e+00,6.137927440281298885e-03,-2.098233520034459332e+01,7.482971799070132590e+01,6.317421721584829442e+01,0.000000000000000000e+00,2.020998143090345422e+01,9.004550300814806008e+01,4.986400725294659608e+00,1.860352026000000000e+09,-1.666262641701507270e+08,1.045000000000001705e+01,2.161749999999998693e+02,2.182818181818402934e+02,2.169350430250822797e+02,2.238999999999999773e+02,2.237483285257274872e+02,2.206860000000002913e+02,2.176236714742730953e+02,2.213807810947127734e+02,2.696237524164221000e+01,5.917655671755208857e+01,5.808887100968673778e+00,9.969821375166513233e-01,1.017786515554528259e+00,9.977658123947968916e-01,1.007963016950462309e+00,5.503201396968454873e+01
5.351700986547454875e+01,2.019687464075815342e+00,2.874183648957860715e+00,-8.544961848820453731e-01,-6.797915460335838134e+01,6.169455534508361438e+01,4.385163144563779269e+01,0.000000000000000000e+00,1.075846334296855389e+00,-4.137813931029707959e+00,5.993958844629165839e-01,1.841889494000000000e+09,-1.766737442249451876e+08,1.270000000000010232e+00,2.163019999999998504e+02,2.177318181818403389e+02,2.162468533841582428e+02,2.215446666666667284e+02,2.262780372524741779e+02,2.194060000000003186e+02,2.125339627475264592e+02,2.182321704915661371e+02,2.566697469482118521e+01,5.745438639645669099e+01,6.015395165185197790e+00,9.714866503194976577e-01,9.854277815276796249e-01,9.777493035189932513e-01,9.789565979832410836e-01,5.794616705351902652e+01
5.948784076387770625e+01,1.975894789156399156e+00,2.574754029024040047e+00,-5.988592398676408912e-01,-3.445280833815862565e+01,4.887045002666133797e+01,3.958550141849737969e+01,5.609555999259410441e+01,1.869851999753161564e+01,3.704189039461324029e+01,3.103367082646579789e+00,1.855996493000000000e+09,-1.681625214949451685e+08,6.590000000000003411e+00,2.169609999999998706e+02,2.182114545454767551e+02,2.167365164052203852e+02,2.215460000000001344e+02,2.238216291755298357e+02,2.184500000000003297e+02,2.130783708244708237e+02,2.186589467295806060e+02,2.461004756698663343e+01,5.710693944759540841e+01,6.084295510529111439e+00,1.002243076218812812e+00,1.009121455008043622e+00,1.005024971845513537e+00,1.003338713158027140e+00,6.165388944641515678e+01
6.200251349494610764e+01,2.264148466178937724e+00,2.471218841409005940e+00,-2.070703752300682154e-01,-1.841343370005779789e+01,4.420000053880072954e+01,4.916286875226646913e+01,7.972074339631663520e+01,4.527210112963715716e+01,6.965960819004509119e+01,6.147364389333076495e+00,1.869684123000000000e+09,-1.595610053747265041e+08,1.284000000000000341e+01,2.182449999999998909e+02,2.190749090909313566e+02,2.176407861497257841e+02,2.212880000000002099e+02,2.247196621524710736e+02,2.188000000000003240e+02,2.128803378475295744e+02,2.201471800598265531e+02,2.410264430214127884e+01,5.738126256127775804e+01,6.041845831205601591e+00,1.013299817184642126e+00,1.015876652386080492e+00,1.012688871430444060e+00,1.012028264304676295e+00,5.846317565647571257e+01
6.398417386268261708e+01,2.673930371858887156e+00,2.538789351558966345e+00,1.351410202999208110e-01,-6.670467502850558894e+00,5.464381438637069976e+01,7.518307298834770336e+01,1.000000000000000000e+02,7.860543446297049286e+01,1.032979318054780720e+02,7.362316061927831612e+00,1.884650283000000000e+09,-1.550177068032978773e+08,1.536000000000001364e+01,2.197809999999998638e+02,2.201194545454768559e+02,2.187951886679574613e+02,2.210220000000001619e+02,2.268245879684463375e+02,2.195620000000002960e+02,2.122994120315542546e+02,2.221162621605077163e+02,2.404228728073141141e+01,6.337364642961092898e+01,5.856713986119486570e+00,1.020167424235522091e+00,1.019150882014369541e+00,1.015081889949379867e+00,1.017583840840035725e+00,5.653524239759544656e+01
5.944476307873451049e+01,2.372820094852386319e+00,2.483466265990106336e+00,-1.106461711377200174e-01,-2.434435575826688947e+01,6.789311271770991141e+01,7.933339641251502883e+01,5.663189393842578312e+01,7.878421244491438813e+01,6.321146584277337865e+01,1.985317881711989862e+00,1.873226041000000000e+09,-1.600608406591538191e+08,4.299999999999982947e+00,2.202109999999998706e+02,2.203210909091132521e+02,2.191760634556015646e+02,2.206146666666667215e+02,2.270754234105514513e+02,2.197360000000003311e+02,2.123965765894492108e+02,2.219537403037767831e+02,2.343782275666783832e+01,5.751547092909976300e+01,5.755520129968094700e+00,1.005251756653437134e+00,1.003083406369346342e+00,9.990291174316082712e-01,1.002582181708247866e+00,5.897097015133797981e+01
5.196521311673228638e+01,1.257331349956473332e+00,2.074754627312228816e+00,-8.174232773557554843e-01,-5.763968072976049228e+01,7.112591476104149990e+01,5.886127488226123461e+01,0.000000000000000000e+00,5.221063131280883596e+01,-4.864178958440304257e+01,-2.049647005237986708e+00,1.849328338000000000e+09,-1.640263983622103930e+08,-4.500000000000000000e+00,2.197609999999998820e+02,2.193827272727496904e+02,2.184258701000376561e+02,2.183740000000002794e+02,2.261289939297572289e+02,2.201160000000003549e+02,2.141030060702434810e+02,2.191220398805523644e+02,2.204464418065192177e+01,5.107161866002861927e+01,5.897982977827516571e+00,9.769848625270296516e-01,9.785630753409391147e-01,9.795362480793854409e-01,9.802503719111715919e-01,6.031804507709122021e+01
4.641854186440729535e+01,-2.126548754882549019e-01,1.312284793045400910e+00,-1.524939668533655812e+00,-8.700114025085517255e+01,5.630474618435163592e+01,3.071956725827812917e+01,0.000000000000000000e+00,1.887729797947550381e+01,-1.202855345911951019e+02,-6.177364562846410223e+00,1.831136940000000000e+09,-1.764808864808087051e+08,-1.381999999999999318e+01,2.183789999999998486e+02,2.175898181818406556e+02,2.168757119000308080e+02,2.154853333333333865e+02,2.285777411846310372e+02,2.183080000000003622e+02,2.080382588153696872e+02,2.148538328871367753e+02,2.150344638507912265e+01,4.932951057277723805e+01,6.006698479411267222e+00,9.614856074903331828e-01,9.611730065619870089e-01,9.711418049018668563e-01,9.646591083806401734e-01,5.678076953568497487e+01
4.473123242386483867e+01,-1.345395222679371727e+00,4.263914544704767717e-01,-1.771786677149848499e+00,-8.987274655355250275e+01,3.354234253321899217e+01,1.104618545911710292e+01,0.000000000000000000e+00,2.439530059443010806e-13,-1.744157645383805004e+02,-5.341880341880345107e+00,1.817540748000000000e+09,-1.778565012008087337e+08,-1.175000000000000000e+01,2.172039999999998656e+02,2.157409090909316092e+02,2.153001279182070391e+02,2.118393333333333146e+02,2.277991600760278175e+02,2.156080000000003452e+02,2.034168399239728728e+02,2.112571420909189612e+02,2.137417107270686145e+01,4.887778992015710600e+01,5.881220016596176769e+00,9.656877295833163899e-01,9.585919228006857251e-01,9.785622749932316733e-01,9.650928091354364913e-01,5.519487795412659636e+01
4.346273718900391714e+01,-2.163995630238048307e+00,-4.370709070990316247e-01,-1.726924723139016571e+00,-9.655355249204677648e+01,1.624437439514879244e+01,6.967370468050639865e+00,0.000000000000000000e+00,2.439530059443010806e-13,-1.442368253048580584e+02,-6.008720138068857075e+00,1.804735181000000000e+09,-1.877964867742353678e+08,-1.323000000000001819e+01,2.158809999999998581e+02,2.138765454545680313e+02,2.137819228421693936e+02,2.085313333333334640e+02,2.224921795553385095e+02,2.122000000000003581e+02,2.019078204446622067e+02,2.083705897645664038e+02,2.092472060442389292e+01,4.716633838468445106e+01,5.869704301125020507e+00,9.752591894439190945e-01,9.586299859644902277e-01,9.860145857421035442e-01,9.676142821558739726e-01,6.288736185498166265e+01
4.273763266226779933e+01,-2.676853200978541736e+00,-1.183665005058868402e+00,-1.493188195919673333e+00,-8.787174721189585114e+01,9.595399011246810161e+00,1.077264110657218588e+01,0.000000000000000000e+00,2.439530059443010806e-13,-1.393983120671612426e+02,-6.258521952549767065e+00,1.789767630000000000e+09,-1.854016786142352819e+08,-1.377000000000001023e+01,2.145039999999998486e+02,2.121254545454771687e+02,2.124124823254113323e+02,2.057826666666665858e+02,2.155605088852017275e+02,2.092720000000003893e+02,2.029834911147990510e+02,2.062594892010030776e+02,2.092979821399219986e+01,3.992628973497304656e+01,5.771868279616090724e+00,9.855594632822337609e-01,9.615205310856680399e-01,9.920539484950127163e-01,9.723019825316742137e-01,6.653255685668767683e+01
4.767948760184567902e+01,-2.355874032004209084e+00,-1.574401347373981963e+00,-7.814726846302271213e-01,-7.077137546468392770e+01,1.396560897513287536e+01,2.415681535077530384e+01,1.000000000000000000e+02,3.333333333333357729e+01,-9.060014788658004647e+01,-1.510673234811166221e+00,1.800050617000000000e+09,-1.793570458687303960e+08,-3.219999999999998863e+00,2.141819999999998458e+02,2.112938181818408623e+02,2.119611219026092783e+02,2.035920000000001266e+02,2.112461967912815908e+02,2.082480000000004168e+02,2.052498032087192428e+02,2.066770708965219967e+02,2.020540836143828045e+01,3.821567513353923573e+01,5.876020545357797609e+00,1.008076908301638319e+00,9.801477248321528446e-01,1.008690443395248604e+00,9.935453947797604490e-01,7.008984726750938421e+01
4.500822079940419940e+01,-2.398912335407487717e+00,-1.849238343385150474e+00,-5.496739920223372433e-01,-8.169144981412627260e+01,2.450730498117183132e+01,3.859245848616751573e+01,4.594607014770748776e+01,4.864869004923607321e+01,-7.958753083117908034e+01,-5.188636156024473145e+00,1.786923635000000000e+09,-1.883983965834276378e+08,-1.135999999999998522e+01,2.130459999999998217e+02,2.100934545454773001e+02,2.111645542839530378e+02,2.022200000000001978e+02,2.102943179080000675e+02,2.077840000000004181e+02,2.052736820920007688e+02,2.060561952840158142e+02,1.953276064120964151e+01,3.872671052244213996e+01,5.704161934975097381e+00,9.990182112193412012e-01,9.743435689944903721e-01,9.984672019702399703e-01,9.880364928506936151e-01,6.450040572026611585e+01
4.049586891157471058e+01,-2.947347527882669738e+00,-2.215274738217656747e+00,-7.320727896650129907e-01,-9.323692045937896467e+01,3.342290935847723432e+01,3.751945423848840022e+01,0.000000000000000000e+00,4.864869004923607321e+01,-1.018106925255297597e+02,-8.330702268729417881e+00,1.770100714000000000e+09,-1.991832940190935433e+08,-1.846999999999999886e+01,2.111989999999997849e+02,2.083105454545682278e+02,2.097237262323252196e+02,2.006079999999998336e+02,2.111169758491593598e+02,2.067900000000004184e+02,2.024630241508414770e+02,2.038249489962491623e+02,1.979078296534376236e+01,3.163026904033416287e+01,5.929578939619732481e+00,9.828328255718342676e-01,9.623151624770960311e-01,9.847662609505104525e-01,9.756587193245380707e-01,6.469155551129674109e+01
3.412104331779996613e+01,-4.235681420096767624e+00,-2.888743632177360077e+00,-1.346937787919407548e+00,-9.806731089636792831e+01,3.268657422002213764e+01,2.194780993541000313e+01,0.000000000000000000e+00,1.531535671590273751e+01,-1.596101735021791228e+02,-1.261663467119068471e+01,1.738174006000000000e+09,-2.259662546190936863e+08,-2.826000000000001933e+01,2.083729999999997631e+02,2.054980000000228131e+02,2.071794123719024583e+02,1.978313333333332480e+02,2.143653164731175593e+02,2.045460000000004186e+02,1.947266835268832779e+02,1.990906258904105357e+02,2.086731809556692241e+01,2.959420152187595576e+01,6.083894729646894817e+00,9.568996704897655414e-01,9.393251524909667083e-01,9.656269117173551519e-01,9.524666906732827121e-01,6.320876515365986137e+01
3.537561989053788380e+01,-4.728715173693274210e+00,-3.502067479349331158e+00,-1.226647694343943051e+00,-9.266947778138178649e+01,2.338985139244048739e+01,1.070229000342255965e+01,9.253101214673899122e+00,3.084367071558208107e+00,-1.443061824647786011e+02,-1.100095069944315718e+01,1.756145547000000000e+09,-2.218039086109193265e+08,-2.429999999999998295e+01,2.059429999999998131e+02,2.033556363636592437e+02,2.052540646679202041e+02,1.964560000000001025e+02,2.140071530315012467e+02,2.026140000000004306e+02,1.912208469684996146e+02,1.965089199692295949e+02,2.196137229220136433e+01,2.986350645011548011e+01,5.911473677529258453e+00,9.702685895347783473e-01,9.545845209596839354e-01,9.827272484903930572e-01,9.667300278239630007e-01,5.547029211147441430e+01
3.357416090619162929e+01,-5.158992362683250121e+00,-4.054375773793970517e+00,-1.104616588889279605e+00,-9.834077855775363730e+01,1.309498765091922756e+01,6.634863013924625186e+00,0.000000000000000000e+00,3.084367071558208107e+00,-1.376290237599418447e+02,-9.630318530574289326e+00,1.741473329000000000e+09,-2.316472953704128861e+08,-2.071000000000000796e+01,2.038719999999997867e+02,2.012460000000229172e+02,2.032696892737529026e+02,1.942433333333333962e+02,2.096382096211436874e+02,1.994960000000004356e+02,1.893537903788571839e+02,1.940000348254481821e+02,2.303840390648375447e+01,2.353032942624595947e+01,5.714939843420025589e+00,9.741548702730861153e-01,9.532451734421607537e-01,9.850607067188478227e-01,9.656837899882625420e-01,5.894606933606932841e+01
4.211060277381628225e+01,-4.347570545220662552e+00,-4.152107364269534528e+00,-1.954631809511280238e-01,-7.903637523931081432e+01,1.196845488657532819e+01,1.856821164237830502e+01,1.000000000000000000e+02,3.641770040489154070e+01,-8.766092748262163070e+01,-4.530728918532645366e+00,1.761113427000000000e+09,-2.150851231763831377e+08,-9.510000000000019327e+00,2.029209999999997649e+02,2.006129090909320496e+02,2.027461094057978244e+02,1.944579999999998847e+02,2.046117457991017261e+02,1.980580000000004190e+02,1.915042542008991120e+02,1.953096596326803365e+02,2.308080769674628741e+01,2.493204908911488360e+01,5.768872711747166093e+00,1.011774328731985362e+00,9.875271657443055462e-01,1.014194710808547839e+00,9.988888596853404689e-01,6.173443908918086009e+01
4.198574535098952509e+01,-3.691901246969251815e+00,-3.998705325169440439e+00,3.068040782001886235e-01,-7.872481004294682805e+01,2.150977697014777945e+01,3.932625625413991344e+01,9.853735988878115393e+01,6.617911996292728816e+01,-7.214230559165268630e+01,-3.818260410162821472e+00,1.746555285000000000e+09,-2.055041237404857576e+08,-7.950000000000017053e+00,2.021259999999997774e+02,2.001290909091139270e+02,2.022940895138345923e+02,1.948040000000000020e+02,2.023535502654317497e+02,1.974620000000004154e+02,1.925704497345690811e+02,1.963592243344193378e+02,2.305986259303028163e+01,2.423270737533760411e+01,5.691096089479512621e+00,1.014169814951735304e+00,9.907681347278440853e-01,1.009785564695376170e+00,1.000654123247606719e+00,6.321430365999086831e+01
4.010431266681838736e+01,-3.412638360408436711e+00,-3.803349670249105863e+00,3.907113098406691520e-01,-8.104602510460252063e+01,3.901284390208952146e+01,5.914406380974986632e+01,7.649734938620082403e+01,9.167823642499422476e+01,-6.710540278015859883e+01,-4.155593138439228618e+00,1.736092223000000000e+09,-2.074210205954476595e+08,-8.599999999999994316e+00,2.012659999999997638e+02,1.994425454545685454e+02,2.015769823295010212e+02,1.945799999999998136e+02,2.025751105891285988e+02,1.979860000000004163e+02,1.933968894108722338e+02,1.963819166717844666e+02,2.304041356815113417e+01,2.446430723536826690e+01,5.497446368802404670e+00,1.001838513834309330e+00,9.855117108701928474e-01,9.986640843439937854e-01,9.945220040584699106e-01,5.883836578804428541e+01
3.933897705694420921e+01,-3.212369721272864354e+00,-3.606356353923692026e+00,3.939866326508276728e-01,-8.316166592028652360e+01,5.393466268035516009e+01,6.333366797717521735e+01,6.753183867644254690e+01,8.085551598380840232e+01,-7.001635471560939550e+01,-4.203636363636354289e+00,1.728404197000000000e+09,-2.048149100869730711e+08,-8.669999999999987494e+00,2.003989999999997451e+02,1.987723636363867854e+02,2.008502582695917340e+02,1.944346666666666863e+02,2.025971548804931501e+02,1.981840000000004238e+02,1.937708451195076975e+02,1.962011848182126812e+02,2.323732976822998708e+01,2.648771833245863050e+01,5.273343056745090962e+00,9.969523271303414313e-01,9.859330635382425045e-01,9.954655380895325312e-01,9.940013610817248768e-01,5.549840582088012297e+01
3.287265823202946535e+01,-4.011496280117512470e+00,-3.741402995988298841e+00,-2.700932841292136288e-01,-9.269328802039082404e+01,5.506881454469966997e+01,4.272871184717342175e+01,0.000000000000000000e+00,4.800972935421467724e+01,-1.318442316745053802e+02,-9.393607392940506173e+00,1.702260756000000000e+09,-2.151528261238799393e+08,-1.971999999999999886e+01,1.984269999999997367e+02,1.969198181818413786e+02,1.989156658569386877e+02,1.929006666666666092e+02,2.048275049366870917e+02,1.973580000000004304e+02,1.898884950633137692e+02,1.928808430332175590e+02,2.446759521694066919e+01,2.581500269379580814e+01,5.545961409834727185e+00,9.637815543327333812e-01,9.585893048829053908e-01,9.713413201785812134e-01,9.659261406810495387e-01,4.898348450095691220e+01
3.268424950916749339e+01,-4.371308610833921193e+00,-3.951371534270172958e+00,-4.199370765637482350e-01,-8.664571877454828552e+01,4.525207472090600191e+01,2.969384433836887638e+01,0.000000000000000000e+00,2.251061289214773709e+01,-1.379773760659857658e+02,-8.483476250120435935e+00,1.679696456000000000e+09,-2.023629233589029610e+08,-1.761000000000001364e+01,1.966659999999997694e+02,1.953821818182050833e+02,1.972891811556771131e+02,1.919586666666667440e+02,2.039188190263992055e+02,1.952740000000004272e+02,1.866291809736016489e+02,1.906967576440043786e+02,2.582943506411673340e+01,2.501730973693393523e+01,5.459821309132246725e+00,9.728381658592520909e-01,9.659524269573805944e-01,9.824713228221563233e-01,9.722995118191437580e-01,4.788065351214844867e+01
3.400805791668003053e+01,-4.301752543483416957e+00,-4.068165204007921254e+00,-2.335873394754957033e-01,-8.317907444668004757e+01,3.175259326379346803e+01,2.283522360583761568e+01,1.784093180052714800e+01,5.946977266842605303e+00,-1.198039651452439642e+02,-6.145443810273576446e+00,1.701767994000000000e+09,-1.890219048344583809e+08,-1.249000000000000909e+01,1.954169999999997458e+02,1.943065454545687487e+02,1.961002391273721912e+02,1.913453333333333148e+02,2.009050992293489628e+02,1.933720000000004404e+02,1.858389007706519180e+02,1.897614106143120978e+02,2.688186476916398959e+01,2.739502078373597271e+01,5.391262644194228848e+00,9.864406429058992787e-01,9.761177379654801811e-01,9.942594439444970567e-01,9.816962138550278105e-01,4.521468753022826803e+01
3.147817846315338741e+01,-4.506442602514397322e+00,-4.214257670176746906e+00,-2.921849323376504159e-01,-9.509054325955735010e+01,2.475080598578201929e+01,2.172335001313907910e+01,0.000000000000000000e+00,5.946977266842605303e+00,-1.150540758676363282e+02,-4.056608593470601321e+00,1.672931291000000000e+09,-2.083396961645555496e+08,-7.939999999999997726e+00,1.946229999999997631e+02,1.929198181818414923e+02,1.945892865587590563e+02,1.883780000000000996e+02,1.978938525759358242e+02,1.912600000000004172e+02,1.846261474240650102e+02,1.879738766835079389e+02,2.772307576055141709e+01,2.610783817491424230e+01,5.374029598180356082e+00,9.818571577956686225e-01,9.648910971467926645e-01,9.884169748689951573e-01,9.734095841983104735e-01,4.398231080576640295e+01
3.047200730731522000e+01,-4.622112328349089694e+00,-4.350209222900860873e+00,-2.719031054482288212e-01,-9.645447219983886100e+01,2.063849423363960156e+01,1.735690908194162319e+01,0.000000000000000000e+00,5.946977266842605303e+00,-1.149456597658767123e+02,-5.096902182206630272e+00,1.650765301000000000e+09,-2.220978968542107940e+08,-1.002000000000001023e+01,1.936209999999997535e+02,1.914556363636597496e+02,1.931312344571664994e+02,1.856813333333332707e+02,1.922604590550541843e+02,1.890580000000003906e+02,1.858555409449465969e+02,1.864032914165617001e+02,2.867488262923803788e+01,2.100788332153862115e+01,5.321598912596045672e+00,9.868400173491711502e-01,9.635834955919049261e-01,9.901429728879229675e-01,9.744816268851977936e-01,5.095062151577952392e+01
3.200677535166234833e+01,-4.389987167498958343e+00,-4.363468537766893363e+00,-2.651862973206497998e-02,-9.323126510878321938e+01,1.824485167457816814e+01,1.565429592865332076e+01,4.340345243595997715e+01,1.446781747865354895e+01,-9.479540823058546550e+01,-3.586497890295359259e+00,1.685414696000000000e+09,-2.370923718834505081e+08,-6.969999999999998863e+00,1.929239999999997508e+02,1.903190909091143510e+02,1.920837372831362302e+02,1.833726666666665608e+02,1.916810875887819918e+02,1.884900000000004070e+02,1.852989124112188222e+02,1.858967160185754892e+02,2.955870329301847121e+01,3.119420223696948824e+01,5.185770418839184437e+00,9.940580402143328609e-01,9.712114615081599567e-01,9.973668988669700530e-01,9.845044924551333843e-01,4.961846068341946392e+01
4.414045498751281116e+01,-3.024400858100960932e+00,-3.917112644544916034e+00,8.927117864439551020e-01,-4.603841536614638841e+01,2.509102911331834207e+01,4.226188232935958666e+01,1.000000000000000142e+02,4.780115081198689353e+01,-3.969735284082460236e+00,-2.849443585009225899e+00,1.712041191000000000e+09,-2.194021663012586236e+08,-5.709999999999979536e+00,1.923529999999997813e+02,1.906383636363871403e+02,1.925557850498387324e+02,1.860659999999999741e+02,1.953930522560459906e+02,1.894320000000003859e+02,1.834709477439547811e+02,1.890400521250890904e+02,2.862346961386193200e+01,3.918386666783451489e+01,5.407501103207813742e+00,1.027703872629754267e+00,1.012097549817264186e+00,1.025020007581876724e+00,1.021200540575986304e+00,4.319816044650450237e+01
4.354515296759388576e+01,-2.139168388751102157e+00,-3.324464559280311704e+00,1.185296170529209547e+00,-4.489264801561485285e+01,4.168043454471396814e+01,6.712512537612849428e+01,9.564469913594227535e+01,7.968271719063432101e+01,1.143099380713610635e+01,-3.046040147807849152e+00,1.700241623000000000e+09,-2.171296569086661041e+08,-6.099999999999994316e+00,1.917429999999997676e+02,1.909669090909326030e+02,1.928474604953225935e+02,1.888973333333333358e+02,1.971968762518725100e+02,1.901140000000003738e+02,1.830311237481282376e+02,1.910380674813580981e+02,2.775503834035942674e+01,4.637033223526641024e+01,5.214108167264397409e+00,1.021281967661506362e+00,1.012605414539254234e+00,1.013869162001893143e+00,1.016720650317207264e+00,3.753823866876115289e+01
4.658846920448226570e+01,-1.218447758996035191e+00,-2.622458959185553162e+00,1.404011200189517972e+00,-3.162003903708530927e+01,6.616437574455459014e+01,8.910611952817521342e+01,1.000000000000000000e+02,9.854823304531431916e+01,4.624035253851198490e+01,-1.083942525838166304e+00,1.716083999000000000e+09,-2.113946032312469482e+08,-2.150000000000005684e+00,1.915279999999997926e+02,1.917772727272962641e+02,1.934570131325366731e+02,1.924420000000000641e+02,1.998060796500015499e+02,1.917960000000003618e+02,1.837859203499991736e+02,1.933659602620399198e+02,2.645056156490741017e+01,5.255377907260293568e+01,5.050957583888369129e+00,1.022961897015577160e+00,1.024393300196317025e+00,1.013782341654693164e+00,1.023061790429112827e+00,4.056575729445227552e+01
