# RSI,MACD,MACD,MACD,WILLR,STOCH,STOCH,STOCHRSI,STOCHRSI,CCI,ROC,OBV,AD,MOM,SMA,WMA,EMA,TSF,BBANDS,BBANDS,BBANDS,TEMA,ADX,MFI,ATR,DS5,DS10,DW5,DW10,OCRSI
5.535211128189268237e+01,1.400248089907975668e+00,8.863538180888418383e-01,5.138942718191338299e-01,-9.157266091572633826e+00,7.853072879435889320e+01,7.500934536464511382e+01,8.053992585968211415e+01,7.314988075503690368e+01,1.092828886707714844e+02,4.360465116279055309e+00,9.181275900000000000e+07,-1.510569924936898351e+08,3.299999999999997158e+00,7.477299999999988245e+01,7.644727272728204071e+01,7.604594954495790660e+01,8.091199999999999193e+01,7.992216684309209995e+01,7.811200000000030741e+01,7.630183315690851487e+01,7.916370533343956595e+01,1.233560014342526578e+01,6.001520216789798212e+01,5.022552932567788453e+00,1.011112249078242709e+00,1.056263624570368043e+00,1.010362031470006583e+00,1.033130381011147625e+00,4.970354318950445105e+01
4.846173805800581391e+01,8.127524667966383731e-01,8.618200343247740536e-01,-4.906756752813568045e-02,-5.545286506469503962e+01,6.691633020949620914e+01,5.237495334079887499e+01,0.000000000000000000e+00,3.981654742170356798e+01,3.830567152021239252e+01,6.198229077406458565e+00,5.381728500000000000e+07,-1.822785570285359025e+08,4.340000000000003411e+00,7.520699999999989416e+01,7.637218181819115159e+01,7.573941326405646635e+01,7.947933333333327255e+01,8.094539791369687975e+01,7.740800000000031389e+01,7.387060208630374802e+01,7.760039047820714586e+01,1.193839886313589815e+01,5.244126358839372415e+01,5.104513437384375685e+00,9.606242248863127164e-01,9.887377504753560586e-01,9.667270473831025557e-01,9.736529483604215995e-01,5.150231601294130712e+01
4.316375190735180212e+01,-1.843980153856819015e-01,5.130806844212887352e-01,-6.974786998069706367e-01,-9.109528049866429456e+01,5.480346534508262835e+01,3.702609732980362622e+01,0.000000000000000000e+00,2.684664195322750402e+01,-4.863466121893011973e+01,-1.599551003227162038e+00,-7.942649000000000000e+06,-2.324403813571743965e+08,-1.140000000000000568e+00,7.509299999999988984e+01,7.544909090910024929e+01,7.471951994331892877e+01,7.639866666666671335e+01,8.254244877563749583e+01,7.584400000000030673e+01,6.914555122436311763e+01,7.457086993760067628e+01,1.251804869622515248e+01,4.151927601024687675e+01,5.500619620428349954e+00,9.246611465639960059e-01,9.339086199778954267e-01,9.414265258637433131e-01,9.295009277777965817e-01,5.590836500190312108e+01
3.988863128777273914e+01,-1.208800432420332527e+00,-6.087968785925168547e-02,-1.147920744561080841e+00,-9.414285714285708195e+01,3.373922953710481210e+01,1.181663794071165263e+01,0.000000000000000000e+00,1.326346440085520431e-13,-1.539802507746213962e+02,-5.179957657021860840e+00,-8.083969300000000000e+07,-2.721287719793962836e+08,-3.669999999999987494e+00,7.472599999999988540e+01,7.401036363637298621e+01,7.334869813544275985e+01,7.210200000000000387e+01,8.202339297732574153e+01,7.345400000000032037e+01,6.488460702267489921e+01,7.118591249133822885e+01,1.353159872335937841e+01,3.169646896831537219e+01,5.377003933254896673e+00,9.145859994009817306e-01,8.990177448277723027e-01,9.381982720096705419e-01,9.077107137328516151e-01,5.118717465435993574e+01
3.834839969766260737e+01,-1.993789649689702514e+00,-7.051830084694019618e-01,-1.288606641220300553e+00,-9.727393617021269279e+01,1.828467549563137950e+01,6.011291216378580771e+00,0.000000000000000000e+00,1.326346440085520431e-13,-1.454115725919077988e+02,-7.435572454583860846e+00,-1.449432380000000000e+08,-3.221019656621916294e+08,-5.280000000000001137e+00,7.419799999999989382e+01,7.237472727273664930e+01,7.196348029263498347e+01,6.751266666666670346e+01,8.098007419591611722e+01,7.127600000000032310e+01,6.157192580408452898e+01,6.829854652487482269e+01,1.464320068863062474e+01,3.127800360808409863e+01,5.258646509450976225e+00,9.221897974072578164e-01,8.858729345804482458e-01,9.521855020958317484e-01,9.081899507863196996e-01,5.416917874702578217e+01
3.381908674365411116e+01,-3.060158980683610253e+00,-1.490174999207471318e+00,-1.569983981476138934e+00,-9.563924677898907589e+01,7.416168411455619669e+00,4.420576077276351157e+00,0.000000000000000000e+00,1.326346440085520431e-13,-1.878630564000449965e+02,-1.750878141042960934e+01,-2.144025180000000000e+08,-3.672574021631855965e+08,-1.295999999999999375e+01,7.290199999999988734e+01,6.998600000000938337e+01,6.998102933033771933e+01,6.221000000000002927e+01,7.656898507376538987e+01,6.769200000000031991e+01,5.881501492623524285e+01,6.433716873924112178e+01,1.642344480083071545e+01,3.014396763233185794e+01,5.279457473061621720e+00,9.020268273946657756e-01,8.375627554799607299e-01,9.304333692274804335e-01,8.724602063268627195e-01,5.013238262065670625e+01
3.385511797704372583e+01,-3.585276571876477192e+00,-2.188542190097139795e+00,-1.396734381779337397e+00,-8.580329327992880906e+01,5.901070714607310030e+00,7.271344850166723717e+00,3.855807860252649655e-01,1.285269286752209472e-01,-1.656148669684127128e+02,-2.157164869029275422e+01,-1.288687070000000000e+08,-3.249912800999537110e+08,-1.679999999999999716e+01,7.122199999999989473e+01,6.783654545455485163e+01,6.836266036118540512e+01,5.880866666666666021e+01,7.210625996692216688e+01,6.503600000000031400e+01,5.796574003307845402e+01,6.182733705206291575e+01,1.836218423578948844e+01,2.866708300299924872e+01,5.207353367842934233e+00,9.391721508087782500e-01,8.576001797197507770e-01,9.630828743221555577e-01,9.003996236942636289e-01,5.058277480220843358e+01
3.546326942690438955e+01,-3.639010747224077136e+00,-2.672031709139452094e+00,-9.669790380846250422e-01,-8.202047174009791775e+01,9.729387587121227199e+00,1.749624183392033316e+01,2.708906197654463099e+01,9.158214254190097492e+00,-1.107733882064187583e+02,-2.055163566388711160e+01,-6.922738900000000000e+07,-3.618033854683747888e+08,-1.602000000000000313e+01,6.961999999999987665e+01,6.614709090910032785e+01,6.719308575006078854e+01,5.688599999999998857e+01,6.851350876890957409e+01,6.339600000000031343e+01,5.827849123109104568e+01,6.070392075562129719e+01,1.971676382616064060e+01,3.048505343946932911e+01,5.016828127282723315e+00,9.768755126506355468e-01,8.895432347026732689e-01,9.926906677781964783e-01,9.362467668473059001e-01,4.929097982234245734e+01
3.258277874811512476e+01,-3.933378171019590752e+00,-3.092480529766164832e+00,-8.408976412534259204e-01,-9.479305740987983597e+01,1.476003496135327175e+01,1.951251819997248660e+01,0.000000000000000000e+00,9.158214254190097492e+00,-1.131114108787323431e+02,-2.536332617212181262e+01,-1.640316370000000000e+08,-4.091004049805697799e+08,-2.006999999999999318e+01,6.761299999999987165e+01,6.422709090910032614e+01,6.571434288641337673e+01,5.519800000000005724e+01,6.615665323598922498e+01,6.177200000000031110e+01,5.738734676401139723e+01,5.883668909042624762e+01,2.143777527676896355e+01,2.835982933339236212e+01,4.980626118191101348e+00,9.560966133523230992e-01,8.735006581574565887e-01,9.691393814750473013e-01,9.195496660994153526e-01,4.940574103225954872e+01
3.357479654297015514e+01,-3.883057076567062893e+00,-3.356006045366464186e+00,-5.270510312005987075e-01,-8.740025199496010089e+01,2.107033363472802634e+01,2.620224087029098214e+01,3.443919475802636043e+01,2.050941891152379526e+01,-1.012325649518918311e+02,-2.227877838684417711e+01,-6.575390800000000000e+07,-3.663096234542539716e+08,-1.707000000000000739e+01,6.590599999999986380e+01,6.276109090910034638e+01,6.459355327070184671e+01,5.437466666666664850e+01,6.266475926301547617e+01,6.053600000000030690e+01,5.840724073698513763e+01,5.799571133704030501e+01,2.320026417253556517e+01,2.250243367298281427e+01,4.923438538320307423e+00,9.837121712699831155e-01,9.035596152095426437e-01,9.892026578074855081e-01,9.488362795708711328e-01,5.157442713998773343e+01
2.955977701572553684e+01,-4.293756117654609739e+00,-3.668589402795845889e+00,-6.251667148587638501e-01,-9.690042619139867952e+01,2.123331886058580764e+01,1.798519751149368062e+01,0.000000000000000000e+00,1.147973158600891885e+01,-1.086104396681256645e+02,-2.991896682704482302e+01,-1.319987790000000000e+08,-4.089483043428952694e+08,-2.363000000000000256e+01,6.354299999999987136e+01,6.084181818182762669e+01,6.291290722148333003e+01,5.363866666666662297e+01,6.393393127699938105e+01,5.939400000000031099e+01,5.485406872300124093e+01,5.572091452310236548e+01,2.506816118359169465e+01,1.716413814832695550e+01,4.928907214154571115e+00,9.319123143751845140e-01,8.710636891553769079e-01,9.466177158039305040e-01,9.097361264678981430e-01,5.697835795794787117e+01
2.817738767907184538e+01,-4.598520586987618231e+00,-3.978566464193103336e+00,-6.199541227945148947e-01,-9.842401500938085235e+01,2.001180742114401667e+01,1.584798388164712613e+01,0.000000000000000000e+00,1.147973158600891885e+01,-1.084323675451518767e+02,-2.771651425497578813e+01,-2.663265660000000000e+08,-5.121061076191383004e+08,-2.060999999999999943e+01,6.148199999999987142e+01,5.906127272728218713e+01,6.124692409030454598e+01,5.260600000000002296e+01,6.386298643636867212e+01,5.792800000000031702e+01,5.199301356363196192e+01,5.366674507136544037e+01,2.694002896950075154e+01,1.060996294982051502e+01,4.835413841714959027e+00,9.278759839801081766e-01,8.742396148466236028e-01,9.498144548508623553e-01,9.100718206360501883e-01,5.714573546839774565e+01
2.654787304272759485e+01,-4.875987789151196239e+00,-4.277706905845801266e+00,-5.982808833053949726e-01,-9.700516351118761804e+01,1.355112312762457982e+01,6.820187989732663603e+00,0.000000000000000000e+00,1.326346440085520431e-13,-1.117427618145260766e+02,-2.613717382004847423e+01,-4.054299920000000000e+08,-5.924619702113714218e+08,-1.832999999999999829e+01,5.964899999999986591e+01,5.730090909091855877e+01,5.952930152843099165e+01,5.103933333333332456e+01,6.190487131295397916e+01,5.590200000000031366e+01,4.989912868704664817e+01,5.161519548655202527e+01,2.893735695178809308e+01,9.951471053496522501e+00,4.784312853021033263e+00,9.266215877786073696e-01,8.684135526161396168e-01,9.496339570527800866e-01,9.039996192348301873e-01,6.063470854129680987e+01
2.444032112263635170e+01,-5.232560043979866293e+00,-4.595991285223822942e+00,-6.365687587560433514e-01,-9.772151898734178133e+01,9.497194715354636330e+00,5.823412274683850143e+00,0.000000000000000000e+00,1.326346440085520431e-13,-1.214629648940730675e+02,-2.691277165823162676e+01,-5.491025870000000000e+08,-6.964246733111795187e+08,-1.808000000000000540e+01,5.784099999999985897e+01,5.538290909091857372e+01,5.763306488689808305e+01,4.882799999999999585e+01,6.092410008482112005e+01,5.391000000000032344e+01,4.689589991517952683e+01,4.923582326532473985e+01,3.104493211464006563e+01,9.332457038745072708e+00,4.814719077805245107e+00,9.107772212947450319e-01,8.488788229802409768e-01,9.391736801838233006e-01,8.865550908385053663e-01,5.660983436384974254e+01
2.431712369041333588e+01,-5.260152851263548257e+00,-4.817378473903731084e+00,-4.427743773598171728e-01,-9.099970683084139011e+01,8.292217694921534488e+00,1.223305282034782060e+01,0.000000000000000000e+00,1.326346440085520431e-13,-1.262305478846390940e+02,-2.554389167807699224e+01,-8.263548090000000000e+08,-6.866062978271996975e+08,-1.679000000000000625e+01,5.616199999999984982e+01,5.376454545455495548e+01,5.605250763473479481e+01,4.737133333333340346e+01,5.683766375117140512e+01,5.178800000000031645e+01,4.673833624882922777e+01,4.779696035258275799e+01,3.323003143609004439e+01,4.622588207867255328e+00,4.894382000819155643e+00,9.450065652274599604e-01,8.714077134005222547e-01,9.667478764735094598e-01,9.102652981855309244e-01,5.929763875507447324e+01
2.341925870284624978e+01,-5.223774861793820889e+00,-4.952843936533761315e+00,-2.709309252600595741e-01,-9.427897375405484581e+01,1.120210381778636766e+01,1.554984635832716044e+01,0.000000000000000000e+00,1.326346440085520431e-13,-1.198222845516306165e+02,-2.169996724533246280e+01,-9.333828950000000000e+08,-7.201036377203291655e+08,-1.325000000000000000e+01,5.483699999999985408e+01,5.224600000000950928e+01,5.455386988296483253e+01,4.533666666666671574e+01,5.462881133183507387e+01,5.028000000000032088e+01,4.593118866816556789e+01,4.655282599051199099e+01,3.525905223457930759e+01,4.496469494812179946e+00,4.731926143617788405e+00,9.508750994431125481e-01,8.718565931761426135e-01,9.698293349202942171e-01,9.150939784862247572e-01,5.181410572576415774e+01
3.255632968516104597e+01,-4.438287322861583561e+00,-4.781325065309702360e+00,3.430377424481187987e-01,-7.596513075965130213e+01,2.080446361351931372e+01,3.463049166188267947e+01,1.000000000000000000e+02,3.333333333333346360e+01,-7.438937253014863416e+01,-1.542239685658153192e+01,-7.828386500000000000e+08,-6.407257630839656591e+08,-9.420000000000001705e+00,5.389499999999985391e+01,5.166836363637315799e+01,5.402771172242577080e+01,4.573066666666671409e+01,5.304068903793619683e+01,4.986200000000032162e+01,4.668331096206444641e+01,4.768526119381709805e+01,3.606208287307831029e+01,1.328253270328542079e+01,4.724645704787945988e+00,1.036059524287025413e+00,9.585304759254130724e-01,1.038238919556477846e+00,9.998381284835722305e-01,4.003973695979731673e+01
4.129457936229223947e+01,-3.139079142990354399e+00,-4.233909757869919410e+00,1.094830614879565012e+00,-5.576176089771256983e+01,3.604317119574275097e+01,5.794917556701813055e+01,1.000000000000000000e+02,6.666666666666679930e+01,-1.287286270526506549e+01,-9.381559825609564029e+00,-6.393493760000000000e+08,-5.535664958531966209e+08,-5.810000000000002274e+00,5.331399999999985084e+01,5.207290909091862119e+01,5.440812777289381330e+01,4.876333333333333542e+01,5.667944068584675676e+01,5.072600000000031883e+01,4.477255931415388090e+01,5.065599439864375597e+01,3.541787743197979665e+01,2.177006820557174294e+01,4.758599583017378620e+00,1.106336001261673418e+00,1.052631578947371249e+00,1.082492123706270348e+00,1.077719700699171668e+00,3.768852773898642994e+01
4.566334828361111420e+01,-1.848377027028767827e+00,-3.438732180922869031e+00,1.590355153894101203e+00,-3.371251292657702692e+01,5.900575383431444010e+01,8.443759427404224027e+01,1.000000000000000000e+02,1.000000000000001279e+02,3.677972069005991784e+01,-6.264815441923587969e-01,-5.172482100000000000e+08,-4.614288061722154021e+08,-3.700000000000045475e-01,5.327699999999985181e+01,5.305036363637317720e+01,5.518664999600402865e+01,5.244599999999998374e+01,6.097188664667628188e+01,5.264400000000032520e+01,4.431611335332436852e+01,5.394138292740734641e+01,3.420889771392909040e+01,2.881439223531123872e+01,4.651556755658995179e+00,1.114846896132505760e+00,1.101601066126098649e+00,1.076920253954495088e+00,1.106307214070820999e+00,3.674395472446687450e+01
4.584909912989596847e+01,-9.669929957449951985e-01,-2.614819119196911235e+00,1.647826123451916036e+00,-2.715492957746479163e+01,7.776179118194795592e+01,9.089860370478324114e+01,1.000000000000000000e+02,1.000000000000001279e+02,6.365591397849457422e+01,-1.259445843828710387e+00,-3.421185360000000000e+08,-4.957923119452652931e+08,-7.500000000000000000e-01,5.320199999999984897e+01,5.405454545455501147e+01,5.584362272400329630e+01,5.632799999999998875e+01,6.316818895955201185e+01,5.461600000000032651e+01,4.606381104044864117e+01,5.625266747299610870e+01,3.251184772556978686e+01,3.762469474720299445e+01,4.621445558826209776e+00,1.076607587520134190e+00,1.105221608210220641e+00,1.039787798408695174e+00,1.087790110998798632e+00,3.343231169922920287e+01
4.932582518651935288e+01,-9.504387472451725216e-02,-1.774894037706113314e+00,1.679850162981596062e+00,-1.560563380281688062e+01,8.835982361581109501e+01,8.974327286860757624e+01,1.000000000000000000e+02,1.000000000000001279e+02,9.271813800881760415e+01,9.936766034327003894e+00,-2.512453910000000000e+08,-4.934622313042396307e+08,5.500000000000000000e+00,5.375199999999985323e+01,5.544509090910047888e+01,5.675387313782088228e+01,5.995999999999995111e+01,6.354588073281004768e+01,5.722400000000033060e+01,5.090211926719061353e+01,5.873133582714478962e+01,3.072311082647229696e+01,4.312127159720257907e+01,4.532770876052909514e+00,1.063365021669223642e+00,1.132050900431615048e+00,1.037899979532164618e+00,1.097482193685291429e+00,3.676057172992841515e+01
5.031455315716275578e+01,5.269675820114656517e-01,-1.007606831133586844e+00,1.534574413145052496e+00,-9.106830122591954790e+00,8.871549909538714473e+01,8.550462071277036102e+01,1.000000000000000000e+02,1.000000000000001279e+02,1.035441395046996007e+02,1.430697674418603960e+01,-1.323095520000000000e+08,-4.753632992825006247e+08,7.689999999999997726e+00,5.452099999999984448e+01,5.684290909091866695e+01,5.760589620367163377e+01,6.303466666666669482e+01,6.293708397562059531e+01,5.918000000000033367e+01,5.542291602438007203e+01,6.061671085352615052e+01,2.885278975095496889e+01,4.511678797937953789e+01,4.471858670620558307e+00,1.038188577222028508e+00,1.126905229177751266e+00,1.023431426985202064e+00,1.080873603807440686e+00,3.669107827619870221e+01
4.590081126901203845e+01,5.005677562575243655e-01,-5.048819686698831077e-01,1.005449724927407473e+00,-2.486865148861644670e+01,8.226537702488484172e+01,7.154823749327630367e+01,5.105407993339980521e+00,6.836846933111345948e+01,7.242599916924017123e+01,1.339768339768341221e+01,-2.137258150000000000e+08,-5.353389805671979189e+08,6.940000000000004832e+00,5.521499999999983999e+01,5.761000000000958465e+01,5.781209689391315720e+01,6.399666666666666259e+01,6.208756371844044253e+01,5.970400000000033458e+01,5.732043628156022663e+01,6.058114821962899299e+01,2.734044117875196633e+01,4.548899561024924765e+01,4.371725908433375274e+00,9.838536781455123892e-01,1.063841347459932418e+00,9.808527218080462795e-01,1.019614650234164754e+00,3.529502904394675511e+01
5.299007396397223602e+01,1.079687546356844052e+00,2.330786967235920493e-02,1.056379676684484847e+00,-3.211267605633804756e+00,7.636226025696595343e+01,7.203392256485092560e+01,1.000000000000000000e+02,6.836846933111345948e+01,1.079626972740313704e+02,2.841140529531567438e+01,-1.183410750000000000e+08,-4.654199556960035563e+08,1.394999999999999574e+01,5.660999999999982890e+01,5.903454545455505809e+01,5.876444291320167679e+01,6.550000000000000000e+01,6.385835525192784701e+01,6.057600000000034157e+01,5.729364474807283614e+01,6.242075652895641724e+01,2.548064923963383421e+01,5.129402435629580737e+01,4.408031200688133922e+00,1.040841257263596775e+00,1.113760819643175859e+00,1.033572669748727080e+00,1.068018725553431247e+00,3.651910688557598661e+01
5.530245038542912539e+01,1.615896089423493720e+00,5.541706095894040063e-01,1.061725479834089825e+00,-1.507469443186962010e+01,6.976291693939140259e+01,6.570659076004669430e+01,1.000000000000000000e+02,6.836846933111345948e+01,1.332751510173347071e+02,3.205966489579075329e+01,6.768525000000000000e+06,-5.435371693545403481e+08,1.568999999999999773e+01,5.817899999999982441e+01,6.049272727273688588e+01,5.983090783807409707e+01,6.666266666666666652e+01,6.573702490603720605e+01,6.174200000000033839e+01,5.774697509396347073e+01,6.427173899417948633e+01,2.472504636561867386e+01,5.689564645715006463e+01,4.443886114924695541e+00,1.046775290725918239e+00,1.110881933343649708e+00,1.036512348979128806e+00,1.068392894712943741e+00,3.268036142225166429e+01
5.788632139385221365e+01,2.139660663161301102e+00,1.082667294113369705e+00,1.056993369047931397e+00,-6.790402897238570823e+00,7.267936057585562537e+01,8.029756840266895779e+01,1.000000000000000000e+02,1.000000000000001279e+02,1.142071979457328013e+02,3.900857561179667243e+01,1.229061950000000000e+08,-4.760725812113046050e+08,1.864999999999999147e+01,6.004399999999982640e+01,6.199836363637326286e+01,6.103619732206062309e+01,6.721000000000005059e+01,6.816454487763800785e+01,6.286400000000033828e+01,5.756345512236266870e+01,6.622056058917613086e+01,2.391815284043149958e+01,6.396319170482917826e+01,4.395751392430074844e+00,1.057202850598110810e+00,1.106854973019788524e+00,1.039639583268341827e+00,1.071963776169879035e+00,3.290677311449839237e+01
6.022706808172940640e+01,2.620142620014604518e+00,1.595159069413781161e+00,1.024983550600823357e+00,-1.587301587301584771e+00,7.601235202316297546e+01,8.203289690677299006e+01,1.000000000000000142e+02,1.000000000000001279e+02,1.216030800635650309e+02,3.199767711962835293e+01,2.253194400000000000e+08,-4.065778792470189333e+08,1.653000000000000114e+01,6.169699999999981799e+01,6.347945454546419342e+01,6.233688871804960030e+01,6.823266666666667390e+01,7.068521132399880003e+01,6.421400000000033970e+01,5.774278867600187937e+01,6.816882390909530898e+01,2.344789993684385720e+01,7.077942994547574074e+01,4.241769150113640308e+00,1.061917961815174838e+00,1.105240125127643136e+00,1.037878480396319691e+00,1.074205827511673039e+00,3.051541146267666704e+01
6.261974369202727075e+01,3.071656364209907508e+00,2.087324834345823277e+00,9.843315298640842315e-01,-1.907467532467527427e+00,8.484469862274325180e+01,9.220363055878755176e+01,1.000000000000000000e+02,1.000000000000001279e+02,1.294114053575246146e+02,2.480399144689950930e+01,3.070702190000000000e+08,-3.561927052511004210e+08,1.392000000000000881e+01,6.308899999999981389e+01,6.499636363637330305e+01,6.373745440567694942e+01,7.008266666666666822e+01,7.143668636928057936e+01,6.647400000000034481e+01,6.151131363072010316e+01,7.015216151983733539e+01,2.341428216121763839e+01,7.731626108358464933e+01,4.113785639391237758e+00,1.053645034148684267e+00,1.110177685491927413e+00,1.035430936776406963e+00,1.077598746782876704e+00,2.770907091841912973e+01
4.816471424458545414e+01,1.998433907014792510e+00,2.057694525235479688e+00,-5.926061822068717788e-02,-3.830508474576271993e+01,8.016408465733000810e+01,6.625572650642918404e+01,0.000000000000000000e+00,6.666666666666679930e+01,4.529330368173933152e+01,4.736752428011592464e+00,1.855539340000000000e+08,-4.578502977608281374e+08,2.780000000000001137e+00,6.336699999999982680e+01,6.470200000000966156e+01,6.332518996828113700e+01,6.826199999999997203e+01,7.206408364314721382e+01,6.615800000000032810e+01,6.025191635685343527e+01,6.742953722449743736e+01,2.197235653905342545e+01,8.190993296214976738e+01,4.477086665149006883e+00,9.291393331116372112e-01,9.700632821500175806e-01,9.317118519044125247e-01,9.500479119654851035e-01,2.993937614491943577e+01
4.685979635098184559e+01,1.122647345180439515e+00,1.746012131883799778e+00,-6.233647867033602630e-01,-4.679457182966778106e+01,6.698125523219694344e+01,4.248440863137379608e+01,0.000000000000000000e+00,3.333333333333346360e+01,-2.097687385628156775e+01,2.908163265306118461e+00,-3.231333000000000000e+06,-4.282815210017921329e+08,1.710000000000000853e+00,6.353799999999982617e+01,6.418254545455513949e+01,6.281333724677547536e+01,6.590133333333331223e+01,7.280514556141514504e+01,6.533400000000033003e+01,5.786285443858551503e+01,6.502592261430392284e+01,2.135901118318490077e+01,7.701827027104279466e+01,4.572294760495506871e+00,9.261640187344980513e-01,9.523434794925896840e-01,9.441017693133553212e-01,9.427796852158892849e-01,2.890152626288190163e+01
5.131370091530691724e+01,9.706291503765314133e-01,1.487551138048043731e+00,-5.169219876715123174e-01,-4.012629161882893669e+01,4.506274906223825383e+01,2.644811204891147938e+01,2.826091019178256403e+01,9.420303397260981981e+00,1.627615811124875078e+00,4.387838948233357961e+00,1.197892570000000000e+08,-3.423907818017917871e+08,2.670000000000001705e+00,6.380499999999982208e+01,6.417927272728240951e+01,6.294182138372539015e+01,6.517733333333332268e+01,7.223286957278247655e+01,6.474600000000033617e+01,5.725913042721818869e+01,6.469130122299820584e+01,2.045868349399847119e+01,7.701098654316646730e+01,4.638559420460112825e+00,9.810644673029943474e-01,9.955332654180735208e-01,1.000504032258250797e+00,9.897276379231677579e-01,3.303678118352705440e+01
5.414625316429804514e+01,1.132224984154696301e+00,1.369109086750261328e+00,-2.368841025955650270e-01,-3.358310626703000423e+01,3.808063397260351479e+01,4.530938123752495272e+01,4.623401751057410536e+01,2.483164256745234866e+01,7.757763737315670483e+01,6.738281250000000000e+00,2.491808160000000000e+08,-4.204062806106151342e+08,4.140000000000000568e+00,6.421899999999983777e+01,6.450200000000970135e+01,6.342149022304804618e+01,6.525666666666673166e+01,7.100860138842814706e+01,6.422400000000033060e+01,5.743939861157250704e+01,6.534466009328284031e+01,1.934033229892623851e+01,7.715329084709458130e+01,4.687948033284389915e+00,1.021113602391624076e+00,1.021193104844363209e+00,1.028447762130480170e+00,1.016712660072403018e+00,3.807682678240676921e+01
5.747063323162581128e+01,1.552090801400311193e+00,1.430102991633611209e+00,1.219878097666999839e-01,-1.759880686055181798e+01,4.635399650451173414e+01,6.730449622709843993e+01,1.000000000000000000e+02,5.816497590078568436e+01,9.310291787796273866e+01,1.601974804221995186e+01,3.701215150000000000e+08,-3.791003803367684484e+08,9.410000000000003695e+00,6.515999999999982606e+01,6.521672727273697490e+01,6.428121927340295372e+01,6.536799999999999500e+01,6.938940833782456252e+01,6.384600000000032338e+01,5.830259166217608424e+01,6.689381964050215856e+01,1.837609654790485436e+01,7.739737633761968993e+01,4.613094602335505279e+00,1.067412210631827563e+00,1.045887047268265535e+00,1.047258533787021273e+00,1.044977306435449504e+00,4.226802883456672788e+01
5.784205286219332720e+01,1.787229432309857202e+00,1.549145138525693133e+00,2.380842937841640694e-01,-1.549401197604795399e+01,6.506813079171688230e+01,8.259051491052693450e+01,1.000000000000000000e+02,8.207800583685816775e+01,6.120309973797171210e+01,8.548770816812044870e+00,4.723827890000000000e+08,-2.966426251748318672e+08,5.390000000000000568e+00,6.569899999999984175e+01,6.581309090910062309e+01,6.503736122369332406e+01,6.611733333333334883e+01,7.118339970049623844e+01,6.524000000000032173e+01,5.929660029950439792e+01,6.799891129056433670e+01,1.729220535718153684e+01,6.994717338342752555e+01,4.711444987882968505e+00,1.049049662783563264e+00,1.041720574133550903e+00,1.027535056901965005e+00,1.039914689533843584e+00,4.197101116537673704e+01
6.256477767739021800e+01,2.413958005017349251e+00,1.837416094022911839e+00,5.765419109944374121e-01,-4.767879548306178883e+00,8.100229967750698279e+01,9.311188789489527551e+01,1.000000000000000000e+02,1.000000000000001279e+02,1.347049972642711566e+02,1.191397183970293128e+01,6.119561400000000000e+08,-1.949534694462606311e+08,7.700000000000002842e+00,6.646899999999985198e+01,6.701872727273701003e+01,6.636329554665817909e+01,6.848466666666659819e+01,7.354421683104746421e+01,6.760400000000031184e+01,6.166378316895315947e+01,7.042064650279090188e+01,1.666120685426293591e+01,7.117953999832744216e+01,4.774913203034186537e+00,1.069907106088392235e+00,1.088176443153953787e+00,1.048726970441151263e+00,1.079250575822611857e+00,4.416806645425656086e+01
6.615460800562145494e+01,3.187711906470198642e+00,2.287514698172007588e+00,9.001972082981910539e-01,-4.566444330425861509e+00,8.986316857800626678e+01,9.388710292859632034e+01,1.000000000000000000e+02,1.000000000000001279e+02,1.913684414702746608e+02,1.397833283177851627e+01,6.768988470000000000e+08,-1.685434352662606537e+08,9.290000000000006253e+00,6.739799999999983982e+01,6.870618181819156689e+01,6.806996908362941667e+01,7.219466666666673405e+01,7.719822495447972699e+01,7.005000000000032401e+01,6.290177504552092103e+01,7.349038073844133123e+01,1.670263172089729764e+01,7.051896668638222820e+01,4.741705117103173883e+00,1.081370449678795920e+00,1.123920591115465939e+00,1.056711337617705970e+00,1.102520879423158684e+00,4.517824495168292742e+01
7.042359957327457209e+01,4.214185237707852139e+00,2.929738211350622290e+00,1.284447026357229849e+00,-9.868928296067855044e+00,9.292876329244249689e+01,9.178729905383562482e+01,1.000000000000000000e+02,1.000000000000001279e+02,1.829035538124380196e+02,1.809649508725619427e+01,7.803795650000000000e+08,-9.915675048118989170e+07,1.234000000000000341e+01,6.863199999999983447e+01,7.109381818182794177e+01,7.033542925024225667e+01,7.765866666666663320e+01,8.237896782304312637e+01,7.304000000000033310e+01,6.370103217695754694e+01,7.757425402054786900e+01,1.767543641240167673e+01,7.587947396774229958e+01,5.513011894452948702e+00,1.102546549835701439e+00,1.173359365893463568e+00,1.071191039932067435e+00,1.132728583996407412e+00,4.226930051424613310e+01
