0 : date,1 : day,2 : o,3 : h,4 : l,5 : c,6 : v,7 : o_,8 : l1,9 : l2,10 : l3,11 : l4,12 : l5,13 : l6,14 : l7,15 : l8,16 : l9,17 : l10,18 : yoc_past,19 : RSI,20 : MACD,21 : MACDsig,22 : MACDhist,23 : WILLR,24 : slowk,25 : slowd,26 : fastk,27 : fastd,28 : CCI,29 : ROC,30 : OBV,31 : AD,32 : MOM,33 : SMA,34 : WMA,35 : EMA,36 : TSF,37 : BBANDSu,38 : BBANDSm,39 : BBANDSl,40 : TEMA,41 : ADX,42 : MFI,43 : ATR,44 : yoc_actual,45 : yoc2,46 : yoc1,47 : ycc_a,48 : ycc2,49 : ycc1,50 : ycc_a,51 : ycc2,52 : ycc1,53 : ycc_a,54 : ycc2,55 : ycc1,56 : ycc_a,57 : ycc2,58 : ycc1,59 : ycc_a,60 : ycc2,61 : ycc1,62 : ycc_a,63 : ycc2,64 : ycc1,65 : ycc_a,66 : ycc2,67 : ycc1,68 : ycc_a,69 : ycc2,70 : ycc1,71 : ycc_a,72 : ycc2,73 : ycc1,74 : ycc_a,75 : ycc2,76 : ycc10
07-12-2005,Wednesday,96.48,97.45,95.45,96.35,6823663.0,96.36,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,96.35,0.28000000000000114,,,,,,,,,,,,6823663.0,-682366.3000000581,,,,,,,,,,,,,-0.13000000000000966,-1.0,-1.0,2.280000000000001,1.0,1.0,1.8700000000000045,1.0,1.0,3.5200000000000102,1.0,1.0,5.77000000000001,2.0,1.0,5.900000000000006,1.0,1.0,7.5800000000000125,2.0,1.0,5.910000000000011,1.0,1.0,10.300000000000011,2.0,1.0,9.990000000000009,2.0,1.0,8.200000000000003,2.0,1.0
08-12-2005,Thursday,96.36,98.91,95.27,98.63,11556143.0,98.91,2.280000000000001,98.63,98.63,98.63,98.63,98.63,98.63,98.63,98.63,98.63,-0.09000000000000341,,,,,,,,,,,,18379806.0,9095908.546153782,,,,,,,,,,,,,2.269999999999996,1.0,1.0,-0.4099999999999966,-1.0,-1.0,1.240000000000009,1.0,1.0,3.490000000000009,1.0,1.0,3.6200000000000045,1.0,1.0,5.300000000000011,1.0,1.0,3.6300000000000097,1.0,1.0,8.02000000000001,2.0,1.0,7.710000000000008,2.0,1.0,5.920000000000002,1.0,1.0,5.930000000000007,1.0,1.0
09-12-2005,Friday,98.91,99.36,97.11,98.22,5751586.0,98.13,-0.4099999999999966,1.8700000000000045,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,0.28999999999999204,,,,,,,,,,,,12628220.0,9019220.732820446,,,,,,,,,,,,,-0.6899999999999977,-1.0,-1.0,1.6500000000000057,1.0,1.0,3.9000000000000057,2.0,1.0,4.030000000000001,1.0,1.0,5.710000000000008,2.0,1.0,4.040000000000006,1.0,1.0,8.430000000000007,2.0,1.0,8.120000000000005,2.0,1.0,6.329999999999998,1.0,1.0,6.340000000000003,1.0,1.0,6.060000000000002,1.0,1.0
12-12-2005,Monday,98.13,100.16,97.66,99.87,5942937.0,100.16,1.6500000000000057,1.240000000000009,3.5200000000000102,99.87,99.87,99.87,99.87,99.87,99.87,99.87,0.060000000000002274,,,,,,,,,,,,18571157.0,13583396.348820483,,,,,,,,,,,,,1.740000000000009,1.0,1.0,2.25,1.0,1.0,2.3799999999999955,1.0,1.0,4.060000000000002,1.0,1.0,2.3900000000000006,1.0,1.0,6.780000000000001,2.0,1.0,6.469999999999999,1.0,1.0,4.679999999999993,1.0,1.0,4.689999999999998,1.0,1.0,4.409999999999997,1.0,1.0,5.780000000000001,1.0,1.0
13-12-2005,Tuesday,100.16,102.91,100.16,102.12,8327126.0,102.18,2.25,3.9000000000000057,3.490000000000009,5.77000000000001,102.12,102.12,102.12,102.12,102.12,102.12,-0.06999999999999318,,,,,,,,,,,,26898283.0,17126209.95609326,,,,,,102.85919143723599,99.038,95.216808562764,,,,,1.960000000000008,1.0,1.0,0.12999999999999545,1.0,1.0,1.8100000000000023,1.0,1.0,0.14000000000000057,1.0,1.0,4.530000000000001,1.0,1.0,4.219999999999999,1.0,1.0,2.4299999999999926,1.0,1.0,2.4399999999999977,1.0,1.0,2.1599999999999966,1.0,1.0,3.530000000000001,1.0,1.0,-0.38000000000000966,-1.0,-1.0
14-12-2005,Wednesday,102.18,103.6,101.49,102.25,5947128.0,102.18,0.12999999999999545,2.3799999999999955,4.030000000000001,3.6200000000000045,5.900000000000006,102.25,102.25,102.25,102.25,102.25,0.21999999999999886,,,,,,,,,,,,32845411.0,15463268.951353952,,,,,,103.60992924454635,100.218,96.82607075545366,,,,,0.06999999999999318,1.0,1.0,1.6800000000000068,1.0,1.0,0.010000000000005116,1.0,1.0,4.400000000000006,1.0,1.0,4.090000000000003,1.0,1.0,2.299999999999997,1.0,1.0,2.3100000000000023,1.0,1.0,2.030000000000001,1.0,1.0,3.4000000000000057,1.0,1.0,-0.5100000000000051,-1.0,-1.0,2.8799999999999955,1.0,1.0
15-12-2005,Thursday,102.18,104.48,102.18,103.93,6701964.0,104.15,1.6800000000000068,1.8100000000000023,4.060000000000002,5.710000000000008,5.300000000000011,7.5800000000000125,103.93,103.93,103.93,103.93,0.4299999999999926,,,,,,,,,,,,39547375.0,18959945.820919182,,,,,,105.28006746569798,101.278,97.27593253430203,,,,,1.75,1.0,1.0,-1.6700000000000017,-1.0,-1.0,2.719999999999999,1.0,1.0,2.4099999999999966,1.0,1.0,0.6199999999999903,1.0,1.0,0.6299999999999955,1.0,1.0,0.3499999999999943,1.0,1.0,1.7199999999999989,1.0,1.0,-2.190000000000012,-1.0,-1.0,1.1999999999999886,1.0,1.0,0.8799999999999955,1.0,1.0
16-12-2005,Friday,104.15,104.45,101.65,102.26,5384505.0,102.69,-1.6700000000000017,0.010000000000005116,0.14000000000000057,2.3900000000000006,4.040000000000006,3.6300000000000097,5.910000000000011,102.26,102.26,102.26,-1.2700000000000102,,,,,,,,,,,,34162870.0,15921546.570919182,,,,,,104.67355792205727,102.08600000000001,99.49844207794276,,,,,-1.8900000000000006,-1.0,-1.0,4.390000000000001,2.0,1.0,4.079999999999998,2.0,1.0,2.289999999999992,1.0,1.0,2.299999999999997,1.0,1.0,2.019999999999996,1.0,1.0,3.3900000000000006,1.0,1.0,-0.5200000000000102,-1.0,-1.0,2.8699999999999903,1.0,1.0,2.549999999999997,1.0,1.0,2.0799999999999983,1.0,1.0
19-12-2005,Monday,102.69,108.0,101.36,106.65,14435905.0,105.38,4.390000000000001,2.719999999999999,4.400000000000006,4.530000000000001,6.780000000000001,8.430000000000007,8.02000000000001,10.300000000000011,106.65,106.65,0.01999999999999602,,,,,,83.61518154722425,80.92220200988004,,,,,48598775.0,24487429.959473424,,,,,,106.91706316489471,103.44200000000001,99.9669368351053,,,,,3.960000000000008,2.0,1.0,-0.3100000000000023,-1.0,-1.0,-2.1000000000000085,-1.0,-1.0,-2.0900000000000034,-1.0,-1.0,-2.3700000000000045,-1.0,-1.0,-1.0,-1.0,-1.0,-4.910000000000011,-1.0,-1.0,-1.5200000000000102,-1.0,-1.0,-1.8400000000000034,-1.0,-1.0,-2.3100000000000023,-1.0,-1.0,-0.28000000000000114,-1.0,-1.0
20-12-2005,Tuesday,105.38,106.59,103.74,106.34,25206769.0,106.36,-0.3100000000000023,4.079999999999998,2.4099999999999966,4.090000000000003,4.219999999999999,6.469999999999999,8.120000000000005,7.710000000000008,9.990000000000009,106.34,-0.18999999999999773,,,,,,79.08615664646105,75.07643086560144,,,,,23392006.0,45271958.78403484,,101.662,103.28527272727274,101.662,107.61400000000003,108.10009176606827,104.28600000000002,100.47190823393176,,,,,0.960000000000008,1.0,1.0,-1.7900000000000063,-1.0,-1.0,-1.7800000000000011,-1.0,-1.0,-2.0600000000000023,-1.0,-1.0,-0.6899999999999977,-1.0,-1.0,-4.6000000000000085,-1.0,-1.0,-1.210000000000008,-1.0,-1.0,-1.5300000000000011,-1.0,-1.0,-2.0,-1.0,-1.0,0.030000000000001137,1.0,1.0,2.2099999999999937,1.0,1.0
21-12-2005,Wednesday,106.36,106.71,104.06,104.55,11407082.0,104.36,-1.7900000000000063,-2.1000000000000085,2.289999999999992,0.6199999999999903,2.299999999999997,2.4299999999999926,4.679999999999993,6.329999999999998,5.920000000000002,8.200000000000003,0.8599999999999994,,,,,,74.86874217178236,68.60759363986561,,,,8.510638297872353,11984924.0,38083344.84441217,8.200000000000003,102.48200000000001,103.81036363636365,102.18709090909091,107.3526666666666,107.97716325802298,104.74600000000001,101.51483674197704,,,,,-1.8100000000000023,-1.0,-1.0,0.010000000000005116,1.0,1.0,-0.269999999999996,-1.0,-1.0,1.1000000000000085,1.0,1.0,-2.8100000000000023,-1.0,-1.0,0.5799999999999983,1.0,1.0,0.2600000000000051,1.0,1.0,-0.20999999999999375,-1.0,-1.0,1.8200000000000074,1.0,1.0,4.0,1.0,1.0,5.719999999999999,1.0,1.0
22-12-2005,Thursday,104.36,107.44,103.55,104.56,15856588.0,105.42,0.010000000000005116,-1.7800000000000011,-2.0900000000000034,2.299999999999997,0.6299999999999955,2.3100000000000023,2.4399999999999977,4.689999999999998,6.340000000000003,5.930000000000007,1.1700000000000017,,,,,,66.92077925282636,57.07831325301206,,,,6.012369461624267,27841512.0,30460769.12204717,5.930000000000007,103.07500000000002,104.18818181818183,102.61852892561984,107.15666666666662,108.01395862480824,104.872,101.73004137519176,,,,,0.20000000000000284,1.0,1.0,-0.28000000000000114,-1.0,-1.0,1.0900000000000034,1.0,1.0,-2.8200000000000074,-1.0,-1.0,0.5699999999999932,1.0,1.0,0.25,1.0,1.0,-0.21999999999999886,-1.0,-1.0,1.8100000000000023,1.0,1.0,3.989999999999995,1.0,1.0,5.709999999999994,1.0,1.0,7.019999999999996,1.0,1.0
23-12-2005,Friday,105.42,105.94,103.74,104.28,7822760.0,105.45,-0.28000000000000114,-0.269999999999996,-2.0600000000000023,-2.3700000000000045,2.019999999999996,0.3499999999999943,2.030000000000001,2.1599999999999966,4.409999999999997,6.060000000000002,0.1699999999999875,,,,,,57.47428489468078,46.73694779116466,,,,6.169822846670736,20018752.0,26478273.122047212,6.060000000000002,103.68100000000001,104.40727272727274,102.92061457550714,106.34399999999992,107.2863173878771,105.276,103.26568261212289,,,,,-1.1400000000000006,-1.0,-1.0,1.3700000000000045,1.0,1.0,-2.5400000000000063,-1.0,-1.0,0.8499999999999943,1.0,1.0,0.5300000000000011,1.0,1.0,0.060000000000002274,1.0,1.0,2.0900000000000034,1.0,1.0,4.269999999999996,1.0,1.0,5.989999999999995,1.0,1.0,7.299999999999997,1.0,1.0,5.640000000000001,1.0,1.0
26-12-2005,Monday,105.45,107.82,103.82,105.65,12707497.0,105.82,1.3700000000000045,1.0900000000000034,1.1000000000000085,-0.6899999999999977,-1.0,3.3900000000000006,1.7199999999999989,3.4000000000000057,3.530000000000001,5.780000000000001,-0.009999999999990905,,,,,-18.460329929300812,50.310531744464235,47.11633418921598,,,83.62111953480856,5.7875237809151825,32726249.0,25398135.877047293,5.780000000000001,104.25900000000001,104.76527272727273,103.41686647086948,106.11533333333341,106.651746172455,105.076,103.50025382754498,,,,,0.20000000000000284,1.0,1.0,-3.910000000000011,-2.0,-1.0,-0.5200000000000102,-1.0,-1.0,-0.8400000000000034,-1.0,-1.0,-1.3100000000000023,-1.0,-1.0,0.7199999999999989,1.0,1.0,2.8999999999999915,1.0,1.0,4.61999999999999,1.0,1.0,5.929999999999993,1.0,1.0,4.269999999999996,1.0,1.0,3.469999999999999,1.0,1.0
27-12-2005,Tuesday,105.82,106.18,100.09,101.74,11381793.0,101.73,-3.910000000000011,-2.5400000000000063,-2.8200000000000074,-2.8100000000000023,-4.6000000000000085,-4.910000000000011,-0.5200000000000102,-2.190000000000012,-0.5100000000000051,-0.38000000000000966,-0.5799999999999983,62.17803886127427,,,,-49.17517674783977,44.006831658631846,38.16721299551487,,,-5.3596202993794435,-0.3721112416764649,21344456.0,20183816.916456126,-0.38000000000000966,104.221,104.30727272727272,103.11198165798412,104.53733333333321,106.7487468059967,104.15599999999999,101.56325319400328,,,75.6623055657919,3.358571428571428,-4.079999999999998,-2.0,-1.0,3.3900000000000006,2.0,1.0,3.0700000000000074,1.0,1.0,2.6000000000000085,1.0,1.0,4.63000000000001,1.0,1.0,6.810000000000002,2.0,1.0,8.530000000000001,2.0,1.0,9.840000000000003,2.0,1.0,8.180000000000007,2.0,1.0,7.38000000000001,1.0,1.0,5.75,1.0,1.0
28-12-2005,Wednesday,101.73,105.45,98.39,105.13,15354262.0,104.55,3.3900000000000006,-0.5200000000000102,0.8499999999999943,0.5699999999999932,0.5799999999999983,-1.210000000000008,-1.5200000000000102,2.8699999999999903,1.1999999999999886,2.8799999999999955,-0.0799999999999983,67.53394002685363,,,,-26.354453627180938,44.20559955714404,47.33325148670124,,,-8.925561174695877,2.816625916870419,36698718.0,34146191.14308499,2.8799999999999955,104.50900000000001,104.47254545454545,103.47889408380519,104.37533333333326,106.9744551800199,104.27199999999998,101.56954481998005,,,76.3598867414568,3.622959183673469,3.3999999999999915,2.0,1.0,-0.3199999999999932,-1.0,-1.0,-0.789999999999992,-1.0,-1.0,1.240000000000009,1.0,1.0,3.4200000000000017,1.0,1.0,5.140000000000001,1.0,1.0,6.450000000000003,1.0,1.0,4.790000000000006,1.0,1.0,3.990000000000009,1.0,1.0,2.3599999999999994,1.0,1.0,1.2800000000000011,1.0,1.0
29-12-2005,Thursday,104.55,106.65,104.05,104.81,16197670.0,104.73,-0.3199999999999932,3.0700000000000074,-0.8400000000000034,0.5300000000000011,0.25,0.2600000000000051,-1.5300000000000011,-1.8400000000000034,2.549999999999997,0.8799999999999955,0.01999999999999602,66.57555880868932,,,,-30.8510638297872,46.37793487636847,53.63334014688928,,,63.05070656691614,0.8467237563744678,20501048.0,27417928.220008098,0.8799999999999955,104.59700000000001,104.52727272727273,103.72091334129516,104.34133333333334,107.05301885749941,104.32199999999997,101.59098114250054,,,77.94707383373054,3.5498906705539364,0.2600000000000051,1.0,1.0,-0.46999999999999886,-1.0,-1.0,1.5600000000000023,1.0,1.0,3.739999999999995,1.0,1.0,5.459999999999994,1.0,1.0,6.769999999999996,2.0,1.0,5.109999999999999,1.0,1.0,4.310000000000002,1.0,1.0,2.6799999999999926,1.0,1.0,1.5999999999999943,1.0,1.0,0.23999999999999488,1.0,1.0
30-12-2005,Friday,104.73,105.89,103.87,104.34,15161883.0,104.36,-0.46999999999999886,-0.789999999999992,2.6000000000000085,-1.3100000000000023,0.060000000000002274,-0.21999999999999886,-0.20999999999999375,-2.0,-2.3100000000000023,2.0799999999999983,0.47999999999998977,65.11397745423089,,,,-38.08532778355876,56.172320929825354,67.55037115588551,,,31.9062749688756,2.034030901623307,5339165.0,19311574.93287938,2.0799999999999983,104.80499999999999,104.48054545454546,103.83347455196876,103.61533333333327,107.0647024737249,104.33399999999999,101.60329752627507,,,70.3314256324018,3.4406127655143695,-0.39000000000000057,-1.0,-1.0,2.030000000000001,1.0,1.0,4.209999999999994,2.0,1.0,5.929999999999993,2.0,1.0,7.239999999999995,2.0,1.0,5.579999999999998,1.0,1.0,4.780000000000001,1.0,1.0,3.1499999999999915,1.0,1.0,2.069999999999993,1.0,1.0,0.7099999999999937,1.0,1.0,1.8400000000000034,1.0,1.0
