,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
176,506.95,519.25,490.5,2086523.0,1.52,-98.48,-0.06245878,280028204.0,410.51,471.35,516.41,527.77,53.27,525.86,537.49,1.0,1.0
177,330.85,335.0,322.0,842158.0,60.26,-39.74,-0.06336806,457383562.0,263.69,305.37,331.42,342.95,38.41,343.75,336.64,1.0,-1.0
178,612.0,629.85,609.05,2808997.0,28.4,-71.6,-0.02703765,716914586.0,503.84,564.23,632.14,627.21,34.49,624.88,625.36,-1.0,-1.0
179,535.0,553.4,517.6,6251231.0,35.68,-64.32,0.04747831,686532863.0,433.77,502.51,540.37,560.97,44.54,566.54,578.34,-1.0,1.0
180,640.0,643.0,596.2,83885.0,11.51,-88.49,-0.00496401,-8664947.0,507.2,615.23,632.47,702.43,4.17,698.56,731.32,1.0,1.0
181,475.5,482.3,445.0,3067872.0,40.77,-59.23,-0.10224581,429833590.0,391.71,441.49,497.06,489.34,34.65,497.44,461.32,-1.0,1.0
182,449.0,451.9,405.55,553866.0,-45.9,-145.9,-0.05501004,134824683.0,356.36,406.28,445.54,453.99,63.51,453.48,451.69,1.0,1.0
183,790.0,796.0,705.0,43709.0,28.62,-71.38,-0.1751649,12204781.0,608.56,753.46,777.68,867.09,38.21,860.55,910.92,1.0,-1.0
184,1290.0,1294.9,1276.0,74722.0,73.11,-26.89,-0.01338873,-6167097.0,1030.91,1153.32,1289.29,1279.16,17.19,1276.84,1271.29,1.0,1.0
185,623.0,626.0,608.0,4125223.0,84.18,-15.82,0.08420124,707271568.0,475.66,510.51,587.67,556.6,45.33,557.24,545.28,1.0,1.0
186,259.5,275.7,255.1,1930371.0,11.15,-88.85,-0.07771933,127328737.0,221.48,265.48,281.83,304.32,34.41,296.45,351.46,-1.0,-1.0
187,174.8,176.8,168.15,423102.0,56.86,-43.14,0.02070207,16052089.0,137.99,152.86,171.32,169.3,-0.94,167.84,167.56,1.0,1.0
188,1370.0,1370.0,1316.3,269799.0,73.72,-26.28,0.02807113,-7266430.0,1064.33,1161.01,1320.44,1273.98,7.75,1275.13,1266.4,1.0,1.0
189,440.0,455.0,440.0,825115.0,50.93,-49.07,0.01198745,133595839.0,352.5,406.22,441.32,455.88,54.67,455.92,453.81,-1.0,-1.0
190,378.1,389.3,378.1,541523.0,24.53,-75.47,0.0234406,444498892.0,303.5,356.09,379.39,403.1,40.4,399.4,436.1,-1.0,-1.0
191,322.0,338.9,320.95,4264503.0,32.57,-67.43,-0.01779789,301581741.0,257.58,299.01,323.5,336.76,17.08,334.6,340.17,-1.0,-1.0
192,751.7,773.7,725.5,10198949.0,80.07,-19.93,0.13179432,662786111.0,553.84,589.46,678.57,638.78,17.52,642.42,623.69,1.0,1.0
193,408.0,454.85,408.0,7262788.0,100.73,0.73,0.32073467,72103601.0,292.06,305.1,354.04,326.77,32.42,329.23,308.27,-1.0,-1.0
194,1200.1,1205.9,1146.15,194101.0,-21.21,-121.21,-0.05193579,-5232902.0,966.3,1097.49,1210.41,1227.0,42.97,1220.71,1239.21,1.0,1.0
195,331.0,344.7,327.85,3193688.0,87.96,-12.04,0.20125,188123840.0,249.88,252.22,305.37,266.31,16.7,269.98,254.47,-1.0,-1.0
196,936.0,950.0,933.0,45351.0,11.74,-88.26,-0.01904663,-7242020.0,761.38,871.24,955.29,974.77,35.78,971.04,990.31,-1.0,-1.0
197,242.9,250.0,227.1,335711.0,15.54,-84.46,-0.09578018,32058128.0,200.45,226.26,252.04,251.75,57.64,252.31,249.54,1.0,1.0
198,715.0,724.5,698.0,85810.0,15.6,-84.4,-0.06176628,8286624.0,582.66,670.06,730.38,749.67,43.89,746.95,765.65,1.0,1.0
199,546.0,565.2,535.5,3305933.0,69.6,-30.4,-0.04741641,293038846.0,457.38,499.38,573.48,546.57,6.07,550.4,535.93,1.0,1.0
200,246.0,247.4,241.05,866119.0,14.71,-85.29,-0.09584962,320068042.0,198.61,237.98,251.47,270.03,17.48,270.17,258.1,-1.0,1.0
201,235.0,243.5,229.0,2055851.0,38.3,-61.7,-0.00020851,133962296.0,191.95,212.09,240.34,233.91,68.22,234.87,237.38,-1.0,1.0
202,356.0,374.2,352.2,2634007.0,27.99,-72.01,0.06298422,700352898.0,280.96,330.43,349.88,374.84,19.31,367.07,404.97,-1.0,-1.0
203,267.55,274.95,243.6,1547504.0,-38.01,-138.01,-0.12869052,316145998.0,222.73,252.75,280.6,282.25,53.44,280.22,285.92,1.0,1.0
204,420.0,426.0,414.15,41613.0,-5.33,-105.33,-0.12139335,11048987.0,356.33,437.73,450.57,502.06,1.98,498.09,518.73,1.0,1.0
205,860.0,947.0,820.0,70384.0,11.82,-88.18,-0.09317105,11203443.0,722.62,828.88,911.33,929.64,12.34,928.27,931.77,1.0,-1.0
206,320.0,320.0,277.0,1427381.0,69.36,-30.64,0.00736483,32262788.0,235.45,230.33,290.78,239.99,16.16,243.75,230.18,1.0,1.0
207,305.0,306.2,288.05,1246798.0,57.3,-42.7,0.0257541,132124662.0,235.59,253.12,292.24,275.51,2.73,275.49,286.22,1.0,1.0
208,598.05,667.0,576.15,108686.0,17.33,-82.67,-0.11267984,-8442711.0,548.53,650.63,702.31,741.73,26.09,733.79,744.71,-1.0,-1.0
209,599.0,599.0,574.2,2073165.0,52.2,-47.8,-0.07429671,266096785.0,476.34,540.16,601.26,600.55,57.6,606.32,564.76,1.0,-1.0
210,170.0,175.4,167.05,628774.0,46.33,-53.67,0.03774155,14403514.0,131.98,151.02,165.01,168.57,3.56,168.72,166.56,-1.0,-1.0
211,934.95,948.65,897.0,78951.0,34.58,-65.42,-0.00093232,11523834.0,748.12,831.15,933.19,918.29,37.24,920.12,912.43,1.0,1.0
212,798.0,803.9,790.0,53452.0,28.12,-71.88,-0.00882426,9349324.0,638.62,727.4,799.12,811.94,24.57,812.96,805.04,-1.0,1.0
213,1213.0,1227.7,1191.0,273728.0,32.16,-67.84,-0.02070502,-5162921.0,970.71,1111.61,1214.55,1243.17,33.63,1240.71,1238.5,1.0,1.0
214,275.0,284.6,273.0,853009.0,59.42,-40.58,-0.0272743,445901815.0,225.54,254.22,283.57,283.34,70.12,282.54,276.37,-1.0,-1.0
215,695.0,695.0,677.05,15558.0,54.71,-45.29,0.01517857,-7787488.0,554.57,595.45,690.95,647.86,14.18,650.63,650.46,1.0,1.0
216,405.0,416.4,377.0,4223855.0,64.57,-35.43,-0.1231449,406425333.0,323.43,363.34,409.61,401.6,63.16,403.51,373.62,1.0,1.0
217,770.0,781.0,722.0,91962.0,53.85,-46.15,-0.02986116,8497796.0,622.55,697.28,780.94,772.05,44.46,774.72,749.65,1.0,1.0
218,790.0,811.8,790.0,56202.0,30.0,-70.0,0.0110943,9405526.0,637.2,726.31,796.3,811.52,19.75,809.17,807.2,-1.0,-1.0
219,228.05,230.3,220.0,425250.0,33.74,-66.26,-0.04205106,343080258.0,184.08,203.25,231.19,224.23,50.47,224.22,224.14,1.0,1.0
220,552.0,553.5,503.7,1200802.0,-14.94,-114.94,-0.17842257,143223667.0,473.94,540.03,600.85,605.67,34.71,601.36,643.51,1.0,1.0
221,263.0,265.9,256.0,1037104.0,47.64,-52.36,-0.02005247,137420245.0,206.81,233.34,259.4,258.17,6.25,258.65,252.27,-1.0,1.0
222,466.3,468.3,450.6,928152.0,47.52,-52.48,0.03418512,431199093.0,364.62,394.84,453.35,433.76,68.92,433.05,445.7,1.0,1.0
223,398.15,399.95,382.3,1216561.0,45.85,-54.15,-0.03191622,406222328.0,318.21,367.35,397.4,414.25,65.27,413.21,394.9,1.0,1.0
224,325.0,335.0,309.0,38056.0,-7.93,-107.93,-0.21123764,11091263.0,298.34,354.74,379.9,404.41,-0.73,401.89,418.31,1.0,1.0
225,240.0,240.0,229.25,128875.0,19.75,-80.25,-0.07790651,32122109.0,192.09,223.07,241.93,250.8,61.07,250.9,249.26,1.0,1.0
226,726.0,739.95,718.35,210403.0,72.34,-27.66,0.01984518,5840393.0,578.24,645.77,720.78,715.17,49.54,715.74,718.76,1.0,-1.0
227,819.75,819.75,791.0,338444.0,39.91,-60.09,-0.04819494,146115639.0,659.22,736.33,825.93,815.95,49.9,817.08,817.75,1.0,1.0
228,466.5,485.5,464.85,906725.0,67.62,-32.38,0.01357128,137597438.0,373.64,423.06,466.77,469.51,24.61,470.67,463.06,-1.0,-1.0
229,805.0,825.0,802.25,56604.0,32.81,-67.19,-0.01732388,11726366.0,661.91,740.83,828.44,821.38,55.34,819.92,824.13,-1.0,1.0
230,412.0,429.85,390.05,37405.0,16.43,-83.57,-0.06581716,11264481.0,327.02,377.95,412.35,425.62,1.7,423.42,467.08,1.0,-1.0
231,228.0,244.3,222.0,3519594.0,72.49,-27.51,0.02809706,154392310.0,191.1,197.7,239.38,212.45,67.36,215.64,196.05,-1.0,-1.0
232,332.75,337.35,331.65,123914.0,19.25,-80.75,-0.01784931,196186961.0,268.08,313.11,336.06,353.71,8.89,351.11,353.67,-1.0,1.0
233,205.0,209.45,198.0,356934.0,43.15,-56.85,-0.08624972,23614820.0,171.56,189.94,215.78,208.96,79.32,210.98,204.64,1.0,1.0
234,146.8,151.4,139.05,663421.0,-5.37,-105.37,-0.10016,11019479.0,121.64,143.81,153.46,163.68,75.38,161.74,165.48,1.0,1.0
235,533.8,539.3,530.6,672784.0,27.6,-72.4,-0.0267589,712304767.0,433.9,484.43,544.61,537.77,-14.78,538.2,536.39,-1.0,-1.0
236,625.0,649.8,581.75,161484.0,64.67,-35.33,0.06729096,-1737031.0,495.78,563.85,617.76,627.55,63.88,626.61,628.67,-1.0,1.0
237,148.3,158.0,145.9,29757.0,8.95,-91.05,-0.29758652,10617481.0,149.28,196.07,195.91,232.92,37.88,227.49,261.22,-1.0,1.0
238,293.6,294.5,285.0,607527.0,75.58,-24.42,-0.00924974,301223741.0,231.64,255.68,289.77,281.93,22.18,283.12,276.12,1.0,-1.0
239,790.0,790.0,741.1,677170.0,22.68,-77.32,-0.09929463,152660666.0,652.2,732.1,819.41,813.09,17.97,813.74,846.63,1.0,1.0
240,1336.0,1337.0,1316.0,87544.0,75.06,-24.94,-0.00951706,-7180235.0,1061.86,1197.46,1328.92,1333.32,53.94,1325.91,1313.82,1.0,1.0
241,172.5,175.6,165.6,866967.0,54.43,-45.57,0.04981436,12790998.0,131.37,148.91,163.3,165.11,14.78,166.75,158.87,-1.0,-1.0
242,289.0,322.65,286.4,11364080.0,209.58,109.58,0.27454079,371703093.0,204.6,234.7,253.65,262.47,53.56,261.36,265.41,-1.0,-1.0
243,1148.05,1148.05,1115.0,170650.0,56.17,-43.83,0.05934242,-6957103.0,889.96,998.05,1103.43,1108.39,17.05,1107.88,1122.07,1.0,1.0
244,251.4,253.9,248.25,472486.0,16.36,-83.64,-0.02246971,338260358.0,206.71,230.21,259.09,255.09,18.68,255.42,254.47,1.0,1.0
245,195.95,207.95,189.2,221043.0,34.01,-65.99,0.32025932,11254767.0,131.75,163.31,160.74,189.97,-0.38,185.57,220.79,-1.0,-1.0
246,229.3,229.8,223.15,309809.0,51.85,-48.15,-0.03002359,345407040.0,181.62,203.99,227.57,225.38,79.08,227.4,218.45,1.0,1.0
247,205.0,212.0,205.0,590404.0,99.86,-0.14,0.12153805,19194128.0,156.03,165.61,192.88,179.7,35.26,182.24,165.87,-1.0,-1.0
248,362.2,366.9,352.55,413508.0,23.44,-76.56,-0.05854368,444076052.0,290.84,337.35,365.42,380.45,-4.98,380.31,379.3,1.0,1.0
249,289.0,294.45,286.1,911693.0,26.23,-73.77,0.09283418,439925387.0,219.11,251.54,270.07,281.82,75.54,278.63,310.44,-1.0,-1.0
250,419.1,431.0,392.05,2487895.0,-16.16,-116.16,-0.20062633,131531708.0,365.04,426.87,465.52,480.9,69.18,484.12,470.21,1.0,1.0
251,540.95,542.85,536.0,685144.0,41.99,-58.01,-0.00249723,714783220.0,430.35,484.71,538.66,539.37,6.01,537.8,538.26,-1.0,-1.0
252,571.8,572.1,532.1,4911200.0,26.71,-73.29,-0.08978618,680281632.0,444.31,505.16,556.91,561.85,37.1,561.01,586.98,1.0,1.0
253,634.8,651.5,618.2,2382156.0,57.63,-42.37,0.13637181,-8743232.0,487.57,518.12,599.19,562.39,47.68,563.31,563.96,-1.0,1.0
254,763.45,768.2,696.45,5157322.0,54.45,-45.55,-0.0550624,682736911.0,610.27,675.63,762.31,745.94,4.64,747.82,714.67,1.0,1.0
255,723.05,751.0,721.85,634730.0,88.91,-11.09,0.02159376,6294034.0,572.61,643.83,715.41,715.72,66.87,714.54,717.13,-1.0,-1.0
256,560.0,580.0,540.0,98171.0,17.08,-82.92,0.07696833,11046250.0,427.13,508.64,527.11,578.78,37.21,573.01,625.6,1.0,1.0
257,171.9,176.5,170.3,1180006.0,8.18,-91.82,-0.02620456,130494589.0,138.55,158.46,174.03,176.96,83.97,176.8,195.43,-1.0,1.0
258,245.5,254.0,243.3,1021932.0,14.39,-85.61,-0.01436552,338979623.0,198.42,228.2,248.71,255.06,53.16,255.05,253.08,-1.0,1.0
259,380.3,382.15,368.5,616512.0,64.18,-35.82,0.01375272,217637258.0,299.33,337.26,373.26,374.59,62.37,375.81,360.71,1.0,1.0
260,950.0,957.95,920.0,185287.0,22.53,-77.47,-0.03122063,-7470692.0,765.99,857.23,958.36,949.89,9.98,951.36,945.92,1.0,1.0
261,349.25,352.0,342.15,821107.0,7.34,-92.66,-0.00216045,300913702.0,278.39,315.34,347.94,350.72,32.68,351.37,363.61,1.0,1.0
262,340.8,358.45,335.5,2828379.0,103.74,3.74,0.06096465,459527530.0,267.09,281.47,333.22,302.97,91.87,305.91,292.35,-1.0,-1.0
263,460.0,466.4,449.95,1223641.0,81.82,-18.18,0.0077962,131183009.0,363.09,401.47,452.44,443.56,45.75,443.57,428.84,1.0,1.0
264,455.85,461.2,445.3,617210.0,42.13,-57.87,-0.06915114,444467262.0,379.48,431.81,477.71,482.58,21.03,480.99,473.09,1.0,1.0
265,875.0,905.0,860.0,384583.0,46.8,-53.2,0.03628938,11597501.0,691.0,806.22,860.76,906.46,13.56,904.36,918.45,-1.0,-1.0
266,1138.55,1156.0,1130.25,151566.0,29.05,-70.95,0.0032674,-5338847.0,909.68,1023.59,1134.98,1136.28,0.16,1139.8,1166.96,1.0,1.0
267,558.25,565.95,552.1,584581.0,48.5,-51.5,0.05859486,93600807.0,431.92,492.34,536.72,549.88,2.16,547.07,559.54,-1.0,-1.0
268,315.0,323.7,312.5,818219.0,44.64,-55.36,-0.05807893,192794048.0,263.89,297.14,331.18,329.78,65.21,331.2,320.77,1.0,1.0
269,1255.0,1270.0,1252.25,214946.0,76.53,-23.47,-0.00189723,-8446152.0,1006.36,1125.12,1260.01,1246.63,59.04,1249.13,1238.81,-1.0,-1.0
270,725.7,740.0,705.0,539025.0,81.58,-18.42,0.12844108,4996711.0,555.17,593.85,684.01,645.38,39.4,648.21,640.19,-1.0,1.0
271,452.0,458.0,441.65,726344.0,-6.4,-106.4,-0.09469197,144094218.0,380.78,440.01,480.21,494.99,-9.23,493.38,492.11,1.0,1.0
272,246.45,249.0,242.7,1261105.0,75.65,-24.35,0.00761944,155121511.0,192.13,206.92,239.57,224.32,66.01,226.83,206.57,1.0,-1.0
273,266.7,268.15,258.0,1234051.0,42.68,-57.32,0.03011811,339704696.0,205.65,228.37,255.74,251.84,2.46,252.76,259.47,1.0,1.0
274,1280.0,1300.0,1276.25,43069.0,82.86,-17.14,0.00414745,-6092375.0,1029.84,1149.37,1289.28,1274.16,32.34,1277.34,1270.39,-1.0,-1.0
275,259.0,271.45,253.2,265876.0,60.13,-39.87,0.0096135,33786347.0,205.37,225.18,255.47,247.43,88.55,248.04,248.08,1.0,1.0
276,336.95,354.75,334.0,1228763.0,45.81,-54.19,0.00300343,216771685.0,269.42,314.52,338.86,354.98,78.17,352.02,364.82,-1.0,-1.0
277,506.0,551.8,506.0,3654784.0,127.95,27.95,0.111609,111439375.0,389.85,431.85,483.65,476.47,40.63,478.19,471.07,-1.0,-1.0
278,460.0,460.0,447.3,314117.0,46.73,-53.27,0.00133705,135278144.0,365.94,407.17,456.13,450.14,74.79,451.13,446.97,1.0,1.0
279,480.1,496.0,461.05,339500.0,45.6,-54.4,-0.01852971,113138902.0,394.93,446.38,494.32,496.15,74.84,496.71,496.94,1.0,1.0
280,613.5,642.0,602.1,5469511.0,100.11,0.11,0.02457042,631792489.0,497.49,548.85,623.49,604.14,65.04,609.13,585.45,-1.0,-1.0
281,434.4,446.7,429.75,1131074.0,51.49,-48.51,0.01009637,708957261.0,346.74,405.32,434.45,456.44,40.86,456.36,459.77,-1.0,-1.0
282,505.1,524.5,505.1,309255.0,52.0,-48.0,-0.00709764,115150782.0,409.7,463.08,514.04,514.42,29.92,514.54,519.3,-1.0,-1.0
283,560.0,569.2,530.2,7428503.0,83.09,-16.91,0.20234929,245849474.0,391.01,394.75,474.58,416.84,76.9,425.02,396.65,1.0,1.0
284,560.7,565.0,550.0,169351.0,61.31,-38.69,0.00601544,-9975727.0,448.97,511.34,560.85,569.38,67.39,569.98,545.34,1.0,1.0
285,990.0,990.0,961.0,57686.0,31.17,-68.83,-0.0061214,-6952849.0,782.07,894.91,976.47,998.19,42.04,999.6,977.61,1.0,1.0
286,635.0,643.0,626.0,181855.0,64.08,-35.92,-0.02583198,-7019229.0,508.65,579.41,636.73,646.03,33.69,646.72,647.36,1.0,-1.0
287,1162.0,1175.0,1118.0,390634.0,31.62,-68.38,-0.00708564,-5561060.0,934.27,1036.34,1165.45,1145.12,4.02,1144.92,1141.3,1.0,1.0
288,466.0,480.0,464.0,75483.0,33.3,-66.7,0.01865952,11046462.0,368.45,426.54,461.71,480.42,17.32,478.91,491.52,-1.0,-1.0
289,493.0,498.3,485.2,927046.0,80.59,-19.41,0.08749722,446063857.0,373.96,417.12,462.42,461.44,-7.06,459.51,466.98,-1.0,-1.0
290,875.0,907.65,848.35,1583637.0,83.17,-16.83,0.02973808,155598570.0,700.99,772.28,875.48,846.82,42.42,851.21,826.88,-1.0,1.0
291,147.15,150.0,134.1,100757.0,-5.83,-105.83,-0.17915408,10201955.0,122.14,151.62,155.03,175.18,62.3,172.91,183.66,1.0,1.0
292,559.9,576.0,551.2,124834.0,25.15,-74.85,0.01217407,11026486.0,443.92,493.25,554.43,549.65,49.25,541.97,592.12,1.0,-1.0
293,532.9,541.6,531.0,360920.0,63.9,-36.1,0.01487588,117508573.0,421.78,477.15,526.9,531.61,64.44,529.93,528.93,-1.0,-1.0
294,343.5,357.1,341.7,1467661.0,74.1,-25.9,0.03139278,302467398.0,273.92,309.3,341.55,343.9,11.23,343.52,346.04,-1.0,-1.0
295,672.9,677.85,662.15,196732.0,33.82,-66.18,-0.01224308,-4767580.0,536.87,616.34,670.6,690.83,26.52,690.32,690.83,1.0,1.0
296,510.0,572.0,505.2,6062962.0,65.69,-34.31,0.11247874,292795069.0,406.26,459.79,507.25,508.89,27.33,507.74,539.59,-1.0,-1.0
297,1080.0,1127.0,1066.05,357598.0,55.45,-44.55,0.11491405,-6549165.0,822.59,931.36,1016.34,1037.02,74.49,1032.25,1091.52,-1.0,1.0
298,143.75,154.75,143.75,389049.0,77.65,-22.35,0.11214605,10266552.0,114.62,123.23,140.99,133.49,73.37,134.28,136.18,1.0,-1.0
299,649.8,710.7,647.0,3076862.0,114.62,14.62,0.06210736,127765178.0,501.01,559.56,624.44,619.74,70.66,619.89,608.37,-1.0,-1.0
300,970.0,970.0,700.0,98613.0,-73.13,-173.13,-0.16575441,12256812.0,713.78,821.19,895.1,923.79,40.73,918.62,959.33,1.0,1.0
301,575.0,575.0,561.5,86405.0,29.06,-70.94,-0.02232951,-2746270.0,456.87,502.78,573.11,555.25,43.7,557.44,581.17,-1.0,-1.0
302,165.5,165.5,146.3,100637.0,0.47,-99.53,-0.16662077,10475112.0,139.28,164.94,176.12,186.85,33.42,187.24,184.34,1.0,1.0
303,247.0,253.15,241.6,115590.0,48.45,-51.55,-0.06744587,33073661.0,199.61,218.03,251.13,240.29,44.07,239.53,247.28,1.0,1.0
304,235.0,237.5,225.2,226279.0,30.62,-69.38,-0.00662676,30770564.0,189.04,209.0,236.3,230.63,47.92,231.08,229.87,1.0,1.0
305,265.05,269.4,255.0,1288125.0,39.2,-60.8,-0.03542133,336185571.0,217.11,236.45,271.56,259.44,17.16,260.29,254.92,1.0,1.0
306,549.75,559.4,530.0,1242912.0,40.49,-59.51,-0.02178868,288124764.0,437.72,504.54,547.54,565.56,13.51,565.22,546.9,1.0,1.0
307,358.0,373.2,357.0,966616.0,20.45,-79.55,-0.01817689,444948290.0,302.01,338.31,375.36,375.32,19.47,375.79,367.67,1.0,1.0
308,676.0,680.6,667.05,407075.0,63.13,-36.87,0.00689862,127832918.0,538.59,586.58,672.88,642.49,80.43,643.54,630.68,1.0,1.0
309,493.9,497.8,475.5,566171.0,-6.25,-106.25,-0.13181242,285412529.0,421.89,497.4,534.15,564.75,50.21,561.14,571.3,1.0,1.0
310,496.5,504.9,492.4,269993.0,56.61,-43.39,0.002331,114586206.0,397.17,444.44,496.14,493.01,46.68,492.75,496.47,1.0,-1.0
311,812.0,816.2,765.0,333120.0,18.56,-81.44,-0.03422693,9135438.0,640.95,719.54,800.12,798.89,22.1,797.97,809.18,1.0,1.0
312,763.0,770.0,741.0,39813.0,46.14,-53.86,-0.01085518,8814686.0,604.37,675.82,755.95,750.63,70.39,747.06,755.57,1.0,1.0
313,290.6,290.6,264.15,342658.0,6.29,-93.71,-0.15421228,11463295.0,230.8,304.6,290.27,358.36,22.7,352.95,385.6,1.0,1.0
314,665.0,665.0,626.0,301164.0,62.08,-37.92,0.08167808,-2066655.0,510.0,540.13,627.52,585.79,41.98,587.28,569.93,1.0,1.0
315,502.4,508.5,477.7,6705401.0,2.03,-97.97,-0.1057946,670094358.0,416.93,481.99,526.62,540.97,54.19,541.74,548.39,1.0,1.0
316,308.5,310.7,289.0,1555177.0,18.69,-81.31,-0.02537313,187925093.0,239.01,285.65,297.41,324.54,68.02,321.82,326.95,1.0,1.0
317,510.0,531.85,503.1,477937.0,55.33,-44.67,-0.00135174,115315502.0,413.08,462.54,517.34,513.16,37.1,513.58,519.66,-1.0,-1.0
318,254.5,254.5,242.1,98008.0,48.69,-51.31,0.00891007,33189251.0,199.18,218.72,248.63,241.76,36.37,240.39,248.77,1.0,1.0
319,529.2,534.4,525.1,1333715.0,8.2,-91.8,-0.02243857,713889272.0,430.86,484.66,540.18,539.19,14.9,538.87,539.49,-1.0,1.0
320,531.8,564.4,530.9,4596831.0,88.22,-11.78,-0.0109655,244339792.0,432.48,437.06,544.6,464.0,60.12,472.25,425.77,-1.0,-1.0
321,388.0,397.8,383.45,1766917.0,95.81,-4.19,0.04996642,715707454.0,304.51,334.14,378.41,366.46,28.06,369.53,354.34,-1.0,-1.0
322,260.0,264.0,256.05,628531.0,60.07,-39.93,0.00858202,33512569.0,207.23,231.38,259.35,257.04,92.72,256.0,254.81,-1.0,-1.0
323,344.5,346.9,328.25,789609.0,11.79,-88.21,-0.07055859,196030538.0,278.96,319.6,350.6,356.79,5.82,357.73,348.67,1.0,1.0
324,555.35,556.0,537.05,759681.0,-16.41,-116.41,-0.06905349,290768637.0,463.45,521.24,582.02,579.57,16.96,580.4,583.23,1.0,1.0
325,955.0,955.0,938.8,130694.0,35.3,-64.7,0.0322528,-7871375.0,750.77,852.24,935.61,949.4,32.74,948.29,959.59,-1.0,1.0
326,705.0,722.9,705.0,667449.0,16.97,-83.03,-0.02300812,154702651.0,573.22,656.19,719.54,735.53,4.53,729.05,750.04,-1.0,-1.0
327,571.9,575.85,548.4,5685038.0,88.52,-11.48,0.02941441,596444673.0,449.49,491.14,560.84,536.81,88.97,540.91,504.74,-1.0,1.0
328,385.5,393.0,382.25,1546629.0,96.11,-3.89,0.04778477,200126288.0,303.91,335.68,378.38,371.55,9.16,370.31,363.2,-1.0,-1.0
329,587.0,590.0,516.1,7807729.0,6.49,-93.51,-0.07910448,667676623.0,465.47,522.7,580.58,583.66,14.85,581.92,606.83,1.0,1.0
330,816.0,818.0,805.0,83650.0,33.46,-66.54,0.01605016,9468558.0,638.39,719.29,798.16,800.23,18.68,799.08,808.7,-1.0,-1.0
331,583.45,593.7,573.1,1236153.0,16.77,-83.23,-0.00776186,290670701.0,463.49,530.62,580.02,594.22,-10.18,591.62,603.16,-1.0,1.0
332,500.0,523.9,497.0,1216113.0,85.45,-14.55,0.03938907,115802319.0,397.4,444.43,497.19,492.88,46.74,492.78,496.43,-1.0,-1.0
333,484.0,484.0,471.0,276123.0,51.24,-48.76,-0.00916285,104710537.0,380.52,423.97,475.89,468.99,31.0,469.48,469.66,1.0,1.0
334,444.0,447.4,426.25,917351.0,48.85,-51.15,-0.0449305,431918327.0,359.81,398.44,452.81,438.6,72.09,441.62,434.86,-1.0,1.0
335,360.1,364.35,348.55,1074950.0,61.63,-38.37,-0.02523922,198643802.0,291.08,318.9,364.43,350.31,20.3,353.15,341.7,1.0,1.0
336,630.05,633.9,616.6,397866.0,67.91,-32.09,0.04599245,-6806566.0,481.03,541.75,598.25,603.24,79.47,600.94,611.64,1.0,-1.0
337,1296.1,1299.0,1255.35,224634.0,15.82,-84.18,-0.01321925,-6680681.0,1038.3,1177.78,1297.49,1313.8,60.4,1311.92,1322.31,1.0,1.0
338,455.5,462.55,446.1,5316168.0,79.78,-20.22,0.11025358,528941131.0,339.32,371.48,418.26,407.32,63.31,409.85,394.32,-1.0,-1.0
339,531.0,536.5,520.5,3245832.0,52.66,-47.34,0.03244462,688519990.0,415.11,465.17,516.17,517.99,53.9,513.42,534.29,1.0,1.0
340,657.9,666.7,640.3,1206200.0,65.74,-34.26,0.0203146,-530831.0,503.9,565.07,628.24,627.13,63.54,629.62,637.26,-1.0,-1.0
341,193.05,193.05,175.25,1422971.0,-12.49,-112.49,-0.22253954,129981810.0,168.12,206.64,214.54,238.39,22.83,234.23,247.05,1.0,1.0
342,351.5,355.65,346.0,750448.0,90.07,-9.93,0.05171114,457468804.0,274.95,295.91,341.25,320.77,72.43,327.63,299.79,1.0,-1.0
343,472.2,482.0,465.0,370071.0,4.38,-95.62,-0.0764544,97384868.0,396.06,452.34,496.77,506.57,-11.77,505.1,505.91,1.0,1.0
344,462.5,469.0,451.25,27713.0,11.07,-88.93,-0.04693707,10908239.0,372.59,435.62,467.07,490.88,40.74,487.46,490.45,1.0,1.0
345,776.1,789.0,775.0,168122.0,87.64,-12.36,0.02534879,-1583228.0,620.4,693.66,772.84,768.33,-3.53,767.17,734.52,1.0,1.0
346,191.05,205.0,191.05,244383.0,60.01,-39.99,-0.00294623,11434852.0,154.67,157.75,195.1,167.99,-0.88,170.89,190.37,-1.0,-1.0
347,364.7,369.35,358.65,1800189.0,90.92,-9.08,0.06929966,709397561.0,278.66,312.64,345.74,346.81,68.7,346.69,353.07,-1.0,-1.0
348,571.7,571.8,558.2,824715.0,69.14,-30.86,-0.02273519,720675257.0,457.11,511.32,572.16,566.36,46.31,569.64,558.13,1.0,1.0
349,508.7,516.95,496.0,197198.0,18.04,-81.96,-0.02207229,-10040773.0,411.34,460.27,515.19,509.66,77.07,512.34,525.29,1.0,1.0
350,490.1,500.9,490.1,226248.0,60.55,-39.45,0.01344196,114523247.0,392.95,445.53,490.73,496.61,55.14,497.32,494.29,-1.0,-1.0
351,250.3,255.9,248.55,1093906.0,21.51,-78.49,-0.02435253,335232791.0,202.03,235.68,254.12,265.04,15.27,265.69,259.03,-1.0,-1.0
352,259.9,265.0,252.1,1662876.0,36.81,-63.19,-0.0610534,334522695.0,215.21,237.07,271.12,261.39,10.6,262.35,257.16,1.0,1.0
