,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
116,149.7,165.9,142.0,2311341.0,92.96,-7.04,0.25525773,15699769.0,102.3,118.57,124.68,132.83,73.49,131.83,138.11,-1.0,-1.0
117,324.0,340.0,323.0,1216026.0,22.24,-77.76,-0.04983012,215542922.0,272.94,318.19,344.81,359.45,78.62,357.38,366.02,-1.0,-1.0
118,199.3,203.0,188.25,1458469.0,-9.17,-109.17,-0.19752569,131404781.0,177.54,213.65,225.99,245.0,13.85,242.59,251.72,1.0,1.0
119,753.0,761.95,747.55,559182.0,40.37,-59.63,0.07534737,137222057.0,587.51,663.47,728.56,739.81,67.26,734.37,769.66,-1.0,1.0
120,776.9,776.9,761.0,70807.0,27.35,-72.65,-0.04520128,8765719.0,630.32,714.02,792.45,796.48,34.37,795.22,801.81,1.0,1.0
121,475.0,475.0,446.0,93817.0,5.67,-94.33,-0.07693086,10942471.0,393.44,446.32,493.38,496.88,56.12,499.7,489.71,1.0,1.0
122,308.85,311.0,295.1,824676.0,6.02,-93.98,-0.05646947,188785790.0,247.61,284.87,310.7,319.86,58.52,317.24,326.71,1.0,1.0
123,219.0,220.4,215.0,472473.0,4.01,-95.99,-0.03534119,340254452.0,178.13,201.54,223.55,224.99,6.24,223.61,236.31,1.0,1.0
124,950.0,996.8,950.0,368123.0,101.7,1.7,0.04105308,-7819408.0,754.11,848.27,944.06,943.13,13.96,941.61,951.54,-1.0,-1.0
125,180.0,180.4,165.05,824726.0,50.25,-49.75,-0.00507311,13666646.0,136.71,152.49,169.62,169.76,6.07,167.0,160.67,1.0,1.0
126,281.0,291.85,278.95,1888242.0,101.13,1.13,0.08724326,327730927.0,217.18,228.98,269.9,247.76,36.6,250.24,241.95,-1.0,-1.0
127,626.0,628.45,607.05,2193358.0,68.21,-31.79,-0.01542811,626322978.0,499.4,544.17,623.35,595.41,70.87,599.98,580.65,1.0,1.0
128,506.0,506.0,485.25,182375.0,50.12,-49.88,-0.04026583,113478402.0,399.05,446.27,500.92,495.12,78.39,495.68,500.0,1.0,1.0
129,723.0,759.9,714.0,33721.0,43.11,-56.89,-0.00033434,12589780.0,588.64,675.34,736.73,756.2,6.53,754.03,759.41,-1.0,-1.0
130,449.0,454.5,440.55,502601.0,22.97,-77.03,-0.01277778,133625749.0,354.42,406.11,443.51,455.09,23.86,452.82,464.96,1.0,1.0
131,417.6,474.75,417.6,3655294.0,99.15,-0.85,0.10792301,138105648.0,333.83,390.17,418.3,439.42,64.42,437.7,448.11,-1.0,-1.0
132,237.1,239.25,232.0,1289228.0,5.34,-94.66,-0.07064458,340798316.0,197.72,219.41,247.93,243.28,41.26,242.79,246.4,1.0,1.0
133,332.1,335.0,323.7,814066.0,41.21,-58.79,-0.0100091,479226105.0,265.09,295.22,331.5,327.24,68.04,326.42,331.1,1.0,1.0
134,791.3,797.6,780.0,213003.0,35.17,-64.83,-0.01139081,145409412.0,633.14,725.67,791.79,812.92,80.24,809.71,812.94,1.0,1.0
135,378.55,381.5,368.1,475237.0,43.77,-56.23,0.01184641,445858215.0,300.43,331.25,374.14,365.96,-3.72,363.84,376.41,1.0,1.0
136,633.3,635.95,597.6,2488593.0,-8.55,-108.55,-0.08887212,719558331.0,519.9,587.59,653.24,655.09,6.98,654.49,638.32,1.0,1.0
137,376.0,383.9,374.7,1162937.0,45.48,-54.52,-0.02197379,208369214.0,308.2,342.51,387.13,380.13,4.15,380.63,372.28,-1.0,-1.0
138,634.0,655.0,624.0,558995.0,73.68,-26.32,-0.02306536,-1525616.0,508.34,555.82,639.92,607.76,54.67,612.54,585.69,-1.0,-1.0
139,893.0,926.0,890.05,110541.0,77.9,-22.1,0.08422619,12505808.0,691.56,761.69,858.1,838.59,58.33,839.44,833.87,-1.0,-1.0
140,787.0,808.85,761.0,1453775.0,75.53,-24.47,0.00683793,137055999.0,642.29,680.08,802.11,736.27,46.89,748.65,701.13,1.0,1.0
141,562.9,562.9,549.2,940046.0,20.02,-79.98,-0.0178269,718665256.0,446.85,509.03,558.87,568.18,26.9,568.0,565.1,1.0,1.0
142,547.95,550.85,535.4,1064846.0,21.86,-78.14,-0.01270334,714939445.0,433.98,505.32,542.95,570.1,43.05,568.21,585.48,1.0,1.0
143,917.0,950.0,772.9,742615.0,31.7,-68.3,-0.02380584,-7905474.0,760.49,860.37,956.19,956.25,74.42,958.03,975.1,-1.0,1.0
144,234.55,243.65,234.55,690235.0,29.74,-70.26,-0.0227365,341290520.0,192.97,221.03,242.69,247.61,5.43,247.22,247.26,-1.0,-1.0
145,458.0,474.95,449.95,1426693.0,93.82,-6.18,0.04866316,132609702.0,363.8,402.87,452.53,444.27,46.31,444.27,430.69,-1.0,-1.0
146,505.5,519.5,505.25,302570.0,4.17,-95.83,-0.05290214,91557069.0,420.85,479.45,529.44,536.16,10.57,534.19,544.19,-1.0,1.0
147,218.5,223.7,213.3,1377187.0,-6.94,-106.94,-0.13881697,296869047.0,191.08,227.32,242.35,259.19,22.44,256.85,263.6,1.0,1.0
148,369.0,386.9,366.0,3551117.0,90.82,-9.18,0.17666202,387864518.0,282.91,269.91,347.93,280.17,31.12,282.75,275.73,-1.0,-1.0
149,390.8,393.4,385.55,1423216.0,95.52,-4.48,0.03825575,713940537.0,301.65,329.56,375.43,360.77,47.97,363.53,352.69,1.0,-1.0
150,307.3,334.75,301.45,2154397.0,12.79,-87.21,-0.06486565,289847841.0,263.3,319.43,332.76,364.19,19.8,369.51,365.26,-1.0,-1.0
151,374.95,379.4,367.2,1124415.0,78.92,-21.08,0.04233103,198364574.0,296.48,315.31,368.19,340.97,71.51,343.97,328.97,1.0,1.0
152,241.0,247.55,237.65,938933.0,14.01,-85.99,-0.13159316,319201923.0,205.92,240.4,262.5,270.63,20.04,270.85,255.42,-1.0,1.0
153,245.9,247.45,234.1,757655.0,-23.51,-123.51,-0.06452253,340005515.0,197.81,223.12,247.73,248.07,11.31,248.39,250.72,1.0,1.0
154,559.0,573.55,552.0,5011268.0,84.27,-15.73,-0.00497339,597806770.0,453.66,502.64,567.77,554.23,90.23,561.28,524.86,-1.0,-1.0
155,327.5,327.5,308.25,1704977.0,-31.31,-131.31,-0.06284853,194047185.0,266.39,303.65,333.33,339.79,43.49,338.05,351.84,1.0,1.0
156,336.15,340.05,328.55,857085.0,43.76,-56.24,0.01191932,194791989.0,267.61,297.38,332.66,329.42,15.49,328.69,331.03,1.0,1.0
157,174.5,179.4,173.4,941353.0,15.04,-84.96,0.03293149,131190058.0,139.09,158.02,173.14,176.44,56.92,176.05,179.24,-1.0,1.0
158,323.9,323.9,304.25,1141871.0,23.79,-76.21,-0.07646798,474177840.0,261.2,293.36,328.07,324.55,46.03,328.09,352.54,1.0,1.0
159,547.35,560.0,535.0,1040841.0,97.73,-2.27,0.14128517,114204873.0,413.57,444.62,509.86,484.6,40.25,485.57,477.01,-1.0,-1.0
160,126.9,129.5,123.1,99219.0,10.5,-89.5,-0.06969147,10037666.0,103.5,126.41,131.05,145.81,61.71,142.73,162.85,-1.0,1.0
161,254.4,265.9,254.0,2632795.0,91.66,-8.34,0.07357449,161152518.0,196.48,218.94,244.92,242.4,66.76,241.72,227.77,-1.0,-1.0
162,413.0,427.95,409.15,5355587.0,27.73,-72.27,-0.03632355,527403420.0,344.47,390.29,431.1,436.25,67.94,432.35,433.67,1.0,1.0
163,700.0,709.9,677.1,137550.0,60.05,-39.95,0.04884144,-7771930.0,548.12,591.16,679.25,645.08,8.18,643.7,660.54,1.0,1.0
164,242.0,249.0,239.5,96486.0,45.17,-54.83,-0.04188895,32393839.0,202.57,226.83,253.51,251.32,51.24,251.65,250.6,1.0,1.0
165,170.55,174.0,146.15,383832.0,10.85,-89.15,-0.2533301,16179932.0,155.68,176.71,198.73,196.94,42.55,198.07,186.65,1.0,1.0
166,157.9,201.0,146.0,2137147.0,63.45,-36.55,0.31486676,19696964.0,121.82,149.24,150.66,172.47,31.27,168.17,188.03,-1.0,-1.0
167,989.95,1000.0,967.2,354127.0,86.9,-13.1,0.02036128,-7514822.0,774.0,879.49,965.1,979.77,8.32,981.18,962.82,1.0,1.0
168,1254.05,1264.0,1237.85,185130.0,72.74,-27.26,-0.0066664,-8631282.0,1005.88,1128.63,1257.65,1251.72,56.89,1255.13,1245.02,1.0,1.0
169,451.0,468.95,437.95,5988544.0,93.37,-6.63,0.05003388,429505252.0,356.44,392.99,443.0,432.71,55.2,435.2,407.02,-1.0,-1.0
170,328.7,345.7,327.5,2828966.0,18.13,-81.87,-0.05352152,191967311.0,277.65,320.42,350.73,360.88,67.06,358.17,373.09,-1.0,-1.0
171,385.05,390.0,371.0,2165485.0,1.51,-98.49,-0.12348725,703600074.0,334.0,389.71,423.0,440.93,34.57,437.32,451.09,1.0,1.0
172,996.8,1049.7,981.0,680519.0,121.8,21.8,0.04045184,-7118903.0,789.19,866.49,986.43,955.43,8.54,956.39,949.62,-1.0,-1.0
173,232.05,232.05,224.0,761335.0,-13.49,-113.49,-0.14569161,125351117.0,198.21,233.81,251.12,265.84,35.91,263.48,268.99,1.0,1.0
174,288.0,298.5,282.15,1189017.0,72.17,-27.83,-0.06028252,31647671.0,235.89,245.96,297.46,263.57,-2.97,270.76,237.17,1.0,-1.0
175,1200.0,1205.0,1150.25,233725.0,52.67,-47.33,0.01472645,-5170426.0,930.9,1033.82,1157.5,1142.04,0.14,1143.57,1143.61,1.0,1.0
