2010-01-04,415425,30.49,30.642857,30.34,30.572857,123432400
2010-01-05,415426,30.657143,30.798571,30.464285,30.625713,150476200
2010-01-06,415427,30.625713,30.747143,30.107143,30.138571,138040000
2010-01-07,415428,30.25,30.285715,29.864286,30.082857,119282800
2010-01-08,415429,30.042856,30.285715,29.865715,30.282858,111902700
2010-01-11,415430,30.4,30.428572,29.778572,30.015715,115557400
2010-01-12,415431,29.884285,29.967142,29.488571,29.674286,148614900
2010-01-13,415432,29.695715,30.132856,29.157143,30.092857,151473000
2010-01-14,415433,30.015715,30.065714,29.860001,29.918571,108223500
2010-01-15,415434,30.132856,30.228571,29.41,29.418571,148516900
2010-01-19,415435,29.761429,30.741428,29.605715,30.719999,182501900
2010-01-20,415436,30.701429,30.792856,29.928572,30.247143,153038200
2010-01-21,415437,30.297142,30.472857,29.601429,29.724285,152038600
2010-01-22,415438,29.540001,29.642857,28.165714,28.25,220441900
2010-01-25,415439,28.93,29.242857,28.598572,29.01,266424900
2010-01-26,415440,29.421429,30.530001,28.940001,29.42,466777500
2010-01-27,415441,29.549999,30.082857,28.504286,29.697144,430642100
2010-01-28,415442,29.275715,29.357143,28.385714,28.469999,293375600
2010-01-29,,28.725714,28.885714,27.178572,27.437143,311488100
2010-02-01,,27.481428,28,27.328571,27.818571,187469100
2010-02-02,,27.987143,28.045713,27.625713,27.98,174585600
2010-02-03,,27.881428,28.6,27.774286,28.461428,153832000
2010-02-04,,28.104286,28.338572,27.367144,27.435715,189413000
2010-02-05,,27.518572,28,27.264286,27.922857,212576700
2010-02-08,,27.955715,28.268572,27.714285,27.731428,119567700
2010-02-09,,28.059999,28.214285,27.821428,28.027143,158221700
2010-02-10,,27.984285,28.085714,27.751429,27.874287,92590400
2010-02-11,,27.84,28.535715,27.722857,28.381428,137586400
2010-02-12,,28.301428,28.805714,27.928572,28.625713,163867200
2010-02-16,,28.848572,29.098572,28.788572,29.057142,135934400
2010-02-17,,29.17,29.187143,28.694286,28.935715,109099200
2010-02-18,,28.804285,29.127142,28.702858,28.99,105706300
2010-02-19,,28.837143,29.028572,28.73,28.809999,103867400
2010-02-22,,28.905714,28.928572,28.455715,28.631428,97640900
2010-02-23,,28.571428,28.761429,27.95857,28.151428,143773700
2010-02-24,,28.318571,28.777143,28.262857,28.665714,115141600
2010-02-25,,28.197144,28.98,28.127142,28.857143,166281500
2010-02-26,,28.911428,29.309999,28.857143,29.231428,126865200
2010-03-01,,29.392857,29.928572,29.35,29.855715,137523400
2010-03-02,,29.99,30.118572,29.677143,29.835714,141636600
2010-03-03,,29.848572,29.981428,29.705715,29.904285,93013200
2010-03-04,,29.897142,30.131428,29.804285,30.101429,91510300
2010-03-05,,30.705715,31.385714,30.661428,31.278572,224905100
2010-03-08,,31.43,31.441429,31.178572,31.297142,107472400
2010-03-09,,31.187143,32.142857,31.127142,31.860001,230064800
2010-03-10,,31.975714,32.21143,31.885714,32.119999,149054500
2010-03-11,,31.987143,32.214287,31.902857,32.214287,101425100
2010-03-12,,32.48143,32.532856,32.25,32.371429,104080900
2010-03-15,,32.197144,32.214287,31.464285,31.977142,123375700
2010-03-16,,32.025715,32.139999,31.787144,32.064285,111727000
2010-03-17,,32.128571,32.349998,31.895714,32.017143,112739200
2010-03-18,,32.014286,32.142857,31.801428,32.092857,85527400
2010-03-19,,32.112858,32.177143,31.604286,31.75,139861400
2010-03-22,,31.495714,32.285713,31.450001,32.107143,114104900
2010-03-23,,32.234287,32.682858,32.014286,32.622856,150607800
2010-03-24,,32.52,32.885715,32.501427,32.767143,149445100
2010-03-25,,32.988571,32.995716,32.32143,32.378571,135571100
2010-03-26,,32.707142,33.135715,32.650002,32.985714,160218800
2010-03-29,,33.285713,33.41,33.08857,33.19857,135186100
2010-03-30,,33.799999,33.925713,33.464287,33.692856,131827500
2010-03-31,,33.64143,33.80143,33.494286,33.57143,107664900
2010-04-01,,33.915714,34.104286,33.25,33.709999,150786300
2010-04-05,,33.568573,34.072857,33.53857,34.07,171126900
2010-04-06,,34.028572,34.32,33.857143,34.220001,111754300
2010-04-07,,34.221428,34.560001,34.094284,34.371429,157125500
2010-04-08,,34.348572,34.505714,34.005714,34.278572,143247300
2010-04-09,,34.490002,34.555714,34.351429,34.541428,83545700
2010-04-12,,34.599998,34.724285,34.544285,34.612858,83256600
2010-04-13,,34.55143,34.685715,34.444286,34.632858,76552700
2010-04-14,,35.040001,35.115715,34.867142,35.098572,101019100
2010-04-15,,35.111427,35.575714,35.072857,35.560001,94196200
2010-04-16,,35.509998,35.877144,34.935715,35.342857,187636400
2010-04-19,,35.290001,35.412857,34.53857,35.295715,141731100
2010-04-20,,35.505714,35.607143,34.708572,34.941429,184581600
2010-04-21,,36.971428,37.17857,36.532856,37.031429,245597800
2010-04-22,,36.89143,38.107143,36.599998,38.067142,198356200
2010-04-23,,38.284286,38.882858,38.142857,38.689999,199238900
2010-04-26,,38.84,38.922855,38.312859,38.5,119767200
2010-04-27,,38.181427,38.262856,37.217144,37.434284,177335900
2010-04-28,,37.607143,37.714287,36.630001,37.371429,189600600
2010-04-29,,37.574287,38.57143,37.43,38.377144,139710200
2010-04-30,,38.472858,38.652859,37.285713,37.298573,135615900
2010-05-03,,37.691429,38.26857,37.554287,38.049999,113585500
2010-05-04,,37.555714,37.612858,36.67857,36.954285,180954900
2010-05-05,,36.147144,36.877144,35.532856,36.57,220775800
2010-05-06,,36.261429,36.892857,28.464285,35.17857,321465200
2010-05-07,,34.815716,35.224285,32.172855,33.694286,419004600
2010-05-10,,35.75,36.378571,35.504284,36.284286,246076600
2010-05-11,,35.977142,37.127144,35.785713,36.645714,212226700
2010-05-12,,37.034286,37.59,36.957142,37.441429,163594900
2010-05-13,,37.602856,37.857143,36.628571,36.908573,149928100
2010-05-14,,36.451427,36.639999,35.642857,36.259998,189840700
2010-05-17,,36.385715,36.597141,35.387142,36.317142,190708700
2010-05-18,,36.71143,36.935715,35.751427,36.05143,195669600
2010-05-19,,35.642857,36.131428,34.978573,35.477142,256431700
2010-05-20,,34.554287,34.835712,33.744286,33.965714,320728800
2010-05-21,,33.259998,34.92857,33.049999,34.617142,305972800
2010-05-24,,35.325714,35.842857,35.18,35.251427,188559700
2010-05-25,,34.192856,35.251427,33.880001,35.031429,262001600
2010-05-26,,35.725716,36.01857,34.82143,34.872856,212663500
2010-05-27,,35.799999,36.27,35.587143,36.192856,166570600
2010-05-28,,37.055714,37.057144,36.192856,36.697144,203903700
2010-06-01,,37.098572,37.991428,36.994286,37.261429,219118200
2010-06-02,,37.791428,37.828571,37.189999,37.707142,172137000
2010-06-03,,37.882858,37.935715,37.201427,37.58857,162526700
2010-06-04,,36.887142,37.414288,36.375713,36.565716,189576100
2010-06-07,,36.898571,37.021427,35.792858,35.848572,221735500
2010-06-08,,36.177143,36.257141,35.092857,35.618572,250192600
2010-06-09,,35.924286,35.985714,34.64143,34.742859,213657500
2010-06-10,,34.977142,35.854286,34.599998,35.787144,194089000
2010-06-11,,35.46143,36.265713,35.33857,36.215714,136439800
2010-06-14,,36.565716,37.021427,36.287144,36.325714,150740100
2010-06-15,,36.52,37.121429,36.5,37.098572,146268500
2010-06-16,,37.299999,38.25,37.232857,38.17857,195919500
2010-06-17,,38.657143,38.985714,38.5,38.83857,218213800
2010-06-18,,38.892857,39.285713,38.774284,39.152859,196155400
2010-06-21,,39.669998,39.85857,38.389999,38.595715,194122600
2010-06-22,,38.880001,39.424286,38.785713,39.121429,179315500
2010-06-23,,39.225716,39.237144,38.271427,38.709999,192114300
2010-06-24,,38.714287,39.028572,38.299999,38.42857,178569300
2010-06-25,,38.580002,38.610001,37.972858,38.099998,137485600
2010-06-28,,38.132858,38.535713,37.78857,38.328571,146237000
2010-06-29,,37.73143,37.77,36.328571,36.595715,283336200
2010-06-30,,36.672855,36.852856,35.715714,35.932858,184863000
2010-07-01,,36.328571,36.400002,34.745716,35.497143,255724000
2010-07-02,,35.784286,35.847141,34.742859,35.277142,173460700
2010-07-06,,35.857143,36.114285,35.165714,35.51857,153808900
2010-07-07,,35.784286,36.967144,35.67857,36.952858,163639000
2010-07-08,,37.497143,37.557144,36.412857,36.869999,184536100
2010-07-09,,36.69857,37.128571,36.451427,37.08857,108330600
2010-07-12,,36.932858,37.407143,36.408573,36.755714,140719600
2010-07-13,,36.617142,36.628571,35.204285,35.971428,297731000
