0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
date,day,o_yday,h_yday,l_yday,c_yday,v_yday,o_tday,c_tday,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_1_p,lag_2_p,lag_3_p,lag_4_p,lag_5_p,lag_6_p,lag_7_p,lag_8_p,lag_9_p,lag_10_p,yhc,ylc,yoc_past,MACD,MACDsig,MACDhist,MACDhist_past,slowk,slowd,fastk,fastd,OBV,AD,Bband u,bband m,bband l,rsi1,willr1,cci1,roc1,mom1,sma1,wma1,ema_fast =1,tsf1,tema_fast =1,adx1,mfi1,atr1,disS1,disW1,ocrsi1,rsi2,willr2,cci2,roc2,mom2,sma2,wma2,ema_fast =2,tsf2,tema_fast =2,adx2,mfi2,atr2,disS2,disW2,ocrsi2,rsi3,willr3,cci3,roc3,mom3,sma3,wma3,ema_fast =3,tsf3,tema_fast =3,adx3,mfi3,atr3,disS3,disW3,ocrsi3,rsi4,willr4,cci4,roc4,mom4,sma4,wma4,ema_fast =4,tsf4,tema_fast =4,adx4,mfi4,atr4,disS4,disW4,ocrsi4,rsi71,will71,adx71,mfi71,atr71,ocrsi71,rsi72,will72,adx72,mfi72,atr72,ocrsi72,yoc_abs,yoc_qnt,yoc_sgn
2010-11-11,Thursday,45.234287,45.53857,44.792858,45.432858,96056800.0,45.0,45.235714,-5.088160316698938,6.291640389977905,-5.8646756618249185,7.190008126616876,-4.091152555374407,-3.5746364016106384,-3.0893335881497257,-2.870893323696437,-3.172433534555129,-3.4071605894700205,1.575225842908099,-1.6790649143935394,1.7284420190020306,-1.3977991415504625,-1.5038625537627317,-1.4043339664274739,-1.5137845486418564,1.452042660354757,1.5639972971820821,1.9802430352195433,0.00232677415979415,-0.0140867211127242,-0.00952742176158064,1.0120144896544616,1.0444941526127614,-0.03247966295829974,-0.03383288667063655,77.41395352325225,68.36434549566623,33.619399736234804,41.10479590812799,3566760400.0,3009291886.168205,45.96034495430866,44.41049975000003,42.860654545691396,67.96500636889553,-42.19360805821089,56.79826860869314,1.6719951778773279,0.7471430000000012,45.37514339999998,45.36057179999947,45.193743613398745,45.30957119999998,45.48085028191161,36.43193996723609,45.06863501026314,0.7403732641916081,1.001271943087678,1.001593591022601,49.59949955709998,66.92006720915607,-16.005909739420403,95.06592180700204,3.3135151227554838,1.4571420000000046,44.581285900000005,44.999195181817925,44.826793072792434,46.11361993333331,45.482604646445985,24.123901334544406,52.139532825014356,0.7872705410715681,1.0191015598318576,1.0096371238736577,55.2088041894465,66.96993579415921,-16.005909739420403,92.76975154987655,2.415231142136176,1.071431000000004,44.40380966666668,44.70294072500008,44.48513347139999,45.42940186666667,45.375863411586195,22.042494033575274,41.36082307006494,0.8121954275939971,1.0231747757919478,1.0163281713274785,57.39480669071281,66.75556247372941,-15.366573892574314,101.39652800455144,5.960550917290575,2.555714000000002,44.41049975000003,44.584265400000056,44.126199056393574,44.986670063157895,45.42267535881767,20.07155346553781,53.83982128104934,0.8255706424974989,1.0230206427704065,1.0190334547936712,57.94240114157904,67.28142113141521,-22.867168022854127,28.870984641278703,62.07062323869484,0.7608256442124406,52.46535691453483,66.96552197291187,-16.005909739420403,22.259889427289156,45.184000145229334,0.8085717060640512,57.1242774932134,0.005238088888888923,1.0,1.0
2010-11-12,Friday,45.0,45.485714,44.892857,45.235714,90321000.0,45.142857,44.004284000000006,5.440056440565494,-6.318108985293765,5.085964107691922,6.493258071504317,5.280467782210451,-4.397492694539589,-3.748002656440427,-3.1942936147372833,-2.9552959557617693,-3.286607545565708,-1.6269163343265984,1.575225842908099,-1.6790649143935394,1.7284420190020306,-1.3977991415504625,-1.5038625537627317,-1.4043339664274739,-1.5137845486418564,1.452042660354757,1.5639972971820821,0.005526606698415327,-0.007579343171194384,-0.0020527364727790567,0.9805137426327875,1.0379982200211015,-0.05748447738831408,-0.03247966295829974,65.81616281236296,52.30969808567028,0.0,11.20646657874498,3476439400.0,3023438530.463541,45.9951321745845,44.512928400000035,43.03072462541557,60.044176298082185,-60.000144515979876,42.732575198435256,-0.5090049201242897,-0.23142999999999603,45.32885739999998,45.31409533333281,45.20773374226583,45.262428099999994,45.34613062979395,32.62690097888585,15.9549060967767,0.7108700113532869,0.9979451632945864,0.9982702659568456,57.48620842206727,63.48595430248075,-22.760719968532488,79.82926081155226,3.738044599798207,1.630001,44.74428600000001,45.118182109090654,44.90114233228472,46.115238400000024,45.45661837266838,23.86543513260084,54.25971016045465,0.7678291869644116,1.0109830336771939,1.002604978423669,58.63684027915339,64.77741628758142,-22.760719968532488,86.80421243997822,2.303563522782026,1.018570000000004,44.47171433333335,44.80692876666675,44.578956037474995,45.62102096190478,45.40559267455279,22.002481348596632,42.556392198409284,0.7975728657543975,1.0171794516608954,1.0095696189213539,59.49669680659981,65.15029188886223,-21.85157175935139,95.74514877353509,4.743479083276214,2.0485730000000046,44.512928400000035,44.66285723333339,44.23186714626085,45.01006084736844,45.466418392281724,20.103094612030777,50.21911213021269,0.8139349603726241,1.0162376555751378,1.012826245389403,59.452408919177024,62.060566743671245,-36.41354873791861,27.73103667843646,48.90030786202574,0.7368301236106637,57.75284991606081,64.60227647435342,-22.760719968532488,22.206489226548968,45.19546562722492,0.793163512773762,59.40536546773287,-0.02522155387728326,-2.0,-1.0
2010-11-15,Monday,45.142857,45.214287,43.375713,44.004284000000006,198961700.0,44.065715999999995,43.862858,3.6037108118785843,3.4595588438268363,3.670322369289053,3.4040877860975454,3.551035091615763,3.436596531540731,4.183214155820617,5.449316185269989,-4.369548284890353,-3.7540180478302023,1.6937894359179813,-1.6269163343265984,1.575225842908099,-1.6790649143935394,1.7284420190020306,-1.3977991415504625,-1.5038625537627317,-1.4043339664274739,-1.5137845486418564,1.452042660354757,0.027497390935845998,-0.014284313772722854,0.0013960458940767964,0.8464259922011763,1.0265013245434387,-0.18007533234226236,-0.05748447738831408,53.85881009582919,40.90238670615094,0.0,11.20646657874498,3277477700.0,2960518735.4732947,45.94790110577994,44.46499980000003,42.98209849422012,31.43742710560142,-75.09908730735636,-68.25986712049495,-2.8694922403259437,-1.3000029999999967,45.068856799999985,44.87257086666614,44.806583828177224,44.18557009999999,44.40535225089535,37.31861968807719,12.932319068729791,0.9406962090826303,0.9763789704113378,0.9806499416036102,29.558712733895916,46.813119707596385,-69.47653590356542,-28.214630761314314,2.3423440017863673,1.0071410000000043,44.84500010000001,44.983636290908834,44.738077180960225,45.353332800000004,44.865905373140976,23.560235552354897,49.8715165228894,0.8770463682679708,0.9812528465129828,0.9782286988856267,41.564075777731865,53.135208165947176,-64.9536143017884,30.588349642168502,0.1821270355994109,0.07999800000001045,44.47704753333335,44.74849997500009,44.50712203279062,45.40774161904761,45.010252568984015,20.983651791498914,39.889497598665045,0.8684014080374378,0.9893706178905192,0.9833689179432639,47.395611442620876,56.25563181894536,-62.3591242239722,51.98640147964659,-2.13191973392437,-0.9585719999999966,44.46499980000003,44.61441490952387,44.21019256090268,44.96042884736843,45.17250299943598,19.10406744153857,42.21880840314073,0.8662382623539931,0.9896386865608392,0.9863243547906839,50.274667551439556,39.64308504341842,-75.09908730735636,29.131712120211336,29.02272929689438,0.897283105951998,35.49985590395953,52.20836193606285,-64.9536143017884,21.24352018334187,36.192524976160335,0.8693661904327793,46.52850781836224,-0.004603533504368612,-1.0,-1.0
2010-11-16,Tuesday,44.065715999999995,44.362858,43.752857,43.862858,100901500.0,43.674285999999995,43.084286,5.7402656597073625,3.494993666130645,3.3651599684037303,3.554337372695176,3.31472013291746,3.4477666811386536,3.344311157430458,3.994626723559138,4.892940192225214,-4.666794144028366,1.2819640956494238,1.6937894359179813,-1.6269163343265984,1.575225842908099,-1.6790649143935394,1.7284420190020306,-1.3977991415504625,-1.5038625537627317,-1.4043339664274739,-1.5137845486418564,0.011399166009656734,-0.0025078393204565922,-0.004299127065546156,0.7204437604704168,0.9904862580749862,-0.27004249760456944,-0.18007533234226236,40.4261475484819,28.066357853624353,0.0,4.500103993147301e-14,3176576200.0,2896008211.558581,45.8224381238137,44.38671420000003,42.95099027618636,29.4248981966803,-80.70169461579063,-108.38436688449772,-3.6344218704587705,-1.6542849999999945,44.73799979999999,44.47057126666614,44.49200855211815,43.534571400000004,43.90257300485406,41.07199465543026,2.7500396691426635e-14,0.874557167266105,0.980438513033388,0.986334484820939,26.672829897453667,45.29515877260726,-80.70169461579063,-46.15092985565174,0.9402363886553466,0.40857300000000407,44.88585740000001,44.80506499999974,44.57894642078564,44.58961860000004,44.397867416354686,23.285555930133548,41.01531068470925,0.8503418314411741,0.9772088702487387,0.9789709712506891,39.29889741252595,51.98552823523962,-69.79934022528808,13.042055311739151,-0.5828218627112802,-0.2571409999999972,44.45990480000001,44.67172628333342,44.426589028691794,45.18614988571428,44.65204515159088,20.03274420487438,34.050515343537114,0.8511747141682755,0.986571118343915,0.9818930596457563,45.62419305660504,55.34222235382884,-67.01129374628495,40.69414881899407,-3.446535957438235,-1.5657119999999978,44.38671420000003,44.55706807142863,44.177113078911944,44.95157177368418,44.88631800964138,18.15499162957098,34.09489507724455,0.8534263992362938,0.9881979053993588,0.9844197542280889,48.860085210994484,37.81297078742533,-80.70169461579063,30.332291070304088,9.617294640230762,0.8562428051017131,32.867415015510346,50.998264654089894,-69.79934022528808,20.349334643220992,36.13141866810257,0.8508401054018667,44.67060908445528,-0.01350909319960025,-2.0,-1.0
2010-11-17,Wednesday,43.674285999999995,43.942856,42.759997999999996,43.084286,164412500.0,43.028572,42.92857,4.031361709180975,3.867670775669544,3.0457550998788534,2.962428103882252,3.08253705704367,2.929022737328595,3.015894017438358,2.9486893476324147,3.328757519953578,3.684235489384446,1.747505491439471,1.2819640956494238,1.6937894359179813,-1.6269163343265984,1.575225842908099,-1.6790649143935394,1.7284420190020306,-1.3977991415504625,-1.5038625537627317,-1.4043339664274739,0.01992768314647248,-0.007526827762679015,-0.001293139684385203,0.5514212397643092,0.9364777585540723,-0.3850565187897631,-0.27004249760456944,29.19738697499893,18.623416365221374,0.0,4.500103993147301e-14,3012163700.0,2821745164.4937606,45.87358897267505,44.33028570000003,42.786982427325015,20.426450828985697,-88.32896898118881,-157.05145105793375,-4.58428031802518,-2.0699989999999957,44.32399999999999,43.9193333333328,44.0227677014121,42.503000000000014,43.17342252845325,47.502405276507275,2.4856399761758455e-14,0.9362173338128846,0.9720306380290589,0.9809867939707765,19.68552059738174,37.79811327685347,-89.67236984411478,-120.82052887559662,-2.511636911613413,-1.1099999999999994,44.774857400000016,44.477506563636105,44.3071899806428,43.68457100000001,43.73409326558993,24.7779844665076,30.259567661508562,0.883593448297057,0.9622428412245481,0.9686758392887255,33.41410125266532,46.101889056125714,-89.67236984411478,-43.13652874682785,-2.097057384391321,-0.9228549999999984,44.398381133333345,44.49977393333342,44.25880115010532,44.74601359047616,44.11617922262606,20.06787708552039,32.82793011305103,0.8732869332237241,0.9704021835979341,0.9681911208031301,40.864761539103924,50.58285971501698,-89.67236984411478,5.684836328676924,-2.5525833481555793,-1.1285700000000034,44.33028570000003,44.43302729047625,44.07303430949176,44.670955184210534,44.44340843114603,17.808666063348983,36.19169874101749,0.8698979792744792,0.9718928114194393,0.9696455233252735,44.98498554521496,29.1653864286748,-89.67236984411478,34.0468204504961,8.819744901690516,0.9029021186586117,26.259977690762113,44.83698619305974,-89.67236984411478,20.554741632080635,34.78921549678806,0.8745556693017337,39.704795287835346,-0.002324083634474237,-1.0,-1.0
2010-11-18,Thursday,43.028572,43.427143,42.537144,42.92857,119862400.0,43.599998,44.061428,5.622879780362206,3.84903843985152,3.711302365662885,2.975876511621737,2.8982311251654833,3.010006968917545,2.8669822656046184,2.9481023771104957,2.885387449165972,3.2359635427659867,1.3941042119825913,1.747505491439471,1.2819640956494238,1.6937894359179813,-1.6269163343265984,1.575225842908099,-1.6790649143935394,1.7284420190020306,-1.3977991415504625,-1.5038625537627317,0.011614013697637735,-0.009118076842531738,0.015640586211001176,0.4002903960229105,0.8594664547961197,-0.4591760587732092,-0.3850565187897631,20.479308008938464,14.748149807969549,0.0,4.500103993147301e-14,2892301300.0,2807314927.411697,45.91816736751663,44.25864285000003,42.59911833248343,18.975693603524096,-86.72488697911183,-134.37831996628347,-5.512063537803414,-2.5042880000000025,43.82314239999999,43.45418999999946,43.65803513427473,42.16285660000001,42.79939082847751,53.175248565633225,2.418178030600292e-14,0.9269736670503083,0.9795867582512753,0.9879040433155131,18.650389250871896,36.45716149777603,-88.36031732532263,-134.15440251787243,-3.9322297964797026,-1.7571450000000013,44.59914290000002,44.14181794545428,44.056531802344104,42.922284733333356,43.23091462042522,26.442130778960024,19.854232248412217,0.8842340034673516,0.9625424886808751,0.9725147716627014,32.497633969259056,45.01026567805901,-88.36031732532263,-74.14374756373569,-2.3811914739489404,-1.047145999999998,44.32857140000001,44.31604754166675,44.09252225634216,44.285632457142874,43.65444291816418,20.28312365729229,32.50869594355623,0.8744010710088094,0.9684176287260183,0.9686913066793194,40.10499828416578,49.6833335865019,-88.36031732532263,-11.043512884279322,-3.2299614708066082,-1.4328569999999985,44.25864285000003,44.29953055714292,43.96403770858778,44.394217878947366,44.03624411203704,17.593282795517883,29.345372827440176,0.8709030303107553,0.9699477262665313,0.969052481145946,44.35732180244037,27.687894272935367,-88.36031732532263,37.68638998654205,-1.245929418401226e-15,0.9010588159930961,25.25597448932085,43.69984478355493,-88.36031732532263,20.94827454468714,35.19533334787174,0.87565876435161,38.91515610377188,0.010583257366204466,2.0,1.0
2010-11-19,Friday,43.599998,44.238571,43.527142,44.061428,123622800.0,43.995715999999994,43.818573,-3.6347939284304935,-3.7862816312758656,-5.397681498928717,-6.646467873944666,3.651226604269254,3.5003815966793432,3.7212898131648777,3.4425918353716374,3.5959872929159125,3.4764431736995682,1.726843949099686,1.3941042119825913,1.747505491439471,1.2819640956494238,1.6937894359179813,-1.6269163343265984,1.575225842908099,-1.6790649143935394,1.7284420190020306,-1.3977991415504625,0.004020364478427729,-0.012125934729124113,-0.0014913724539296566,0.36769176464689934,0.7676312430414779,-0.39993947839457855,-0.4591760587732092,20.22197873013044,27.294370017200276,100.0,33.33333333333338,3015924100.0,2869374553.4044523,45.912546990396535,44.25085705000003,42.58916710960352,50.77153728211453,-43.06303398809847,-44.982937277573534,-2.595926749382138,-1.1742860000000022,43.58828519999999,43.53361853333278,43.79249942284982,43.34228520000001,43.49873858341855,46.81136570182067,17.56448767026894,1.0035791336402464,1.010854815642071,1.0121241809077526,37.5812639216823,50.61856942773916,-54.67295972651833,-32.680453706675564,-3.0917182746292515,-1.4057159999999982,44.45857130000001,44.044051599999726,44.05742202009972,42.93866573333334,43.42697157365128,25.484072898091622,16.930839292977,0.9268107031206163,0.9910671151054282,1.0003945231959603,40.819495350851504,53.57829017167165,-54.67295972651833,-6.227394626581619,1.045080950746069,0.45571499999999787,44.35895240000001,44.28265461666675,44.08863547429939,44.09736000000002,43.67942935000017,19.510164907306585,39.708896485174684,0.9034410662748887,0.9932927992230942,0.9950042151135292,45.146862597332586,55.714368927933336,-54.67295972651833,34.12396849532172,-0.352162048277016,-0.1557159999999982,44.25085705000003,44.28074819047625,43.97331297443657,44.349969778947376,43.995218643219054,16.881606136619126,34.91390730834666,0.8928579287952175,0.9957192004261977,0.9950470531904105,47.888857401250974,49.431324317111,-49.21467329196187,35.409042162409314,13.802366653621181,0.9594791279940823,38.01387383489066,53.03244988416663,-54.67295972651833,20.17333799180792,42.22767588089039,0.9066832097550664,44.4089507926996,-0.004026369294683006,-1.0,-1.0
2010-11-22,Monday,43.995715999999994,44.057144,43.605713,43.818573,96210800.0,43.811428,44.765713,5.200875472760004,-3.876068017117194,-4.072013655278652,6.898177162466046,5.467850569867093,3.463245445834265,3.337343453578938,3.5206206982151746,3.2883023036238423,3.4175061989885926,-1.2905524184377735,1.726843949099686,1.3941042119825913,1.747505491439471,1.2819640956494238,1.6937894359179813,-1.6269163343265984,1.575225842908099,-1.6790649143935394,1.7284420190020306,0.00544451778473024,-0.0048577574628000586,-0.00016305871028710335,0.3185882584161561,0.6876433473625622,-0.36905508894640604,-0.39993947839457855,29.61416293263539,46.799968972736224,79.05509583259372,59.68503194419795,2919713300.0,2863894921.126651,45.91204848519163,44.24557140000003,42.57909431480843,45.94058106444933,-29.81217211458096,-44.46970154933981,-0.42202936423191284,-0.18571100000000484,43.55114299999999,43.61038113333278,43.80119061523322,43.81771460000001,43.68126225581617,41.72025941077062,20.61543469542947,0.8940063069121967,1.0061405965854906,1.0047739061493342,33.80607935278377,48.06695250242112,-61.89464437689603,-43.001587769010094,-3.2794115046993255,-1.4857140000000015,44.309999900000015,43.927688272727,44.01399492553614,42.90819059999998,43.469240471327744,24.62182080531006,16.892355522994325,0.8797011328085544,0.9889093454951686,0.9975160251536672,38.78016852129625,51.727096008538396,-61.89464437689603,-24.067108315030964,1.9104292580555793,0.8214299999999994,44.4137144,44.21510719166675,44.054877665011965,43.73277540000006,43.62473916992165,18.78873674065326,39.93191038008872,0.8735926618565627,0.9866000534285418,0.9910317034865973,43.63599352046628,54.24711714958493,-61.89464437689603,26.399690230460976,-0.2406709582029265,-0.1057129999999944,44.24557140000003,44.23957828095244,43.958575834014034,44.22569947894732,43.898524231699504,16.205513310665314,34.873588255294536,0.8710007823554566,0.9903493527942091,0.9904835150489283,46.69132754878851,45.97394387093439,-56.54066208365407,33.45702974172411,13.848242847680577,0.8875128239949274,35.31416696590804,51.07774468952104,-61.89464437689603,19.45375404984864,36.14285240336275,0.8744711947725615,42.81689961135638,0.021781645647341117,2.0,1.0
2010-11-23,Tuesday,43.811428,44.765713,43.695713,44.765713,98268800.0,44.349998,44.104286,-3.8343661300516194,-4.13615692639853,-3.1513259241274247,-3.243515499024649,-3.8832612170625946,-4.05684534084104,4.566907364211719,4.220983453152171,4.7553619793893045,4.103866245394789,1.6488269715625574,-1.2905524184377735,1.726843949099686,1.3941042119825913,1.747505491439471,1.2819640956494238,1.6937894359179813,-1.6269163343265984,1.575225842908099,-1.6790649143935394,0.0,-0.023902221774061778,-0.009286459929723418,0.3520415426124046,0.6138323295732809,-0.2617907869608763,-0.36905508894640604,49.934201207458926,75.70826463244016,100.00000000000001,93.01836527753129,3017982100.0,2962163721.126651,45.95831304439528,44.27785710000003,42.59740115560477,63.07071690707821,-0.0,17.547621403467854,2.058358805529714,0.9028549999999953,43.73171399999999,44.01523779999945,44.12269807682215,45.00757110000001,44.44285897921584,36.31883030506027,37.2828548635337,0.9292050455297574,1.0236441452992218,1.0170503497768348,60.515246766060095,57.37739313203068,-33.72991068906275,13.58671652089575,-1.6508725075297437,-0.7514299999999992,44.23485690000002,44.01054519999973,44.15067093907502,43.412380666666635,43.94275338523506,22.316262459270426,18.73651696251775,0.898731019527699,1.012000854918556,1.0171587922069247,52.87305820157486,57.81725109872349,-33.72991068906275,26.280824668869528,3.0179486326837424,1.3114279999999994,44.501142933333334,44.25910701666676,44.14373208188547,43.67130550476192,43.901756577548454,17.72611901690966,39.746939379897675,0.8866864843994585,1.0059452420595807,1.0114463670300096,52.76071995427906,58.71102345500756,-33.72991068906275,53.74990245060668,1.4635403776867673,0.6457139999999981,44.27785710000003,44.28911557619054,44.03544604029841,44.315187836842085,44.0654515892411,15.638482789950652,34.88911227857119,0.8809507432376839,1.0110180557947546,1.0107610508272529,53.31180691457486,59.01661787929328,-16.755698145373653,29.39126418941046,24.795558792160207,0.9135824205670806,55.276495581751476,57.636000379114705,-33.72991068906275,18.23681149449894,35.77100670937469,0.8884375380030928,52.662282519831635,-0.005540293372730197,-1.0,-1.0
2010-11-24,Wednesday,44.349998,44.535713,43.794284999999995,44.104286,129861900.0,44.57143,44.971428,4.214798168351236,-5.032825237103761,-6.935447704779705,-3.5976602479292805,-3.743355709365462,-5.202251889732546,-6.086852086009173,3.6884063558706157,3.532130906552615,3.7612959694410226,-1.3440041356434922,1.6488269715625574,-1.2905524184377735,1.726843949099686,1.3941042119825913,1.747505491439471,1.2819640956494238,1.6937894359179813,-1.6269163343265984,1.575225842908099,0.009781974477491809,-0.007028818015555378,0.010591805068559494,0.32147610381900904,0.5614741721811056,-0.23999806836209658,-0.2617907869608763,67.55923107681029,80.16945962525439,62.12348857338897,80.39286146866094,2888120200.0,2940895828.53371,45.96057183904233,44.28271435000003,42.604856860957725,49.40486020911845,-29.679449009655798,3.154888264949098,2.3674524860409774,1.0200000000000031,43.93571399999999,44.13942846666611,44.116560717881434,44.8524291,44.30413971613405,31.99768702049198,39.349739108685725,0.9376496364238065,1.0038367875391763,0.9992038305006,53.55959526633879,50.370465633871234,-47.78675203053472,-13.258884957937088,-2.325358490340379,-1.0499989999999926,44.129857000000015,43.986805036363364,44.142237313788655,43.60533313333336,43.97114531697643,20.241259947834756,18.252511939006563,0.9060007175749293,0.9994205510341896,1.0026708228419754,49.60606337770876,52.830259518781496,-53.39850805475573,-7.254051368140038,-0.2036462360767599,-0.0899999999999963,44.495142933333334,44.2094999000001,44.13880132164979,43.515795390476185,43.90052112001433,16.734342474748967,33.15096753496034,0.8923359187728281,0.9912157393466755,0.9976201065328021,50.50510598075171,54.78205061109559,-53.39850805475573,37.46026171283273,0.22074826446918383,0.0971450000000047,44.28271435000003,44.272584995238155,44.04200222693666,44.24912754210527,44.03090351809212,15.099803795271722,34.40901046229468,0.8854746060757999,0.9959706997951894,0.9961985731066696,51.575758406041246,49.31662804156109,-29.679449009655798,25.906322287427336,26.87799980150631,0.9218460747717838,50.58690238410656,52.35747081253221,-53.39850805475573,17.106793407388505,27.946226600081335,0.8943654281457292,50.2626578619211,0.008974313814925921,2.0,1.0
2010-11-26,Friday,44.57143,45.057144,44.535713,44.971428,103431300.0,44.82,45.0,-3.9291094983912176,-5.382706074832488,-3.6378162941095136,-3.8798954306697535,-3.0451877638511973,-3.1280948213841873,-3.677997006266314,-3.8176948732630245,5.1426103364755935,4.5896605036142555,1.4386017061676537,-1.3440041356434922,1.6488269715625574,-1.2905524184377735,1.726843949099686,1.3941042119825913,1.747505491439471,1.2819640956494238,1.6937894359179813,-1.6269163343265984,0.0019060101894028782,-0.00968870723873838,-0.0033672046171182904,0.3630389981681219,0.5134745585086863,-0.15043556034056438,-0.23999806836209658,81.37237534950883,88.23940179083182,100.00000000000001,87.3744961911297,2991551500.0,3010321795.859589,46.029941268758016,44.33249995000002,42.635058631242025,62.66264487476091,-5.602345617848717,107.09989869452995,4.758737595964657,2.0428580000000025,44.34428559999999,44.48466646666611,44.401516478587624,44.975999500000036,44.83140101725923,32.88535883136028,59.19891833231359,0.940691309139045,1.0141425753400797,1.010942231829447,62.36265176205441,57.86574644865665,-17.441878605561264,51.22696974529592,-1.0156305817256794,-0.46143,44.083714000000015,44.13981794545427,44.292999256736174,44.28942846666669,44.38778027755568,19.607230423279752,26.75091622625118,0.9106864458174362,1.020137005697841,1.0188403598667624,54.67210244516438,57.92766663033782,-27.61264376907966,66.21581853024026,0.6393833018001338,0.2857130000000012,44.51419046666667,44.26903553333344,44.24287965644356,43.6736592666667,44.189455543721465,16.341712480048802,32.273332677354006,0.8963707241879729,1.0102717252305358,1.015866450628627,53.939700680643384,58.60494690858465,-27.61264376907966,74.20544031659529,2.2642314681130093,0.9957120000000046,44.33249995000002,44.338176771428635,44.130518967228404,44.35132309473685,44.22768536868567,14.877888066088726,38.83092940350782,0.8888437757720098,1.014412181824183,1.0142823019502107,54.13509161273778,59.49841626941921,-3.401428571428484,25.36672541619854,39.3904011884738,0.926276349804386,57.443909982535345,57.81248688031555,-27.61264376907966,16.67392967258609,25.213385056355325,0.8985434689924627,53.9419582226452,0.004016064257028106,1.0,1.0
2010-11-29,Monday,44.82,45.385715000000005,44.705715000000005,45.0,59396400.0,45.07143,45.267143,-7.361355416470973,-3.8966910793287526,-5.25265093101068,-3.6133347387276986,-3.848980458929489,-3.0312983816159282,-3.113067937565812,-3.6525498057136567,-3.7885801954351868,5.257022980855768,-1.3684128094654613,1.4386017061676537,-1.3440041356434922,1.6488269715625574,-1.2905524184377735,1.726843949099686,1.3941042119825913,1.747505491439471,1.2819640956494238,1.6937894359179813,0.008571444444444548,-0.006539666666666556,0.0015873333333333208,0.39374457068473845,0.4833874464405734,-0.08964287575583496,-0.15043556034056438,83.1417146606528,81.01628256587207,100.0,87.3744961911297,3050947900.0,3002335600.489,46.089026108547685,44.40221430000002,42.71540249145235,63.06130621947026,-21.669357674879244,138.81789961059894,2.1301443067165193,0.9385720000000006,44.53199999999999,44.70323793333278,44.60101098572508,45.302570700000004,45.05918848092216,35.71978323300048,53.996525426733335,0.888553047311236,1.0105092966855298,1.0066384915363356,65.98909119264671,58.097430571319656,-13.540648978031575,61.31066429330424,-0.5210794285241072,-0.23571400000000153,44.06014260000002,44.30641539999972,44.4215448464205,44.96314286666667,44.680551997244756,19.731068790395483,32.55697777485048,0.8876178012356926,1.021331238269755,1.0156542702391647,56.84145063516279,58.08756438893216,-26.763009321238066,80.20118168862537,-1.027432028719455,-0.46714399999999756,44.483047533333334,44.32976172500011,44.33751969938812,43.95749619047621,44.422359651804534,16.288126646847196,27.967240665882915,0.8819460092421081,1.0116213365615134,1.015119374634985,55.430870672689416,58.725974751714695,-26.763009321238066,82.41695093603279,3.197486989835485,1.3942869999999985,44.40221430000002,44.40174820476197,44.21332668463522,44.400668826315794,44.396025553103065,14.840585316842546,42.810642185997914,0.8784015869834093,1.0134629704717222,1.0134736090227607,55.25529462625414,59.808791342784815,-13.540648978031575,26.20639222611711,53.12201107979702,0.8910940141180451,60.33375849548558,57.98319702588597,-26.763009321238066,16.63171835715865,29.640513232814165,0.8829332212072868,55.53596764194905,0.0043422851238577925,1.0,1.0
