0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
date,day,o_yday,h_yday,l_yday,c_yday,v_yday,o_tday,c_tday,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_1_p,lag_2_p,lag_3_p,lag_4_p,lag_5_p,lag_6_p,lag_7_p,lag_8_p,lag_9_p,lag_10_p,yhc,ylc,yoc_past,MACD,MACDsig,MACDhist,MACDhist_past,slowk,slowd,fastk,fastd,OBV,AD,Bband u,bband m,bband l,rsi1,willr1,cci1,roc1,mom1,sma1,wma1,ema_fast =1,tsf1,tema_fast =1,adx1,mfi1,atr1,disS1,disW1,ocrsi1,rsi2,willr2,cci2,roc2,mom2,sma2,wma2,ema_fast =2,tsf2,tema_fast =2,adx2,mfi2,atr2,disS2,disW2,ocrsi2,rsi3,willr3,cci3,roc3,mom3,sma3,wma3,ema_fast =3,tsf3,tema_fast =3,adx3,mfi3,atr3,disS3,disW3,ocrsi3,rsi4,willr4,cci4,roc4,mom4,sma4,wma4,ema_fast =4,tsf4,tema_fast =4,adx4,mfi4,atr4,disS4,disW4,ocrsi4,rsi71,will71,adx71,mfi71,atr71,ocrsi71,rsi72,will72,adx72,mfi72,atr72,ocrsi72,yoc_abs,yoc_qnt,yoc_sgn
2010-01-20,Wednesday,29.761428999999996,30.741428000000003,29.605715000000004,30.719998999999998,182501900.0,30.701428999999997,30.247142999999998,-3.11816401845537,-3.6198395338039586,-3.870870123334272,-3.345581930140197,-3.752294672923467,-4.238081291314421,-3.8547182029402407,-3.948073912399671,-5.783262512945106,,1.4089425858191567,1.6392579398911804,-1.4495483770400293,1.498804989973608,1.5540421075682682,-1.6121120112569405,1.8394902783725948,1.420946859581476,,,0.0006975586164571426,-0.03627226680573767,-0.0006044922071774944,,,,,53.48672733745553,59.698907884285425,,,-181881700.0,43354525.55997001,,,,61.90489246177354,-1.3525975440027989,80.42298624990947,2.3463842190665662,0.7042839999999941,29.964856800000007,30.059332799999993,30.116629722633746,30.389998800000008,,69.75383765723699,60.10457360941338,0.7430516393600006,1.0252009280418117,1.0219787379978043,53.68526906043969,,-4.786807584615622,,,,30.096999800000003,30.043142636363633,30.096999800000003,29.899523533333333,,,,,1.0206997110721978,1.0225294794166144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.593300127908016,-1.3525975440027989,,57.5394577444994,0.6950935481049569,47.72107108119563,,,,,,,-0.014796900821782588,-2.0,-1.0
2010-01-21,Thursday,30.701428999999997,30.792856,29.928571999999996,30.247142999999998,153038200.0,30.297141999999997,29.724285,4.173878252315078,-3.5696776834418986,-4.511478678261816,-5.273235090691578,-3.9474000366625774,-4.8652075467926,6.742766320223462,-5.210101942175761,-5.62614751161046,4.3931942328757305,-1.1372443729901482,1.4089425858191567,1.6392579398911804,-1.4495483770400293,1.498804989973608,1.5540421075682682,-1.6121120112569405,1.8394902783725948,1.420946859581476,,0.018041803154764165,-0.010532267460764879,0.0016530156253104528,,,,,57.66536205404933,61.948918432706215,,,-334919900.0,3134640.8641988263,,,,50.36916125751605,-33.36239303594224,89.27248486482371,1.9304828429570264,0.5728569999999991,30.079428200000006,30.153428199999993,30.160134148422497,30.41242820000001,,58.813621609477806,59.49876104123122,0.7672981114880015,1.0055757309907902,1.0031079318536658,43.09500152238245,45.51305300137247,-33.36239303594224,,-1.2361181599266025,-0.3785700000000034,30.0591428,30.070441399999996,30.124298563636366,30.100571000000006,,,40.27682732005319,0.687285400000001,1.0062543433540625,1.0058762556109337,38.06656630036461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.327018108559535,-33.36239303594224,,43.9704776610083,0.7192636126613924,40.23703127495498,,,,,,,-0.01890795508038346,-2.0,-1.0
2010-01-22,Friday,30.297141999999997,30.472857,29.601429,29.724285,152038600.0,29.540001,28.25,4.057847096034649,3.429209086954356,-4.566731396195332,5.036903369990682,4.402407034357883,-6.386033153303151,4.634676517093103,3.992951771611111,4.429581276911897,4.287004502405328,1.4288456401211012,-1.1372443729901482,1.4089425858191567,1.6392579398911804,-1.4495483770400293,1.498804989973608,1.5540421075682682,-1.6121120112569405,1.8394902783725948,1.420946859581476,0.025183852193585245,-0.004133186046359021,-0.006199779069538531,,,,,61.439525358694745,62.670749759092615,,,-486958500.0,-106034429.48653635,,,,40.052963184026495,-77.27276014277712,-25.122973929246147,-1.224782346189346,-0.3685720000000039,30.005713800000006,30.03504713333332,30.01485109894833,30.137713800000007,,54.44704099612468,39.233755514691644,0.7881240891904016,0.9906208263574117,0.9896533495701282,32.873321729759525,40.0039726167251,-65.32753606531222,,-1.3746039916756603,-0.41428600000000415,30.0177142,30.00955816363636,30.05156882479339,29.98780873333334,,,39.92557579157368,0.7056996600000012,0.9902247986623844,0.9904939232333638,32.57134110107056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.70993665574005,-65.32753606531222,,42.45987758830873,0.7410013822811937,32.69383464532113,,,,,,,-0.043669632915719944,-2.0,-1.0
2010-01-25,Monday,29.540001,29.642857,28.165714,28.25,220441900.0,28.93,29.01,3.0037912619589413,2.7176840744544224,2.520696129945884,3.2258445067827743,2.886511819775089,2.79297074982957,3.0366102440289326,2.833165370337807,2.70113912515758,2.7980795229946045,1.4006525610571208,1.4288456401211012,-1.1372443729901482,1.4089425858191567,1.6392579398911804,-1.4495483770400293,1.498804989973608,1.5540421075682682,-1.6121120112569405,1.8394902783725948,0.04930467256637166,-0.002983575221238894,0.024070796460176982,,,,,51.82579207561207,30.857708035037405,,,-707400400.0,-301319434.0696407,,,,23.26123435114792,-96.79172271616841,-247.897759146626,-5.577041095980162,-1.6685710000000036,29.671999600000003,29.449809199999986,29.426567399298886,28.67214279999999,28.739865941241472,58.34099024471684,21.756152015199763,0.9422134713523207,0.9520760441099493,0.9592591859644378,19.712356312229517,29.004649826575413,-96.79172271616841,,-6.092695916481605,-1.8328570000000006,29.8344285,29.68815558181818,29.724010856649137,29.298094466666665,,,37.46992621557588,0.7909867940000008,0.9468926143498944,0.9515579343467553,23.928470022892583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.96356128728381,-96.79172271616841,,40.020670429821905,0.8577970419553085,21.905185901081836,,,,,,,0.002765295540961004,1.0,1.0
2010-01-26,Tuesday,28.93,29.242857,28.598571999999997,29.01,266424900.0,29.421428999999996,29.42,-3.615530303294208,3.72843762508252,3.196597044743066,2.888421090008314,4.276715714769033,3.494361634672016,3.3246849159496636,3.799323378897769,3.3960223465010424,3.1693170440205014,1.099875244789487,1.4006525610571208,1.4288456401211012,-1.1372443729901482,1.4089425858191567,1.6392579398911804,-1.4495483770400293,1.498804989973608,1.5540421075682682,-1.6121120112569405,0.008026783867631823,-0.014182281971734033,0.014182316442605815,,,,,37.62866031991093,19.35752316560279,,,-440975500.0,-227476707.91910002,,,,39.58285022258658,-67.86294764424608,-135.86897657753332,-1.3888200076067614,-0.408571000000002,29.590285400000006,29.229142666666647,29.287711599532592,27.965143099999988,28.770565121920743,61.456149643590564,46.06851225541155,0.9523421770818568,0.980389327370259,0.9925025968374858,22.129093048288198,38.66438434464742,-67.86294764424608,,-4.203229430986999,-1.2728579999999994,29.707142700000002,29.538259490909084,29.59419070089475,29.087904266666655,,,43.028318280979285,0.8111738146000007,0.9765328255551147,0.9821160928228807,25.294414043234013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.72139190067927,-67.86294764424608,58.02050246666374,45.29110988174589,0.8770913216759789,23.726240940561397,,-67.93270580210016,,,,,-4.857004056446659e-05,-1.0,-1.0
2010-01-27,Wednesday,29.421428999999996,30.530001000000002,28.940001000000002,29.42,466777500.0,29.549999,29.697144,-4.259238717417096,-3.1840897087827837,4.581754905215389,3.5991794184943853,3.1625503804909645,-9.932406521629604,4.094488663710708,3.800510287963735,4.759576540705608,3.9197139920472543,-1.2852385400924782,1.099875244789487,1.4006525610571208,1.4288456401211012,-1.1372443729901482,1.4089425858191567,1.6392579398911804,-1.4495483770400293,1.498804989973608,1.5540421075682682,0.03772946974847044,-0.01631539768864716,0.004418728755948265,,,,,25.97048760722305,27.696231621028982,,,25802000.0,-412426870.53230786,,,,47.16130561476012,-52.25663477649854,-12.875700908165436,-4.231767715877844,-1.2999989999999961,29.330285600000003,29.172380866666646,29.33180773302173,28.61971430000001,29.119902825678317,50.06393762244268,58.13381372465414,1.0798737416654853,1.003058763260048,1.008488135900361,22.114230108768652,43.289538592075516,-52.25663477649854,,-1.9846770266841895,-0.595715000000002,29.647571200000005,29.48605172727272,29.56251966436843,29.055333133333352,,,58.87041214082802,0.8890564331400007,0.9923241199602886,0.9977598992268054,25.28540289029749,,-52.36026871189739,,,,29.8414284,29.63727365,29.8414284,29.141469257142862,,,,,0.9858777403564234,0.9926689056299213,,,,,,,,,,,,,,,,,,44.717083826032095,-52.25663477649854,50.58061128053368,57.61550561752392,0.9789354185794105,23.714716818459593,41.83753146107898,-52.25663477649854,,51.7763207723831,0.8489792857142865,27.534705995991516,0.004979526395246303,1.0,1.0
2010-01-28,Thursday,29.549999,30.082857,28.504285999999997,29.697144,430642100.0,29.275715,28.469998999999998,-4.664892767450531,-3.7428519998706764,-2.971501498654017,6.998674167731345,4.007240552674626,3.4023161387844114,-4.659701277063821,4.906141706194036,4.331353912581317,-7.168734993055753,-1.4490904394800004,-1.2852385400924782,1.099875244789487,1.4006525610571208,1.4288456401211012,-1.1372443729901482,1.4089425858191567,1.6392579398911804,-1.4495483770400293,1.498804989973608,0.01298821866506756,-0.04016743158870781,-0.014190893238757229,,,,,31.757235670573948,48.21795222509011,,,456444100.0,-192233659.2009825,,,,52.22484515663252,-35.22656090398502,-40.910268647869565,-1.818350248815226,-0.5499989999999961,29.220285800000006,29.294666999999983,29.453586488681154,29.555001200000003,29.49700265657088,42.50040794581448,47.77804251089594,1.179613193332389,1.0163194228579377,1.013738917052719,28.311676953832276,46.32923620562668,-41.70737630474482,,0.07702965456355404,0.02285800000000293,29.649857000000004,29.495064963636356,29.586996816301443,29.08228619999999,,,51.66152206518804,0.958007889826001,1.0015948474894836,1.0068512829726866,28.211452433040307,43.94110447317495,-41.70737630474482,,-3.031991451105154,-0.9285689999999995,29.7795238,29.6192381,29.82339285,29.229972828571437,,,44.18831699556382,0.8976187333333343,0.9972336763826963,1.0026302465896313,29.365058490329062,,,,,,,,,,,,,,,,,48.677210553318986,-41.70737630474482,45.95617931593512,49.00093841582891,1.064597644496638,27.92053541460038,44.09663275531729,-41.70737630474482,,46.4366986994549,0.9010929795918378,29.51128870699408,-0.02752165062407541,-2.0,-1.0
2010-01-29,Friday,29.275715,29.357143,28.385714,28.469998999999998,293375600.0,28.725714,27.437143,3.1863605464128075,3.432966956929813,3.983824885706986,-4.855225735687111,3.1653979020786833,2.8343941523931977,2.613983659511059,3.4344237247513942,3.0279011476855437,2.920099042215932,-1.5400648474221486,-1.4490904394800004,-1.2852385400924782,1.099875244789487,1.4006525610571208,1.4288456401211012,-1.1372443729901482,1.4089425858191567,1.6392579398911804,-1.4495483770400293,0.031160661438730745,-0.0029604848247447332,0.008981911098767588,,,,,39.236601031334835,41.79561924788546,,,163068500.0,-434700417.8013551,,,,34.12499066454908,-87.12994657586002,-112.09063674742926,-4.219734806068509,-1.2542860000000005,28.969428600000004,29.044571399999978,29.125723992454102,29.30757120000001,28.80525272984349,37.356641005580585,43.99261533424223,1.2059765546659116,0.9827601156068364,0.9802175631347075,18.329105075847977,36.661490628220804,-88.41764168057925,,-5.392834585297113,-1.6228580000000044,29.4875712,29.280545327272723,29.383906304246636,28.728476333333333,,,42.49989011066532,0.993350100843401,0.9654914881562031,0.9723179224221019,22.782948932818186,37.50582885653732,-88.41764168057925,,-5.5363341546618265,-1.6685720000000046,29.668285666666666,29.4555475,29.65421861875,28.938897666666662,,,42.121054897979185,0.9252061511111122,0.9596105187832614,0.9665411583335871,25.576071044488074,,,,,,,,,,,,,,,,,35.52962612408433,-88.41764168057925,42.45699720032697,37.04043154197715,1.099859409568547,20.648183412627034,37.205707677690434,-88.41764168057925,,43.855476210841125,0.9304027667638495,25.42225925114576,-0.04485775357924962,-2.0,-1.0
2010-02-01,Monday,28.725714,28.885714,27.178571999999996,27.437143,311488100.0,27.481428,27.818571000000002,3.316523085551198,2.575685623806694,2.697135981196057,2.914746887280561,3.5482935342564623,2.564661385273334,2.3762172503898737,2.2362001004909597,2.697808344714712,2.4896451903549313,1.1588793709397007,-1.5400648474221486,-1.4490904394800004,-1.2852385400924782,1.099875244789487,1.4006525610571208,1.4288456401211012,-1.1372443729901482,1.4089425858191567,1.6392579398911804,0.05279598535459764,-0.009424122620930446,0.0016140528917315527,,,,,39.48882813131153,28.452912920959047,,,-148419600.0,-651829888.5776575,,,,25.006780282532,-92.28475375727778,-157.7464384999621,-2.877369911504424,-0.812857000000001,28.806857200000003,28.533809533333304,28.56286366163607,27.578142700000015,27.782305532608273,39.845061179376465,41.98125212244352,1.3062096437327302,0.9524518002609461,0.9615660666672575,10.750984965823989,30.675187741944132,-92.84585826681015,,-8.293938905036624,-2.4814280000000046,29.2394284,28.907740199999992,29.029949339838158,28.02323833333333,,,35.27376398588925,1.0647292907590615,0.93836112746992,0.9491279086561047,16.97773446622159,33.13031675552971,-92.84585826681015,,-8.79475642888573,-2.6457140000000017,29.49190473333333,29.176654666666664,29.37708416640625,28.411047361904753,,,39.88653636659709,0.977335207703705,0.9303279407717966,0.9403800166077985,20.945167613207232,,,,,,,,,,,,,,,,,28.08171349062858,-92.28475375727778,43.056856318296546,34.640631336298675,1.1866140653444697,13.895268816137317,32.5895648315927,-92.84585826681015,,37.69257586704785,0.9858841405664319,20.524333697163314,0.01226803061325638,2.0,1.0
2010-02-02,Tuesday,27.481428,28.0,27.328571000000004,27.818571000000002,187469100.0,27.987143,27.98,-4.27573085413283,3.7774392688876453,2.7605384334986565,2.910778359526374,3.192487171105806,4.181745781884,2.7471076469536886,2.522098303440537,2.359710846137745,2.91162251234815,1.1989169707767349,1.1588793709397007,-1.5400648474221486,-1.4490904394800004,-1.2852385400924782,1.099875244789487,1.4006525610571208,1.4288456401211012,-1.1372443729901482,1.4089425858191567,0.006521866274151819,-0.0176141326597976,0.006059693001484422,,,,,27.825244231026605,13.227200524235355,,,39049500.0,-565674051.3169785,,,,33.241122290919336,-80.9036980941561,-124.25100167923598,-4.1069596690796235,-1.1914289999999994,28.568571400000003,28.204380799999967,28.31476610775738,26.929713699999994,27.64110995329808,41.835797318413164,28.34128374074103,1.1792535149861834,0.9737473607098183,0.9863209264285652,21.381639675766564,35.02833020926289,-82.29250938775132,,-5.438741399097868,-1.6000000000000014,29.079428400000005,28.649402490909086,28.809698732594857,27.50266673333333,,,34.91587648413114,1.0253992616831549,0.9566409152664087,0.9710000412339238,22.703474051717365,36.08082803605297,-82.29250938775132,,-8.137564162537103,-2.464286999999999,29.327618933333333,28.96748795,29.18227002060547,28.092884133333317,,,35.686425712931424,0.9569414605234577,0.9485451602203488,0.9603377085378231,24.763966635522095,,,,,,,,,,,,,,,,,34.039028474922304,-80.9036980941561,43.57102127655619,34.28511785569125,1.1130161988666878,21.71088748242215,35.7594003927974,-82.29250938775132,,37.00374365815214,0.9634230590974008,24.61660310764023,-0.00025522433640329896,-1.0,-1.0
2010-02-03,Wednesday,27.987143,28.045713,27.625713,27.98,174585600.0,27.881428000000003,28.461428,-5.1493936807195695,-3.922807024842119,4.062202794861132,2.850388433959736,3.0170316015853813,3.3380817958917675,4.650426777576214,2.835619658893997,2.5908812852405543,2.41695632029098,-1.452955047807794,1.1989169707767349,1.1588793709397007,-1.5400648474221486,-1.4490904394800004,-1.2852385400924782,1.099875244789487,1.4006525610571208,1.4288456401211012,-1.1372443729901482,0.0023485704074338383,-0.012662151536811985,-0.003522944960686105,,,,,19.938507027688303,18.135407637870546,,,213635100.0,-445719610.9969777,31.33845096981167,29.451214150000006,27.56397733018834,36.90611543893861,-72.40532523495443,-92.5533465374003,-4.8946295037389564,-1.4400000000000013,28.280571400000003,28.0081903333333,28.203177405171587,27.054856599999997,27.748427634923942,42.741187625345844,12.219846962757137,1.0274028119889462,0.989371805974189,0.9989934967951232,21.31440299444796,36.89181705224222,-77.82609224952981,-148.6514440426743,-8.919267868465742,-2.7399989999999974,28.805428500000012,28.44950641818181,28.658844417577612,27.500380866666696,,43.65759610626539,34.34722115608262,0.9648593355148393,0.9713446894219951,0.9834968518862686,22.66667396830435,37.334626844127726,-77.82609224952981,,-6.782163943121134,-2.0357150000000033,29.1919046,28.79903558333333,29.031986268029783,27.844925114285715,,,40.10098236210703,0.9211453631552271,0.9584849081755358,0.9715603121165862,24.736841472754534,,-77.86109885665705,,,,29.451214150000006,29.036374038095243,29.451214150000006,28.075691673684222,,,,,0.9500457216294425,0.9636189409631761,,36.630848833912175,-76.08697662996879,43.67095480052091,43.02902506044111,1.014013884742875,21.662285507777284,37.10731812317524,-77.82609224952981,,41.97265938912021,0.9246071263047292,24.587716308619008,0.02080237784090536,2.0,1.0
2010-02-04,Thursday,27.881428000000003,28.6,27.774286,28.461428,153832000.0,28.104286,27.435715000000002,-4.0624885608727,-3.7675367937535142,-3.2879028711553144,8.108221733231073,3.179400320397918,3.4239853171200054,3.9680773389228663,-4.894964221578087,3.1585877739887445,2.8295828384826676,-1.638878975845588,-1.452955047807794,1.1989169707767349,1.1588793709397007,-1.5400648474221486,-1.4490904394800004,-1.2852385400924782,1.099875244789487,1.4006525610571208,1.4288456401211012,0.00486876484201706,-0.024142920727659955,-0.01254828113332905,,,,,22.184889575978318,35.19206056582909,100.0,55.60251288959957,367467100.0,-343520035.5507577,31.19633940836265,29.342999900000002,27.489660391637354,47.62496689318542,-41.114794973402155,-45.54964922262595,-4.161060066920919,-1.235716,28.033428200000003,28.06847586666663,28.28926093678106,28.19114270000001,28.17716897140844,35.91404278886367,29.250467604536812,0.9870650495911573,1.0152674798439385,1.013999767397418,40.35221188361261,42.3690977799066,-61.72211913186872,-96.956874730178,-5.903747669655923,-1.7857149999999962,28.62685700000001,28.38696087272726,28.622950523472593,27.747237866666662,,41.75249489665285,40.15601218201633,0.9509448019633554,0.9942211958511544,1.0026232863604743,32.53294562067558,41.030661066862116,-64.50594363918263,,-4.087235662553079,-1.212857999999997,29.111047400000004,28.70772600833333,28.96066648452606,27.72823119999999,,,44.523729001556816,0.9147832722782121,0.9776847809330281,0.9914204974555688,31.284932209343722,40.1148409224215,-64.50594363918263,,-7.066888532521675,-2.1642849999999996,29.342999900000002,28.942108690476196,29.35694880238096,28.01372904736841,,,40.19838569149944,0.9199998000000008,0.9699563131580149,0.9833916493225537,29.848528974659004,44.25235735174982,-61.72211913186872,39.901357785422114,39.726765792413815,0.9871139012081789,35.368426636506925,41.07800564060902,-64.50594363918263,,41.872576156177985,0.9175433315686773,31.6058594174428,-0.02378893383023488,-2.0,-1.0
