Date,,Open,High,Low,Close,Shares Traded
25-Apr-2000,,1383.8,1383.8,1311.3,1359.45,0
26-Apr-2000,,1362.5,1439.05,1362.5,1436.1,0
27-Apr-2000,,1436.15,1455.85,1400.65,1416.9,0
28-Apr-2000,,1419.9,1438,1396.55,1406.55,0
02-May-2000,,1410,1421.5,1319.65,1333.45,0
03-May-2000,,1330.15,1342.15,1258.1,1316.05,0
04-May-2000,,1317.95,1385.15,1317.95,1380.55,0
05-May-2000,,1381.9,1428.6,1381.9,1422.4,0
08-May-2000,,1423.25,1436.6,1358.8,1365.05,0
09-May-2000,,1362.45,1385.7,1328.05,1378.55,0
10-May-2000,,1380.4,1391.35,1359.65,1363.15,0
11-May-2000,,1359.1,1359.1,1295.95,1304.55,0
12-May-2000,,1305.3,1326.3,1276.4,1282.8,0
15-May-2000,,1281.3,1311.7,1220.7,1299.25,0
16-May-2000,,1300.2,1310.45,1287.8,1306.85,0
17-May-2000,,1310.8,1347.7,1303.75,1311.65,0
18-May-2000,,1311.3,1316.2,1289.55,1293.4,0
19-May-2000,,1293.45,1293.45,1252.7,1268,0
22-May-2000,,1267.85,1267.85,1228.4,1233,0
23-May-2000,,1229.25,1230.9,1203.2,1224.4,0
24-May-2000,,1224.5,1246.25,1201.5,1235.9,0
25-May-2000,,1237,1269.8,1235.7,1247.65,0
26-May-2000,,1247.1,1278.75,1232.85,1275.35,0
29-May-2000,,1273.7,1317.75,1267.4,1311.05,0
30-May-2000,,1310.8,1347.3,1304.95,1344.85,0
31-May-2000,,1355.35,1410.75,1355.35,1380.45,0
01-Jun-2000,,1380.4,1380.4,1345.1,1349,0
02-Jun-2000,,1350.15,1395.35,1350.15,1389.25,0
05-Jun-2000,,1390.95,1461.05,1390.95,1404.6,0
06-Jun-2000,,1405.45,1426.15,1392.7,1421.75,0
07-Jun-2000,,1423.4,1442.7,1413.8,1430.35,0
08-Jun-2000,,1430.5,1468.7,1430.5,1463.65,0
09-Jun-2000,,1464.3,1485.5,1458.9,1467.2,0
12-Jun-2000,,1464.4,1477.55,1437.15,1440.4,0
13-Jun-2000,,1438.8,1438.8,1411.9,1432.9,0
14-Jun-2000,,1434.95,1459.15,1423.95,1435.5,0
15-Jun-2000,,1437,1452.8,1422.4,1445.25,0
16-Jun-2000,,1443.15,1480.85,1441.6,1477.3,0
19-Jun-2000,,1477.55,1510.45,1477.55,1498.75,0
20-Jun-2000,,1498,1518.05,1497.05,1507.1,0
21-Jun-2000,,1524.05,1539.1,1470.4,1475.15,0
22-Jun-2000,,1475.65,1491.4,1461.3,1488.25,0
23-Jun-2000,,1487.85,1499.85,1462.75,1472.2,0
26-Jun-2000,,1472.15,1472.15,1431.25,1451.65,0
27-Jun-2000,,1452.8,1467.15,1448.95,1454.3,0
28-Jun-2000,,1453.7,1474.7,1445.6,1470,0
29-Jun-2000,,1471.35,1505.75,1471.35,1492.35,0
30-Jun-2000,,1490.2,1490.65,1462.45,1471.45,0
03-Jul-2000,,1473.45,1498.7,1473.45,1495.25,0
04-Jul-2000,,1496.15,1516.8,1494.8,1511.3,0
05-Jul-2000,,1511.5,1530.9,1511.5,1526.05,0
06-Jul-2000,,1525.15,1525.15,1504.05,1516.8,0
07-Jul-2000,,1517,1528.15,1513.4,1517.6,0
10-Jul-2000,,1518.15,1523.2,1502.7,1509.65,0
11-Jul-2000,,1510.55,1523.1,1506.15,1518.55,0
12-Jul-2000,,1518.7,1537.1,1507.95,1533.35,0
13-Jul-2000,,1535.55,1564.75,1513.65,1522.6,0
14-Jul-2000,,1522.2,1534.35,1505.9,1509.75,0
17-Jul-2000,,1509.25,1512.25,1475.15,1479.65,0
18-Jul-2000,,1479.3,1482.9,1458.6,1463.1,0
19-Jul-2000,,1464.55,1468.55,1432.85,1435.8,0
20-Jul-2000,,1434.95,1443.25,1416,1424.2,0
21-Jul-2000,,1424.9,1435.2,1394.3,1397.25,0
24-Jul-2000,,1397.05,1397.05,1310.85,1317.75,0
25-Jul-2000,,1317.35,1363.45,1269.25,1348.9,0
26-Jul-2000,,1350.8,1371.8,1315.15,1318.25,0
27-Jul-2000,,1317,1342.75,1291.3,1338.05,0
28-Jul-2000,,1337.7,1359.4,1327.95,1333.8,0
31-Jul-2000,,1333.3,1343.65,1317.3,1332.85,0
01-Aug-2000,,1332.85,1344.5,1322.6,1326.85,0
02-Aug-2000,,1323.7,1333.85,1312.25,1331.9,0
03-Aug-2000,,1330.7,1339.4,1319,1321.25,0
04-Aug-2000,,1320.25,1333.15,1302.65,1318.55,0
07-Aug-2000,,1319.7,1321.7,1299.9,1310.8,0
08-Aug-2000,,1312.1,1348.25,1311.15,1345.6,0
09-Aug-2000,,1345.95,1363.95,1341.05,1344.95,0
10-Aug-2000,,1345.25,1360.4,1325.15,1328,0
11-Aug-2000,,1328.15,1328.15,1306.6,1310.75,0
14-Aug-2000,,1312.25,1321.55,1295.45,1317.9,0
16-Aug-2000,,1319.35,1354.95,1319.35,1351.45,0
17-Aug-2000,,1351.5,1363.05,1334.95,1341.4,0
18-Aug-2000,,1342,1360.65,1339.05,1358.05,0
21-Aug-2000,,1358.75,1374.5,1358.75,1370.25,0
22-Aug-2000,,1370.75,1394.9,1370.75,1381.2,0
23-Aug-2000,,1381.6,1398.9,1376.9,1386.05,0
24-Aug-2000,,1386.3,1390.45,1374.9,1386.95,0
25-Aug-2000,,1387.35,1396.1,1377.75,1381.25,0
28-Aug-2000,,1379.6,1383.45,1368.25,1369.85,0
29-Aug-2000,,1368.65,1373.55,1360.65,1367.7,0
30-Aug-2000,,1369.9,1384.85,1369.8,1375.95,0
31-Aug-2000,,1376.5,1397.3,1375.9,1394.1,0
04-Sep-2000,,1395.95,1433.15,1395.95,1427.75,0
05-Sep-2000,,1428.05,1434.65,1420.9,1428.25,0
