0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
12/05/2008,1,1,1,1,1,1,-1,-1,53.97,30.63,39.38,54.17,0,-69.37,164.22,155.92,8.29,7.79,0.51,1.53,0,0.01,-0.01,-0.04,-0.05,-0.06,-0.04,0.05,0.02,1,97.95,97.36,-0.01,0.56,1.84,98.99,97.69,-0.01,0.01,0.03,0.04,-0.01,0,0.08,
13/05/2008,1,1,1,1,1,1,-1,-1,52.06,37.56,34.66,42.49,1,-62.44,164.37,156.65,7.71,8.12,-0.4,0.51,-1,0.01,0.02,0,-0.03,-0.04,-0.01,0.11,0.02,1,99.73,98.33,-0.01,0.7,16.38,100.28,98.89,0.01,0.01,0.04,0.04,-0.01,-0.01,0.1,
14/05/2008,1,1,1,1,1,-1,-1,-1,57.41,38.54,35.58,36.54,0,-61.46,164.08,157.42,6.66,8.29,-1.63,-0.4,0,0.01,0.02,0.03,0,-0.02,-0.01,0.14,0.01,1,101.13,99.27,-0.02,0.3,4.52,100.96,99.92,0.01,0,0.04,0.04,0.01,0.02,-0.09,
15/05/2008,1,1,-1,-1,-1,-1,-1,-1,60.23,67.07,47.73,39.32,0,-32.93,164.57,158.56,6,8.24,-2.23,-1.63,0,0.04,0.04,0.05,0.06,0.04,0.06,0.15,0.01,1,103.89,102.25,-0.02,0.99,78.2,102.93,102.94,0,0.01,0.04,0.04,0.02,0.02,-0.1,
16/05/2008,-1,-1,-1,-1,-1,-1,-1,-1,56.3,81.76,62.46,48.59,0,-18.24,165.18,159.48,5.7,7.99,-2.29,-2.23,0,0.02,0.05,0.06,0.07,0.08,0.01,0.16,0.01,1,103.91,103.78,0,0.83,116.79,102.67,103.82,0.01,0.01,0.02,0.04,0.03,0.01,-0.09,
20/05/2008,1,-1,-1,-1,-1,-1,-1,-1,57.38,59.79,69.54,59.91,-1,-40.21,165.9,160.28,5.63,7.6,-1.98,-2.29,0,-0.02,0,0.03,0.04,0.05,-0.01,0.11,-0.02,-1,101.15,102.13,0.01,0.53,112.29,100.24,101.72,0.01,-0.02,0.06,0.04,-0.01,-0.02,0.06,
21/05/2008,-1,-1,-1,-1,-1,-1,-1,-1,52.63,45.46,62.33,64.78,0,-54.54,165.51,160.8,4.71,7.04,-2.33,-1.98,0,-0.02,-0.03,-0.02,0.02,0.03,-0.02,0.05,-0.01,-1,98.95,100.6,0.02,-0.32,17.36,98.74,99.93,-0.02,-0.02,0.03,0.04,-0.03,-0.01,0.14,
22/05/2008,-1,-1,-1,-1,-1,-1,-1,-1,51,17,40.75,57.54,0,-83,164.71,161.36,3.35,6.33,-2.98,-2.33,0,-0.03,-0.05,-0.07,-0.05,-0.02,-0.04,0,-0.02,-1,95.91,97.59,0.02,-0.48,-67.65,96.8,97.02,-0.02,-0.01,0.03,0.03,-0.05,-0.05,0.1,
23/05/2008,-1,-1,-1,-1,-1,-1,-1,-1,32.77,4.16,22.21,41.76,0,-95.84,163.7,161.87,1.82,5.54,-3.72,-2.98,0,-0.02,-0.05,-0.07,-0.09,-0.07,-0.03,0,-0.02,-1,95.27,95.87,0.01,0.21,-126.35,96.76,95.76,-0.01,-0.03,0.03,0.03,0,-0.01,0.06,
26/05/2008,-1,-1,1,-1,-1,-1,-1,-1,27.51,5.39,8.85,23.94,0,-94.61,162.2,161.96,0.24,4.65,-4.41,-3.72,0,-0.05,-0.07,-0.1,-0.12,-0.13,-0.06,-0.07,-0.02,-1,93.18,91.77,-0.02,0.02,-220.81,95.08,92.6,-0.03,0.02,0.06,0.04,-0.04,-0.03,0.12,
27/05/2008,-1,1,-1,-1,-1,-1,-1,-1,26.86,4.88,4.81,11.96,1,-95.12,160.95,161.92,-0.97,3.68,-4.65,-4.41,0,-0.01,-0.06,-0.08,-0.11,-0.13,-0.08,-0.11,-0.02,-1,94.56,91.38,-0.03,0.44,-210.82,96.53,93.07,0.02,0.04,0.04,0.04,0,0,0,
28/05/2008,-1,-1,-1,-1,-1,-1,-1,-1,31,13.41,7.89,7.18,0,-86.59,160.14,161.81,-1.67,2.76,-4.42,-4.65,0,0.01,0,-0.05,-0.07,-0.1,-0.08,-0.08,0.03,1,97.82,93.23,-0.05,0.68,-170.29,99.17,95.55,0.04,0.01,0.05,0.04,-0.04,-0.01,0.14,
29/05/2008,-1,-1,-1,-1,-1,-1,-1,-1,30.88,6.34,8.21,6.97,-1,-93.66,158.86,161.33,-2.47,1.81,-4.28,-4.42,0,-0.03,-0.02,-0.03,-0.08,-0.1,-0.11,-0.12,-0.03,-1,96.88,91.52,-0.06,0.29,-168.95,97.92,94.4,0.01,0,0.06,0.05,0.01,0,-0.08,
30/05/2008,-1,-1,-1,-1,-1,-1,-1,-1,32.19,5.39,8.38,8.16,0,-94.61,157.35,160.68,-3.33,0.81,-4.14,-4.28,0,-0.01,-0.04,-0.03,-0.04,-0.09,-0.15,-0.1,-0.03,-1,97.7,92.12,-0.06,0.33,-162.86,98.33,95.17,0,0.05,0.03,0.05,-0.01,0.01,0.09,
02/06/2008,1,-1,-1,1,1,-1,1,-1,27.24,1.94,4.56,7.05,0,-98.06,155.36,159.98,-4.62,-0.33,-4.3,-4.14,0,-0.03,-0.04,-0.07,-0.06,-0.07,-0.19,-0.18,-0.02,-1,96.1,91.27,-0.05,0.6,-144.79,97.09,94.21,0.05,-0.05,0.08,0.05,0,0,-0.09,
03/06/2008,1,-1,1,1,-1,-1,1,-1,24.46,13.96,7.1,6.68,1,-86.04,152.82,159.15,-6.34,-1.55,-4.78,-4.3,0,-0.01,-0.04,-0.04,-0.07,-0.06,-0.18,-0.19,-0.02,-1,96.74,92.57,-0.05,0.09,-163.03,97.99,95.31,-0.05,-0.03,0.06,0.06,-0.06,-0.03,0.2,
04/06/2008,1,1,1,-1,-1,-1,1,-1,21.84,12.75,9.55,7.07,0,-87.25,150.01,158.05,-8.04,-2.82,-5.22,-4.78,0,0,-0.01,-0.04,-0.05,-0.08,-0.17,-0.18,-0.02,-1,97.93,93.97,-0.04,0.58,-126.75,98.83,96.34,-0.03,0,0.06,0.06,-0.01,-0.02,0.11,
05/06/2008,-1,-1,-1,-1,-1,-1,-1,-1,19.53,21.18,15.96,10.87,0,-78.82,147.75,157.22,-9.47,-4.07,-5.4,-5.22,0,0.03,0.02,0.02,-0.01,-0.02,-0.12,-0.15,0.03,1,101.07,97.77,-0.03,0.7,-101.83,101.31,99.61,0,0.03,0.06,0.06,0,0,-0.08,
06/06/2008,1,-1,-1,-1,-1,-1,-1,-1,14.22,17.58,17.17,14.23,0,-82.42,145.6,156.29,-10.7,-5.29,-5.41,-5.4,0,-0.01,0.02,0.01,0.01,-0.02,-0.11,-0.14,-0.01,-1,100.42,97.8,-0.03,0.56,-83.84,100.19,99.1,0.03,-0.04,0.05,0.06,0.06,0.02,-0.08,
09/06/2008,-1,-1,-1,-1,1,1,-1,-1,13.82,12.36,17.04,16.72,-1,-87.64,143.62,155.39,-11.77,-6.49,-5.28,-5.41,0,-0.02,-0.04,-0.01,-0.01,-0.02,-0.09,-0.14,-0.02,-1,98.31,96.23,-0.02,-0.22,-105.89,98.39,97.47,-0.04,-0.01,0.04,0.05,-0.04,-0.02,0.13,
10/06/2008,1,1,1,1,1,1,-1,-1,13.4,10.25,13.4,15.87,0,-89.75,141.64,153.95,-12.31,-7.67,-4.64,-5.28,0,-0.03,-0.05,-0.06,-0.04,-0.04,-0.1,-0.17,-0.02,-1,96.52,94.72,-0.02,-0.01,-114.07,97.22,96.06,-0.01,0.01,0.05,0.05,-0.02,-0.02,0.07,
11/06/2008,-1,1,1,1,1,1,-1,-1,19.45,16.86,13.16,14.53,1,-83.14,140.44,152.6,-12.16,-8.75,-3.41,-4.64,0,0.01,-0.01,-0.04,-0.05,-0.02,-0.1,-0.17,0.02,1,98.3,97.04,-0.01,1.01,-92.6,99.29,98.12,0.01,0.01,0.03,0.05,-0.01,0,0.08,
12/06/2008,1,1,1,1,1,1,-1,-1,21.91,25.6,17.57,14.71,0,-74.4,139.42,151.3,-11.88,-9.7,-2.18,-3.41,0,0,0.02,-0.01,-0.03,-0.04,-0.07,-0.17,0.02,1,99.5,97.99,-0.02,0.2,-96.29,100.05,98.88,0.01,0.01,0.07,0.05,-0.05,-0.05,0.11,
13/06/2008,1,1,1,1,-1,-1,-1,-1,36.05,46.26,29.57,20.1,0,-53.74,138.59,150.23,-11.64,-10.48,-1.16,-2.18,0,0.03,0.03,0.05,0.02,-0.01,-0.03,-0.18,0.02,1,102.56,101.21,-0.01,1.15,-57.64,102.18,101.65,0.01,0.02,0.03,0.04,0.08,0.03,-0.09,
16/06/2008,1,1,-1,-1,-1,-1,-1,-1,47.66,69.75,47.2,31.45,0,-30.25,138.6,149.56,-10.96,-10.99,0.04,-1.16,1,0.04,0.07,0.08,0.09,0.06,0.04,-0.15,0.01,1,105.53,105.01,-0.01,1.34,-12.71,104.09,104.87,0.02,0,0.04,0.04,0.04,0.03,-0.06,
17/06/2008,-1,-1,-1,-1,-1,-1,-1,-1,50.72,89.2,68.4,48.39,0,-10.8,139.09,149.19,-10.1,-11.22,1.12,0.04,0,0.03,0.07,0.1,0.11,0.12,0.08,-0.11,0.02,1,106.09,107.21,0.01,0.68,26.63,104.17,106.37,0,0.02,0.05,0.04,0.01,0,-0.06,
18/06/2008,-1,-1,-1,-1,-1,-1,-1,-1,48.74,63.84,74.26,63.29,-1,-36.16,139.42,148.53,-9.11,-11.18,2.07,1.12,0,-0.04,-0.01,0.03,0.06,0.06,0.04,-0.14,-0.02,-1,100.54,102.42,0.02,0.23,18.59,99.33,101.48,0.02,-0.01,0.08,0.05,0.01,-0.02,-0.07,
19/06/2008,1,-1,-1,-1,-1,-1,-1,-1,43.9,38.77,63.94,68.87,0,-61.23,139.32,147.59,-8.27,-10.91,2.64,2.07,0,-0.04,-0.08,-0.05,-0.02,0.01,-0.03,-0.14,-0.01,-1,96.03,98.39,0.02,-0.21,-51.44,96.3,97.52,-0.01,-0.03,0.04,0.05,-0.03,0,0.07,
20/06/2008,-1,-1,-1,-1,-1,-1,-1,-1,44.23,23.21,41.94,60.05,0,-76.79,138.94,146.45,-7.5,-10.44,2.93,2.64,0,-0.03,-0.07,-0.11,-0.08,-0.04,-0.05,-0.15,-0.02,-1,94.17,96.15,0.02,0.15,-98.87,95.78,95.59,-0.03,0,0.06,0.05,-0.02,0.01,0.05,
23/06/2008,-1,-1,-1,-1,-1,-1,-1,-1,42.82,14.03,25.33,43.74,0,-85.97,138.07,145,-6.92,-9.84,2.92,2.93,0,-0.02,-0.04,-0.08,-0.12,-0.1,-0.04,-0.12,-0.01,-1,94.46,94.92,0,0.13,-124.85,96.61,94.93,0,-0.01,0.04,0.05,-0.06,-0.02,0.1,
24/06/2008,1,-1,-1,-1,-1,-1,-1,-1,40.38,5.14,14.13,27.13,0,-94.86,137.07,143.32,-6.25,-9.18,2.93,2.92,0,-0.02,-0.04,-0.07,-0.11,-0.14,-0.04,-0.13,-0.02,-1,95.09,92.95,-0.02,0.41,-136.88,96.84,93.88,-0.01,-0.03,0.06,0.05,-0.01,-0.01,0.06,
25/06/2008,-1,-1,-1,-1,-1,-1,-1,1,34.74,14.45,11.21,16.89,1,-85.55,136.28,141.72,-5.44,-8.47,3.03,2.93,0,-0.01,-0.03,-0.05,-0.07,-0.11,-0.06,-0.15,-0.03,-1,96.74,92.82,-0.04,0.17,-166.31,98.02,94.56,-0.03,0.01,0.05,0.05,-0.04,-0.03,0.14,
26/06/2008,-1,-1,-1,-1,-1,-1,-1,1,35.84,14.04,11.21,12.18,0,-85.96,135.77,140.22,-4.45,-7.67,3.22,3.03,0,0,-0.01,-0.03,-0.05,-0.07,-0.06,-0.12,-0.02,-1,98.18,93.3,-0.05,0.51,-137.92,99.04,95.76,0.01,-0.02,0.05,0.05,0.03,0.01,-0.09,
27/06/2008,-1,-1,-1,-1,-1,-1,-1,1,31.92,4.97,11.15,11.19,-1,-95.03,134.42,138.62,-4.2,-6.92,2.72,3.22,0,-0.07,-0.07,-0.07,-0.1,-0.11,-0.15,-0.17,-0.03,-1,93.92,88.56,-0.06,-0.33,-197.07,95.22,91.71,-0.02,0.02,0.06,0.05,-0.05,-0.03,0.09,
30/06/2008,-1,-1,-1,-1,-1,-1,-1,1,31.25,8.43,9.15,10.5,0,-91.57,132.71,137,-4.29,-6.27,1.98,2.72,0,-0.03,-0.1,-0.1,-0.1,-0.13,-0.21,-0.18,-0.04,-1,93.19,87.57,-0.06,0.24,-206.98,94.99,91.09,0.02,0,0.08,0.06,-0.04,-0.01,0.09,
01/07/2008,1,1,-1,1,1,1,-1,1,24.23,3.58,5.66,8.65,0,-96.42,130.04,135.39,-5.34,-5.85,0.51,1.98,0,-0.07,-0.1,-0.16,-0.16,-0.16,-0.28,-0.23,-0.04,-1,90.15,84.59,-0.07,0.19,-213.07,92.86,88.18,0,0,0.1,0.07,-0.03,-0.01,0.06,
02/07/2008,-1,-1,-1,-1,-1,1,-1,1,32.37,23.86,11.96,8.92,1,-76.14,127.37,134.06,-6.69,-5.68,-1.02,0.51,-1,0.05,-0.01,-0.05,-0.11,-0.11,-0.21,-0.18,0.06,1,97.34,91.35,-0.07,0.53,-175.41,99.59,94.91,0,-0.02,0.13,0.08,-0.05,0.01,0.12,
03/07/2008,1,1,1,1,1,1,-1,1,23.72,6.36,11.27,9.63,-1,-93.64,123.6,132.32,-8.72,-5.81,-2.91,-1.02,0,-0.08,-0.03,-0.09,-0.12,-0.18,-0.24,-0.27,-0.05,-1,93.31,86.43,-0.08,-0.11,-166.88,95.07,90.1,-0.02,-0.02,0.09,0.09,0,-0.04,0.07,
04/07/2008,-1,1,-1,1,1,-1,1,1,25.62,17.66,15.96,13.06,1,-82.34,120.82,130.98,-10.15,-6.17,-3.98,-2.91,0,0.06,-0.03,0.02,-0.04,-0.07,-0.18,-0.22,0.04,1,100.07,93.04,-0.08,0.79,-129.7,100.86,96.71,-0.02,0.07,0.1,0.1,-0.01,0.02,0.05,
07/07/2008,1,-1,1,1,-1,-1,1,1,21.79,18.2,14.07,13.77,0,-81.8,118.57,129.69,-11.12,-6.71,-4.41,-3.98,0,0,0.06,-0.03,0.03,-0.04,-0.16,-0.19,0.03,1,101.17,94.97,-0.07,0.85,-91.48,101,98.2,0.07,-0.06,0.08,0.1,0,0,0,
08/07/2008,-1,1,1,-1,-1,-1,1,1,22.82,17.84,17.9,15.98,-1,-82.16,116.47,128.5,-12.03,-7.44,-4.58,-4.41,0,-0.02,-0.02,0.04,-0.04,0.01,-0.15,-0.19,-0.02,-1,99.18,94.89,-0.05,-0.03,-104.1,99.41,97.68,-0.06,0.07,0.06,0.09,0.03,0,-0.06,
09/07/2008,1,-1,-1,-1,-1,-1,1,1,31.94,32.9,22.98,18.32,1,-67.1,114.97,127.53,-12.56,-8.35,-4.21,-4.58,0,0.05,0.03,0.03,0.09,0,-0.11,-0.16,0.03,1,103.73,100.49,-0.03,1.45,-60.29,102.7,102.32,0.07,-0.03,0.05,0.08,0.04,0.06,-0.07,
10/07/2008,-1,-1,-1,-1,-1,-1,1,1,33.26,34.19,28.31,23.06,0,-65.81,113.67,126.55,-12.88,-9.31,-3.57,-4.21,0,-0.01,0.04,0.02,0.02,0.08,-0.12,-0.17,-0.03,-1,101.4,101.03,0,0.04,-67.36,100.93,101.58,-0.03,0.01,0.05,0.07,-0.04,-0.04,0.06,
11/07/2008,-1,-1,-1,-1,-1,1,1,1,31.64,20.43,29.17,26.82,-1,-79.57,112.05,125.24,-13.19,-10.3,-2.89,-3.57,0,-0.04,-0.05,0,-0.02,-0.02,-0.09,-0.23,-0.03,-1,97.63,97.85,0,0.14,-71.1,97.68,97.97,0.01,-0.02,0.06,0.06,0.03,0.01,-0.04,
14/07/2008,-1,-1,-1,-1,1,1,1,1,31.82,15.46,23.36,26.95,0,-84.54,110.25,123.91,-13.66,-11.22,-2.43,-2.89,0,-0.02,-0.06,-0.07,-0.03,-0.04,-0.08,-0.27,-0.02,-1,96.37,96.57,0,0.29,-81.16,97.03,96.62,-0.02,-0.02,0.04,0.05,-0.07,-0.03,0.06,
15/07/2008,-1,-1,1,1,1,1,1,1,27.47,2.2,12.7,21.74,0,-97.8,108.39,122.36,-13.97,-12.03,-1.94,-2.43,0,-0.09,-0.11,-0.14,-0.15,-0.11,-0.1,-0.36,-0.04,-1,90.05,89.17,-0.01,-0.2,-119.36,92.39,90.24,-0.02,0,0.08,0.06,-0.01,-0.02,0.04,
16/07/2008,-1,1,1,1,1,1,1,1,26.69,3.4,7.02,14.36,0,-96.6,106.71,120.88,-14.17,-12.64,-1.53,-1.94,0,-0.02,-0.1,-0.12,-0.16,-0.16,-0.16,-0.34,-0.04,-1,91.63,89.11,-0.03,0.47,-133.95,94.48,90.71,0,0.07,0.05,0.06,-0.07,-0.01,0.09,
17/07/2008,1,1,1,1,1,1,1,1,37.32,25.13,10.24,9.99,1,-74.87,106.15,119.56,-13.41,-13,-0.41,-1.53,0,0.06,0.04,-0.05,-0.07,-0.11,-0.04,-0.27,0.06,1,99.57,94.94,-0.05,1.6,-101.05,101.26,97.29,0.07,0.03,0.05,0.06,0.09,0.06,-0.1,
18/07/2008,-1,1,1,1,1,1,1,1,50.2,78.97,35.83,17.7,0,-21.03,106.1,118.68,-12.59,-13.16,0.58,-0.41,1,0.12,0.19,0.17,0.07,0.04,0.02,-0.16,0.07,1,110.37,105.96,-0.04,1.13,-26.02,109.07,107.6,0.03,0.04,0.11,0.07,0.09,0.06,-0.12,
21/07/2008,1,1,1,1,1,1,-1,1,58.39,94.82,66.31,37.46,0,-5.18,107.17,117.83,-10.65,-13.01,2.36,0.58,0,0.04,0.17,0.24,0.22,0.11,0.06,-0.11,0.04,1,112.36,109.63,-0.02,1.26,46.19,108.26,109.94,0.04,0,0.04,0.07,0.03,0,-0.09,
22/07/2008,1,1,1,-1,1,-1,1,1,56.72,90.47,88.09,63.41,0,-9.53,108.05,116.88,-8.82,-12.59,3.77,2.36,0,0.03,0.07,0.2,0.27,0.25,0.11,-0.06,0.04,1,110.52,111.55,0.01,0.73,89.88,106.09,110.57,0,0.06,0.07,0.07,0,-0.03,0.09,
23/07/2008,-1,-1,-1,-1,-1,-1,-1,-1,71.08,96.03,93.77,82.72,0,-3.97,110.08,116.3,-6.23,-11.85,5.63,3.77,0,0.12,0.15,0.2,0.34,0.42,0.19,0.06,0.04,1,114.97,122.12,0.06,1.55,211.12,110.19,118.21,0.06,0.02,0.08,0.07,0.13,0.11,-0.15,
24/07/2008,-1,-1,-1,-1,-1,-1,-1,-1,67.17,86.17,90.89,90.92,-1,-13.83,112.13,115.91,-3.77,-10.81,7.04,5.63,0,-0.01,0.1,0.14,0.18,0.32,0.18,0.05,-0.05,-1,107.67,118.49,0.09,0.41,206.93,104.37,112.73,0.02,-0.04,0.09,0.08,0.09,0.04,-0.14,
25/07/2008,1,1,-1,-1,-1,-1,1,1,57.64,56.9,79.7,88.12,0,-43.1,112.66,115.23,-2.56,-9.58,7.01,7.04,0,-0.1,-0.11,-0.01,0.02,0.06,0.11,0.01,-0.06,-1,95.73,105.46,0.09,-0.44,96.13,94.84,100.26,-0.04,-0.03,0.08,0.07,-0.11,-0.07,0.14,
28/07/2008,-1,-1,-1,-1,-1,-1,1,1,59.7,59.56,67.54,79.38,0,-40.44,113.37,114.74,-1.37,-8.18,6.8,7.01,0,0.01,-0.09,-0.1,0,0.03,0.15,0.05,0.06,1,96.13,105.1,0.09,0.27,62.44,96.86,100.14,-0.03,-0.02,0.07,0.08,-0.03,0.01,0.08,
29/07/2008,1,1,1,1,1,1,1,1,50.51,37.35,51.27,66.17,0,-62.65,113.61,113.95,-0.34,-6.64,6.3,6.8,0,-0.08,-0.07,-0.17,-0.18,-0.08,0.15,0.03,-0.06,-1,89.45,95.09,0.06,-0.35,6.56,92.43,92.33,-0.02,0.02,0.07,0.08,-0.08,-0.06,0.09,
30/07/2008,-1,1,1,1,1,1,1,-1,53.95,48.66,48.52,55.78,1,-51.34,114.48,113.48,1,-5.04,6.04,6.3,0,0.05,-0.04,-0.03,-0.13,-0.14,0.22,0.02,0.04,1,96.55,97.76,0.01,1.3,27.49,98.92,96.72,0.02,0,0.05,0.07,0.03,0.05,-0.09,
31/07/2008,1,1,1,1,1,1,1,1,57.02,49.15,45.05,48.28,0,-50.85,116.12,113.06,3.06,-3.3,6.36,6.04,0,0,0.05,-0.04,-0.03,-0.13,0.15,0.11,0.03,1,99.54,96.67,-0.03,0.65,34.91,100.23,97.26,0,-0.03,0.07,0.07,-0.01,-0.03,0.08,
01/08/2008,1,-1,1,1,1,1,1,1,59.16,51.18,49.66,47.75,0,-48.82,117.98,112.67,5.31,-1.53,6.83,6.36,0,0.01,0.01,0.06,-0.03,-0.02,0.04,0.06,0.03,1,100.79,97.08,-0.04,0.32,20.39,100.92,98.5,-0.03,-0.01,0.07,0.06,-0.01,0.02,0.07,
04/08/2008,1,1,1,1,1,1,1,1,66.69,50.42,50.25,48.32,0,-49.58,119.32,112.59,6.73,0.2,6.53,6.83,0,0,0.01,0.01,0.05,-0.03,0,0.06,-0.03,-1,101.22,96.83,-0.05,0.58,33.34,100.45,98.79,-0.01,0,0.05,0.06,0.03,0.01,-0.06,
05/08/2008,-1,1,1,1,1,1,-1,1,72.24,69.19,56.93,52.28,0,-30.81,120.48,113.04,7.44,1.72,5.72,6.53,0,0.08,0.08,0.09,0.09,0.14,0.05,0.17,0.07,1,106.77,104.42,-0.02,0.82,79.22,105.48,106.09,0,0.05,0.12,0.07,-0.03,-0.02,0.05,
06/08/2008,1,1,1,1,1,1,-1,-1,70.43,71.57,63.73,56.97,0,-28.43,121.45,113.86,7.59,2.98,4.6,5.72,0,0.02,0.1,0.1,0.11,0.11,-0.04,0.14,0.06,1,106.39,106.82,0,1.09,131.88,104.4,106.76,0.05,0,0.07,0.07,0.16,0.04,-0.1,
07/08/2008,1,1,1,1,1,-1,-1,1,64.22,64.78,68.51,63.06,-1,-35.22,122.15,114.47,7.68,4.12,3.56,4.6,0,0,0.02,0.11,0.1,0.11,-0.03,0.15,0.03,1,104.37,107.38,0.03,0.53,104.45,102.39,105.62,0,-0.02,0.04,0.07,0,0.02,-0.06,
08/08/2008,-1,1,1,-1,-1,-1,-1,-1,63.7,79.41,71.92,68.05,1,-20.59,122.04,115.58,6.46,4.99,1.46,3.56,0,0.03,0.04,0.05,0.14,0.14,0.11,0.24,0.04,1,105.09,109.73,0.04,0.59,109.09,103.16,107.04,-0.02,0.07,0.09,0.07,-0.04,-0.02,0.07,
11/08/2008,-1,-1,-1,-1,-1,-1,-1,-1,65.28,92.88,79.03,73.15,0,-7.12,122.66,116.75,5.91,5.69,0.22,1.46,0,0.05,0.09,0.09,0.11,0.2,0.16,0.33,0.04,1,106.76,113.82,0.06,1.34,152.68,105.03,109.78,0.07,0.02,0.05,0.07,0.08,0.03,-0.07,
12/08/2008,-1,-1,-1,-1,-1,-1,-1,-1,51.94,73.97,82.09,77.68,-1,-26.03,123.93,117.7,6.23,6.27,-0.04,0.22,-1,-0.04,0.01,0.05,0.05,0.07,0.22,0.4,-0.03,-1,101.23,107.21,0.06,0.29,119.37,100.04,103.74,0.02,-0.03,0.08,0.06,0.02,-0.02,-0.06,
13/08/2008,-1,-1,-1,-1,-1,-1,-1,-1,49.08,57.86,74.9,78.67,0,-42.14,124.65,118.52,6.13,6.61,-0.48,-0.04,0,-0.04,-0.08,-0.03,0,0.01,0.12,0.37,-0.04,-1,97.04,101.78,0.05,-0.5,60.85,96.91,99.05,-0.03,-0.01,0.03,0.06,-0.08,-0.06,0.08,
14/08/2008,-1,-1,1,1,-1,-1,-1,-1,54.04,37.81,56.55,71.18,0,-62.19,125.64,118.88,6.77,6.77,0,-0.48,0,-0.05,-0.09,-0.13,-0.08,-0.05,0.06,0.22,-0.03,-1,92.83,95.95,0.03,-0.03,6.75,94.36,94.45,-0.01,0,0.06,0.06,-0.02,-0.03,0.06,
18/08/2008,1,1,1,-1,-1,-1,0,-1,51.65,33.25,42.98,58.14,0,-66.75,126.08,119.21,6.87,6.79,0.08,0,1,-0.01,-0.06,-0.1,-0.14,-0.09,0.04,0.08,-0.03,-1,93.37,94.44,0.01,0.56,-19.54,95.88,94.15,0,-0.02,0.04,0.05,-0.02,0.01,0.05,
19/08/2008,1,1,-1,-1,-1,-1,1,-1,64.33,37.83,36.3,45.28,1,-62.17,126.7,119.82,6.88,6.72,0.16,0.08,0,0.02,0.01,-0.05,-0.08,-0.12,0.06,0.05,0.02,1,97.72,95.74,-0.02,0.55,-25.77,99.36,96.61,-0.02,-0.02,0.05,0.05,-0.04,-0.04,0.04,
20/08/2008,-1,-1,-1,-1,-1,-1,1,-1,59.98,38.44,36.51,38.6,0,-61.56,127.25,120.52,6.73,6.63,0.1,0.16,0,0,0.02,0.01,-0.04,-0.08,-0.02,0.03,0.02,1,99.66,96.1,-0.04,0.45,-15.74,100.24,97.5,-0.02,0,0.04,0.05,0,-0.02,-0.04,
21/08/2008,-1,1,1,1,1,-1,1,-1,52.41,18.84,31.7,34.84,-1,-81.16,127.3,121.32,5.98,6.44,-0.46,0.1,-1,-0.05,-0.05,-0.03,-0.04,-0.09,-0.09,-0.13,-0.02,-1,96.4,91.95,-0.05,0.06,-52.17,96.84,94,0,0,0.06,0.05,0.04,0.01,-0.03,
22/08/2008,-1,1,1,1,-1,1,1,-1,51.63,11.37,22.89,30.37,0,-88.63,126.55,122.19,4.36,6.21,-1.85,-0.46,0,0,-0.05,-0.05,-0.03,-0.04,-0.09,-0.12,0.03,1,97.37,92.91,-0.05,0.43,-71.45,98.11,95.53,0,0.03,0.03,0.04,-0.04,0.01,0.05,
25/08/2008,1,1,-1,-1,1,1,1,-1,54.2,19.1,16.44,23.68,1,-80.9,125.8,122.93,2.87,5.87,-3,-1.85,0,0.02,0.02,-0.03,-0.03,-0.01,-0.1,0,0.02,1,99.51,95.75,-0.04,1.35,-28.65,100.27,98.36,0.03,-0.03,0.04,0.04,0.02,0,-0.03,
26/08/2008,-1,-1,-1,1,-1,1,1,-1,45.36,28.95,19.81,19.71,0,-71.05,125.17,123.27,1.9,5.39,-3.49,-3,0,0.01,0.03,0.04,-0.02,-0.02,-0.14,0,0.03,1,101.28,98.63,-0.03,0.26,-52.73,101.39,100.31,-0.03,0.03,0.09,0.05,-0.02,-0.03,0.03,
27/08/2008,-1,-1,1,1,1,1,1,-1,39.59,19.31,22.45,19.57,-1,-80.69,123.93,123.32,0.61,4.77,-4.16,-3.49,0,-0.02,-0.01,0.01,0.01,-0.04,-0.12,0.07,-0.02,-1,99.63,97.48,-0.02,0.48,-40.01,99.28,98.51,0.03,0,0.05,0.05,0.03,0,-0.04,
28/08/2008,1,1,1,1,1,1,1,-1,36.6,9.22,19.16,20.47,0,-90.78,121.83,123.11,-1.28,3.88,-5.16,-4.16,0,-0.03,-0.05,-0.04,-0.02,-0.02,-0.11,-0.01,-0.02,-1,97.29,96,-0.01,0.31,-85.6,97.61,96.79,0,0.02,0.05,0.05,-0.01,0.01,0.02,
29/08/2008,1,-1,1,1,1,1,-1,-1,40.93,32.05,20.19,20.6,1,-67.95,120.79,122.65,-1.86,2.91,-4.77,-5.16,0,0.06,0.03,0.01,0.02,0.04,0,0.05,0.04,1,102.48,101.99,0,1.25,-33.6,102.53,102.44,0.02,-0.02,0.06,0.06,0.03,0.05,-0.05,
