0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
Date,O1,O2,O3,O4,O5,O6,O7,O8,I1,I2,I3,I4,0,I5,I6,I7,I8,I9,I10,I11,0,I12,I13,I14,I15,I16,I17,I18,I19,0,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34
01/01/1998,-1,1,1,-1,1,-1,-1,1,90.03,92.14,86.94,86.46,0,-7.86,7.57,7.33,0.24,-0.15,0.39,0.37,0,0.01,0.03,0.01,0.01,0.02,0.09,0.05,-0.01,-1,101.24,102.31,0.01,1,90,101.07,101.58,0.01,0.01,0.01,0.02,0,0,0,
02/01/1998,-1,1,-1,1,-1,-1,1,1,90.14,87.16,88.66,87.12,-1,-12.84,7.64,7.33,0.32,-0.06,0.37,0.39,0,0,0.01,0.03,0.02,0.01,0.07,0.13,-0.02,-1,101.21,101.85,0.01,1.05,93.99,100.83,101.37,0.01,0.02,0.03,0.02,0,0,0,
05/01/1998,-1,-1,1,-1,-1,-1,1,-1,90.13,91.3,90.2,88.6,1,-8.7,7.7,7.32,0.38,0.03,0.34,0.37,0,0.01,0.01,0.02,0.04,0.02,0.05,0.17,-0.02,-1,101.61,102.26,0.01,1.19,90.51,101.02,101.76,0.02,0,0.02,0.02,0,0,0,
06/01/1998,-1,1,-1,-1,-1,-1,1,-1,80.99,76.04,84.84,87.9,-1,-23.96,7.74,7.32,0.42,0.12,0.3,0.34,0,-0.01,-0.01,0,0.01,0.02,0.01,0.18,0.02,1,99.74,100.7,0.01,-0.14,67.75,99.55,100.2,0,0.02,0.02,0.02,0,0,0,
07/01/1998,-1,-1,-1,-1,-1,-1,1,-1,78.85,80,82.45,85.83,0,-20,7.78,7.33,0.44,0.2,0.25,0.3,0,0.02,0,0.01,0.01,0.02,0.04,0.21,-0.02,-1,100.79,101.86,0.01,1,81.87,100.65,101.32,0.02,-0.01,0.04,0.02,0,0,0,
08/01/1998,-1,-1,-1,-1,1,-1,1,1,54.83,19.05,58.36,75.22,0,-80.95,7.75,7.33,0.43,0.26,0.16,0.25,0,-0.06,-0.05,-0.06,-0.05,-0.05,-0.03,0.15,0.04,1,95.51,95.86,0,-0.13,16.64,96.18,95.84,-0.01,-0.02,0.06,0.03,0,0,0,
09/01/1998,1,-1,-1,1,1,1,1,1,34.95,11.45,36.83,59.21,0,-88.55,7.7,7.31,0.39,0.31,0.08,0.16,0,-0.06,-0.12,-0.11,-0.12,-0.11,-0.1,0.06,0.08,1,91.45,90.59,-0.01,0.14,-80.38,93.31,91.38,-0.02,-0.03,0.1,0.05,0,0,0,
12/01/1998,1,1,1,1,1,1,1,1,25.52,9.27,13.26,36.15,0,-90.73,7.62,7.3,0.32,0.34,-0.02,0.08,-1,-0.03,-0.09,-0.15,-0.14,-0.15,-0.13,0.03,0.07,1,91.5,88.99,-0.03,0.17,-148.86,94.12,90.64,-0.03,0.01,0.06,0.06,0,0,0,
13/01/1998,1,1,1,1,1,1,1,1,32.32,19.21,13.31,21.13,1,-80.79,7.55,7.31,0.25,0.35,-0.11,-0.02,0,0.02,-0.01,-0.07,-0.13,-0.12,-0.1,0.04,-0.12,-1,95.89,91.85,-0.04,1.41,-137.15,98.4,94.23,0.01,0.05,0.02,0.06,0,0,0,
14/01/1998,-1,-1,1,1,1,1,1,1,47.47,56.95,28.48,18.35,0,-43.05,7.53,7.34,0.19,0.35,-0.16,-0.11,0,0.08,0.11,0.07,0,-0.06,-0.03,0.07,-0.07,-1,105.14,99.79,-0.05,1.25,-45.23,105.14,102.11,0.05,-0.02,0.08,0.06,0,0,0,
15/01/1998,1,1,1,1,1,1,1,1,42.88,44.37,40.18,27.32,0,-55.63,7.5,7.37,0.13,0.33,-0.19,-0.16,0,-0.03,0.05,0.08,0.05,-0.02,-0.07,0.01,0.05,1,102.94,97.97,-0.05,0.23,-53.71,101.64,100.03,-0.02,0.01,0.04,0.06,0,0,0,
16/01/1998,1,1,1,1,1,1,1,-1,55.41,93.38,64.9,44.52,0,-6.62,7.52,7.43,0.1,0.3,-0.2,-0.19,0,0.1,0.07,0.16,0.19,0.15,0.02,0.1,-0.13,-1,110.09,107.67,-0.02,1.06,53.45,107.23,108.59,0.01,0.01,0.1,0.06,0,0,0,
19/01/1998,0,1,1,1,-1,-1,-1,-1,62.88,98.51,78.75,61.28,0,-1.49,7.59,7.5,0.08,0.26,-0.18,-0.2,0,0.07,0.18,0.15,0.25,0.27,0.09,0.14,-0.24,-1,112.34,114.4,0.02,1.11,195.49,108.61,113.22,0.01,0,0.07,0.06,0,0,0,
20/01/1998,1,1,1,-1,-1,-1,-1,-1,62.09,100,97.3,80.32,0,0,7.65,7.58,0.07,0.22,-0.15,-0.18,0,0,0.08,0.19,0.16,0.25,0.1,0.12,-0.09,-1,107.87,113.56,0.05,0.16,192.96,104.69,110.67,0,0.02,0.02,0.06,0,0,0,
21/01/1998,-1,-1,-1,-1,-1,-1,-1,-1,65.98,91.32,96.61,90.89,-1,-8.68,7.76,7.68,0.08,0.18,-0.1,-0.15,0,0.07,0.07,0.15,0.27,0.24,0.16,0.21,-0.64,-1,110.59,119.52,0.07,1.23,257.22,106.74,114.12,0.02,-0.01,0.08,0.06,0,0,0,
22/01/1998,-1,-1,-1,-1,-1,-1,-1,-1,60.05,73.61,88.31,94.07,0,-26.39,7.84,7.75,0.09,0.15,-0.06,-0.1,0,-0.06,0.01,0.02,0.09,0.2,0.17,0.14,0.73,1,100.99,111.08,0.09,-0.26,164.57,99.42,105.46,-0.01,0,0.05,0.06,0,0,0,
23/01/1998,-1,-1,-1,-1,-1,1,-1,-1,55.57,60.42,75.12,86.68,0,-39.58,7.87,7.8,0.08,0.12,-0.04,-0.06,0,-0.04,-0.1,-0.03,-0.03,0.04,0.2,0.08,0.33,1,95.87,104.41,0.08,-0.02,84.7,96.17,99.8,0,-0.01,0.06,0.06,0,0,0,
27/01/1998,1,1,1,1,1,-1,-1,1,52.76,46.18,60.07,74.5,0,-53.82,7.92,7.82,0.1,0.1,-0.01,-0.04,0,-0.05,-0.09,-0.14,-0.08,-0.08,0.18,0.03,0.13,1,92.57,97.83,0.05,0.26,36.7,94.23,95.02,-0.01,-0.02,0.07,0.06,0,0,0,
28/01/1998,1,1,1,1,-1,-1,-1,-1,53,51.39,52.66,62.62,0,-48.61,8.01,7.84,0.17,0.1,0.07,-0.01,1,0.02,-0.03,-0.07,-0.12,-0.06,0.17,0.06,-0.08,-1,95.52,98.24,0.03,0.49,15.51,97.9,96.87,-0.02,-0.02,0.05,0.06,0,0,0,
29/01/1998,-1,1,1,-1,-1,-1,-1,-1,59.45,57.29,51.62,54.78,1,-42.71,8.14,7.86,0.27,0.12,0.16,0.07,0,0.02,0.04,-0.01,-0.05,-0.11,0.11,0.07,-0.08,-1,99.83,99.35,0,0.61,39.49,100.8,98.85,-0.02,0.01,0.05,0.06,0,0,0,
30/01/1998,1,1,-1,-1,-1,-1,-1,1,65.95,57.64,55.44,53.24,0,-42.36,8.25,7.89,0.36,0.14,0.22,0.16,0,0,0.02,0.04,-0.01,-0.05,0.14,0.06,-0.15,-1,101.07,98.3,-0.03,0.7,54.62,100.94,99.06,0.01,0.03,0.04,0.06,0,0,0,
02/02/1998,-1,-1,-1,-1,-1,-1,-1,-1,71.06,64.04,59.66,55.57,0,-35.96,8.34,7.92,0.42,0.18,0.24,0.22,0,0.03,0.03,0.05,0.07,0.02,0.06,0.09,-0.11,-1,103.79,100.78,-0.03,0.97,67.57,102.66,101.91,0.03,0.01,0.04,0.05,0,0,0,
03/02/1998,-1,-1,-1,-1,-1,-1,-1,1,61.34,32.65,51.45,55.51,-1,-67.35,8.39,7.92,0.46,0.23,0.24,0.24,0,-0.08,-0.05,-0.05,-0.03,-0.01,-0.09,-0.01,0.24,1,95.64,93.47,-0.02,0.1,15.62,95.82,94.97,0.01,0.03,0.1,0.05,0,0,0,
04/02/1998,1,1,1,1,-1,1,1,1,50.21,5.29,33.99,48.37,0,-94.71,8.33,7.91,0.42,0.26,0.16,0.24,0,-0.06,-0.14,-0.11,-0.11,-0.09,-0.15,-0.06,0.48,1,91.21,88.89,-0.03,0.24,-53.31,92.96,91.01,0.03,0.01,0.1,0.07,0,0,0,
05/02/1998,-1,-1,-1,-1,-1,-1,1,1,54.9,16.74,18.23,34.56,0,-83.26,8.25,7.91,0.34,0.29,0.05,0.16,0,0.04,-0.03,-0.11,-0.08,-0.08,-0.18,-0.04,-0.06,-1,96.01,93.89,-0.02,1.18,-46.23,98.1,95.65,0.01,0,0.04,0.06,0,0,0,
06/02/1998,-1,-1,-1,-1,-1,-1,1,1,45.64,13.22,11.75,21.32,1,-86.78,8.15,7.9,0.25,0.31,-0.06,0.05,-1,-0.01,0.02,-0.04,-0.12,-0.09,-0.14,0.01,0.07,1,96.84,94.31,-0.03,0.17,-48.3,98.75,95.91,0,0.01,0.02,0.06,0,0,0,
09/02/1998,-1,-1,-1,1,1,1,1,1,36.74,9.69,13.22,14.4,-1,-90.31,8,7.88,0.12,0.31,-0.19,-0.06,0,-0.01,-0.02,0.01,-0.05,-0.13,-0.11,0.07,0.03,1,98.57,94.39,-0.04,0.43,-59.14,99.11,96.08,0.01,-0.01,0.03,0.06,0,0,0,
10/02/1998,1,1,1,1,1,1,1,1,34.15,1.72,8.21,11.06,0,-98.28,7.88,7.86,0.02,0.3,-0.28,-0.19,0,-0.03,-0.04,-0.05,-0.02,-0.08,-0.09,0.07,0.09,1,97.15,92.33,-0.05,-0.13,-95.21,97.51,94.6,-0.01,0.01,0.03,0.04,0,0,0,
11/02/1998,1,1,1,1,1,1,1,1,28.26,12.31,7.91,9.78,1,-87.69,7.8,7.84,-0.04,0.26,-0.3,-0.28,0,0.03,0,-0.01,-0.02,0.01,-0.08,0.07,-0.03,-1,99.65,95.72,-0.04,1.21,-88.9,100.27,98.16,0.01,-0.01,0.03,0.03,0,0,0,
12/02/1998,1,0,1,1,1,1,1,1,34.02,21.94,11.99,9.37,0,-78.06,7.76,7.83,-0.07,0.21,-0.28,-0.3,0,0.01,0.04,0.01,0,-0.01,-0.09,0.01,-0.02,-1,101.24,97.95,-0.03,0.64,-76.15,101.28,100.04,-0.01,-0.01,0.03,0.03,0,0,0,
13/02/1998,1,1,1,1,1,1,1,1,37.77,23.61,19.28,13.06,0,-76.39,7.71,7.81,-0.1,0.16,-0.25,-0.28,0,0,0.01,0.04,0.01,0,-0.09,0.03,0,0,101.27,98.93,-0.02,0.22,-76.67,100.87,100.42,-0.01,0.01,0.02,0.03,0,0,0,
17/02/1998,-1,-1,1,1,1,1,1,1,46.81,36.11,27.22,19.5,0,-63.89,7.67,7.82,-0.16,0.09,-0.24,-0.25,0,0.02,0.02,0.04,0.07,0.03,-0.1,-0.04,-0.04,-1,103,102.43,-0.01,1.3,-43.82,102.03,102.58,0.01,0.01,0.03,0.03,0,0,0,
18/02/1998,-1,1,1,1,1,1,1,1,43.79,35.42,31.71,26.07,0,-64.58,7.62,7.85,-0.23,0.01,-0.25,-0.24,0,0,0.02,0.02,0.04,0.07,-0.02,-0.11,0.03,1,101.59,102.52,0.01,0.64,-38.19,100.95,102.02,0.01,0.01,0.02,0.03,0,0,0,
19/02/1998,-1,-1,1,1,1,1,1,1,41.15,38.19,36.57,31.84,0,-61.81,7.55,7.89,-0.34,-0.06,-0.28,-0.25,0,0.01,0,0.03,0.03,0.04,0.05,-0.11,-0.01,-1,101.28,102.53,0.01,1.13,-29.56,100.76,101.99,0.01,0,0.01,0.02,0,0,0,
20/02/1998,1,1,1,1,1,1,1,1,40.62,36.81,36.81,35.03,0,-63.19,7.54,7.92,-0.38,-0.13,-0.25,-0.28,0,0,0,0,0.03,0.03,0.01,-0.17,0.01,1,100.52,102.13,0.02,0.6,-22.91,100.16,101.31,0,0,0.01,0.02,0,0,0,
23/02/1998,1,1,1,1,1,1,1,1,36.68,42.36,39.12,37.5,0,-57.64,7.57,7.93,-0.35,-0.18,-0.17,-0.25,0,0.01,0.01,0.01,0.01,0.04,0.03,-0.11,-0.03,-1,100.85,102.84,0.02,0.75,-8.18,100.68,101.77,0,0,0.02,0.02,0,0,0,
24/02/1998,1,1,1,1,1,1,1,1,52.12,82.76,53.98,43.3,0,-17.24,7.6,7.95,-0.35,-0.22,-0.13,-0.17,0,0.01,0.02,0.02,0.03,0.03,0.06,-0.06,-0.05,-1,101.75,103.67,0.02,1.23,29.25,101.33,102.42,0,0.01,0.02,0.02,0,0,0,
25/02/1998,1,-1,-1,1,-1,1,1,1,75.33,96.3,73.81,55.63,0,-3.7,7.66,7.96,-0.3,-0.25,-0.05,-0.13,0,0.04,0.06,0.07,0.06,0.07,0.14,0.03,-0.06,-1,104.45,106.48,0.02,1.24,93.69,103.42,105.08,0.01,-0.02,0.04,0.02,0,0,0,
26/02/1998,1,1,1,-1,1,1,1,1,65.36,79.13,86.06,71.28,-1,-20.87,7.71,7.94,-0.23,-0.27,0.04,-0.05,1,-0.02,0.02,0.04,0.05,0.05,0.09,0,0.03,1,101.86,103.89,0.02,0.41,90.55,100.86,102.54,-0.02,0.01,0.03,0.02,0,0,0,
27/02/1998,1,1,-1,1,1,1,1,1,70.7,87.83,87.75,82.54,1,-12.17,7.79,7.92,-0.13,-0.28,0.14,0.04,0,0.01,0,0.04,0.05,0.06,0.09,-0.01,-0.04,-1,101.89,104.28,0.02,1.13,96.84,101.06,102.85,0.01,0,0.02,0.03,0,0,0,
02/03/1998,-1,-1,1,-1,1,1,-1,-1,77.29,95.28,87.41,87.07,0,-4.72,7.87,7.89,-0.02,-0.26,0.24,0.14,0,0.02,0.04,0.02,0.06,0.08,0.12,0.01,-0.08,-1,102.84,105.65,0.03,0.96,132.9,102.05,104.09,0,0.01,0.03,0.03,0,0,0,
03/03/1998,1,1,1,1,1,1,1,1,74.08,66.39,83.16,86.11,-1,-33.61,7.92,7.86,0.05,-0.23,0.28,0.24,0,-0.04,-0.02,0,-0.02,0.02,0.05,-0.06,0.07,1,98.31,100.93,0.03,0.1,97.7,98.35,99.62,0.01,0,0.06,0.04,0,0,0,
04/03/1998,1,-1,1,1,1,1,-1,-1,75.97,93.16,84.94,85.17,1,-6.84,7.99,7.87,0.13,-0.18,0.3,0.28,0,0.05,0,0.03,0.04,0.02,0.09,0.07,-0.07,-1,102.33,104.61,0.02,0.9,129,101.9,103.17,0,-0.02,0.06,0.04,0,0,0,
05/03/1998,1,1,1,1,1,1,1,-1,72.42,87.5,82.35,83.48,0,-12.5,8.05,7.88,0.16,-0.12,0.28,0.3,0,-0.01,0.04,0,0.02,0.03,0.08,0.14,0.05,1,100.94,103.06,0.02,0.14,118.9,100.64,101.73,-0.02,0,0.03,0.04,0,0,0,
06/03/1998,0,1,1,-1,-1,-1,-1,1,73.95,97.8,92.82,86.7,0,-2.2,8.11,7.9,0.22,-0.05,0.27,0.28,0,0.01,0.01,0.05,0.01,0.04,0.1,0.11,-0.03,-1,101.68,103.55,0.02,0.67,117.16,101.28,102.36,0,0.01,0.03,0.04,0,0,0,
09/03/1998,-1,-1,-1,-1,-1,-1,-1,1,72.14,61.81,82.37,85.85,-1,-38.19,8.18,7.91,0.27,0.02,0.26,0.27,0,0.01,0.02,0.01,0.06,0.02,0.1,0.13,-0.06,-1,102.03,103.34,0.01,0.95,148.26,101.19,102.3,0.01,0,0.07,0.05,0,0,0,
10/03/1998,-1,-1,-1,-1,-1,1,1,1,71.48,59.15,72.92,82.7,0,-40.85,8.25,7.91,0.33,0.09,0.24,0.26,0,0,0,0.02,0.01,0.06,0.08,0.14,0.08,1,100.57,102.22,0.02,0.53,104.81,100.28,101.39,0,0.02,0.02,0.04,0,0,0,
11/03/1998,-1,0,1,-1,1,-1,1,1,68.83,54.93,58.63,71.31,0,-45.07,8.3,7.91,0.39,0.16,0.23,0.24,0,-0.01,-0.01,0,0.01,0,0.03,0.17,0.03,1,99.79,101.22,0.01,0.57,92.02,99.62,100.41,0.02,0,0.04,0.04,0,0,0,
12/03/1998,-1,1,-1,1,-1,-1,1,1,69.56,54.93,56.34,62.63,0,-45.07,8.35,7.93,0.41,0.22,0.2,0.23,0,0,-0.01,-0.01,0,0.01,0.04,0.14,0,0,99.58,100.79,0.01,0.36,73.06,99.69,100.19,0,0.01,0.02,0.04,0,0,0,
16/03/1998,-1,-1,1,-1,-1,-1,-1,1,68.52,51.18,53.68,56.22,0,-48.82,8.37,7.98,0.39,0.26,0.13,0.2,0,0,0,0,-0.01,0,0.03,0.13,-0.02,-1,99.83,100.69,0.01,1.04,92.94,99.99,100.24,0.01,-0.01,0.03,0.04,0,0,0,
17/03/1998,-1,1,-1,1,-1,-1,-1,1,63.46,37.72,47.94,52.65,0,-62.28,8.39,8.01,0.38,0.3,0.09,0.13,0,-0.01,-0.01,-0.01,-0.02,-0.02,0,0.11,0.03,1,99.15,99.63,0,-0.15,49.36,99.34,99.24,-0.01,0.03,0.02,0.03,0,0,0,
18/03/1998,-1,-1,-1,-1,-1,1,1,1,59.51,50.88,46.59,49.41,1,-49.12,8.42,8.05,0.37,0.33,0.05,0.09,0,0.02,0.01,0.01,0.01,0,0.06,0.11,-0.03,-1,100.88,100.84,0,1.52,91.95,100.8,100.76,0.03,0.01,0.03,0.03,0,0,0,
19/03/1998,1,1,1,-1,1,1,1,1,57.42,33.33,40.64,45.06,-1,-66.67,8.41,8.08,0.33,0.34,-0.01,0.05,-1,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,0.08,0.03,1,98.79,98.58,0,0.26,40.43,98.93,98.67,0.01,0,0.04,0.03,0,0,0,
20/03/1998,-1,-1,-1,1,1,1,-1,1,56.38,38.6,40.94,42.72,0,-61.4,8.44,8.12,0.32,0.36,-0.04,-0.01,0,0.01,-0.02,0,-0.01,-0.01,0,0.09,-0.01,-1,99.64,99.25,0,0.69,24.19,99.81,99.51,0,0,0.02,0.03,0,0,0,
23/03/1998,-1,-1,1,1,1,1,1,1,49.12,34.21,35.38,38.99,0,-65.79,8.44,8.16,0.28,0.36,-0.08,-0.04,0,-0.01,0,-0.02,0,-0.02,-0.02,0.08,0,1,99.36,98.83,-0.01,0.33,14.14,99.53,99.16,0,0.01,0.01,0.02,0,0,0,
24/03/1998,1,1,1,1,1,-1,1,1,60.28,27.52,33.44,36.59,0,-72.48,8.43,8.19,0.24,0.35,-0.11,-0.08,0,0,-0.01,0,-0.03,-0.01,-0.03,0.07,0.04,1,99.07,98.63,0,0.68,-1.84,99.43,98.98,0.01,0.03,0.03,0.02,0,0,0,
25/03/1998,-1,-1,-1,-1,-1,-1,1,1,66.63,81.18,47.64,38.82,1,-18.82,8.47,8.24,0.22,0.33,-0.1,-0.11,0,0.08,0.07,0.06,0.07,0.05,0.05,0.13,-0.09,-1,105.58,105.59,0,1.22,209.01,104.66,105.32,0.03,0.02,0.08,0.03,0,0,0,
26/03/1998,1,1,-1,-1,1,-1,1,1,56.6,36.59,48.43,43.17,-1,-63.41,8.47,8.28,0.19,0.3,-0.11,-0.1,0,-0.04,0.03,0.03,0.02,0.03,0.01,0.04,0.05,1,100.75,101.19,0,0.28,139.05,100.01,100.83,0.02,-0.01,0.06,0.04,0,0,0,
27/03/1998,-1,-1,-1,-1,-1,-1,1,1,56.76,52.44,56.73,50.93,0,-47.56,8.49,8.32,0.17,0.28,-0.11,-0.11,0,0.02,-0.03,0.05,0.04,0.04,0.03,0.08,-0.02,-1,101.54,102.43,0.01,0.44,70.28,100.76,101.85,-0.01,0.01,0.04,0.04,0,0,0,
30/03/1998,-1,-1,1,-1,-1,1,1,1,48.79,21.95,36.99,47.38,0,-78.05,8.49,8.34,0.14,0.25,-0.11,-0.11,0,-0.03,-0.01,-0.05,0.02,0.01,0,0.03,0.02,1,98.37,99.51,0.01,0.18,36.25,98.32,99.02,0.01,-0.01,0.04,0.05,0,0,0,
31/03/1998,1,1,1,1,1,1,1,1,44.25,3.3,25.9,39.87,0,-96.7,8.47,8.36,0.1,0.22,-0.12,-0.11,0,-0.03,-0.06,-0.04,-0.08,-0.01,-0.02,-0.02,0.04,1,95.78,96.87,0.01,0.18,-85.21,96.95,96.79,-0.01,0.04,0.04,0.05,0,0,0,
01/04/1998,-1,-1,-1,-1,-1,1,1,1,53.67,45.05,23.43,28.77,1,-54.95,8.48,8.39,0.08,0.19,-0.11,-0.12,0,0.05,0.02,-0.01,0,-0.04,0.01,0.07,-0.04,-1,101.01,101.29,0,1.67,43.14,101.37,101.02,0.04,0.01,0.04,0.04,0,0,0,
02/04/1998,-1,-1,1,1,1,1,1,1,49.2,18.68,22.34,23.89,-1,-81.32,8.47,8.41,0.06,0.17,-0.1,-0.11,0,-0.03,0.02,-0.01,-0.04,-0.03,0,-0.01,0.04,1,98.7,98.43,0,0.4,-11.68,99.14,98.47,0.01,0.01,0.05,0.04,0,0,0,
03/04/1998,-1,1,1,1,1,1,1,1,47.47,9.89,24.54,23.44,0,-90.11,8.45,8.41,0.04,0.14,-0.1,-0.1,0,-0.01,-0.04,0.01,-0.02,-0.05,-0.01,-0.01,0.07,1,98.76,97.63,-0.01,0.48,-103.68,98.93,97.98,0.01,0.05,0.02,0.04,0,0,0,
06/04/1998,-1,1,1,1,1,1,1,-1,53.87,41.76,23.44,23.44,1,-58.24,8.47,8.43,0.04,0.12,-0.08,-0.1,0,0.04,0.03,0,0.04,0.01,0.03,0.01,-0.09,-1,101.95,100.79,-0.01,0.86,-6.99,101.65,101.22,0.05,0,0.06,0.04,0,0,0,
07/04/1998,1,1,1,1,1,1,1,-1,51.82,43.96,31.87,26.62,0,-56.04,8.49,8.45,0.04,0.1,-0.06,-0.08,0,0,0.04,0.03,0,0.05,0.03,0,-0.14,-1,101.3,100.69,-0.01,0.57,56.81,101.15,101.26,0,0.06,0.05,0.04,0,0,0,
09/04/1998,-1,1,1,1,1,1,1,-1,66.04,100,61.9,39.07,0,0,8.58,8.49,0.09,0.09,0.01,-0.06,1,0.1,0.1,0.14,0.13,0.1,0.06,0.11,-0.18,-1,109.35,110.23,0.01,2.42,355.7,107.27,109.35,0.06,0.09,0.04,0.05,0,0,0,
10/04/1998,1,1,1,1,1,1,-1,-1,69.98,86.18,76.71,56.83,0,-13.82,8.73,8.56,0.16,0.09,0.08,0.01,0,0.06,0.17,0.17,0.22,0.2,0.17,0.19,-0.6,-1,111.89,115.24,0.03,1.07,377.02,108.31,112.79,0.09,-0.01,0.08,0.05,0,0,0,
13/04/1998,1,1,1,1,1,1,-1,-1,72.17,94.17,93.45,77.35,0,-5.83,8.84,8.64,0.2,0.09,0.11,0.08,0,0.02,0.09,0.2,0.2,0.24,0.18,0.22,-1.2,-1,109.55,115.78,0.05,0.62,278.51,105.86,111.81,-0.01,0.02,0.06,0.06,0,0,0,
15/04/1998,-1,-1,-1,-1,-1,-1,-1,-1,75.72,93.43,91.26,87.14,0,-6.57,9.03,8.73,0.3,0.11,0.18,0.11,0,0.06,0.08,0.15,0.27,0.27,0.29,0.28,11.33,1,110.48,119.27,0.07,1.2,261.71,106.56,113.84,0.02,0.01,0.06,0.06,0,0,0,
16/04/1998,1,1,0,1,-1,-1,-1,-1,65.37,75.43,87.68,90.79,-1,-24.57,9.17,8.8,0.36,0.15,0.22,0.18,0,-0.05,0.01,0.03,0.1,0.21,0.26,0.24,-0.38,-1,101.53,110.96,0.08,0.12,173.78,99.8,105.9,0.01,0,0.06,0.06,0,0,0,
17/04/1998,1,-1,1,-1,-1,-1,-1,-1,71.62,80.62,83.16,87.36,0,-19.38,9.34,8.88,0.46,0.19,0.27,0.22,0,0.01,-0.03,0.02,0.05,0.11,0.22,0.23,0.58,1,100.9,110.29,0.09,0.54,131.3,100.26,105.14,0,-0.02,0.03,0.06,0,0,0,
20/04/1998,1,1,-1,-1,-1,-1,-1,-1,68.72,75.43,77.16,82.67,0,-24.57,9.52,8.95,0.57,0.25,0.32,0.27,0,-0.01,0,-0.05,0.01,0.03,0.24,0.24,-0.46,-1,98.87,106.47,0.07,0.32,110.27,99.01,102.1,-0.02,0,0.04,0.05,0,0,0,
21/04/1998,-1,-1,-1,-1,-1,-1,-1,-1,73.86,81.66,79.24,79.85,1,-18.34,9.68,9.03,0.65,0.32,0.33,0.32,0,0.02,0,0.02,-0.03,0.03,0.27,0.26,1.02,1,100.09,105.86,0.05,0.87,101.43,100.53,102.39,0,0.01,0.03,0.05,0,0,0,
22/04/1998,0,-1,-1,-1,-1,-1,-1,-1,69.54,59.93,72.34,76.25,-1,-40.07,9.81,9.09,0.72,0.39,0.33,0.33,0,-0.06,-0.04,-0.06,-0.04,-0.09,0.16,0.19,-0.58,-1,95.96,98.29,0.02,0.15,59.77,96.49,96.43,0.01,-0.04,0.11,0.05,0,0,0,
23/04/1998,1,1,-1,1,-1,-1,-1,-1,61.71,47.04,62.88,71.49,0,-52.96,9.92,9.13,0.79,0.47,0.32,0.33,0,-0.04,-0.09,-0.08,-0.09,-0.08,0.11,0.15,-1,-1,93.85,93.72,0,0.3,27.49,95.32,93.73,-0.04,-0.01,0.07,0.06,0,0,0,
24/04/1998,-1,-1,1,-1,-1,-1,-1,-1,65.5,48.08,51.68,62.3,0,-51.92,10.01,9.18,0.83,0.54,0.29,0.32,0,0,-0.03,-0.09,-0.08,-0.09,0.01,0.07,-607.45,-1,95.9,93.89,-0.02,0.17,3.83,97.56,95.06,-0.01,0.01,0.06,0.06,0,0,0,
27/04/1998,1,1,-1,-1,-1,-1,-1,-1,65.95,45.99,47.04,53.87,0,-54.01,10.08,9.21,0.87,0.62,0.25,0.29,0,-0.01,0,-0.04,-0.1,-0.08,-0.05,0.11,-0.51,-1,96.93,93.79,-0.03,0.52,10.71,98.52,95.64,0.01,0.01,0.03,0.06,0,0,0,
28/04/1998,-1,-1,-1,-1,-1,-1,-1,-1,66.14,56.09,50.06,49.59,1,-43.91,10.12,9.27,0.85,0.68,0.17,0.25,0,0.04,0.03,0.03,0,-0.06,-0.04,0.14,1.99,1,101.96,97.73,-0.04,0.8,23.08,102.04,99.75,0.01,0.01,0.06,0.06,0,0,0,
29/04/1998,1,1,0,1,-1,-1,-1,-1,58.73,10.1,37.39,44.83,-1,-89.9,10.06,9.31,0.75,0.72,0.03,0.17,0,-0.06,-0.02,-0.03,-0.03,-0.06,-0.15,0.1,-0.8,-1,97.14,93.36,-0.04,0.17,-3.72,97.28,95.23,0.01,-0.02,0.08,0.06,0,0,0,
30/04/1998,-1,-1,-1,-1,-1,-1,-1,-1,50.46,14.72,26.97,38.14,0,-85.28,9.98,9.35,0.63,0.74,-0.11,0.03,-1,0.01,-0.05,-0.01,-0.02,-0.02,-0.09,0.14,1.88,1,98.51,95.29,-0.03,0.44,-29.95,98.93,97.27,-0.02,0.01,0.04,0.05,0,0,0,
04/05/1998,1,1,-1,-1,-1,-1,-1,-1,41.24,9.64,11.49,25.28,0,-90.36,9.85,9.39,0.46,0.73,-0.27,-0.11,0,-0.01,0,-0.06,-0.02,-0.03,-0.12,0.08,-0.5,-1,98.06,95.46,-0.03,0.28,-35.58,98.72,97.27,0.01,0,0.03,0.05,0,0,0,
05/05/1998,-1,-1,-1,-1,-1,-1,-1,-1,38.72,12.69,12.35,16.94,1,-87.31,9.77,9.4,0.36,0.7,-0.33,-0.27,0,0.01,0,0.01,-0.05,-0.02,-0.1,0.12,0.85,1,99.05,97.08,-0.02,0.47,-43.97,99.79,98.61,0,-0.01,0.02,0.04,0,0,0,
