open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
1304.90,	1304.90,	1270.15,	1282.50,	99367.00,	73.34,	-26.66,	0.01459594,	-6046277.00,	1281.14,	1275.30,	1276.68,	1270.92,	62.24,	1273.94,	1266.89,	-1,	1,	-1
1282.50,	1292.00,	1210.10,	1277.15,	89167.00,	69.36,	-30.64,	0.00594675,	-6135444.00,	1283.76,	1277.37,	1283.25,	1274.74,	46.19,	1273.81,	1268.36,	-1,	-1,	-1
1280.00,	1300.00,	1276.25,	1295.30,	43069.00,	82.86,	-17.14,	0.00414745,	-6092375.00,	1288.90,	1278.90,	1289.68,	1274.55,	33.58,	1278.09,	1271.03,	1,	-1,	1
1290.00,	1294.90,	1276.00,	1282.20,	74722.00,	73.11,	-26.89,	-0.01338873,	-6167097.00,	1287.35,	1281.54,	1288.82,	1279.22,	23.85,	1277.06,	1271.57,	-1,	1,	-1
1280.00,	1287.00,	1270.00,	1276.55,	22931.00,	68.91,	-31.09,	-0.00463938,	-6190028.00,	1282.74,	1280.20,	1283.20,	1277.45,	14.64,	1278.79,	1273.36,	-1,	-1,	-1
1276.00,	1285.00,	1268.00,	1281.10,	23867.00,	72.29,	-27.71,	0.00309282,	-6166161.00,	1282.46,	1281.80,	1283.18,	1280.48,	4.26,	1282.71,	1276.32,	1,	-1,	1
1282.00,	1299.90,	1282.00,	1294.90,	55508.00,	78.34,	-21.66,	-0.00030881,	-6110653.00,	1286.01,	1284.88,	1286.14,	1284.27,	3.87,	1286.99,	1276.74,	1,	1,	1
1282.00,	1315.00,	1275.80,	1300.70,	50951.00,	83.70,	-16.30,	0.01442833,	-6059702.00,	1287.09,	1288.00,	1283.40,	1287.61,	4.94,	1287.93,	1280.30,	1,	0,	1
1302.00,	1308.00,	1285.00,	1294.45,	38605.00,	77.92,	-22.08,	0.01402217,	-6098307.00,	1289.54,	1288.45,	1285.85,	1287.34,	4.45,	1285.66,	1279.85,	-1,	1,	-1
1295.00,	1334.70,	1295.00,	1318.45,	170906.00,	86.96,	-13.04,	0.02915463,	-5927401.00,	1297.92,	1290.33,	1292.97,	1285.65,	6.58,	1286.90,	1282.73,	1,	-1,	1
1301.15,	1342.00,	1274.80,	1309.35,	120945.00,	75.25,	-24.75,	0.01115916,	-6048346.00,	1303.57,	1293.02,	1300.46,	1287.57,	7.58,	1290.11,	1286.52,	-1,	1,	1
1310.00,	1325.60,	1300.00,	1320.95,	50600.00,	84.04,	-15.96,	0.01556854,	-5997746.00,	1308.78,	1297.39,	1305.09,	1291.25,	7.60,	1291.04,	1290.38,	1,	1,	1
1310.50,	1318.90,	1290.00,	1299.10,	42736.00,	67.48,	-32.52,	0.00359226,	-6040482.00,	1308.46,	1297.78,	1307.67,	1291.70,	8.55,	1292.97,	1291.16,	-1,	1,	-1
1265.00,	1308.70,	1265.00,	1281.15,	29987.00,	53.87,	-46.13,	-0.02829080,	-6070469.00,	1305.80,	1297.67,	1311.46,	1294.51,	10.95,	1296.50,	1289.71,	-1,	-1,	1
1308.70,	1315.00,	1275.05,	1278.20,	8287.00,	51.63,	-48.37,	-0.02379043,	-6078756.00,	1297.75,	1297.84,	1304.56,	1298.38,	11.26,	1300.05,	1290.22,	-1,	1,	-1
