open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
376.05,	381.33,	371.50,	375.83,	7498000.00,	-1.58,	-101.58,	-0.03732070,	113764750.00,	308.84,	353.36,	386.97,	395.40,	76.46,	393.98,	398.81,	-1,	-1,	-1
378.00,	382.45,	369.05,	375.42,	7542750.00,	10.77,	-89.23,	-0.02424951,	106222000.00,	305.93,	350.53,	383.65,	392.44,	73.63,	391.58,	397.29,	-1,	1,	-1
374.50,	387.25,	372.17,	386.55,	8131000.00,	45.05,	-54.95,	-0.00496808,	114353000.00,	304.06,	348.29,	381.65,	390.21,	72.73,	389.15,	396.05,	1,	-1,	1
387.63,	388.50,	377.15,	378.77,	6074250.00,	25.35,	-74.65,	-0.00475590,	108278750.00,	303.68,	347.23,	378.97,	388.13,	77.29,	387.59,	394.99,	-1,	1,	-1
382.50,	390.70,	380.25,	384.52,	7144000.00,	40.34,	-59.66,	0.02312216,	115422750.00,	303.31,	345.75,	378.43,	386.29,	84.11,	384.79,	392.67,	1,	-1,	1
385.00,	387.48,	381.23,	382.40,	4208500.00,	35.25,	-64.75,	0.01859251,	111214250.00,	305.05,	344.53,	380.62,	383.75,	84.16,	382.86,	390.39,	-1,	1,	-1
382.45,	384.92,	375.02,	376.30,	6892500.00,	21.73,	-78.27,	-0.02651662,	104321750.00,	306.45,	343.73,	383.30,	382.18,	84.17,	381.98,	388.71,	-1,	-1,	-1
375.13,	382.45,	370.98,	373.10,	6415500.00,	12.72,	-87.28,	-0.01496951,	97906250.00,	304.40,	342.89,	380.84,	381.40,	76.13,	380.11,	386.87,	-1,	-1,	-1
374.95,	384.00,	372.15,	383.38,	4398750.00,	47.85,	-52.15,	-0.00296474,	102305000.00,	303.26,	341.35,	380.52,	379.58,	71.74,	379.14,	385.22,	1,	-1,	1
386.65,	388.50,	382.83,	384.40,	1921750.00,	51.25,	-48.75,	0.00523013,	104226750.00,	303.04,	341.63,	378.80,	379.47,	73.41,	380.00,	383.25,	1,	1,	-1
382.63,	390.70,	380.35,	389.92,	4173250.00,	69.68,	-30.32,	0.03619453,	108400000.00,	303.44,	342.48,	378.06,	380.41,	75.10,	381.47,	381.90,	1,	-1,	1
390.50,	396.25,	386.77,	394.73,	4529250.00,	108.26,	8.26,	0.05797373,	112929250.00,	306.16,	343.93,	380.86,	381.80,	78.29,	381.17,	381.51,	1,	1,	1
394.58,	397.55,	392.10,	395.58,	4482250.00,	97.54,	-2.46,	0.03182221,	117411500.00,	310.49,	344.75,	386.69,	381.37,	80.34,	382.09,	380.79,	1,	1,	1
396.75,	401.75,	394.50,	397.02,	5554250.00,	98.14,	-1.86,	0.03283039,	122965750.00,	312.93,	346.43,	389.79,	382.71,	80.38,	382.48,	381.07,	1,	1,	1
398.00,	398.50,	392.63,	394.67,	2981000.00,	78.35,	-21.65,	0.01218199,	119984750.00,	315.45,	347.68,	393.52,	383.24,	72.32,	383.15,	382.34,	-1,	1,	-1
395.50,	402.95,	395.27,	399.83,	4924500.00,	94.13,	-5.87,	0.01292022,	124909250.00,	316.40,	348.91,	395.45,	384.35,	67.11,	385.29,	383.90,	1,	-1,	1
400.83,	402.75,	395.13,	400.73,	4161750.00,	93.06,	-6.94,	0.01301886,	129071000.00,	317.42,	351.26,	396.40,	387.11,	60.63,	389.24,	384.18,	1,	1,	-1
400.00,	410.20,	400.00,	409.63,	6436250.00,	120.89,	20.89,	0.03176162,	135507250.00,	318.45,	354.03,	397.48,	391.00,	53.02,	392.06,	385.43,	1,	-1,	1
410.50,	416.35,	408.00,	415.10,	6429250.00,	112.49,	12.49,	0.05176477,	141936500.00,	320.97,	356.65,	399.58,	393.64,	50.73,	395.17,	386.45,	1,	1,	1
414.00,	418.40,	412.67,	413.80,	4174250.00,	94.38,	-5.62,	0.03493985,	137762250.00,	325.06,	359.72,	404.37,	396.75,	49.04,	398.00,	387.95,	-1,	1,	-1
413.50,	417.50,	410.67,	415.13,	5757750.00,	93.10,	-6.90,	0.03593442,	143520000.00,	327.85,	362.11,	408.22,	399.27,	48.69,	400.02,	390.59,	1,	-1,	1
414.40,	420.45,	407.75,	409.23,	8270250.00,	80.66,	-19.34,	-0.00097649,	135249750.00,	330.73,	364.15,	412.87,	401.29,	54.41,	402.09,	394.27,	-1,	1,	-1
