open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
135.20,	135.40,	133.00,	133.21,	187250.00,	50.86,	-49.14,	-0.01142857,	1978500.00,	107.26,	120.52,	134.07,	133.20,	13.36,	134.03,	129.61,	-1,	1,	-1
133.00,	133.00,	130.20,	130.83,	218500.00,	38.77,	-61.23,	-0.01955935,	1760000.00,	106.96,	121.12,	133.66,	134.55,	15.07,	135.50,	130.35,	-1,	-1,	-1
131.60,	131.88,	130.16,	130.60,	176250.00,	37.60,	-62.40,	-0.01944590,	1583750.00,	106.43,	121.32,	133.36,	135.57,	18.87,	135.58,	131.30,	-1,	-1,	-1
133.00,	134.00,	131.20,	132.28,	218250.00,	46.14,	-53.86,	-0.01971246,	1802000.00,	105.92,	120.80,	132.94,	135.22,	17.08,	135.21,	132.09,	1,	1,	-1
133.00,	133.80,	131.44,	132.39,	465750.00,	46.70,	-53.30,	-0.00615569,	2267750.00,	105.38,	120.42,	131.84,	134.78,	18.83,	133.75,	132.89,	1,	0,	-1
132.84,	133.60,	131.22,	131.73,	234000.00,	43.34,	-56.66,	0.00687916,	2033750.00,	105.22,	119.56,	131.30,	133.26,	19.35,	133.04,	133.86,	-1,	-1,	-1
132.00,	132.50,	129.07,	129.53,	168000.00,	32.16,	-67.84,	-0.00819296,	1865750.00,	105.40,	119.26,	131.62,	132.83,	16.88,	132.78,	134.69,	-1,	-1,	-1
129.20,	132.80,	129.00,	131.14,	300250.00,	14.99,	-85.01,	-0.00861808,	2166000.00,	105.19,	118.87,	131.80,	132.53,	18.05,	132.48,	134.52,	1,	-1,	1
131.00,	131.80,	130.50,	131.24,	165250.00,	16.14,	-83.86,	-0.00868646,	2331250.00,	104.96,	118.67,	131.41,	132.27,	30.80,	131.84,	134.16,	1,	1,	1
131.00,	131.20,	129.62,	130.85,	144750.00,	13.33,	-86.67,	-0.00668033,	2186500.00,	104.73,	118.30,	130.91,	131.62,	54.14,	131.33,	133.01,	-1,	0,	-1
131.36,	131.70,	129.60,	130.86,	290000.00,	25.20,	-74.80,	0.01026789,	2476500.00,	104.55,	118.06,	130.54,	131.23,	68.33,	131.30,	132.50,	1,	1,	-1
131.13,	131.42,	129.36,	129.70,	256750.00,	9.59,	-90.41,	-0.01098063,	2219750.00,	104.82,	118.06,	131.07,	131.29,	85.73,	131.45,	132.25,	-1,	-1,	-1
128.80,	131.20,	125.97,	130.41,	410000.00,	19.32,	-80.68,	-0.00632429,	2629750.00,	104.53,	117.97,	130.83,	131.36,	89.54,	131.23,	132.01,	1,	-1,	1
130.20,	130.20,	127.42,	129.14,	260000.00,	33.12,	-66.88,	-0.01306840,	2369750.00,	104.36,	117.79,	130.54,	131.09,	82.60,	130.87,	131.50,	-1,	1,	-1
