c,gamma,dist+plus_actual,dist_minus_act,pred_plus_train,pred_minus_train,pred_plus_test,pred_minus_test,pred_tain_accuracy_tot,pred_train_acc_plus,pred_train_acc_minus,pre_test_acc_tot,pred_test_acc_plus,pred_test_acc_minus,ret_pt_tot_train,ret_pt_tot_plus,ret_pt_train_minus,ret_pt_cor_train,ret_pt_inc_train,rt_pt_tot_test,rt_pt_plus_test,rt_pt_minus_test,rt_pt_cor_test,ret_pt_inc_test
50,0.0096153846,54.0833333333,45.9166666667,56.8568568569,43.1431431431,61.6915422886,38.3084577114,56.2562562563,58.6267605634,53.13225058,51.2437810945,56.4516129032,42.8571428571,0.1454875655,0.1505182347,0.1388884427,1.1223185156,-1.1050340609,0.1427895225,0.1631699738,0.1099690555,1.2190383183,-0.9883699261
50,0.0095238095,54.0833333333,45.9166666667,56.5565565566,43.4434434434,61.6915422886,38.3084577114,56.3563563564,58.7610619469,53.2258064516,51.2437810945,56.4516129032,42.8571428571,0.1481080153,0.1536387477,0.1409408964,1.1226546019,-1.1045625972,0.1427895225,0.1631699738,0.1099690555,1.2190383183,-0.9883699261
50,0.0094339623,54.0833333333,45.9166666667,56.5565565566,43.4434434434,61.6915422886,38.3084577114,56.3563563564,58.7610619469,53.2258064516,51.2437810945,56.4516129032,42.8571428571,0.1481080153,0.1536387477,0.1409408964,1.1226546019,-1.1045625972,0.1427895225,0.1631699738,0.1099690555,1.2190383183,-0.9883699261
50,0.0093457944,54.0833333333,45.9166666667,56.4564564565,43.5435435435,61.6915422886,38.3084577114,56.4564564565,58.865248227,53.3333333333,51.2437810945,56.4516129032,42.8571428571,0.1531870815,0.1584183778,0.146435477,1.1251713005,-1.1012731006,0.1427895225,0.1631699738,0.1099690555,1.2190383183,-0.9883699261
50,0.0092592593,54.0833333333,45.9166666667,56.2562562563,43.7437437437,61.6915422886,38.3084577114,56.2562562563,58.71886121,53.0892448513,51.2437810945,56.4516129032,42.8571428571,0.149218055,0.1554474508,0.1412432932,1.1256407753,-1.1007809629,0.1427895225,0.1631699738,0.1099690555,1.2190383183,-0.9883699261
50,0.0091743119,54.0833333333,45.9166666667,56.0560560561,43.9439439439,61.6915422886,38.3084577114,56.4564564565,58.9285714286,53.3029612756,51.2437810945,56.4516129032,42.8571428571,0.1506746021,0.1573044092,0.1422557994,1.1229416978,-1.1041506656,0.1427895225,0.1631699738,0.1099690555,1.2190383183,-0.9883699261
50,0.0090909091,54.0833333333,45.9166666667,56.0560560561,43.9439439439,61.6915422886,38.3084577114,56.4564564565,58.9285714286,53.3029612756,51.2437810945,56.4516129032,42.8571428571,0.1506746021,0.1573044092,0.1422557994,1.1229416978,-1.1041506656,0.1427895225,0.1631699738,0.1099690555,1.2190383183,-0.9883699261
50,0.009009009,54.0833333333,45.9166666667,56.0560560561,43.9439439439,61.1940298507,38.8059701493,56.4564564565,58.9285714286,53.3029612756,51.7412935323,56.9105691057,43.5897435897,0.1506746021,0.1573044092,0.1422557994,1.1229416978,-1.1041506656,0.1482906778,0.1689914053,0.1156472228,1.2126328162,-0.9928596562
50,0.0089285714,54.0833333333,45.9166666667,56.0560560561,43.9439439439,60.6965174129,39.3034825871,56.4564564565,58.9285714286,53.3029612756,52.2388059701,57.3770491803,44.3037974684,0.1506746021,0.1573044092,0.1422557994,1.1229416978,-1.1041506656,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0088495575,54.0833333333,45.9166666667,55.955955956,44.044044044,60.6965174129,39.3034825871,56.3563563564,58.85509839,53.1818181818,52.2388059701,57.3770491803,44.3037974684,0.1470704088,0.1543588022,0.1378527348,1.1217321826,-1.105748264,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0087719298,54.0833333333,45.9166666667,55.955955956,44.044044044,60.6965174129,39.3034825871,56.3563563564,58.85509839,53.1818181818,52.2388059701,57.3770491803,44.3037974684,0.1470704088,0.1543588022,0.1378527348,1.1217321826,-1.105748264,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0086956522,54.0833333333,45.9166666667,55.955955956,44.044044044,60.6965174129,39.3034825871,56.3563563564,58.85509839,53.1818181818,52.2388059701,57.3770491803,44.3037974684,0.1470704088,0.1543588022,0.1378527348,1.1217321826,-1.105748264,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0086206897,54.0833333333,45.9166666667,55.955955956,44.044044044,60.6965174129,39.3034825871,56.3563563564,58.85509839,53.1818181818,52.2388059701,57.3770491803,44.3037974684,0.1470704088,0.1543588022,0.1378527348,1.1217321826,-1.105748264,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0085470085,54.0833333333,45.9166666667,55.955955956,44.044044044,60.6965174129,39.3034825871,56.3563563564,58.85509839,53.1818181818,52.2388059701,57.3770491803,44.3037974684,0.1470704088,0.1543588022,0.1378527348,1.1217321826,-1.105748264,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0084745763,54.0833333333,45.9166666667,55.955955956,44.044044044,60.6965174129,39.3034825871,56.3563563564,58.85509839,53.1818181818,52.2388059701,57.3770491803,44.3037974684,0.1470704088,0.1543588022,0.1378527348,1.1217321826,-1.105748264,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0084033613,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.6965174129,39.3034825871,56.2562562563,58.7813620072,53.0612244898,52.2388059701,57.3770491803,44.3037974684,0.14687525,0.1544603825,0.137321065,1.1235543449,-1.1034519741,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0083333333,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.6965174129,39.3034825871,56.2562562563,58.7813620072,53.0612244898,52.2388059701,57.3770491803,44.3037974684,0.14687525,0.1544603825,0.137321065,1.1235543449,-1.1034519741,0.1485153278,0.1705616408,0.1144691228,1.2012989544,-1.0029667638
50,0.0082644628,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,51.7412935323,57.0247933884,43.75,0.14687525,0.1544603825,0.137321065,1.1235543449,-1.1034519741,0.1365979589,0.1620729307,0.0980670641,1.2013336023,-1.0049742773
50,0.0081967213,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,51.7412935323,57.0247933884,43.75,0.14687525,0.1544603825,0.137321065,1.1235543449,-1.1034519741,0.1365979589,0.1620729307,0.0980670641,1.2013336023,-1.0049742773
50,0.0081300813,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,51.7412935323,57.0247933884,43.75,0.14687525,0.1544603825,0.137321065,1.1235543449,-1.1034519741,0.1365979589,0.1620729307,0.0980670641,1.2013336023,-1.0049742773
50,0.0080645161,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,51.7412935323,57.0247933884,43.75,0.14687525,0.1544603825,0.137321065,1.1235543449,-1.1034519741,0.1365979589,0.1620729307,0.0980670641,1.2013336023,-1.0049742773
50,0.008,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,51.7412935323,57.0247933884,43.75,0.14687525,0.1544603825,0.137321065,1.1235543449,-1.1034519741,0.1365979589,0.1620729307,0.0980670641,1.2013336023,-1.0049742773
50,0.0079365079,54.0833333333,45.9166666667,55.6556556557,44.3443443443,60.1990049751,39.8009950249,56.0560560561,58.6330935252,52.8216704289,51.7412935323,57.0247933884,43.75,0.1366752325,0.1458341451,0.1252317372,1.1184507734,-1.110023867,0.1365979589,0.1620729307,0.0980670641,1.2013336023,-1.0049742773
50,0.0078740157,54.0833333333,45.9166666667,55.6556556557,44.3443443443,59.7014925373,40.2985074627,56.0560560561,58.6330935252,52.8216704289,52.2388059701,57.5,44.4444444444,0.1366752325,0.1458341451,0.1252317372,1.1184507734,-1.110023867,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0078125,54.0833333333,45.9166666667,55.5555555556,44.4444444444,59.7014925373,40.2985074627,56.1561561562,58.7387387387,52.9279279279,52.2388059701,57.5,44.4444444444,0.137655657,0.1469810579,0.1260511783,1.1173317925,-1.1114314156,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.007751938,54.0833333333,45.9166666667,55.5555555556,44.4444444444,59.7014925373,40.2985074627,56.1561561562,58.7387387387,52.9279279279,52.2388059701,57.5,44.4444444444,0.137655657,0.1469810579,0.1260511783,1.1173317925,-1.1114314156,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0076923077,54.0833333333,45.9166666667,55.4554554555,44.5445445445,59.7014925373,40.2985074627,56.2562562563,58.844765343,53.0337078652,52.2388059701,57.5,44.4444444444,0.1377659033,0.1473459665,0.125892626,1.1154418396,-1.1138374593,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0076335878,54.0833333333,45.9166666667,55.4554554555,44.5445445445,59.7014925373,40.2985074627,56.2562562563,58.844765343,53.0337078652,52.2388059701,57.5,44.4444444444,0.1377659033,0.1473459665,0.125892626,1.1154418396,-1.1138374593,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0075757576,54.0833333333,45.9166666667,55.4554554555,44.5445445445,59.7014925373,40.2985074627,56.2562562563,58.844765343,53.0337078652,52.2388059701,57.5,44.4444444444,0.1377659033,0.1473459665,0.125892626,1.1154418396,-1.1138374593,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.007518797,54.0833333333,45.9166666667,55.4554554555,44.5445445445,59.7014925373,40.2985074627,56.2562562563,58.844765343,53.0337078652,52.2388059701,57.5,44.4444444444,0.1377659033,0.1473459665,0.125892626,1.1154418396,-1.1138374593,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0074626866,54.0833333333,45.9166666667,55.4554554555,44.5445445445,59.7014925373,40.2985074627,56.2562562563,58.844765343,53.0337078652,52.2388059701,57.5,44.4444444444,0.1377659033,0.1473459665,0.125892626,1.1154418396,-1.1138374593,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0074074074,54.0833333333,45.9166666667,55.4554554555,44.5445445445,59.7014925373,40.2985074627,56.2562562563,58.844765343,53.0337078652,52.2388059701,57.5,44.4444444444,0.1377659033,0.1473459665,0.125892626,1.1154418396,-1.1138374593,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0073529412,54.0833333333,45.9166666667,55.4554554555,44.5445445445,59.7014925373,40.2985074627,56.2562562563,58.844765343,53.0337078652,52.2388059701,57.5,44.4444444444,0.1377659033,0.1473459665,0.125892626,1.1154418396,-1.1138374593,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0072992701,54.0833333333,45.9166666667,55.3553553554,44.6446446446,59.7014925373,40.2985074627,56.1561561562,58.7703435805,52.9147982063,52.2388059701,57.5,44.4444444444,0.1376725954,0.1475279653,0.1255073732,1.1173469042,-1.1114121482,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0072463768,54.0833333333,45.9166666667,55.3553553554,44.6446446446,59.7014925373,40.2985074627,56.1561561562,58.7703435805,52.9147982063,52.2388059701,57.5,44.4444444444,0.1376725954,0.1475279653,0.1255073732,1.1173469042,-1.1114121482,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
50,0.0071942446,54.0833333333,45.9166666667,55.2552552553,44.7447447447,59.7014925373,40.2985074627,56.0560560561,58.6956521739,52.7964205817,52.2388059701,57.5,44.4444444444,0.1365050486,0.146736608,0.1239263831,1.1182986715,-1.1102170123,0.1407411338,0.1668934474,0.1019969655,1.1938579401,-1.0111053732
100,1000,54.0833333333,45.9166666667,53.5535535536,46.4464464464,99.0049751244,0.9950248756,100,100,100,56.7164179104,56.783919598,50,1.1147382202,1.0665501122,1.1751048457,1.1147382202,0,0.0528255351,0.0562396785,-0.2868817324,1.0221014565,-1.2172601551
100,200,54.0833333333,45.9166666667,53.5535535536,46.4464464464,80.0995024876,19.9004975124,100,100,100,52.736318408,55.900621118,40,1.1147382202,1.0665501122,1.1751048457,1.1147382202,0,-0.0108201165,0.029784522,-0.1742537861,1.0388979063,-1.1820844366
100,100,54.0833333333,45.9166666667,53.5535535536,46.4464464464,67.1641791045,32.8358208955,100,100,100,52.736318408,57.037037037,43.9393939394,1.1147382202,1.0665501122,1.1751048457,1.1147382202,0,0.0418008621,0.0746941954,-0.025480956,1.088788551,-1.1264169803
100,20,54.0833333333,45.9166666667,52.8528528529,47.1471471471,47.7611940299,52.2388059701,98.6986986987,99.4318181818,97.8768577495,49.2537313433,56.25,42.8571428571,1.0886485684,1.0559591653,1.1299167254,1.11618936,-1.0044515975,0.0453036413,0.1087056842,-0.0126639409,1.1693294517,-1.0456625865
100,10,54.0833333333,45.9166666667,53.1531531532,46.8468468468,46.7661691542,53.2338308458,95.7957957958,96.4218455744,95.0854700855,53.2338308458,60.6382978723,46.7289719626,1.0314396379,0.9960703759,1.0759780085,1.1200855245,-0.9926414395,0.1066626326,0.1766204715,0.0452043443,1.1395345266,-1.0690532467
100,6.6666666667,54.0833333333,45.9166666667,53.6536536537,46.3463463463,51.2437810945,48.7562189055,91.8918918919,92.3507462687,91.3606911447,50.7462686567,57.2815533981,43.8775510204,0.9702944911,0.929683253,1.0215001339,1.1343031218,-0.8925195856,0.0846690368,0.139727844,0.0268011067,1.1737239016,-1.0373874907
100,3.5714285714,54.0833333333,45.9166666667,53.0530530531,46.9469469469,46.2686567164,53.7313432836,81.4814814815,83.0188679245,79.7441364606,50.7462686567,58.064516129,44.4444444444,0.7320512115,0.7152254003,0.7525825543,1.134132651,-1.0297572467,-0.0359537617,0.0244018999,-0.0879266925,1.0548749678,-1.1598379073
100,1.3333333333,54.0833333333,45.9166666667,55.0550550551,44.9449449449,57.2139303483,42.7860696517,70.2702702703,71.6363636364,68.5968819599,56.7164179104,61.7391304348,50,0.5006400171,0.478633017,0.528649995,1.1500665829,-1.0313964788,0.2510632665,0.270561635,0.2249898668,1.1968636671,-0.9882613964
100,1,54.0833333333,45.9166666667,55.3553553554,44.6446446446,61.1940298507,38.8059701493,67.967967968,69.4394213382,66.1434977578,57.7114427861,61.7886178862,51.2820512821,0.4243379141,0.4069782221,0.4467635239,1.1328053018,-1.0764652749,0.2371813255,0.2416215687,0.2301794035,1.1642010602,-1.0279279595
100,0.1,54.0833333333,45.9166666667,70.8708708709,29.1291291291,76.1194029851,23.8805970149,59.2592592593,59.0395480226,59.793814433,53.7313432836,56.862745098,43.75,0.2101576688,0.1662365925,0.3168016521,1.1201189062,-1.1069500391,0.0451933983,0.0681350737,-0.0279331919,1.0717827435,-1.1469748736
100,0.0909090909,54.0833333333,45.9166666667,70.5705705706,29.4294294294,76.1194029851,23.8805970149,59.1591591592,59.0070921986,59.5238095238,53.7313432836,56.862745098,43.75,0.2106127197,0.1672655765,0.3143519843,1.1223995692,-1.1036946659,0.0451933983,0.0681350737,-0.0279331919,1.0717827435,-1.1469748736
100,0.0833333333,54.0833333333,45.9166666667,69.8698698699,30.1301301301,76.6169154229,23.3830845771,58.6586586587,58.7392550143,58.4717607973,53.2338308458,56.4935064935,42.5531914894,0.2051753954,0.1650473766,0.2980544854,1.1273323629,-1.0969546839,0.0299619686,0.0577526467,-0.0610968488,1.0674932488,-1.15105768
100,0.0769230769,54.0833333333,45.9166666667,69.2692692693,30.7307307307,76.6169154229,23.3830845771,58.6586586587,58.8150289017,58.3061889251,53.2338308458,56.4935064935,42.5531914894,0.2129558987,0.1720956106,0.3048915471,1.1339776562,-1.0875712094,0.0242020972,0.0539937695,-0.0734131697,1.062083276,-1.1572158405
100,0.0714285714,54.0833333333,45.9166666667,68.968968969,31.031031031,76.6169154229,23.3830845771,58.5585585586,58.7808417997,58.064516129,53.2338308458,56.4935064935,42.5531914894,0.2166313134,0.1755098597,0.3078654069,1.139060601,-1.0805348723,0.0242020972,0.0539937695,-0.0734131697,1.062083276,-1.1572158405
100,0.0666666667,54.0833333333,45.9166666667,68.8688688689,31.1311311311,76.6169154229,23.3830845771,58.6586586587,58.8662790698,58.1993569132,53.2338308458,56.4935064935,42.5531914894,0.2210526484,0.1789763154,0.313971217,1.1408930542,-1.0778063342,0.0242020972,0.0539937695,-0.0734131697,1.062083276,-1.1572158405
100,0.0625,54.0833333333,45.9166666667,68.8688688689,31.1311311311,76.6169154229,23.3830845771,58.6586586587,58.8662790698,58.1993569132,53.2338308458,56.4935064935,42.5531914894,0.2210526484,0.1789763154,0.313971217,1.1408930542,-1.0778063342,0.0242020972,0.0539937695,-0.0734131697,1.062083276,-1.1572158405
100,0.0588235294,54.0833333333,45.9166666667,68.8688688689,31.1311311311,76.6169154229,23.3830845771,58.6586586587,58.8662790698,58.1993569132,53.2338308458,56.4935064935,42.5531914894,0.2210526484,0.1789763154,0.313971217,1.1408930542,-1.0778063342,0.0242020972,0.0539937695,-0.0734131697,1.062083276,-1.1572158405
100,0.0555555556,54.0833333333,45.9166666667,68.8688688689,31.1311311311,76.6169154229,23.3830845771,58.6586586587,58.8662790698,58.1993569132,53.2338308458,56.4935064935,42.5531914894,0.2210526484,0.1789763154,0.313971217,1.1408930542,-1.0778063342,0.0242020972,0.0539937695,-0.0734131697,1.062083276,-1.1572158405
100,0.0526315789,54.0833333333,45.9166666667,68.5685685686,31.4314314314,76.1194029851,23.8805970149,58.7587587588,58.9781021898,58.2802547771,53.7313432836,56.862745098,43.75,0.2246139723,0.1823573235,0.3166395629,1.1419859836,-1.0761043143,0.0509967191,0.0719470589,-0.0157824889,1.077183056,-1.140703543
100,0.05,54.0833333333,45.9166666667,68.2682682683,31.7317317317,76.1194029851,23.8805970149,58.6586586587,58.9442815249,58.0441640379,53.7313432836,56.862745098,43.75,0.2274653075,0.1852477558,0.318140112,1.1463700779,-1.0700725128,0.0509967191,0.0719470589,-0.0157824889,1.077183056,-1.140703543
100,0.0476190476,54.0833333333,45.9166666667,68.5685685686,31.4314314314,76.1194029851,23.8805970149,58.7587587588,58.9781021898,58.2802547771,53.7313432836,56.862745098,43.75,0.2338819091,0.1891191346,0.3313652847,1.1498882023,-1.0648999607,0.0509967191,0.0719470589,-0.0157824889,1.077183056,-1.140703543
100,0.0454545455,54.0833333333,45.9166666667,68.3683683684,31.6316316316,76.1194029851,23.8805970149,58.5585585586,58.8579795022,57.9113924051,53.7313432836,56.862745098,43.75,0.2287418895,0.1859110329,0.3211592583,1.1494218717,-1.0659643354,0.0509967191,0.0719470589,-0.0157824889,1.077183056,-1.140703543
100,0.0434782609,54.0833333333,45.9166666667,68.2682682683,31.7317317317,76.1194029851,23.8805970149,58.2582582583,58.651026393,57.4132492114,53.7313432836,56.862745098,43.75,0.2156038953,0.1765557546,0.2994714427,1.1440485031,-1.0740256077,0.0509967191,0.0719470589,-0.0157824889,1.077183056,-1.140703543
100,0.0416666667,54.0833333333,45.9166666667,68.2682682683,31.7317317317,76.1194029851,23.8805970149,58.2582582583,58.651026393,57.4132492114,53.7313432836,56.862745098,43.75,0.2156038953,0.1765557546,0.2994714427,1.1440485031,-1.0740256077,0.0509967191,0.0719470589,-0.0157824889,1.077183056,-1.140703543
100,0.04,54.0833333333,45.9166666667,68.2682682683,31.7317317317,75.6218905473,24.3781094527,58.2582582583,58.651026393,57.4132492114,53.2338308458,56.5789473684,42.8571428571,0.2156038953,0.1765557546,0.2994714427,1.1440485031,-1.0740256077,0.0407721328,0.0656600598,-0.0364312326,1.0776467207,-1.1395000045
100,0.0384615385,54.0833333333,45.9166666667,68.2682682683,31.7317317317,75.6218905473,24.3781094527,58.2582582583,58.651026393,57.4132492114,53.2338308458,56.5789473684,42.8571428571,0.2156038953,0.1765557546,0.2994714427,1.1440485031,-1.0740256077,0.0407721328,0.0656600598,-0.0364312326,1.0776467207,-1.1395000045
100,0.037037037,54.0833333333,45.9166666667,67.8678678679,32.1321321321,75.1243781095,24.8756218905,58.4584584585,58.8495575221,57.6323987539,52.736318408,56.2913907285,42,0.2238892578,0.1837030992,0.3086296358,1.1472312547,-1.0692323877,0.0370504571,0.0636178853,-0.043183176,1.0842846293,-1.1314424087
100,0.0357142857,54.0833333333,45.9166666667,67.8678678679,32.1321321321,75.1243781095,24.8756218905,58.4584584585,58.8495575221,57.6323987539,52.736318408,56.2913907285,42,0.2238892578,0.1837030992,0.3086296358,1.1472312547,-1.0692323877,0.0370504571,0.0636178853,-0.043183176,1.0842846293,-1.1314424087
100,0.0344827586,54.0833333333,45.9166666667,67.6676676677,32.3323323323,75.1243781095,24.8756218905,58.2582582583,58.7278106509,57.2755417957,52.736318408,56.2913907285,42,0.2136725327,0.1766926638,0.2909421969,1.1423875976,-1.0763326411,0.0370504571,0.0636178853,-0.043183176,1.0842846293,-1.1314424087
100,0.0333333333,54.0833333333,45.9166666667,67.2672672673,32.7327327327,75.1243781095,24.8756218905,58.2582582583,58.7797619048,57.1865443425,52.736318408,56.2913907285,42,0.2083617488,0.1737932929,0.2792903185,1.1378205061,-1.0826764294,0.0370504571,0.0636178853,-0.043183176,1.0842846293,-1.1314424087
100,0.0322580645,54.0833333333,45.9166666667,66.7667667668,33.2332332332,74.6268656716,25.3731343284,57.7577577578,58.4707646177,56.3253012048,53.2338308458,56.6666666667,43.137254902,0.1998321405,0.1687033191,0.2622767433,1.1402815694,-1.0799775776,0.1588190157,0.1456269388,0.197619242,1.1885225313,-1.0132903052
100,0.03125,54.0833333333,45.9166666667,66.3663663664,33.6336336336,74.6268656716,25.3731343284,57.957957958,58.6726998492,56.5476190476,53.2338308458,56.6666666667,43.137254902,0.210312414,0.1778871705,0.2739157763,1.1454021458,-1.0726661517,0.1588190157,0.1456269388,0.197619242,1.1885225313,-1.0132903052
100,0.0303030303,54.0833333333,45.9166666667,65.8658658659,34.1341341341,74.1293532338,25.8706467662,57.6576576577,58.5106382979,56.0117302053,52.736318408,56.3758389262,42.3076923077,0.2008879243,0.1720702689,0.2561707735,1.1431786204,-1.0761931132,0.1586804136,0.1465108141,0.1935509967,1.1996035975,-1.0027707179
100,0.0294117647,54.0833333333,45.9166666667,65.7657657658,34.2342342342,73.1343283582,26.8656716418,57.5575575576,58.4474885845,55.8479532164,52.736318408,56.462585034,42.5925925926,0.1972456169,0.1695574765,0.2501267455,1.1419963661,-1.077946122,0.1745156173,0.1593302672,0.2158535148,1.2146171633,-0.9860187393
100,0.0285714286,54.0833333333,45.9166666667,65.7657657658,34.2342342342,73.631840796,26.368159204,57.5575575576,58.4474885845,55.8479532164,53.2338308458,56.7567567568,43.3962264151,0.1972456169,0.1695574765,0.2501267455,1.1419963661,-1.077946122,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.0277777778,54.0833333333,45.9166666667,65.7657657658,34.2342342342,73.631840796,26.368159204,57.5575575576,58.4474885845,55.8479532164,53.2338308458,56.7567567568,43.3962264151,0.1972456169,0.1695574765,0.2501267455,1.1419963661,-1.077946122,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.027027027,54.0833333333,45.9166666667,65.5655655656,34.4344344344,73.631840796,26.368159204,57.7577577578,58.6259541985,56.1046511628,53.2338308458,56.7567567568,43.3962264151,0.2048891557,0.1759158065,0.259737548,1.1446681138,-1.0740081528,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.0263157895,54.0833333333,45.9166666667,65.4654654655,34.5345345345,73.631840796,26.368159204,57.4574574575,58.4097859327,55.652173913,53.2338308458,56.7567567568,43.3962264151,0.1959392149,0.169335486,0.2460799603,1.1428467879,-1.0769529325,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.0256410256,54.0833333333,45.9166666667,65.6656656657,34.3343343343,73.631840796,26.368159204,57.4574574575,58.3841463415,55.6851311953,53.2338308458,56.7567567568,43.3962264151,0.1957166974,0.1686494479,0.2471836992,1.1426527635,-1.0772137522,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.025,54.0833333333,45.9166666667,65.6656656657,34.3343343343,73.631840796,26.368159204,57.4574574575,58.3841463415,55.6851311953,53.2338308458,56.7567567568,43.3962264151,0.1957166974,0.1686494479,0.2471836992,1.1426527635,-1.0772137522,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.0243902439,54.0833333333,45.9166666667,65.6656656657,34.3343343343,73.631840796,26.368159204,57.4574574575,58.3841463415,55.6851311953,53.2338308458,56.7567567568,43.3962264151,0.1957166974,0.1686494479,0.2471836992,1.1426527635,-1.0772137522,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.0238095238,54.0833333333,45.9166666667,65.5655655656,34.4344344344,73.631840796,26.368159204,57.5575575576,58.4732824427,55.8139534884,53.2338308458,56.7567567568,43.3962264151,0.1960781338,0.1691831096,0.2469921247,1.1409801481,-1.0793177776,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.023255814,54.0833333333,45.9166666667,65.5655655656,34.4344344344,73.631840796,26.368159204,57.5575575576,58.4732824427,55.8139534884,53.2338308458,56.7567567568,43.3962264151,0.1960781338,0.1691831096,0.2469921247,1.1409801481,-1.0793177776,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
100,0.0227272727,54.0833333333,45.9166666667,65.3653653654,34.6346346346,73.1343283582,26.8656716418,57.5575575576,58.4992343032,55.7803468208,53.7313432836,57.1428571429,44.4444444444,0.1963006513,0.1698718327,0.2458926585,1.1411738351,-1.0790563457,0.1867987786,0.1677279387,0.2387138428,1.2035544169,-0.9939497045
100,0.0222222222,54.0833333333,45.9166666667,65.2652652653,34.7347347347,72.6368159204,27.3631840796,57.4574574575,58.4355828221,55.6195965418,54.2288557214,57.5342465753,45.4545454545,0.1956080722,0.1696007223,0.244194869,1.1425580476,-1.0773410752,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
100,0.0217391304,54.0833333333,45.9166666667,65.0650650651,34.9349349349,72.6368159204,27.3631840796,57.2572572573,58.3076923077,55.3008595989,54.2288557214,57.5342465753,45.4545454545,0.1799025557,0.158029323,0.2204085421,1.1328106789,-1.0906416087,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
100,0.0212765957,54.0833333333,45.9166666667,65.0650650651,34.9349349349,72.6368159204,27.3631840796,57.2572572573,58.3076923077,55.3008595989,54.2288557214,57.5342465753,45.4545454545,0.1799025557,0.158029323,0.2204085421,1.1328106789,-1.0906416087,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
100,0.0208333333,54.0833333333,45.9166666667,64.964964965,35.035035035,72.6368159204,27.3631840796,57.3573573574,58.3975346687,55.4285714286,54.2288557214,57.5342465753,45.4545454545,0.1841265074,0.1615302739,0.2257883129,1.1345232045,-1.0882503792,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
100,0.0204081633,54.0833333333,45.9166666667,64.8648648649,35.1351351351,72.6368159204,27.3631840796,57.2572572573,58.3333333333,55.2706552707,54.2288557214,57.5342465753,45.4545454545,0.1830366188,0.1609377447,0.2236033907,1.1355529842,-1.0869852016,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
