c,gamma,dist+plus_actual,dist_minus_act,pred_plus_train,pred_minus_train,pred_plus_test,pred_minus_test,pred_tain_accuracy_tot,pred_train_acc_plus,pred_train_acc_minus,pre_test_acc_tot,pred_test_acc_plus,pred_test_acc_minus,ret_pt_tot_train,ret_pt_tot_plus,ret_pt_train_minus,ret_pt_cor_train,ret_pt_inc_train,rt_pt_tot_test,rt_pt_plus_test,rt_pt_minus_test,rt_pt_cor_test,ret_pt_inc_test
8,0.0085470085,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1409257346,0.1515685993,0.1279988924,1.1242572619,-1.1026994322,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0084745763,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1409257346,0.1515685993,0.1279988924,1.1242572619,-1.1026994322,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0084033613,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1409257346,0.1515685993,0.1279988924,1.1242572619,-1.1026994322,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0083333333,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1409257346,0.1515685993,0.1279988924,1.1242572619,-1.1026994322,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0082644628,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1409257346,0.1515685993,0.1279988924,1.1242572619,-1.1026994322,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0081967213,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1409257346,0.1515685993,0.1279988924,1.1242572619,-1.1026994322,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0081300813,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0080645161,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.008,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0079365079,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0078740157,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0078125,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.007751938,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0076923077,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0076335878,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0075757576,54.0833333333,45.9166666667,54.8548548549,45.1451451451,60.6965174129,39.3034825871,55.8558558559,58.5766423358,52.5498891353,51.2437810945,56.5573770492,43.0379746835,0.1364085411,0.1477195358,0.1227254834,1.1222203478,-1.1053137797,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.007518797,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1367485531,0.1477604402,0.1233734956,1.1205172273,-1.107429476,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0074626866,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1367485531,0.1477604402,0.1233734956,1.1205172273,-1.107429476,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0074074074,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1367485531,0.1477604402,0.1233734956,1.1205172273,-1.107429476,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0073529412,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1367485531,0.1477604402,0.1233734956,1.1205172273,-1.107429476,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0072992701,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1367485531,0.1477604402,0.1233734956,1.1205172273,-1.107429476,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0072463768,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1367485531,0.1477604402,0.1233734956,1.1205172273,-1.107429476,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
8,0.0071942446,54.0833333333,45.9166666667,54.954954955,45.045045045,60.6965174129,39.3034825871,55.955955956,58.6520947177,52.6666666667,51.2437810945,56.5573770492,43.0379746835,0.1367485531,0.1477604402,0.1233734956,1.1205172273,-1.107429476,0.1296290744,0.1550037026,0.0904429397,1.2061972985,-1.0018660999
10,1000,54.0833333333,45.9166666667,53.5535535536,46.4464464464,99.0049751244,0.9950248756,100,100,100,56.7164179104,56.783919598,50,1.1147382202,1.0665501122,1.1751048457,1.1147382202,0,0.0528255351,0.0562396785,-0.2868817324,1.0221014565,-1.2172601551
10,200,54.0833333333,45.9166666667,53.5535535536,46.4464464464,80.0995024876,19.9004975124,100,100,100,52.736318408,55.900621118,40,1.1147382202,1.0665501122,1.1751048457,1.1147382202,0,-0.0108201165,0.029784522,-0.1742537861,1.0388979063,-1.1820844366
10,100,54.0833333333,45.9166666667,53.5535535536,46.4464464464,66.6666666667,33.3333333333,100,100,100,52.2388059701,56.7164179104,43.2835820896,1.1147382202,1.0665501122,1.1751048457,1.1147382202,0,0.036160436,0.0710212952,-0.0335612824,1.0937592723,-1.1205882911
10,20,54.0833333333,45.9166666667,54.0540540541,45.9459459459,53.7313432836,46.2686567164,93.8938938939,93.8888888889,93.8997821351,53.2338308458,59.2592592593,46.2365591398,0.9981802646,0.9486426912,1.0585030252,1.1262148047,-0.9409234969,0.1435970616,0.1880947633,0.0919223114,1.1742252754,-1.0295648412
10,10,54.0833333333,45.9166666667,53.3533533534,46.6466466466,49.2537313433,50.7462686567,84.984984985,86.1163227017,83.6909871245,48.7562189055,55.5555555556,42.1568627451,0.8106870061,0.7850406704,0.8416938238,1.1337356774,-1.007798892,0.0202921943,0.0800211643,-0.0376800413,1.1556118908,-1.0599148955
10,6.6666666667,54.0833333333,45.9166666667,52.2522522523,47.7477477477,51.2437810945,48.7562189055,78.0780780781,80.2681992337,75.6813417191,52.736318408,59.2233009709,45.9183673469,0.649952637,0.6474695893,0.6540239832,1.1308934366,-1.057387202,0.0785976526,0.1338038235,0.0205748402,1.1236760741,-1.0874898493
10,3.5714285714,54.0833333333,45.9166666667,55.2552552553,44.7447447447,60.6965174129,39.3034825871,70.4704704705,71.7391304348,68.903803132,52.2388059701,57.3770491803,44.3037974684,0.4749737376,0.4528068471,0.5023359929,1.130185845,-1.0781216282,0.0274312443,0.0708161458,-0.0395682239,1.0854041888,-1.1297266637
10,1.3333333333,54.0833333333,45.9166666667,62.7627627628,37.2372372372,71.6417910448,28.3582089552,64.1641641642,64.1148325359,64.247311828,55.223880597,58.3333333333,47.3684210526,0.3564334494,0.3042560068,0.4442817979,1.1487073645,-1.0542542717,0.1266460171,0.1292406559,0.12009114,1.1165632837,-1.094251945
10,1,54.0833333333,45.9166666667,63.7637637638,36.2362362362,73.1343283582,26.8656716418,63.3633633634,63.2653061224,63.5359116022,53.7313432836,57.1428571429,44.4444444444,0.3399731349,0.2865742709,0.4338256838,1.1502101631,-1.0537226229,0.0421304131,0.0688220153,-0.0305300597,1.0689324656,-1.1502848737
10,0.1,54.0833333333,45.9166666667,65.7657657658,34.2342342342,73.1343283582,26.8656716418,57.3573573574,58.295281583,55.5555555556,53.7313432836,57.1428571429,44.4444444444,0.1946979869,0.1676167021,0.2464200919,1.1437571059,-1.0758881701,0.1867987786,0.1677279387,0.2387138428,1.2035544169,-0.9939497045
10,0.0909090909,54.0833333333,45.9166666667,65.5655655656,34.4344344344,73.631840796,26.368159204,57.5575575576,58.4732824427,55.8139534884,53.2338308458,56.7567567568,43.3962264151,0.1974723629,0.1702484709,0.2490089215,1.1421937337,-1.077679722,0.181809796,0.1632068529,0.2337576369,1.2101166754,-0.988709737
10,0.0833333333,54.0833333333,45.9166666667,65.3653653654,34.6346346346,73.1343283582,26.8656716418,57.3573573574,58.3460949464,55.4913294798,53.7313432836,57.1428571429,44.4444444444,0.1839111076,0.1603757123,0.2280737889,1.1343350586,-1.0885022661,0.1867987786,0.1677279387,0.2387138428,1.2035544169,-0.9939497045
10,0.0769230769,54.0833333333,45.9166666667,64.7647647648,35.2352352352,72.6368159204,27.3631840796,57.3573573574,58.4234930448,55.3977272727,54.2288557214,57.5342465753,45.4545454545,0.180428909,0.1591692423,0.2192848535,1.1312934523,-1.0925743231,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
10,0.0714285714,54.0833333333,45.9166666667,64.6646646647,35.3353353353,72.6368159204,27.3631840796,57.2572572573,58.3591331269,55.2407932011,54.2288557214,57.5342465753,45.4545454545,0.1786663303,0.1580500451,0.216182162,1.1317289818,-1.0920838715,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
10,0.0666666667,54.0833333333,45.9166666667,64.2642642643,35.7357357357,72.6368159204,27.3631840796,57.0570570571,58.2554517134,54.9019607843,54.2288557214,57.5342465753,45.4545454545,0.1737491326,0.1552013578,0.2069181338,1.131382316,-1.0927263071,0.2007843871,0.17850384,0.259929112,1.2054076208,-0.9894757486
10,0.0625,54.0833333333,45.9166666667,63.963963964,36.036036036,71.6417910448,28.3582089552,56.956956957,58.2159624413,54.7222222222,53.2338308458,56.9444444444,43.8596491228,0.1755630236,0.157350742,0.2077112224,1.1349662083,-1.0880953378,0.1761168068,0.1637671446,0.2073159533,1.2047695219,-0.9947963903
10,0.0588235294,54.0833333333,45.9166666667,63.6636636637,36.3363363363,71.6417910448,28.3582089552,56.8568568569,58.1761006289,54.5454545455,53.2338308458,56.9444444444,43.8596491228,0.1754242019,0.1579837167,0.2058136499,1.1368420638,-1.0857428781,0.1761168068,0.1637671446,0.2073159533,1.2047695219,-0.9947963903
10,0.0555555556,54.0833333333,45.9166666667,63.0630630631,36.9369369369,71.6417910448,28.3582089552,57.0570570571,58.4126984127,54.7425474255,53.2338308458,56.9444444444,43.8596491228,0.1757132191,0.1597179317,0.2028750279,1.1331069217,-1.090445506,0.1761168068,0.1637671446,0.2073159533,1.2047695219,-0.9947963903
10,0.0526315789,54.0833333333,45.9166666667,62.7627627628,37.2372372372,71.144278607,28.855721393,57.1571571572,58.5326953748,54.8387096774,53.7313432836,57.3426573427,44.8275862069,0.1820001769,0.1655006688,0.2096611169,1.1366332185,-1.0856636993,0.1837186254,0.1702549062,0.2169136571,1.2006881631,-0.9972782572
10,0.05,54.0833333333,45.9166666667,62.4624624625,37.5375375375,70.1492537313,29.8507462687,57.0570570571,58.4935897436,54.6666666667,53.7313432836,57.4468085106,45,0.1792305288,0.1640748565,0.2043157794,1.1361953665,-1.0863610199,0.1794485249,0.1696262872,0.2025307835,1.1967145974,-1.0018927206
10,0.0476190476,54.0833333333,45.9166666667,61.961961962,38.038038038,70.1492537313,29.8507462687,56.7567567568,58.3198707593,54.2105263158,53.7313432836,57.4468085106,45,0.170007924,0.1579431289,0.1895579454,1.1340660409,-1.0894873578,0.1794485249,0.1696262872,0.2025307835,1.1967145974,-1.0018927206
10,0.0454545455,54.0833333333,45.9166666667,61.4614614615,38.5385385385,69.6517412935,30.3482587065,56.6566566567,58.3061889251,54.025974026,53.2338308458,57.1428571429,44.262295082,0.1698947788,0.1591370808,0.1869625478,1.1359696396,-1.0871129711,0.1686981365,0.1631206604,0.1814989013,1.1978015186,-1.0027280537
10,0.0434782609,54.0833333333,45.9166666667,60.8608608609,39.1391391391,68.6567164179,31.3432835821,56.4564564565,58.2236842105,53.7084398977,53.2338308458,57.2463768116,44.4444444444,0.1663159185,0.1577614277,0.1795503471,1.1368219795,-1.0862365263,0.1597040447,0.1589346829,0.1613893136,1.1893537969,-1.0123440774
10,0.0416666667,54.0833333333,45.9166666667,60.3603603604,39.6396396396,68.6567164179,31.3432835821,56.5565565566,58.3747927032,53.7878787879,53.2338308458,57.2463768116,44.4444444444,0.1667028731,0.1593907443,0.1777812994,1.1351526853,-1.0882836955,0.1597040447,0.1589346829,0.1613893136,1.1893537969,-1.0123440774
10,0.04,54.0833333333,45.9166666667,60.1601601602,39.8398398398,67.6616915423,32.3383084577,56.3563563564,58.2362728785,53.5175879397,54.2288557214,58.0882352941,46.1538461538,0.164910092,0.1584281728,0.1746491756,1.1375914392,-1.0853629639,0.1742821243,0.1720447297,0.1789634424,1.1809720483,-1.0184265899
10,0.0384615385,54.0833333333,45.9166666667,59.6596596597,40.3403403403,66.6666666667,33.3333333333,56.0560560561,58.0536912752,53.1017369727,53.2338308458,57.4626865672,44.776119403,0.160001401,0.1556351208,0.1664268405,1.1392985365,-1.0835505171,0.15048252,0.1567628582,0.1379218436,1.1806924582,-1.0222032607
10,0.037037037,54.0833333333,45.9166666667,59.5595595596,40.4404404404,66.6666666667,33.3333333333,56.1561561562,58.1512605042,53.2178217822,53.2338308458,57.4626865672,44.776119403,0.1604211493,0.1562497749,0.1665343705,1.1376421827,-1.0855356682,0.15048252,0.1567628582,0.1379218436,1.1806924582,-1.0222032607
10,0.0357142857,54.0833333333,45.9166666667,59.5595595596,40.4404404404,66.6666666667,33.3333333333,56.1561561562,58.1512605042,53.2178217822,53.2338308458,57.4626865672,44.776119403,0.1604211493,0.1562497749,0.1665343705,1.1376421827,-1.0855356682,0.15048252,0.1567628582,0.1379218436,1.1806924582,-1.0222032607
10,0.0344827586,54.0833333333,45.9166666667,59.5595595596,40.4404404404,65.671641791,34.328358209,56.1561561562,58.1512605042,53.2178217822,53.2338308458,57.5757575758,44.9275362319,0.1604211493,0.1562497749,0.1665343705,1.1376421827,-1.0855356682,0.1539183582,0.1617539753,0.138928482,1.1839195773,-1.018529838
10,0.0333333333,54.0833333333,45.9166666667,59.0590590591,40.9409409409,65.671641791,34.328358209,56.0560560561,58.1355932203,53.0562347188,53.2338308458,57.5757575758,44.9275362319,0.1568890364,0.1545776162,0.1602071336,1.1365168606,-1.0870828039,0.1539183582,0.1617539753,0.138928482,1.1839195773,-1.018529838
10,0.0322580645,54.0833333333,45.9166666667,58.8588588589,41.1411411411,65.671641791,34.328358209,56.2562562563,58.3333333333,53.2846715328,53.2338308458,57.5757575758,44.9275362319,0.1622830953,0.1596947619,0.1659681801,1.1372761004,-1.0858856265,0.1539183582,0.1617539753,0.138928482,1.1839195773,-1.018529838
10,0.03125,54.0833333333,45.9166666667,58.8588588589,41.1411411411,65.671641791,34.328358209,56.2562562563,58.3333333333,53.2846715328,53.2338308458,57.5757575758,44.9275362319,0.1622830953,0.1596947619,0.1659681801,1.1372761004,-1.0858856265,0.1539183582,0.1617539753,0.138928482,1.1839195773,-1.018529838
10,0.0303030303,54.0833333333,45.9166666667,58.6586586587,41.3413413413,64.1791044776,35.8208955224,56.0560560561,58.1911262799,53.0266343826,52.736318408,57.3643410853,44.4444444444,0.1598901088,0.1581959561,0.1622823341,1.1391990691,-1.0836768249,0.1512684795,0.1634512553,0.1294410063,1.1925762449,-1.010611764
10,0.0294117647,54.0833333333,45.9166666667,58.2582582583,41.7417417417,64.1791044776,35.8208955224,56.0560560561,58.2474226804,52.9976019185,52.736318408,57.3643410853,44.4444444444,0.1585117699,0.1580978894,0.1590866588,1.1379671787,-1.0852411301,0.1512684795,0.1634512553,0.1294410063,1.1925762449,-1.010611764
10,0.0285714286,54.0833333333,45.9166666667,58.0580580581,41.9419419419,64.1791044776,35.8208955224,55.8558558559,58.1034482759,52.7446300716,52.736318408,57.3643410853,44.4444444444,0.1525646145,0.1535110696,0.1512607096,1.1367115928,-1.0870606991,0.1512684795,0.1634512553,0.1294410063,1.1925762449,-1.010611764
10,0.0277777778,54.0833333333,45.9166666667,57.957957958,42.042042042,63.6815920398,36.3184079602,55.955955956,58.2037996546,52.8571428571,52.2388059701,57.03125,43.8356164384,0.1530769732,0.1542190948,0.1515099391,1.1351368593,-1.0889399415,0.1497041946,0.1635000101,0.1255142715,1.2024368698,-1.0017221689
10,0.027027027,54.0833333333,45.9166666667,57.7577577578,42.2422422422,63.184079602,36.815920398,55.7557557558,58.0589254766,52.6066350711,51.7412935323,56.6929133858,43.2432432432,0.1521252179,0.1539280804,0.1496717942,1.1383575418,-1.0851076749,0.138173459,0.1556626958,0.1081581471,1.2028560807,-1.0033419293
10,0.0263157895,54.0833333333,45.9166666667,57.5575575576,42.4424424424,63.184079602,36.815920398,55.7557557558,58.0869565217,52.5943396226,51.7412935323,56.6929133858,43.2432432432,0.1470467097,0.1500429722,0.1430024586,1.1337941785,-1.0908324348,0.138173459,0.1556626958,0.1081581471,1.2028560807,-1.0033419293
10,0.0256410256,54.0833333333,45.9166666667,57.3573573574,42.6426426426,63.184079602,36.815920398,55.955955956,58.2897033159,52.8169014085,51.7412935323,56.6929133858,43.2432432432,0.1533155403,0.1560423364,0.1496649465,1.13535046,-1.0886697993,0.138173459,0.1556626958,0.1081581471,1.2028560807,-1.0033419293
10,0.025,54.0833333333,45.9166666667,57.2572572573,42.7427427427,63.184079602,36.815920398,56.0560560561,58.3916083916,52.9274004684,51.7412935323,56.6929133858,43.2432432432,0.1559803536,0.1586468493,0.152425026,1.1357047253,-1.0881140868,0.138173459,0.1556626958,0.1081581471,1.2028560807,-1.0033419293
10,0.0243902439,54.0833333333,45.9166666667,57.2572572573,42.7427427427,63.184079602,36.815920398,56.0560560561,58.3916083916,52.9274004684,51.7412935323,56.6929133858,43.2432432432,0.1559803536,0.1586468493,0.152425026,1.1357047253,-1.0881140868,0.138173459,0.1556626958,0.1081581471,1.2028560807,-1.0033419293
10,0.0238095238,54.0833333333,45.9166666667,57.2572572573,42.7427427427,63.184079602,36.815920398,56.0560560561,58.3916083916,52.9274004684,51.7412935323,56.6929133858,43.2432432432,0.1559803536,0.1586468493,0.152425026,1.1357047253,-1.0881140868,0.138173459,0.1556626958,0.1081581471,1.2028560807,-1.0033419293
10,0.023255814,54.0833333333,45.9166666667,57.1571571572,42.8428428428,62.6865671642,37.3134328358,55.955955956,58.3187390543,52.8037383178,51.2437810945,56.3492063492,42.6666666667,0.1416514497,0.1463649412,0.1353923716,1.1249070301,-1.1018776666,0.1344326635,0.1539143843,0.1017033726,1.2108842956,-0.9969399703
10,0.0227272727,54.0833333333,45.9166666667,57.0570570571,42.9429429429,62.6865671642,37.3134328358,56.0560560561,58.4210526316,52.9137529138,51.2437810945,56.3492063492,42.6666666667,0.1425586338,0.147418293,0.1361317062,1.1237090633,-1.1033466735,0.1344326635,0.1539143843,0.1017033726,1.2108842956,-0.9969399703
10,0.0222222222,54.0833333333,45.9166666667,56.8568568569,43.1431431431,62.6865671642,37.3134328358,56.2562562563,58.6267605634,53.13225058,51.2437810945,56.3492063492,42.6666666667,0.1495978893,0.1541400958,0.1436395214,1.1259790442,-1.1003479172,0.1344326635,0.1539143843,0.1017033726,1.2108842956,-0.9969399703
10,0.0217391304,54.0833333333,45.9166666667,56.5565565566,43.4434434434,62.6865671642,37.3134328358,56.1561561562,58.5840707965,52.9953917051,51.2437810945,56.3492063492,42.6666666667,0.1468255855,0.1525027192,0.1394687494,1.1255128071,-1.101000622,0.1344326635,0.1539143843,0.1017033726,1.2108842956,-0.9969399703
10,0.0212765957,54.0833333333,45.9166666667,56.4564564565,43.5435435435,62.6865671642,37.3134328358,56.2562562563,58.6879432624,53.1034482759,51.2437810945,56.3492063492,42.6666666667,0.1474364821,0.1533152307,0.1398492642,1.124054161,-1.1028121184,0.1344326635,0.1539143843,0.1017033726,1.2108842956,-0.9969399703
10,0.0208333333,54.0833333333,45.9166666667,56.2562562563,43.7437437437,62.6865671642,37.3134328358,56.2562562563,58.71886121,53.0892448513,51.2437810945,56.3492063492,42.6666666667,0.1473508847,0.153784606,0.1391145489,1.1239779306,-1.1029097072,0.1344326635,0.1539143843,0.1017033726,1.2108842956,-0.9969399703
10,0.0204081633,54.0833333333,45.9166666667,56.2562562563,43.7437437437,61.6915422886,38.3084577114,56.2562562563,58.71886121,53.0892448513,51.2437810945,56.4516129032,42.8571428571,0.1473508847,0.153784606,0.1391145489,1.1239779306,-1.1029097072,0.1353617107,0.1571498521,0.100274314,1.2117907931,-0.9959872229
10,0.02,54.0833333333,45.9166666667,56.2562562563,43.7437437437,61.6915422886,38.3084577114,56.2562562563,58.71886121,53.0892448513,51.2437810945,56.4516129032,42.8571428571,0.1473508847,0.153784606,0.1391145489,1.1239779306,-1.1029097072,0.1353617107,0.1571498521,0.100274314,1.2117907931,-0.9959872229
10,0.0196078431,54.0833333333,45.9166666667,56.2562562563,43.7437437437,61.6915422886,38.3084577114,56.2562562563,58.71886121,53.0892448513,51.2437810945,56.4516129032,42.8571428571,0.1473508847,0.153784606,0.1391145489,1.1239779306,-1.1029097072,0.1353617107,0.1571498521,0.100274314,1.2117907931,-0.9959872229
10,0.0192307692,54.0833333333,45.9166666667,56.2562562563,43.7437437437,61.6915422886,38.3084577114,56.2562562563,58.71886121,53.0892448513,51.2437810945,56.4516129032,42.8571428571,0.1473508847,0.153784606,0.1391145489,1.1239779306,-1.1029097072,0.1353617107,0.1571498521,0.100274314,1.2117907931,-0.9959872229
10,0.0188679245,54.0833333333,45.9166666667,56.0560560561,43.9439439439,61.1940298507,38.8059701493,56.4564564565,58.9285714286,53.3029612756,51.7412935323,56.9105691057,43.5897435897,0.1506746021,0.1573044092,0.1422557994,1.1229416978,-1.1041506656,0.1469326974,0.167881836,0.1138975173,1.2113205371,-0.9942666359
10,0.0185185185,54.0833333333,45.9166666667,56.0560560561,43.9439439439,61.1940298507,38.8059701493,56.4564564565,58.9285714286,53.3029612756,51.7412935323,56.9105691057,43.5897435897,0.1506746021,0.1573044092,0.1422557994,1.1229416978,-1.1041506656,0.1469326974,0.167881836,0.1138975173,1.2113205371,-0.9942666359
10,0.0181818182,54.0833333333,45.9166666667,56.0560560561,43.9439439439,61.1940298507,38.8059701493,56.4564564565,58.9285714286,53.3029612756,51.7412935323,56.9105691057,43.5897435897,0.1506746021,0.1573044092,0.1422557994,1.1229416978,-1.1041506656,0.1469326974,0.167881836,0.1138975173,1.2113205371,-0.9942666359
10,0.0178571429,54.0833333333,45.9166666667,55.955955956,44.044044044,61.1940298507,38.8059701493,56.3563563564,58.85509839,53.1818181818,51.7412935323,56.9105691057,43.5897435897,0.1444942111,0.1520522065,0.1349355697,1.1194419749,-1.1086920698,0.1469326974,0.167881836,0.1138975173,1.2113205371,-0.9942666359
10,0.0175438596,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,52.736318408,57.8512396694,45,0.1442990523,0.1521496532,0.134410485,1.1212600621,-1.1063890742,0.1526585027,0.1754124732,0.1182431222,1.1938941442,-1.0091412658
10,0.0172413793,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,52.736318408,57.8512396694,45,0.1442990523,0.1521496532,0.134410485,1.1212600621,-1.1063890742,0.1526585027,0.1754124732,0.1182431222,1.1938941442,-1.0091412658
10,0.0169491525,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,52.736318408,57.8512396694,45,0.1442990523,0.1521496532,0.134410485,1.1212600621,-1.1063890742,0.1526585027,0.1754124732,0.1182431222,1.1938941442,-1.0091412658
10,0.0166666667,54.0833333333,45.9166666667,55.8558558559,44.1441441441,60.1990049751,39.8009950249,56.2562562563,58.7813620072,53.0612244898,52.736318408,57.8512396694,45,0.1442990523,0.1521496532,0.134410485,1.1212600621,-1.1063890742,0.1526585027,0.1754124732,0.1182431222,1.1938941442,-1.0091412658
10,0.0163934426,54.0833333333,45.9166666667,55.7557557558,44.2442442442,60.1990049751,39.8009950249,56.1561561562,58.7073608618,52.9411764706,52.736318408,57.8512396694,45,0.1406948589,0.1491842149,0.1300449236,1.1200432373,-1.1079743235,0.1526585027,0.1754124732,0.1182431222,1.1938941442,-1.0091412658
10,0.0161290323,54.0833333333,45.9166666667,55.7557557558,44.2442442442,60.1990049751,39.8009950249,56.1561561562,58.7073608618,52.9411764706,52.736318408,57.8512396694,45,0.1406948589,0.1491842149,0.1300449236,1.1200432373,-1.1079743235,0.1526585027,0.1754124732,0.1182431222,1.1938941442,-1.0091412658
