0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
date,day,o_tday,h_tday,l_tday,c_tday,v_tday,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,yhc,ylc,yoc_past,RSI,MACD,MACDsig,MACDhist,WILLR,slowk,slowd,fastk,fastd,CCI,ROC,OBV,AD,MOM,SMA,WMA,EMA,TSF,BBANDSu,BBANDSm,BBANDSl,TEMA,ADX,MFI,ATR,DS5,DS10,DW5,DW10,OCRSI,yoc_abs,yoc2,yoc1,ycc1_abs,ycc1_qnt,ycc1_sgn,ycc2_abs,ycc2_qnt,ycc2_sgn,ycc3_abs,ycc3_qnt,ycc3_sgn,ycc4_abs,ycc4_qnt,ycc4_sgn,ycc5_abs,ycc5_qnt,ycc5_sgn,ycc6_abs,ycc6_qnt,ycc6_sgn,ycc7_abs,ycc7_qnt,ycc7_sgn,ycc8_abs,ycc8_qnt,ycc8_sgn,ycc9_abs,ycc9_qnt,ycc9_sgn,ycc10_abs,ycc10_qnt,ycc10_sgn
19-12-2005,Monday,105.38,106.59,103.74,106.34,25206769.0,-0.0029067041725269784,0.03989829845491882,0.023188684691619325,0.040000000000000036,0.04132393262828044,0.06478421948533092,0.08267155365506011,0.07817094190408606,0.10368448365334727,,0.0023509497837126197,-0.024449877750611325,-0.011908110642287953,,,,,,79.08615664646105,75.07643086560144,,,,,23392006.0,45271958.78403484,4.219999999999999,104.28600000000002,105.01266666666666,,107.61400000000003,,,,,,,,1.019695836449763,1.046015226928449,1.0126397450466293,1.0295756325375967,,0.009109888024293111,1.0,1.0,-0.016832800451382416,-2.0,-1.0,-0.016738762460033862,-1.0,-1.0,-0.01937182621779201,-1.0,-1.0,-0.0064886214030468094,-1.0,-1.0,-0.04325747602031228,-2.0,-1.0,-0.011378596953169154,-1.0,-1.0,-0.014387812676321244,-1.0,-1.0,-0.018807598269700958,-1.0,-1.0,0.0002821139740455251,1.0,1.0,0.0207823960880195,1.0,1.0
20-12-2005,Tuesday,106.36,106.71,104.06,104.55,11407082.0,-0.016832800451382416,-0.019690576652602047,0.02239389790729505,0.0059655537380928535,0.02249388753056232,0.02379553466509981,0.04686091919495336,0.06444715943799632,0.060022305586535554,0.08510638297872344,0.020659971305595378,-0.004686752749880391,0.00018807598269697217,,,,,,74.86874217178236,68.60759363986561,,,,,11984924.0,38083344.84441217,2.299999999999997,104.74600000000001,105.10066666666665,,107.3526666666666,,,,,,,,0.9981288068279456,1.0201791534123064,0.9947605787467254,1.0071248798070607,,-0.017017675817976703,-2.0,-1.0,9.564801530373139e-05,1.0,1.0,-0.002582496413199388,-1.0,-1.0,0.01052128168340515,1.0,1.0,-0.02687709230033479,-1.0,-1.0,0.0055475848876135655,1.0,1.0,0.0024868483978957925,1.0,1.0,-0.002008608321377272,-1.0,-1.0,0.017407938785270277,1.0,1.0,0.03825920612147298,1.0,1.0,0.05471066475370635,2.0,1.0
21-12-2005,Wednesday,104.36,107.44,103.55,104.56,15856588.0,9.564801530373139e-05,-0.016738762460033862,-0.019596812001875324,0.02249168785448853,0.006061772346771821,0.022591687041564813,0.023893458676067347,0.0469610493641734,0.06454897169619225,0.0601236946162426,0.027543993879112428,-0.009659525631216576,-0.0018173122907699448,,,,,,66.92077925282636,57.07831325301206,,,,,27841512.0,30460769.12204717,0.6299999999999955,104.872,105.03866666666664,102.14416666666666,107.15666666666662,,,,,,,,0.9970249446944848,1.0144069852049478,0.9954429479937549,1.003568717443088,,0.0019164430816405026,1.0,1.0,-0.0026778882938026122,-1.0,-1.0,0.010424636572303017,1.0,1.0,-0.0269701606732977,-2.0,-1.0,0.005451415455240945,1.0,1.0,0.0023909716908951796,1.0,1.0,-0.0021040550879877474,-1.0,-1.0,0.017310635042081125,1.0,1.0,0.03815990818668702,1.0,1.0,0.05460979342004585,2.0,1.0,0.06713848508033661,2.0,1.0
22-12-2005,Thursday,105.42,105.94,103.74,104.28,7822760.0,-0.0026778882938026122,-0.002582496413199388,-0.01937182621779201,-0.022222222222222265,0.01975356933307252,0.003367651303762093,0.019853300733496344,0.02115158636897764,0.04415740462601378,0.06169822846670742,0.015918680475642467,-0.005178365937859668,0.008224942616679413,,,,,,57.47428489468078,46.73694779116466,,,,8.230409963674123,20018752.0,26478273.122047212,2.019999999999996,105.276,104.84133333333332,102.47275641025641,106.34399999999992,,,,,,,,0.9905391542231848,1.0057773362525437,0.9946458775800894,0.9987809974923376,,-0.010813887307911217,-1.0,-1.0,0.013137706175680903,1.0,1.0,-0.024357499041043406,-2.0,-1.0,0.008151131568853033,1.0,1.0,0.005082470272343701,1.0,1.0,0.0005753739930955339,1.0,1.0,0.020042194092827037,1.0,1.0,0.04094744917529724,1.0,1.0,0.05744150364403524,2.0,1.0,0.0700038358266206,2.0,1.0,0.05408515535097814,2.0,1.0
23-12-2005,Friday,105.45,107.82,103.82,105.65,12707497.0,0.013137706175680903,0.010424636572303017,0.01052128168340515,-0.0064886214030468094,-0.009376465072667603,0.033150792098572274,0.01654960069277397,0.03325183374083135,0.034567175871523706,0.05787523780915191,0.020539517274017864,-0.017321344060577497,0.011219792865362501,,,,,-18.460329929300812,50.310531744464235,47.11633418921598,,,,7.117509885430406,32726249.0,25398135.877047293,-1.0,105.076,104.966,102.96156311637081,106.11533333333341,,,,,,,,1.0054627127031863,1.013341773851658,1.006516395785302,1.008444852475404,,0.001896633475580871,1.0,1.0,-0.03700899195456707,-2.0,-1.0,-0.004921911973497494,-1.0,-1.0,-0.007950780880265058,-1.0,-1.0,-0.012399432087080001,-1.0,-1.0,0.006814955040227154,1.0,1.0,0.027449124467581555,1.0,1.0,0.04372929484145755,2.0,1.0,0.05612872692853755,2.0,1.0,0.04041646947468051,1.0,1.0,0.03284429720776146,1.0,1.0
26-12-2005,Monday,105.82,106.18,100.09,101.74,11381793.0,-0.03700899195456707,-0.024357499041043406,-0.0269701606732977,-0.02687709230033479,-0.04325747602031228,-0.04603844350679804,-0.005085077254058382,-0.021071875300683267,-0.004987775061124744,-0.003721112416764685,0.04364065264399462,-0.01621781010418706,0.0016090866067201845,62.17803886127427,,,,-49.17517674783977,44.006831658631846,38.16721299551487,,,,3.583791488495214,21344456.0,20183816.916456126,-4.6000000000000085,104.15599999999999,103.85400000000001,102.77363032923684,104.53733333333321,,,,,,75.6623055657919,3.358571428571428,0.9768040247321326,0.9761948167835656,0.9796445009340033,0.9753874043472957,69.32839767318876,-0.03855603855603854,-2.0,-1.0,0.033320228032239045,2.0,1.0,0.03017495576960888,2.0,1.0,0.025555337133870735,2.0,1.0,0.045508158049931295,2.0,1.0,0.0669353253390997,2.0,1.0,0.08384116375073719,2.0,1.0,0.09671712207587974,2.0,1.0,0.08040102221348543,2.0,1.0,0.07253784155690987,2.0,1.0,0.056516610969137016,2.0,1.0
27-12-2005,Tuesday,101.73,105.45,98.39,105.13,15354262.0,0.033320228032239045,-0.004921911973497494,0.008151131568853033,0.005451415455240945,0.0055475848876135655,-0.011378596953169154,-0.014252226910454854,0.028065714844513888,0.01154623304147011,0.028166259168704112,0.00304385047084569,-0.06411110054218581,-9.828975820710542e-05,67.53394002685363,,,,-26.354453627180938,44.20559955714404,47.33325148670124,,,,5.266846900971256,36698718.0,34146191.14308499,0.5799999999999983,104.27199999999998,104.17866666666669,103.13614874012347,104.37533333333326,,,,,,76.3598867414568,3.622959183673469,1.0082284793616696,1.0059420719746623,1.0091317480226276,1.0062930843945082,73.07668009811269,0.03342180281136333,2.0,1.0,-0.003043850470845555,-1.0,-1.0,-0.007514505849900048,-1.0,-1.0,0.011794920574526864,1.0,1.0,0.032531151907162575,2.0,1.0,0.048891848187957776,2.0,1.0,0.06135261105298205,2.0,1.0,0.04556263673547043,2.0,1.0,0.03795301055835641,1.0,1.0,0.02244839722248644,1.0,1.0,0.01217540188338249,1.0,1.0
28-12-2005,Wednesday,104.55,106.65,104.05,104.81,16197670.0,-0.003043850470845555,0.03017495576960888,-0.007950780880265058,0.005082470272343701,0.0023909716908951796,0.0024868483978957925,-0.014387812676321244,-0.017252695733708422,0.024936436534324244,0.008467237563744784,0.017555576757942976,-0.007251216486976482,-0.00551697897840767,66.57555880868932,,,,-30.8510638297872,46.37793487636847,53.63334014688928,,,,2.6341558950254473,20501048.0,27417928.220008098,0.25,104.32199999999997,104.35800000000002,103.39366431856601,104.34133333333334,,,,,,77.94707383373054,3.5498906705539364,1.0046778244282129,1.0020363872768816,1.0043312443703405,1.0027048182292573,70.26576618581018,0.0024868483978957925,1.0,1.0,-0.004484304932735415,-1.0,-1.0,0.014884075946951647,1.0,1.0,0.035683617975383976,2.0,1.0,0.05209426581433063,2.0,1.0,0.06459307318004004,2.0,1.0,0.04875488980059154,2.0,1.0,0.04112203034061637,2.0,1.0,0.025570079190916827,1.0,1.0,0.015265718919950332,1.0,1.0,0.002289857837992509,1.0,1.0
29-12-2005,Thursday,104.73,105.89,103.87,104.34,15161883.0,-0.004484304932735415,-0.007514505849900048,0.025555337133870735,-0.012399432087080001,0.0005753739930955339,-0.0021040550879877474,-0.002008608321377272,-0.018807598269700958,-0.021659634317862185,0.020340309016233113,0.014855280812727594,-0.004504504504504493,-0.000763285945997503,65.11397745423089,,,,-38.08532778355876,56.172320929825354,67.55037115588551,,,,2.044009779951095,5339165.0,19311574.93287938,0.060000000000002274,104.33399999999999,104.36400000000003,103.53925442340201,103.61533333333327,,,,,,70.3314256324018,3.4406127655143695,1.0000575076197598,0.9955631887791614,0.9997700356444749,0.9986548169907229,73.07805552870681,-0.0037238613577771466,-1.0,-1.0,0.019455625838604572,2.0,1.0,0.040348859497795604,2.0,1.0,0.05683342917385463,2.0,1.0,0.0693885374736438,2.0,1.0,0.05347901092581942,2.0,1.0,0.04581176921602455,2.0,1.0,0.03018976423231734,1.0,1.0,0.01983898792409424,1.0,1.0,0.006804677017442915,1.0,1.0,0.017634655932528304,1.0,1.0
30-12-2005,Friday,104.36,107.36,104.36,106.37,11976888.0,0.019455625838604572,0.014884075946951647,0.011794920574526864,0.045508158049931295,0.006814955040227154,0.020042194092827037,0.017310635042081125,0.017407938785270277,0.0002821139740455251,-0.00262541022034694,0.009307135470527356,-0.018896305349252657,0.0001916810427448344,68.34630558806846,,,,-16.961498439125865,64.85460433225613,73.3801016939936,,,,2.3477340517656042,17316053.0,23383716.85287942,0.7199999999999989,104.478,105.04266666666669,103.97475374287863,104.73333333333326,,,,,,71.01395216549798,3.410568996549057,1.018109075594862,1.0152037183733071,1.012636135157777,1.0153191208730181,75.84901173661636,0.019260252970486825,2.0,1.0,0.020494500329040072,2.0,1.0,0.03666447306571394,2.0,1.0,0.04897997555701789,2.0,1.0,0.03337407163673965,2.0,1.0,0.025853154084798345,1.0,1.0,0.010529284572717781,1.0,1.0,0.000376045877596992,1.0,1.0,-0.012409513960703274,-1.0,-1.0,-0.001786217918586046,-1.0,-1.0,-0.0200244429820439,-1.0,-1.0
02-01-2006,Monday,106.85,110.89,106.85,108.55,56324939.0,0.020494500329040072,0.040348859497795604,0.035683617975383976,0.032531151907162575,0.0669353253390997,0.027449124467581555,0.04094744917529724,0.03815990818668702,0.03825920612147298,0.0207823960880195,0.021556886227544942,-0.015660985720865987,0.004512550531164706,71.40985877655123,,,,-18.720000000000027,72.90345886468903,77.77990374418798,,,150.60073968397754,6.150987678466646,73640992.0,14460954.23901804,6.810000000000002,105.83999999999999,106.40000000000003,104.67863778243577,106.65933333333338,109.45971124931691,103.33000000000001,97.20028875068311,,,77.70618210666696,3.489814068224124,1.025604686318972,1.0338292157945865,1.020206766917293,1.0293871695796932,75.94424067879335,0.015910154422087066,2.0,1.0,0.015845232611699667,2.0,1.0,0.027913403961308165,2.0,1.0,0.01262091202210967,1.0,1.0,0.0052510363887610075,1.0,1.0,-0.009765085214187032,-1.0,-1.0,-0.019714417319207745,-1.0,-1.0,-0.03224320589590051,-1.0,-1.0,-0.021833256563795398,-1.0,-1.0,-0.03970520497466608,-2.0,-1.0,-0.05462920313219708,-2.0,-1.0
03-01-2006,Tuesday,108.55,110.64,104.47,110.27,25631985.0,0.015845232611699667,0.03666447306571394,0.05683342917385463,0.05209426581433063,0.048891848187957776,0.08384116375073719,0.04372929484145755,0.05744150364403524,0.05460979342004585,0.05471066475370635,0.003355400380883328,-0.05259816813276501,0.0,73.58232137736357,,,,-4.960000000000036,79.43236868721966,87.13710062347741,100.0,100.0,135.4165154133203,3.394280356305668,99272977.0,37018762.75603583,5.140000000000001,106.86799999999998,107.87666666666671,105.53884735436873,108.64866666666663,109.98622952578131,104.02600000000002,98.06577047421874,,,68.79607445367719,3.6812559204938293,1.0318336639592771,1.0445202235483564,1.022185829496647,1.0362783274925547,78.25290118265592,0.015845232611699667,2.0,1.0,0.011879931078262468,1.0,1.0,-0.0031740273873219764,-1.0,-1.0,-0.0104289471297723,-1.0,-1.0,-0.025210846105014974,-1.0,-1.0,-0.03500498775732293,-2.0,-1.0,-0.04733835131948852,-2.0,-1.0,-0.037090777183277315,-2.0,-1.0,-0.05468395755871952,-2.0,-1.0,-0.06937517003718138,-2.0,-1.0,-0.07808107372812188,-2.0,-1.0
04-01-2006,Wednesday,111.09,112.91,110.55,111.58,28841323.0,0.011879931078262468,0.027913403961308165,0.04897997555701789,0.0693885374736438,0.06459307318004004,0.06135261105298205,0.09671712207587974,0.05612872692853755,0.0700038358266206,0.06713848508033661,0.011919698870765355,-0.009231044990141614,0.007436292736011675,75.1322108105991,,,,-9.159779614325059,83.60963498783958,85.91190059585335,100.0,100.0,213.72928450927836,4.9275907466616475,128114300.0,33352492.883154504,6.769999999999996,108.22199999999998,109.44733333333336,106.46825545369661,110.78333333333327,110.95335119250446,104.67350000000002,98.39364880749558,,,73.63340108391849,3.606880497601413,1.0310288111474564,1.0499473050286057,1.0194857800707795,1.037930667063557,70.39524915376397,0.004410838059231208,1.0,1.0,-0.014877218139451484,-2.0,-1.0,-0.02204696182111484,-2.0,-1.0,-0.036655314572504066,-2.0,-1.0,-0.04633446854274961,-2.0,-1.0,-0.058523032801577356,-2.0,-1.0,-0.048395769851227746,-2.0,-1.0,-0.06578239827926155,-2.0,-1.0,-0.0803011292346298,-2.0,-1.0,-0.08890482165262593,-2.0,-1.0,-0.0719663022046962,-2.0,-1.0
05-01-2006,Thursday,112.35,112.35,108.09,109.92,12662963.0,-0.014877218139451484,-0.0031740273873219764,0.01262091202210967,0.03337407163673965,0.05347901092581942,0.04875488980059154,0.04556263673547043,0.08040102221348543,0.04041646947468051,0.05408515535097814,0.022106986899563252,-0.016648471615720507,0.006900878293600968,69.56285530963821,,,,-20.59228650137738,84.5146605790705,80.49498051788068,17.927596712234433,72.64253223741149,158.59688992698256,5.136298421807761,115451337.0,31568976.96766156,5.579999999999998,109.33799999999997,110.01333333333338,106.99929307620482,111.71133333333336,111.19510264798156,105.2585,99.32189735201844,,,68.6278343553212,3.6535318906298824,1.0053229435328983,1.0288666741547792,0.9991516179856983,1.0162192327928044,75.86387238698548,-0.021628838451268294,-2.0,-1.0,-0.007278020378457034,-1.0,-1.0,-0.02210698689956338,-2.0,-1.0,-0.031932314410480396,-2.0,-1.0,-0.044304949053857394,-2.0,-1.0,-0.034024745269286706,-2.0,-1.0,-0.051673944687045184,-2.0,-1.0,-0.06641193595342064,-2.0,-1.0,-0.07514556040756919,-2.0,-1.0,-0.05795123726346438,-2.0,-1.0,-0.04148471615720526,-2.0,-1.0
06-01-2006,Friday,110.15,110.86,108.12,109.12,3684637.0,-0.007278020378457034,-0.02204696182111484,-0.0104289471297723,0.0052510363887610075,0.025853154084798345,0.04581176921602455,0.04112203034061637,0.03795301055835641,0.07253784155690987,0.03284429720776146,0.01594574780058646,-0.009164222873900292,0.0020924308588064406,66.98577506813818,,,,-26.1019283746556,78.29247560629011,68.47054570513627,0.0,39.30919890407815,119.68937039480471,4.361132364192799,111766700.0,30573856.026055723,2.75,109.88799999999996,109.94066666666673,107.32555567986562,112.3086666666667,111.33906692733441,105.721,100.10293307266559,,,64.39674724573565,3.588279612727747,0.993011065812464,1.018071895729733,0.9925353675618965,1.0049648774688336,76.97429978635773,-0.00935088515660464,-1.0,-1.0,-0.014937683284457565,-2.0,-1.0,-0.024835043988269866,-2.0,-1.0,-0.03729838709677426,-2.0,-1.0,-0.02694281524926684,-1.0,-1.0,-0.044721407624633516,-2.0,-1.0,-0.0595674486803519,-2.0,-1.0,-0.06836510263929625,-2.0,-1.0,-0.0510447214076247,-2.0,-1.0,-0.03445747800586515,-1.0,-1.0,-0.04912023460410556,-2.0,-1.0
09-01-2006,Monday,109.27,109.76,106.74,107.49,6832584.0,-0.014937683284457565,-0.02210698689956338,-0.036655314572504066,-0.025210846105014974,-0.009765085214187032,0.010529284572717781,0.03018976423231734,0.025570079190916827,0.02244839722248644,0.056516610969137016,0.02111824355754033,-0.006977393245883338,0.0013746334310849658,61.94991603972853,,,,-37.327823691460075,66.97806618736864,51.96867233908892,0.0,5.975865570744816,66.04309964114401,3.078250863060994,104934116.0,27134939.575724587,-1.0600000000000023,109.67599999999996,109.14133333333342,107.35085480604013,110.98,111.40306989425845,105.98949999999999,100.57593010574153,,,65.54739559691323,3.547688211818623,0.9800685655932021,0.9975129456745669,0.9848697713057067,0.9894443867970316,70.3980925163861,-0.016289924041365436,-2.0,-1.0,-0.01004744627407199,-1.0,-1.0,-0.022699786026607105,-2.0,-1.0,-0.012187180202809454,-1.0,-1.0,-0.03023537073216113,-2.0,-1.0,-0.045306540143269056,-2.0,-1.0,-0.0542376034979998,-2.0,-1.0,-0.036654572518373785,-2.0,-1.0,-0.01981579681830864,-1.0,-1.0,-0.03470090240952638,-1.0,-1.0,-0.030607498371941502,-1.0,-1.0
10-01-2006,Tuesday,107.99,108.18,105.84,106.41,5573777.0,-0.01004744627407199,-0.024835043988269866,-0.031932314410480396,-0.04633446854274961,-0.03500498775732293,-0.019714417319207745,0.000376045877596992,0.01983898792409424,0.015265718919950332,0.01217540188338249,0.016633775021144725,-0.005356639413588884,0.0046515954972555585,58.795934760836346,,,,-44.765840220385684,51.139629575418724,32.979670682030935,0.0,4.736951571734001e-15,22.2540293612792,0.7193563653572932,99360339.0,24276592.39623737,-3.8599999999999994,108.90399999999995,108.05266666666675,107.20610791280319,109.7400000000001,111.33289433734384,106.19749999999999,101.06210566265614,,,61.64607605831951,3.461424768117293,0.9770990964519214,0.9863188921639507,0.9847975370035592,0.9817178111695972,70.69600770240966,-0.0146309843504028,-2.0,-1.0,-0.0127807536885631,-1.0,-1.0,-0.002161450991448076,-1.0,-1.0,-0.020392820223663205,-1.0,-1.0,-0.03561695329386329,-2.0,-1.0,-0.044638661779907905,-2.0,-1.0,-0.0268771731980077,-1.0,-1.0,-0.009867493656611194,-1.0,-1.0,-0.024903674466685382,-1.0,-1.0,-0.020768724743914987,-1.0,-1.0,0.020110891833474302,1.0,1.0
