0,1,2,3,4,5,6,7,8,9
Date,I1,I2,I3,I4,I5,I6,I7,Output NSE Intraday Change,Intraday Change Value
325,0.0171,0.0233,0.0055,-0.001,0.0391,0.0661,0.0132,-1,0.005
326,0.0817,0.0525,-0.0043,-0.005,0.0475,0.0549,0.026,1,0.005
327,0.0023,-0.0078,0.0355,0.0113,-0.0222,-0.0093,0.0071,1,0.005
329,-0.0445,-0.0307,0.0015,0.0053,-0.0272,-0.0046,0,0,0.005
330,-0.0419,0.0101,0.0008,-0.0046,0.0031,0.0369,0.0232,-1,0.005
331,0.0181,0.0349,0.0139,-0.0065,-0.0545,-0.0235,0.0337,1,0.005
332,0.0221,0.0266,-0.0042,0.0137,-0.0512,-0.0773,0.0329,-1,0.005
333,0.0234,-0.0123,0.003,0.0013,-0.005,0.008,-0.0274,-1,0.005
335,-0.0474,-0.0575,-0.0062,0.0177,-0.0939,-0.0819,-0.0117,-1,0.005
336,0.1025,0.03,0.0149,-0.0072,0.0057,-0.0198,0.0132,-1,0.005
337,-0.0433,-0.0391,-0.0068,0.0045,-0.0392,-0.0392,-0.0253,1,0.005
338,0.1143,-0.0141,-0.0053,-0.0081,-0.0065,-0.0088,0,-1,0.005
339,-0.0716,0,-0.0226,-0.0087,0.0828,0.0487,-0.0024,-1,0.005
340,-0.0702,-0.0292,0.003,-0.0015,-0.0037,-0.0012,-0.0315,1,0.005
341,-0.0622,-0.0622,-0.0272,0.0116,-0.0667,-0.0872,0.0025,-1,0.005
342,-0.059,-0.0222,-0.0013,0.0107,-0.0363,-0.0379,-0.0219,-1,0.005
343,-0.0108,0.0054,0.0084,0.0021,0.0318,0.0388,-0.0016,-1,0.005
344,0.0142,0.0055,-0.0187,0.0143,-0.0177,-0.016,0.0067,1,0.005
345,-0.0083,0.0072,-0.0082,-0.0031,-0.0201,-0.0169,0.0017,-1,0.005
346,-0.0177,-0.0126,0.0068,-0.0087,-0.0043,0,0.0033,-1,0.005
347,-0.0171,-0.0036,0.0234,-0.0031,-0.0033,0.0005,0.0044,-1,0.005
348,0,0.0054,-0.0161,-0.0027,-0.0043,-0.0005,0.0038,-1,0.005
350,0.0118,0.0018,0.0018,0.0035,0.0071,0.0297,0,0,0.005
351,0.01,0.0406,0.0019,-0.0061,0.0235,0.0378,0.0224,1,0.005
352,0.0473,0.0213,-0.0095,-0.0035,-0.0052,-0.0058,0.0139,1,0.005
353,0.0034,0.0039,0.0167,0.0084,0.0297,0.0267,-0.0006,-1,0.005
354,0.0023,0.018,0.024,0.0085,-0.022,-0.0327,-0.003,1,0.005
355,-0.0702,-0.0078,-0.0136,-0.0209,0.0289,0.0369,-0.0109,-1,0.005
356,-0.0291,0.0344,0.0019,0.0064,-0.0083,0.003,0.0077,1,0.005
357,0.0307,0,-0.0237,-0.0026,-0.0048,-0.0059,0.0113,-1,0.005
358,-0.0349,-0.0081,-0.0052,-0.0101,0.0108,0.0102,-0.0012,-1,0.005
359,-0.0675,-0.042,0.0259,0.0127,-0.0006,0.0042,-0.0006,1,0.005
360,-0.0486,0.002,-0.0006,-0.0038,0.0018,0.0103,0.0048,-1,0.005
361,-0.0332,0,0.0031,0.0028,-0.0436,-0.0562,0.0085,1,0.005
362,-0.025,-0.0193,0.0037,0.001,-0.0354,-0.0449,-0.0132,-1,0.005
363,-0.0876,-0.0345,-0.0138,-0.0061,-0.0199,-0.0027,-0.0099,-1,0.005
364,-0.0083,0.0145,0.0117,-0.0012,0.006,-0.0065,0.0175,-1,0.005
365,-0.0078,-0.0321,0.0113,0.0054,-0.015,-0.0228,-0.0125,1,0.005
366,-0.0066,-0.0139,-0.0121,-0.009,-0.0187,0.0011,-0.008,-1,0.005
367,0.016,0.0244,0.0027,-0.0075,0.025,0.0444,0.0202,-1,0.005
368,0.008,0.0275,-0.0026,0.003,-0.0164,-0.019,0.0189,1,0.005
369,-0.0309,-0.018,-0.0103,-0.0073,0.0127,0.0183,-0.0027,-1,0.005
371,-0.0488,0.0091,0.0018,-0.0008,0,0,0.0044,-1,0.005
372,0.0159,0.0313,0.0189,0.0038,-0.0039,-0.0028,0,0,0.005
373,0.0105,0.0037,-0.0097,-0.0007,-0.029,-0.029,0.0011,-1,0.005
374,-0.0034,-0.0175,-0.0136,-0.0047,0.0158,0.0164,0,-1,0.005
375,-0.0364,0.0036,-0.0026,0.0042,0.0206,0.028,0.0005,1,0.005
376,0.0035,0.015,-0.006,0.0039,-0.0273,-0.0315,0.0073,1,0.005
377,0.0113,-0.0162,-0.0005,-0.0104,0.0115,0.0279,-0.0043,-1,0.005
378,-0.0151,0.0532,-0.0254,-0.0093,0.0323,0.0264,0.0162,1,0.005
379,-0.001,-0.0038,0.0005,-0.0007,-0.0354,-0.0412,-0.0057,1,0.005
380,-0.0088,-0.0148,-0.0135,-0.0049,0,0,-0.006,-1,0.005
381,-0.0315,-0.0126,-0.0031,-0.0007,-0.0044,0.0105,0,0,0.005
382,-0.0574,0.0018,-0.0075,-0.0044,-0.0317,-0.0384,0.015,-1,0.005
383,-0.0323,-0.0177,-0.0054,-0.0014,0.0642,0.0157,-0.0069,-1,0.005
384,-0.0185,0.0071,-0.0051,-0.0113,-0.0171,-0.0197,-0.0456,1,0.005
385,-0.044,-0.0035,-0.0235,0.0009,-0.0452,-0.0471,-0.0027,-1,0.005
386,0.0059,0.005,-0.0069,-0.0065,-0.013,0.003,-0.002,-1,0.005
387,0.0139,0.0367,0.005,-0.0178,0.0082,0.015,0.0163,-1,0.005
388,0.0219,0.0237,0.0043,-0.0027,-0.0334,-0.03,0.0067,1,0.005
389,0.0154,-0.0197,-0.0049,-0.0033,-0.0481,-0.0668,0.0035,-1,0.005
390,-0.0144,-0.0032,-0.0104,-0.0155,0.0104,0.0195,-0.0196,-1,0.005
391,0.052,0.0299,0.0009,0.0048,0.0189,0.0024,0.009,1,0.005
392,-0.0651,-0.0298,0.0043,0.0044,0.0175,-0.0005,-0.0162,1,0.005
393,-0.035,0.0047,-0.0021,-0.0004,0.0116,0.0264,-0.0176,1,0.005
394,0.017,-0.0063,-0.008,-0.0024,-0.0498,-0.0281,0.0147,1,0.005
395,0.0285,0.0235,-0.0004,-0.0036,0,0,0.0228,-1,0.005
396,-0.0137,-0.011,0.0018,-0.0061,0.051,0.038,0,0,0.005
397,-0.0793,-0.03,0.0048,0.0069,-0.0647,-0.0638,-0.0123,1,0.005
398,-0.0475,0,-0.01,-0.0039,-0.0078,-0.0046,0.0009,-1,0.005
399,0.0186,0.0074,-0.007,-0.0028,-0.0163,-0.0055,0.0032,-1,0.005
400,0.0009,0.0103,0.0007,0.0017,0,0.0125,0.011,-1,0.005
401,-0.007,-0.0236,0.0042,0.0036,0.007,0.0014,0.0125,0,0.005
402,-0.0591,0.012,-0.0001,0.0095,-0.0187,-0.0284,-0.0056,1,0.005
403,0.0017,-0.0203,-0.0016,0.0042,0.0307,0.0705,-0.0099,-1,0.005
404,0.0809,0.0622,0.0202,0.0075,0.0905,0.1152,0.0386,1,0.005
405,0.0301,0.0154,-0.0088,-0.0021,0.0054,0.0237,0.0226,1,0.005
406,0.1139,0.0244,-0.0012,-0.0054,0.054,0.0589,0.0182,1,0.005
407,0.0248,0.015,0.0045,0.0075,0.0023,0.0136,0.0047,1,0.005
408,0.0049,0.0368,-0.0004,-0.0084,0.0065,0.0138,0.0112,1,0.005
410,-0.0297,-0.037,-0.0187,-0.0021,-0.0314,-0.0153,0,0,0.005
411,-0.0477,-0.0058,0.027,-0.0136,-0.0397,-0.0174,0.0165,-1,0.005
412,0.0261,0.0019,0.0009,-0.011,-0.0254,-0.0548,0.0232,-1,0.005
413,-0.0664,-0.0306,-0.013,-0.007,-0.0515,-0.046,-0.0302,-1,0.005
414,-0.023,-0.0188,-0.0094,-0.0034,0,0,0.0058,-1,0.005
415,-0.045,0.0336,0.0007,0.0163,0.0084,0.0058,0,0,0.005
416,0.0119,-0.0345,0.0027,0.0091,0.065,0.0292,-0.0026,1,0.005
417,-0.077,-0.0279,-0.0312,-0.0031,-0.0672,-0.0615,-0.0336,1,0.005
418,-0.0257,-0.0033,0.0026,-0.0054,0.0077,-0.0056,0.0061,-1,0.005
419,-0.0123,-0.0082,-0.0319,0.0045,-0.0217,0.0005,-0.0131,1,0.005
420,-0.0128,0.0178,0.0037,-0.0015,0,0,0.0228,-1,0.005
421,0.0176,0.0415,0.0096,0.0115,-0.0095,0.0249,0,0,0.005
422,0.0028,0.0034,0.0089,-0.0034,-0.0446,-0.0474,0.0347,-1,0.005
423,0.0287,-0.0033,-0.0149,-0.002,0.0337,0.0443,-0.003,-1,0.005
424,-0.022,0.0253,-0.0029,-0.0081,-0.0315,-0.0276,0.0103,1,0.005
425,-0.0144,0.0184,0.0073,0.0008,0.0337,-0.0015,0.004,-1,0.005
426,-0.0278,-0.0265,0.0008,-0.0148,0.0406,0.0684,-0.034,1,0.005
427,0.0039,-0.0105,0.0326,-0.0028,0.0326,0.0406,0.0267,1,0.005
429,-0.1074,-0.0088,-0.0114,0.0042,-0.0411,-0.0509,0.0038,-1,0.005
430,0,0.0083,0.0161,-0.0086,0.0413,0.0441,-0.0102,-1,0.005
431,-0.0009,-0.0017,0.0079,-0.0064,-0.0172,-0.0069,0.0027,1,0.005
432,0.036,-0.0206,-0.0136,0.0024,-0.0181,-0.0395,0.0106,-1,0.005
433,0,0.0427,0.0025,0.0003,0.0218,0.0218,-0.0218,-1,0.005
434,0.0291,0.0243,0.0047,0.005,0.0089,0.0592,0,1,0.005
435,0.0351,0.0683,0.0277,-0.0046,0.0358,0.0655,0.0499,1,0.005
436,0.0154,-0.0038,-0.0214,-0.009,0.0148,-0.0098,0.0286,1,0.005
437,0.0885,-0.0454,0.0063,-0.0205,0.0397,0.0654,-0.0243,1,0.005
438,-0.0407,0.0313,-0.0016,0.0054,-0.0933,-0.1427,0.0247,1,0.005
439,0.0245,-0.043,0.0061,0.0035,-0.0247,-0.0406,-0.0544,-1,0.005
440,-0.0483,-0.018,0.0238,0.0248,-0.0333,-0.038,-0.0162,-1,0.005
441,-0.0315,0.0064,-0.0053,0.0084,0,-0.0034,-0.0049,-1,0.005
442,0.0142,-0.0094,-0.0162,-0.002,-0.0223,-0.0205,-0.0034,0,0.005
443,-0.0083,-0.0138,-0.005,0.0059,-0.0187,-0.0196,0.0019,-1,0.005
444,0.0223,0.0214,-0.0021,-0.0022,0.0298,0.0358,-0.0009,-1,0.005
445,0.0127,-0.0153,0.007,0.0005,-0.104,-0.0918,0.0058,1,0.005
446,0.0672,-0.0097,0.0217,0.0162,-0.0804,-0.0785,0.0136,-1,0.005
447,-0.0956,-0.0102,-0.0174,0.011,-0.0518,-0.0333,0.002,-1,0.005
448,0.086,0.0338,0.0285,0.0095,-0.0252,-0.0116,0.0196,-1,0.005
449,0.0816,0.0137,-0.0009,0.0052,-0.0061,0.0213,0.0139,-1,0.005
450,0.0187,0.0126,-0.0038,0.0046,-0.0178,-0.0086,0.0276,-1,0.005
451,0.0254,-0.0342,-0.0039,0.0069,-0.0023,0.002,0.0094,-1,0.005
452,0.0515,0.0102,0.0023,0.0026,0.0075,0.0039,0.0043,-1,0.005
453,-0.0445,-0.0227,-0.0043,-0.0023,-0.0235,-0.0253,-0.0035,1,0.005
454,0.0278,-0.0171,-0.0092,0.0059,-0.0065,0.0031,-0.0019,-1,0.005
455,-0.0292,0.0074,-0.0095,-0.0008,-0.0207,-0.0042,0.0096,-1,0.005
456,-0.0067,0.0147,-0.0019,-0.0023,-0.0004,0.0136,0.0169,-1,0.005
457,-0.0017,0.0214,0.0131,-0.0019,-0.0008,0.0012,0.014,-1,0.005
458,-0.0723,-0.0126,-0.0109,0.0028,-0.0258,-0.0298,0.0019,-1,0.005
459,-0.0342,-0.0171,0.0058,0.007,-0.0178,-0.0225,-0.0042,-1,0.005
460,-0.0156,0,-0.0194,-0.0019,0.0273,-0.0044,-0.0048,-1,0.005
461,-0.0191,-0.0262,-0.0137,-0.0054,0.0085,-0.0018,-0.0309,1,0.005
462,-0.0137,-0.0012,-0.0068,-0.0026,-0.0398,-0.0478,-0.0103,1,0.005
463,-0.0183,-0.0334,0.001,-0.0173,-0.0185,-0.0161,-0.0084,-1,0.005
464,-0.0266,-0.0011,-0.0128,-0.0091,0.0108,0.0132,0.0024,-1,0.005
465,0.0137,-0.0011,0.0001,-0.0015,-0.0127,-0.0127,0.0024,1,0.005
466,-0.0011,-0.0044,-0.006,-0.0041,0.0028,0.0017,0,-1,0.005
467,0.002,-0.0011,-0.0021,-0.0038,-0.0156,-0.0156,-0.001,1,0.005
468,-0.0201,0.0217,0.0064,-0.0035,0.019,0.0092,0,-1,0.005
469,-0.0207,0.0268,-0.0036,-0.0011,0.0432,0.0526,-0.0096,1,0.005
470,-0.0087,0.0023,0.0114,-0.0053,-0.0394,-0.0467,0.009,1,0.005
471,0.0341,-0.0492,0.0163,0.0079,-0.06,-0.081,-0.0075,-1,0.005
472,-0.0327,-0.005,-0.0251,-0.0093,-0.0273,-0.0297,-0.0224,-1,0.005
473,-0.0563,-0.0116,-0.0291,-0.0016,-0.0245,-0.0419,-0.0024,-1,0.005
475,0.0128,-0.0184,-0.0051,-0.007,-0.0128,-0.0139,0.0026,-1,0.005
476,-0.0192,-0.0046,0.0054,-0.0045,0.0109,0.0106,-0.0011,-1,0.005
477,-0.0485,-0.0064,-0.0053,-0.0058,0.0084,0.0084,-0.0003,1,0.005
478,0.0136,-0.0157,-0.0035,0.003,-0.0012,-0.0123,0,1,0.005
479,-0.0182,0.0027,0.0051,-0.0005,-0.0232,-0.0264,-0.0112,-1,0.005
480,-0.0085,-0.0133,-0.0032,-0.0032,0.0205,0.0199,-0.0033,-1,0.005
481,-0.0025,0.0009,0.0038,-0.0032,-0.0051,-0.002,-0.0006,1,0.005
482,-0.0101,-0.0018,0.0145,-0.0065,-0.0008,-0.0006,0.0031,-1,0.005
483,0.0017,-0.0062,-0.0018,-0.0125,0.006,0.0097,0.0003,-1,0.005
484,0.0035,0.0099,-0.0177,-0.0021,0.0043,0.0095,0.0037,1,0.005
485,0.0009,0.0155,-0.0149,0.0081,0.0032,0.0032,0.0052,1,0.005
486,-0.0043,0.0037,-0.0034,-0.0014,-0.0344,-0.0328,0,1,0.005
487,-0.0136,-0.0115,-0.0118,-0.002,-0.016,-0.0157,0.0017,-1,0.005
488,0.0059,0.008,-0.0087,0.0035,-0.0328,-0.0133,0.0003,-1,0.005
489,-0.0042,0.0113,0.0051,-0.0004,-0.0155,-0.0223,0.0201,-1,0.005
490,-0.0173,0.0043,-0.0213,-0.0024,0.0078,0.0162,-0.0069,-1,0.005
491,0.0401,0.0147,0.007,0.0039,0.0173,0.0134,0.0084,1,0.005
492,0.0485,0.0304,0.0023,0.0017,0.0156,0.0311,-0.0038,1,0.005
493,-0.0242,0,-0.0005,0.0006,-0.0346,-0.0315,0.0152,1,0.005
494,0.0055,0.0018,0.0046,0.0051,-0.0041,-0.0076,0.0033,-1,0.005
495,-0.0457,-0.0113,-0.0157,-0.0087,-0.0305,-0.0218,-0.0035,-1,0.005
496,-0.0226,-0.0059,0,-0.0032,-0.0331,-0.0331,0.009,-1,0.005
497,0.0367,0.0008,0.0051,0.0078,-0.0114,-0.0149,0,-1,0.005
498,-0.0338,-0.0152,-0.0067,-0.0052,-0.0015,0.0064,-0.0035,-1,0.005
499,0.0034,0.013,-0.0182,-0.0006,0.0013,-0.0015,0.0079,-1,0.005
500,-0.034,0.0107,-0.0033,0,0.021,0.0269,-0.0028,1,0.005
501,-0.0025,-0.0008,-0.0039,-0.003,-0.0154,-0.0179,0.0057,1,0.005
502,-0.0261,0.0386,-0.0128,-0.0091,-0.0327,-0.0216,-0.0026,-1,0.005
504,-0.0125,-0.0039,-0.0152,-0.0028,-0.0134,-0.0134,-0.001,-1,0.005
505,-0.0216,-0.0137,0.0015,-0.0062,-0.0353,-0.0326,0,-1,0.005
506,-0.016,0.0096,-0.0047,0.0009,0.0089,0.0047,0.0028,-1,0.005
507,-0.0076,-0.0104,-0.0233,-0.0103,0.0206,0.0185,-0.0042,1,0.005
508,-0.0149,-0.012,-0.0041,0.0036,0.0019,0.0038,-0.0021,1,0.005
509,-0.0066,-0.003,-0.0002,0.0023,-0.0248,-0.0205,0.0019,1,0.005
510,0.0144,0,-0.0109,-0.0006,-0.0104,-0.0156,0.0044,-1,0.005
511,-0.0068,-0.0138,-0.0039,0.0154,-0.0167,-0.0005,-0.0053,-1,0.005
512,-0.0128,0.0044,0.01,0.0114,-0.0505,-0.0523,0.0165,-1,0.005
513,0.0166,0.0042,0.0011,-0.0027,0.0374,0.0567,-0.002,-1,0.005
514,0.0077,0.0145,-0.0054,-0.0009,-0.0093,-0.0009,0.0186,1,0.005
515,-0.0304,-0.0036,0.0057,0.0008,-0.0011,-0.0091,0.0085,-1,0.005
516,-0.0112,-0.0171,-0.0005,-0.0014,-0.0259,-0.0289,-0.0079,-1,0.005
517,0.0274,-0.0007,0.0038,0.0016,0.0693,0.0673,-0.0031,-1,0.005
518,0,-0.0052,-0.0013,0.0064,0.0019,0.0122,-0.0019,1,0.005
519,0.0258,0.0113,0.0124,-0.0009,0,0,0.0102,1,0.005
520,-0.018,-0.003,0.0336,-0.0163,0.0289,0.0135,0,0,0.005
521,-0.0117,-0.0128,0.0145,0.0042,-0.0086,-0.0229,-0.015,1,0.005
522,-0.0054,0.009,0.0019,0.0044,0.0168,0.009,-0.0144,-1,0.005
523,0.0332,-0.0112,0.0018,0.0117,0.0199,0.0249,-0.0076,1,0.005
524,0.0447,-0.0106,0.0234,-0.0062,-0.0243,-0.0312,0.0049,1,0.005
525,0.0201,0,0.0164,0.0098,-0.0024,0.0024,-0.0071,-1,0.005
526,0.0171,0.0045,-0.0067,-0.0085,-0.0009,-0.0005,0.0047,-1,0.005
527,0.0068,0.006,-0.0176,0.0021,0.0125,0.0154,0.0005,-1,0.005
528,0.0377,0.0113,-0.0135,-0.0003,-0.0109,-0.0159,0.0029,1,0.005
529,-0.0333,0.0015,0.0039,0.0073,0.0355,0.035,-0.005,-1,0.005
530,0.0123,-0.0038,0.0162,-0.0024,-0.0157,-0.0104,-0.0005,1,0.005
531,0.0054,0.0136,0.0082,0.0077,0.0284,0.0284,0.0053,-1,0.005
532,0.0898,0.0008,-0.0067,-0.0029,0,0,0,1,0.005
533,0.0167,-0.0267,-0.0069,-0.0023,-0.0055,-0.0089,0,0,0.005
534,-0.0443,-0.0015,-0.0024,0.0077,0.0385,0.0396,-0.0035,-1,0.005
535,0.0466,0,0.0007,-0.0067,-0.0018,0.0054,0.001,1,0.005
536,0.0107,-0.0032,-0.0075,-0.0045,-0.0173,-0.021,0.0072,-1,0.005
537,0.0729,0.0094,0.0136,-0.0039,0.0259,0.0326,-0.0038,-1,0.005
538,0,0.0129,-0.0087,0.0132,0.0031,0.0071,0.0065,1,0.005
540,-0.035,0.0065,-0.0053,-0.0049,0,0,0,0,0.005
541,0,0.0032,-0.0034,-0.0026,-0.0034,0.0034,0,0,0.005
542,-0.0548,0.0164,-0.0147,-0.0002,-0.0063,0.0019,0.0069,-1,0.005
543,-0.0158,0,0.001,-0.0061,-0.0097,0.004,0.0082,-1,0.005
544,-0.0276,-0.013,-0.0162,-0.004,-0.0084,0.0005,0.0138,-1,0.005
545,-0.069,0.0041,0.012,0.0079,-0.0344,-0.0432,0.009,-1,0.005
546,0.023,-0.0103,0.003,0.0077,0.0144,0.0152,-0.0091,-1,0.005
547,-0.0449,0.0056,0.007,0.007,0.012,0.0152,0.0008,1,0.005
548,0.0855,0.017,0.0052,0.0014,-0.0122,0.0165,0.0031,1,0.005
549,0.1546,0.032,0.0331,0.0078,-0.0231,-0.0191,0.029,-1,0.005
550,0.0187,-0.0186,0.0292,0.0086,-0.0212,-0.0126,0.0042,-1,0.005
551,-0.0137,0.0325,-0.0241,0.0002,-0.0276,0.0054,0.0088,-1,0.005
552,-0.0201,0.0065,-0.0082,-0.004,0.0316,0.0399,0.034,-1,0.005
553,-0.0901,0.0025,-0.0065,-0.0036,-0.0521,-0.0531,0.0081,1,0.005
554,-0.0703,-0.019,0.0067,0.0066,-0.0307,-0.0234,-0.001,-1,0.005
555,0.0223,0.0125,0.0188,-0.0002,0.0306,0.041,0.0075,-1,0.005
556,-0.0104,0.0073,-0.0115,-0.0102,-0.0268,-0.0248,0.0101,1,0.005
557,-0.0622,-0.0079,-0.0137,-0.0017,-0.0015,-0.0075,0.002,-1,0.005
558,0.0141,-0.007,0.0245,-0.0019,-0.0451,-0.0526,-0.006,-1,0.005
559,-0.0155,-0.0067,-0.0068,-0.0169,0,0,-0.0079,-1,0.005
560,0.0122,0.0081,-0.0043,-0.003,-0.0118,-0.0106,0,0,0.005
561,-0.0336,0.0095,0.0075,0.0051,-0.056,-0.0435,0.0012,-1,0.005
562,0.0247,0.0028,-0.0131,-0.0028,0.0139,0.0176,0.0133,-1,0.005
563,-0.0267,0.0021,0.0011,-0.0034,-0.003,0.0046,0.0037,1,0.005
564,-0.0042,0.015,0.0082,-0.0005,0.0308,0.043,0.0076,-1,0.005
565,0.0265,0.0074,0.0108,-0.0011,-0.0271,-0.0119,0.0118,1,0.005
566,-0.0111,0.0229,0.0054,0.0017,-0.0085,-0.0028,0.0157,-1,0.005
567,0.0245,0.0051,0.0224,-0.0064,-0.0369,-0.0373,0.0057,-1,0.005
568,-0.0465,0.0072,-0.0056,-0.0029,0.0048,0.0104,-0.0005,-1,0.005
569,0.0364,-0.0043,-0.0074,0.0006,-0.0207,-0.008,0.0055,1,0.005
570,0.0026,0.018,0.0041,0.0008,0.0688,0.0675,0.013,-1,0.005
571,0.0555,-0.0144,0.0171,-0.0041,-0.0229,-0.03,-0.0012,1,0.005
572,-0.0108,-0.027,-0.0138,-0.0162,0,0,-0.0073,-1,0.005
574,0.1001,0.0131,-0.0047,0.0032,-0.0049,-0.0021,0.0134,-1,0.005
575,0.1049,0.0206,0.0194,-0.0034,0.018,0.0211,0.0028,-1,0.005
576,-0.0308,0.0008,0.0004,-0.0078,0.0109,0.0092,0.0031,1,0.005
577,-0.0734,0.0038,-0.0068,-0.004,0.0289,0.0276,-0.0017,1,0.005
578,-0.0221,0.0008,0.0055,0.0006,-0.0369,-0.0465,-0.0012,1,0.005
579,0.0057,-0.0007,-0.0028,-0.0199,0.0149,0.0135,-0.01,-1,0.005
580,0.0697,-0.011,0.0045,-0.0042,-0.0335,-0.0406,-0.0014,1,0.005
581,-0.0077,-0.0114,0.0047,0.0061,0.0215,0.028,-0.0074,-1,0.005
582,0.1522,0.0364,0.0294,-0.008,0.0483,0.0631,0.0064,1,0.005
583,0.0566,0,-0.0063,-0.0038,-0.0065,-0.0186,0.0141,1,0.005
584,0.0065,-0.0008,0.0204,0.0161,-0.0052,0.0025,-0.0121,-1,0.005
585,-0.0239,0.0008,-0.0003,-0.0112,0.0098,0.0015,0.0077,-1,0.005
586,-0.0308,-0.022,0.0022,-0.0038,-0.0247,-0.0297,-0.0082,1,0.005
587,0.048,0.0172,-0.0204,0.0049,0.0122,0.0093,-0.0051,-1,0.005
589,-0.0851,-0.0104,-0.0233,-0.0052,0.0093,0.0214,0,0,0.005
590,0.0815,0.0354,-0.0135,0.0034,-0.0132,0.0073,0.0119,1,0.005
591,0.0246,0.03,0.0086,-0.0026,-0.028,-0.022,0.0208,-1,0.005
592,0.0777,0.0106,0.0038,0.0128,0.055,0.057,0.0061,-1,0.005
594,0.0753,0.0272,0.0154,0.0047,0.0086,0.0187,0.0091,-1,0.005
595,-0.0861,0.0364,0.015,0.0157,0.0064,0.0085,0.01,1,0.005
596,-0.1433,0.0025,-0.0505,0.0067,-0.0688,-0.0806,0.0021,1,0.005
597,-0.0311,-0.0233,-0.0284,-0.0033,-0.0116,-0.008,-0.0127,-1,0.005
598,-0.0206,-0.0038,-0.0104,0.0058,-0.0039,-0.0075,0.0036,-1,0.005
599,-0.0313,-0.0127,-0.0075,0.0008,-0.0285,-0.0128,-0.0036,-1,0.005
600,0.0057,0.0141,-0.01,-0.0119,-0.0038,0.0072,0.0162,-1,0.005
601,-0.076,0.0231,-0.0059,-0.0068,0,-0.0002,0.011,-1,0.005
602,0,-0.0038,-0.0036,0.0108,-0.0408,-0.0489,-0.0002,0,0.005
603,-0.0413,-0.0181,-0.0161,0.0083,-0.0121,-0.0112,-0.0084,-1,0.005
604,-0.0026,0.0029,-0.0049,-0.0004,0.0134,0.0139,0.0009,-1,0.005
606,-0.0078,0,-0.0115,-0.0121,0.0042,0.0101,-0.0037,1,0.005
607,-0.0136,-0.0118,0.0022,0.0076,-0.0169,-0.0137,0.0059,1,0.005
608,0.0068,0.0067,-0.0007,-0.0099,0.0289,0.0376,0.0033,-1,0.005
609,0,0.0091,-0.0103,0.0127,0.0142,0.0105,0.0084,1,0.005
611,-0.0052,0.0023,-0.0043,-0.0001,-0.0027,0.0054,0,0,0.005
612,0.0215,0.0015,0.0005,0.0012,-0.0276,-0.0313,0.0081,-1,0.005
613,-0.0196,-0.0007,-0.0065,-0.0132,-0.0136,0.0125,-0.0038,-1,0.005
614,-0.0051,0.0506,0.0164,0.0055,0.0104,0.0221,0.0264,-1,0.005
615,-0.0127,0.0154,-0.0106,-0.0068,-0.0066,0.0142,0.0115,1,0.005
616,0.0759,0.0267,-0.0025,-0.0072,0.035,0.0377,0.0209,-1,0.005
617,-0.0363,-0.005,-0.0004,-0.0011,-0.0683,-0.0777,0.0026,1,0.005
618,-0.0292,-0.0323,-0.0013,0.0061,-0.0141,-0.0278,-0.01,-1,0.005
619,-0.0385,-0.0473,0.0035,-0.0021,-0.0251,-0.0273,-0.0139,-1,0.005
620,-0.029,-0.0021,0.0114,0.0036,-0.0047,-0.0029,-0.0023,-1,0.005
621,-0.0237,-0.0147,-0.0042,0.0011,0.0118,0.0084,0.0018,-1,0.005
622,-0.0174,0.005,0.0179,0.0288,-0.0419,-0.0516,-0.0034,1,0.005
623,-0.0074,-0.0093,-0.0094,-0.0015,-0.0221,-0.0372,-0.0101,-1,0.005
624,-0.0258,-0.0058,0.0002,0.0037,0.0121,0.0194,-0.0155,-1,0.005
625,-0.0206,0.0179,0.011,-0.0046,0.018,0.0273,0.0072,1,0.005
626,-0.0029,0.0108,-0.0031,0.0091,0.0059,0.0079,0.0091,1,0.005
627,0.0021,-0.0075,-0.0002,-0.0048,0.0171,0.0104,0.002,1,0.005
628,-0.0388,-0.0169,0.0188,0.0436,-0.01,-0.0201,-0.0066,1,0.005
629,-0.0707,-0.0134,-0.0292,-0.0138,-0.0214,-0.0294,-0.0102,-1,0.005
631,-0.0157,0.0104,0.0022,0,0.0212,0.0242,0.0056,-1,0.005
632,0.0142,-0.0118,-0.0172,-0.0063,-0.0068,-0.0017,0.003,1,0.005
633,0.0006,-0.0026,-0.0077,0.003,-0.0216,-0.0076,0.0051,-1,0.005
634,0.0693,0.0189,-0.0008,-0.0035,0.0076,0.0128,0.0143,-1,0.005
635,-0.0322,-0.0046,-0.0083,-0.0033,-0.0221,-0.0241,0.0051,1,0.005
636,-0.0108,-0.0193,0.0142,0.0051,-0.0314,-0.0265,-0.0021,-1,0.005
637,-0.0173,0.0038,-0.013,0.0064,0.0444,0.0378,0.0051,-1,0.005
638,0.0253,-0.0013,-0.002,-0.0033,-0.0031,-0.0092,-0.0063,1,0.005
639,0.0006,0.0026,0.0194,0.0248,0.0184,0.0197,-0.006,-1,0.005
640,-0.0272,-0.0098,-0.01,-0.0008,-0.0348,-0.0259,0.0013,1,0.005
641,-0.0006,0.0006,-0.0044,-0.0012,-0.0096,-0.0102,0.0093,-1,0.005
642,-0.0357,-0.0019,0.0036,0.0056,-0.0039,-0.0037,-0.0006,-1,0.005
