0,1,2,3,4,5,6,7,8,9
Date,I1,I2,I3,I4,I5,I6,I7,Output NSE Intraday Change,Intraday Change Value
158,-0.0039,-0.0143,0.0053,-0.0008,-0.0036,-0.0033,-0.0009,1,0.005
159,0.0409,0.0103,-0.0003,-0.0009,0.0179,0.0154,0.0003,-1,0.005
160,-0.0133,-0.0115,0.0026,-0.002,-0.0229,-0.0205,-0.0025,1,0.005
161,0.0212,0.0051,0.0009,-0.0048,-0.0036,-0.0015,0.0024,-1,0.005
162,-0.002,0.0031,0.0185,0.0003,-0.0003,0.0282,0.0021,-1,0.005
163,0.004,-0.0326,0.0013,0.0013,0,0,0.0285,-1,0.005
164,0.0071,0.03,0.0043,-0.0042,-0.0364,-0.0581,0,0,0.005
165,-0.0362,-0.0225,-0.0008,-0.0009,-0.027,-0.0231,-0.0225,-1,0.005
166,0.0213,0.001,0.0032,-0.0047,0.0029,0.0098,0.004,-1,0.005
167,0.0364,-0.0048,-0.0016,-0.0043,-0.0258,-0.0057,0.0069,1,0.005
168,-0.0059,0.0076,-0.0014,0.0124,0.0052,0.0136,0.0206,-1,0.005
170,0.0036,0.0087,-0.0077,0,0.0094,0.012,0,0,0.005
171,-0.0081,0.0139,-0.0067,0.0007,0.005,0.0012,0.0026,1,0.005
172,-0.0286,-0.0119,-0.0062,-0.0038,-0.0258,-0.0297,-0.0038,1,0.005
173,-0.0322,-0.0087,-0.0076,-0.0072,0.004,0.0107,-0.004,-1,0.005
174,0,0.0246,-0.0002,0.0044,0.0257,0.0242,0.0066,1,0.005
175,0.0273,-0.003,-0.0032,0.0026,-0.0088,-0.0038,-0.0015,1,0.005
176,0.001,-0.0147,-0.0049,-0.0033,-0.0344,-0.0347,0.005,-1,0.005
177,0,-0.0144,-0.017,-0.0078,0.0057,0.0112,-0.0003,-1,0.005
178,0.018,-0.0087,-0.0144,0.0022,-0.0114,-0.0144,0.0055,1,0.005
179,-0.0239,-0.0095,-0.0081,0.0017,-0.0123,-0.0151,-0.0031,-1,0.005
180,-0.0018,-0.0019,0.005,-0.0002,0.0272,0.037,-0.0028,-1,0.005
181,0.0111,0.0176,0.002,0.0025,0.0073,0.0105,0.0095,1,0.005
182,-0.0264,0.0029,-0.0056,0.0003,0.0115,0.0097,0.0032,1,0.005
183,0.0273,0.005,0.0101,0.0069,0.0177,0.0196,-0.0018,1,0.005
185,-0.0172,0.0041,-0.0183,-0.001,0.0234,0.0297,0,0,0.005
186,0.0194,0.0051,0.0028,-0.0007,-0.0162,-0.0185,0.0062,1,0.005
187,0.0047,-0.002,0.0096,0.0022,-0.003,-0.0036,-0.0024,-1,0.005
188,0.0065,-0.002,-0.0058,0.0032,-0.0291,-0.0265,-0.0006,-1,0.005
189,0.0104,0.0129,-0.0036,-0.0008,-0.0038,0.0027,0.0027,-1,0.005
190,0.0084,0.012,-0.0091,-0.01,0.033,0.0461,0.0065,-1,0.005
191,0,0.0031,-0.0091,0.0036,0.0103,0.0283,0.0127,1,0.005
192,-0.0246,0.0287,-0.0037,-0.0063,-0.0051,0.0061,0.0178,1,0.005
193,0.015,-0.0074,0.0005,0.0089,-0.0547,-0.0585,0.0112,-1,0.005
194,-0.0286,0.0061,-0.012,0.0056,0.0175,0.0079,-0.0039,-1,0.005
195,0.0333,-0.0031,0.0024,0.0128,-0.0255,-0.0286,-0.0094,1,0.005
196,-0.0018,-0.004,0.0066,-0.0038,0.0012,0.0062,-0.0032,-1,0.005
197,0.0153,-0.01,-0.0187,0.0053,-0.0149,-0.0077,0.005,1,0.005
198,0.0092,0.0191,0.0033,0.0013,-0.0137,-0.0139,0.0074,-1,0.005
199,-0.0342,-0.0089,-0.0015,0.0041,0.0186,0.0168,-0.0003,-1,0.005
200,0.0427,0.0171,-0.0088,-0.0026,0.0715,0.0777,-0.0018,1,0.005
201,0.0412,0.0021,0.0003,0.0106,-0.0326,-0.0284,0.0057,1,0.005
202,-0.0412,0.0011,-0.0024,-0.0106,0.004,0.0094,0.0043,-1,0.005
203,-0.0029,-0.0011,0.0123,0.0014,-0.0009,0.0003,0.0053,1,0.005
204,-0.0038,0,0.0047,0.0037,-0.0259,-0.0196,0.0012,-1,0.005
205,-0.0141,0,-0.0001,0.0025,-0.0174,-0.004,0.0064,-1,0.005
206,-0.0212,-0.0131,-0.0021,-0.0064,-0.0033,0.0028,0.0137,-1,0.005
207,0.0163,-0.001,0.0039,0.0056,0.0133,0.0235,0.0061,-1,0.005
208,0.0595,0.0273,0.0255,-0.018,0.0646,0.075,0.01,1,0.005
209,0.0318,0.0135,0.0052,-0.0054,0.0178,0.0388,0.0098,1,0.005
210,0.007,0.0176,-0.0053,-0.0049,-0.0131,-0.0024,0.0206,1,0.005
211,0.0235,0.0048,-0.015,-0.0081,0.038,0.0463,0.0108,-1,0.005
212,0.0429,0.0217,-0.0093,-0.0084,0,0,0.008,1,0.005
213,-0.0341,-0.021,-0.0085,0.0079,-0.0083,-0.0112,0,0,0.005
215,0.0244,0.005,0.0074,0.0068,0.0169,0.0246,0.0055,1,0.005
216,0.0679,0.0168,0.0028,-0.0007,0.026,0.0361,0.0076,1,0.005
217,0.0114,0.004,0.0042,-0.0011,0.0188,0.0341,0.0098,1,0.005
218,-0.0254,0.0425,0.0159,-0.0043,0.0016,0.0065,0.015,1,0.005
219,-0.053,-0.0143,0.0041,0.0031,0.0511,0.0382,0.0049,1,0.005
220,-0.0038,-0.0262,-0.0056,0.046,-0.0051,-0.0691,-0.0123,1,0.005
221,-0.0039,-0.0027,0.0132,-0.0054,0.0024,-0.0012,-0.0644,-1,0.005
222,-0.028,-0.0241,0.0014,-0.0043,0.0112,0.0104,-0.0036,1,0.005
223,0.0088,-0.0027,0.0209,-0.0099,-0.0275,-0.0237,-0.0008,1,0.005
224,-0.0097,0.004,0.0214,0.0047,0.0589,0.0486,0.0039,-1,0.005
225,0.0696,-0.0164,-0.0034,0.0066,-0.0065,0.0008,-0.0098,1,0.005
226,0.0081,0.0168,-0.015,0.0035,0.0325,0.023,0.0073,-1,0.005
227,0.0376,0.0029,0.019,-0.0002,0.0364,0.0431,-0.0092,1,0.005
228,-0.0189,-0.0104,-0.0036,0.0069,0.0083,0.007,0.0065,1,0.005
229,-0.0176,-0.0193,0.0076,0.0101,-0.0061,-0.0244,-0.0013,1,0.005
230,-0.0136,-0.0145,-0.0022,0.0061,0.0152,0.0355,-0.0184,-1,0.005
231,-0.0409,0.0045,-0.0118,0.0076,0.0027,0.0071,0.0199,1,0.005
232,0.0259,0.009,-0.002,0.0078,0.0182,0.0177,0.0045,1,0.005
233,-0.0305,0.0123,-0.0311,-0.0012,0.0256,0.0358,-0.0005,1,0.005
234,0.0914,0.0078,-0.0048,0.0027,0.0197,0.0153,0.0099,1,0.005
235,-0.0157,0.0064,0.0121,0.0028,-0.0242,-0.0197,-0.0043,1,0.005
236,0.0051,0.0192,-0.0006,-0.0026,0.0324,0.0162,0.0047,-1,0.005
237,0.0029,0.0146,-0.0058,0.0012,-0.0362,-0.0322,-0.0157,1,0.005
238,-0.0274,-0.022,-0.0003,-0.0014,0.0159,0.0192,0.0041,-1,0.005
240,0.0034,-0.0097,0.0003,-0.0031,-0.0153,-0.012,0.0165,1,0.005
241,-0.0117,-0.0032,-0.0079,-0.0124,0.0457,0.0478,0.0034,-1,0.005
242,0.027,0.0171,0.0091,-0.0084,0.004,0.0258,0.002,1,0.005
243,0.0065,-0.0017,0.0065,-0.013,-0.0122,-0.0072,0.0217,1,0.005
244,-0.035,0,0,0.0002,-0.0122,0.0057,0.0051,-1,0.005
245,0.0048,0.0156,-0.0082,-0.0009,0.0184,0.0211,0.0181,-1,0.005
246,-0.0162,-0.0107,0.0011,-0.004,-0.039,-0.0433,0.0026,1,0.005
247,0.0031,-0.0017,0.0035,0.0005,0.0051,-0.008,-0.0045,-1,0.005
248,0.0036,0.0034,-0.0034,0.0017,-0.0191,0.001,-0.013,1,0.005
249,0.0568,0.0136,0.0052,-0.0029,0.0116,0.0199,0.0205,-1,0.005
250,0.0407,-0.0221,0.0036,0.003,-0.0297,-0.0476,0.0082,1,0.005
251,-0.1156,-0.005,-0.0153,0.0005,0.0168,0.0326,-0.0185,-1,0.005
252,0.0243,-0.0034,-0.0018,0.0011,0.0091,-0.0094,0.0156,1,0.005
253,0.0307,0.0033,-0.0067,-0.0005,-0.0108,-0.0299,-0.0184,1,0.005
254,-0.0436,-0.0227,-0.0199,-0.0136,-0.0096,0.0014,-0.0193,-1,0.005
255,-0.0067,0.0098,0.0017,0.0086,0.0005,-0.011,0.0111,-1,0.005
256,0.0365,-0.016,-0.0183,-0.0074,0.0058,0.0005,-0.0115,1,0.005
257,-0.038,-0.0269,-0.0109,-0.0053,-0.031,-0.0486,-0.0053,1,0.005
258,-0.0682,-0.0312,-0.015,-0.002,-0.0179,-0.0063,-0.0182,-1,0.005
259,0,0.0226,-0.0061,-0.0002,0.08,0.0665,0.0117,-1,0.005
260,-0.0092,0.0016,0.0201,0.0174,0.0303,0.0401,-0.0125,1,0.005
261,0.0376,-0.0146,0.0005,0.0114,-0.0436,-0.0482,0.0095,1,0.005
262,0.0221,-0.0185,-0.0052,0.0047,-0.0192,-0.015,-0.0048,-1,0.005
263,-0.0032,0.0141,-0.0059,-0.0029,0.0529,0.0436,0.0042,-1,0.005
264,-0.0564,-0.0128,-0.0027,0.0058,-0.0286,-0.0276,-0.0088,1,0.005
265,-0.0044,0.0063,0.0164,-0.012,0.0058,-0.0014,0.001,-1,0.005
266,0.0065,-0.0109,0.007,0.0035,-0.0242,-0.0122,-0.0071,1,0.005
267,0.0555,0.0078,0.0097,-0.0002,0.0786,0.0908,0.0122,-1,0.005
268,0.0377,0.0017,0.0249,0.0095,0,0,0.0113,1,0.005
269,0.0176,0.0118,0.0076,-0.0009,0.0317,0.0372,0,0,0.005
270,-0.0036,-0.0236,-0.0042,0.0046,0,0,0.0053,1,0.005
271,0.0041,-0.0034,0.0071,-0.01,0,0,0,0,0.005
272,0.0336,0.04,0.0109,-0.0029,0.0157,0.0375,0,0,0.005
273,0.0425,0.0274,0.0229,0.0018,0.0033,0.0033,0.0215,1,0.005
274,0.0406,-0.0092,-0.0057,0.0051,0.0203,0.0326,0,1,0.005
275,0.0332,0.025,0.0003,-0.0005,0.0288,0.0192,0.012,1,0.005
276,0.0272,-0.0272,-0.0293,0.0129,-0.0211,-0.02,-0.0093,1,0.005
277,-0.0101,0.0273,-0.0011,-0.0048,0.0133,0.0198,0.0011,-1,0.005
278,-0.0116,-0.0097,0.0002,-0.0005,-0.0424,-0.053,0.0064,1,0.005
279,-0.0047,-0.0202,-0.0132,0.0031,0,0.0067,-0.011,-1,0.005
280,0.0074,0.0056,-0.0078,-0.0182,0.0033,0.0022,0.0067,0,0.005
281,0.0319,-0.0036,0.0008,0.0038,-0.0441,-0.0196,-0.0011,1,0.005
282,0.052,0.0274,-0.0101,-0.0087,0.0275,0.045,0.0256,-1,0.005
283,-0.0387,0.0447,-0.0151,0.0125,0.008,-0.0028,0.0171,1,0.005
284,0,-0.0188,0.0033,-0.0023,-0.0966,-0.0919,-0.0108,1,0.005
286,0.0174,0.0235,0.0002,0.0035,0,0,0,0,0.005
287,-0.025,-0.0158,-0.0152,-0.0137,0.0052,0.0068,0,0,0.005
288,0.0146,-0.007,0.0034,0.003,0.018,0.0234,0.0016,1,0.005
289,0.0317,-0.0036,0.0043,-0.0055,0.0086,0.0184,0.0053,1,0.005
290,-0.0313,0,-0.0043,-0.0091,0.0459,0.0701,0.0098,1,0.005
291,0.0192,0.0114,0.0104,0.0059,-0.0276,-0.0006,0.0232,1,0.005
292,-0.0668,0.0193,-0.0012,-0.0029,-0.0188,-0.0204,0.0278,-1,0.005
293,-0.069,-0.0266,0.0061,-0.003,-0.0096,-0.0101,-0.0017,-1,0.005
294,-0.0338,0.0075,-0.0013,-0.0072,-0.005,0.0189,-0.0006,-1,0.005
295,0.0362,0.0056,0.0015,-0.0117,0.0017,-0.0102,0.024,-1,0.005
296,-0.027,0.0019,-0.0063,0.0129,-0.0118,0.0046,-0.0119,1,0.005
297,-0.0486,0.0152,0.0062,-0.0023,0.0221,-0.0277,0.0165,-1,0.005
298,-0.1363,-0.0548,-0.0123,0.0054,0.0209,0.0338,-0.0487,1,0.005
299,0.0098,0.0243,0.0024,-0.0086,0,0,0.0126,1,0.005
300,0.0228,0.0151,0.0225,0.0022,0.0198,0.0411,0,0,0.005
301,0.1319,0.0594,0.0099,0.0116,0.054,0.0742,0.0208,1,0.005
302,0.125,0.0484,0.0102,0.0048,0.0149,0.0427,0.0192,1,0.005
303,-0.0093,0.0251,0.007,-0.0143,0.0424,0.0616,0.0274,1,0.005
304,0.112,0.0319,0.0078,0.0035,-0.0275,-0.0167,0.0184,1,0.005
305,0.0385,0.0098,0.018,-0.0106,0.017,0.0316,0.0111,-1,0.005
306,0.0029,-0.0223,-0.0063,0.0101,-0.0238,-0.0183,0.0144,1,0.005
307,-0.0696,0.0025,0.0063,0.0051,-0.0014,-0.0294,0.0056,-1,0.005
308,-0.0444,-0.0213,-0.0037,0.0104,-0.0122,-0.0142,-0.0281,-1,0.005
309,0.0723,0.0285,0.0098,-0.0046,-0.0067,-0.0074,-0.002,-1,0.005
310,-0.0328,-0.0048,0.0037,0.0044,0.0088,-0.0158,-0.0007,-1,0.005
311,-0.0135,-0.0411,0.0059,0.0146,0.004,0.0195,-0.0244,1,0.005
312,0.1179,0,0.0106,-0.0022,0.0479,0.0427,0.0155,1,0.005
313,0.0042,0.0124,-0.005,0.0101,-0.0734,-0.0487,-0.0049,1,0.005
315,0.0923,0.0376,0.0031,-0.0072,-0.0008,0.0152,0.0466,1,0.005
316,0.0024,0.0055,0.0084,0.0508,-0.0674,-0.0736,0.0161,-1,0.005
317,-0.0388,-0.0428,-0.0043,-0.0012,-0.0175,-0.0358,-0.0067,-1,0.005
318,-0.0892,-0.0296,-0.0271,0.0006,0.0029,-0.0272,-0.0186,-1,0.005
319,-0.0145,-0.0095,0.0025,0.0319,-0.0285,-0.0298,-0.03,1,0.005
320,0.0702,-0.0047,-0.0049,-0.0061,0.0876,0.0908,-0.0014,-1,0.005
321,0.067,-0.0244,0.0057,0.0058,0.0644,0.0989,0.003,1,0.005
322,-0.0289,0.024,0.0153,0.006,-0.0337,-0.0501,0.0324,1,0.005
323,-0.0391,-0.038,0.0015,0.0016,-0.0794,-0.0781,-0.0169,-1,0.005
324,-0.0355,-0.0047,0.0036,0.0031,-0.0316,-0.0188,0.0014,-1,0.005
