9.302045933829999891e-01,9.137651904219997734e-01,8.400966177391009371e-01,5.562232952374335238e-01,5.034764061679319891e-01,8.100138023657372788e-01,5.037167618853173323e-01,0.000000000000000000e+00,5.465767535952616996e-01,5.168967401134652029e-01,6.246703357681546720e-01,-1.514482200000000006e-03,-1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.122596600899993247e-01,7.563843905754006336e-01,5.425712995449334386e-01,4.935944514193519872e-01,5.954785963734242626e-01,4.816104189456802409e-01,0.000000000000000000e+00,5.441746869246704144e-01,5.328840907916781999e-01,5.893775114503209123e-01,-8.637216000000000077e-04,-1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.100681977939989120e-01,6.436267886889186496e-01,4.504116441449265151e-01,4.283505269784524949e-01,5.129483665938420200e-01,4.819076340360677335e-01,0.000000000000000000e+00,5.421599270109163093e-01,4.962222937120728261e-01,5.664226747705066733e-01,2.250780130000000143e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.333333333329988601e-01,7.010979292626863257e-01,5.354500295272170973e-01,4.873564769604750158e-01,9.764905947358454297e-01,5.470981664345528905e-01,0.000000000000000000e+00,5.979163986248292595e-01,6.783431857314072833e-01,8.278868907821287371e-01,2.350733600000000020e-03,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.666666666669993635e-01,8.154249625132121704e-01,5.431618438878660360e-01,4.927073574620065566e-01,9.266499910393727335e-01,5.387424685359274434e-01,0.000000000000000000e+00,5.915235876381785829e-01,7.224212514730736778e-01,8.429111849773750498e-01,-6.109916800000000231e-03,-1.000000000000000000e+00,0.000000000000000000e+00
6.984968145290000319e-01,8.994989381759997960e-01,8.979757237434921047e-01,5.196442838781394347e-01,4.763478172536412258e-01,7.520733569850450717e-01,5.049430082411014986e-01,0.000000000000000000e+00,5.610494325914747726e-01,6.149548105656581498e-01,6.827207089388469541e-01,7.192755500000000066e-03,1.000000000000000000e+00,0.000000000000000000e+00
9.847377523260000265e-01,8.944115222849997604e-01,8.533677866078893670e-01,5.487893840969881865e-01,4.966511855493682681e-01,8.472746749815258660e-01,5.129562343006255354e-01,0.000000000000000000e+00,5.679178779337652472e-01,6.262376293759892576e-01,7.594062868379229947e-01,1.623510099999999918e-03,1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,8.944115222849997604e-01,8.153351655748876103e-01,5.571264807030951172e-01,5.024976295205403343e-01,8.164808053943676258e-01,4.993010064430278838e-01,0.000000000000000000e+00,5.660575209705691613e-01,5.769961291687719651e-01,7.757090655812615143e-01,1.916329840000000062e-02,1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,9.949125841089999644e-01,8.890294245497489811e-01,5.478514607288011984e-01,4.947966669327741873e-01,9.655436957979087742e-01,5.505062779813245655e-01,0.000000000000000000e+00,6.082711328125922634e-01,6.941027791991982721e-01,9.004519977111237194e-01,-2.315141000000000161e-03,-1.000000000000000000e+00,0.000000000000000000e+00
8.698700175960000225e-01,9.566233391989997781e-01,8.965552953072506437e-01,5.319415013721471297e-01,4.838729469204499090e-01,8.690748830685844917e-01,5.279803484334548713e-01,0.000000000000000000e+00,5.889990110958054359e-01,6.586131443199437774e-01,8.386315931889716246e-01,1.263166389999999945e-02,1.000000000000000000e+00,0.000000000000000000e+00
