'c','gamma','dist_plus_actual','dist_minus_act','pred_plus_train','pred_minus_train','pred_plus_test','pred_minus_test','pred_tain_accuracy_tot','pred_train_acc_plus','pred_train_acc_minus','pre_test_acc_tot','pred_test_acc_plus','pred_test_acc_minus','ret_pt_tot_train','ret_pt_tot_plus','ret_pt_train_minus','ret_pt_cor_train','ret_pt_inc_train','rt_pt_tot_test','rt_pt_plus_test','rt_pt_minus_test','rt_pt_cor_test','ret_pt_inc_test'
500,0.0029178426,55.5370524563,44.4629475437,81.8181818182,18.1818181818,79.5,20.5,60.1398601399,59.3406593407,63.7362637363,61,61.6352201258,58.5365853659,0.7405553154,0.6600714934,1.1027325148,2.6172870797,-2.0910048903,0.4864274189,0.514186904,0.3787747818,1.8625281052,-1.6659351928
10,0.0163934426,55.5370524563,44.4629475437,87.012987013,12.987012987,85,15,58.5414585415,57.8645235362,63.0769230769,60.5,60.5882352941,60,0.5590571008,0.5163704898,0.8450573942,2.5337320231,-2.2292790546,0.3913403328,0.4249824066,0.2007019146,1.7993365307,-1.7652108058
10,0.0153846154,55.5370524563,44.4629475437,88.011988012,11.988011988,91,9,58.1418581419,57.5482406356,62.5,60.5,59.8901098901,66.6666666667,0.5232069474,0.4901426729,0.765953829,2.520316089,-2.2508205476,0.4467198081,0.4273898717,0.6421669425,1.8451046921,-1.6951102041
15,0.012987013,55.5370524563,44.4629475437,86.7132867133,13.2867132867,86,14,58.4415584416,57.8341013825,62.4060150376,60.5,60.4651162791,60.7142857143,0.5476767838,0.5115931428,0.7831700194,2.5283266955,-2.2376121546,0.4174330398,0.4352109292,0.3082260051,1.8209007514,-1.7321820627
15,0.0120481928,55.5370524563,44.4629475437,87.9120879121,12.0879120879,91,9,58.2417582418,57.6136363636,62.8099173554,60.5,59.8901098901,66.6666666667,0.531159075,0.4952224259,0.7925165237,2.5228199034,-2.2466836592,0.4467198081,0.4273898717,0.6421669425,1.8451046921,-1.6951102041
50,0.009009009,55.5370524563,44.4629475437,85.014985015,14.985014985,82,18,59.9400599401,58.8719153937,66,60.5,60.9756097561,58.3333333333,0.7065548477,0.6152541939,1.2245338906,2.5976493131,-2.123012931,0.3825548897,0.4351735659,0.1428475868,1.7920758339,-1.7763316199
50,0.0089285714,55.5370524563,44.4629475437,85.014985015,14.985014985,82,18,59.9400599401,58.8719153937,66,60.5,60.9756097561,58.3333333333,0.7065548477,0.6152541939,1.2245338906,2.5976493131,-2.123012931,0.3825548897,0.4351735659,0.1428475868,1.7920758339,-1.7763316199
50,0.0088495575,55.5370524563,44.4629475437,84.8151848152,15.1848151848,82,18,59.9400599401,58.8928150766,65.7894736842,60.5,60.9756097561,58.3333333333,0.7058208656,0.6162708609,1.2060047734,2.5970370498,-2.1239290358,0.3825548897,0.4351735659,0.1428475868,1.7920758339,-1.7763316199
50,0.0086206897,55.5370524563,44.4629475437,84.8151848152,15.1848151848,82,18,59.9400599401,58.8928150766,65.7894736842,60.5,60.9756097561,58.3333333333,0.7058208656,0.6162708609,1.2060047734,2.5970370498,-2.1239290358,0.3825548897,0.4351735659,0.1428475868,1.7920758339,-1.7763316199
10,0.0172413793,55.5370524563,44.4629475437,86.6133866134,13.3866133866,84.5,15.5,58.7412587413,58.0161476355,63.4328358209,60,60.3550295858,58.064516129,0.5684734633,0.5241886806,0.8550026172,2.5331290051,-2.2286632402,0.3829898269,0.4225559677,0.1672905436,1.8073722469,-1.753583803
10,0.0169491525,55.5370524563,44.4629475437,86.7132867133,13.2867132867,84.5,15.5,58.6413586414,57.9493087558,63.1578947368,60,60.3550295858,58.064516129,0.5564395899,0.5166458899,0.8161458425,2.5271838183,-2.2378281929,0.3829898269,0.4225559677,0.1672905436,1.8073722469,-1.753583803
10,0.0166666667,55.5370524563,44.4629475437,86.7132867133,13.2867132867,84.5,15.5,58.6413586414,57.9493087558,63.1578947368,60,60.3550295858,58.064516129,0.5564395899,0.5166458899,0.8161458425,2.5271838183,-2.2378281929,0.3829898269,0.4225559677,0.1672905436,1.8073722469,-1.753583803
10,0.0158730159,55.5370524563,44.4629475437,87.3126873127,12.6873126873,86.5,13.5,58.6413586414,57.8947368421,63.7795275591,60,60.1156069364,59.2592592593,0.5500998635,0.5094686492,0.8297194014,2.5217783105,-2.245492524,0.4124121715,0.4297930231,0.3010459745,1.8318908674,-1.7168058723
10,0.0151515152,55.5370524563,44.4629475437,88.2117882118,11.7882117882,91.5,8.5,58.1418581419,57.5311438279,62.7118644068,60,59.5628415301,64.7058823529,0.525470631,0.4903155929,0.7885375687,2.5222627791,-2.2481165532,0.4351077875,0.4187090415,0.6116354652,1.8508038807,-1.6884363523
10,0.0133333333,55.5370524563,44.4629475437,89.7102897103,10.2897102897,92.5,7.5,58.2417582418,57.4610244989,65.0485436893,60,59.4594594595,66.6666666667,0.5324886926,0.4860369803,0.9374754657,2.5239613675,-2.2450916171,0.4389376725,0.4162526653,0.7187194268,1.8539954515,-1.6836489961
15,0.0151515152,55.5370524563,44.4629475437,86.013986014,13.986013986,82.5,17.5,59.1408591409,58.3042973287,64.2857142857,60,60.6060606061,57.1428571429,0.5900564895,0.540387794,0.8955189663,2.5342604047,-2.2240479551,0.3776694844,0.4295752987,0.1329706458,1.8029386282,-1.7602342311
15,0.0149253731,55.5370524563,44.4629475437,86.1138861139,13.8861138861,83.5,16.5,59.040959041,58.2366589327,64.0287769784,60,60.4790419162,57.5757575758,0.5837103636,0.5360761655,0.8791109301,2.5331741516,-2.2263703649,0.3737155948,0.4220630858,0.1290479891,1.7996437202,-1.7651765931
15,0.0128205128,55.5370524563,44.4629475437,86.9130869131,13.0869130869,86.5,13.5,58.6413586414,57.9310344828,63.358778626,60,60.1156069364,59.2592592593,0.5547635923,0.514494018,0.8222027501,2.5257547948,-2.2398543687,0.4124121715,0.4297930231,0.3010459745,1.8318908674,-1.7168058723
15,0.012195122,55.5370524563,44.4629475437,87.8121878122,12.1878121878,90.5,9.5,58.3416583417,57.6791808874,63.1147540984,60,59.6685082873,63.1578947368,0.5331864139,0.4969401796,0.7943375611,2.5202374773,-2.249638097,0.4309492963,0.4210381518,0.5253659888,1.8473384714,-1.6936344663
15,0.0119047619,55.5370524563,44.4629475437,88.1118881119,11.8881118881,91.5,8.5,58.041958042,57.4829931973,62.1848739496,60,59.5628415301,64.7058823529,0.5212541186,0.4884788028,0.7641770478,2.5229717263,-2.247788572,0.4351077875,0.4187090415,0.6116354652,1.8508038807,-1.6884363523
15,0.0117647059,55.5370524563,44.4629475437,88.3116883117,11.6883116883,91.5,8.5,58.041958042,57.4660633484,62.3931623932,60,59.5628415301,64.7058823529,0.5194041982,0.4863262657,0.7693263547,2.5213781201,-2.2499930605,0.4351077875,0.4187090415,0.6116354652,1.8508038807,-1.6884363523
15,0.0107526882,55.5370524563,44.4629475437,89.1108891109,10.8891108891,92.5,7.5,58.2417582418,57.5112107623,64.2201834862,60,59.4594594595,66.6666666667,0.5200265193,0.4823137787,0.8286482132,2.5132627093,-2.2600134298,0.4389376725,0.4162526653,0.7187194268,1.8539954515,-1.6836489961
15,0.0106382979,55.5370524563,44.4629475437,89.1108891109,10.8891108891,92.5,7.5,58.2417582418,57.5112107623,64.2201834862,60,59.4594594595,66.6666666667,0.5200265193,0.4823137787,0.8286482132,2.5132627093,-2.2600134298,0.4389376725,0.4162526653,0.7187194268,1.8539954515,-1.6836489961
50,0.0091743119,55.5370524563,44.4629475437,84.9150849151,15.0849150849,81.5,18.5,60.03996004,58.9411764706,66.2251655629,60,60.736196319,56.7567567568,0.7082939869,0.6170020684,1.2221888924,2.5947754194,-2.1261443654,0.3729098564,0.431926144,0.1129191836,1.7989722714,-1.7661837662
50,0.0090909091,55.5370524563,44.4629475437,85.014985015,14.985014985,81.5,18.5,59.9400599401,58.8719153937,66,60,60.736196319,56.7567567568,0.7065548477,0.6152541939,1.2245338906,2.5976493131,-2.123012931,0.3729098564,0.431926144,0.1129191836,1.7989722714,-1.7661837662
50,0.0087719298,55.5370524563,44.4629475437,84.8151848152,15.1848151848,81.5,18.5,59.9400599401,58.8928150766,65.7894736842,60,60.736196319,56.7567567568,0.7058208656,0.6162708609,1.2060047734,2.5970370498,-2.1239290358,0.3729098564,0.431926144,0.1129191836,1.7989722714,-1.7661837662
50,0.0086956522,55.5370524563,44.4629475437,84.7152847153,15.2847152847,81.5,18.5,60.03996004,58.9622641509,66.0130718954,60,60.736196319,56.7567567568,0.7075600048,0.6180240567,1.2038115341,2.5941641747,-2.1270627605,0.3729098564,0.431926144,0.1129191836,1.7989722714,-1.7661837662
150,0.0049603325,55.5370524563,44.4629475437,83.8161838162,16.1838161838,82.5,17.5,60.1398601399,59.1179976162,65.4320987654,60,60.6060606061,57.1428571429,0.7547047343,0.6527775175,1.2825870482,2.6290508407,-2.0732560579,0.416659049,0.4532053378,0.2443694016,1.8354299319,-1.7114972755
1000,0.001716378,55.5370524563,44.4629475437,82.017982018,17.982017982,81.5,18.5,59.9400599401,59.1961023143,63.3333333333,60,60.736196319,56.7567567568,0.7240376112,0.6483939612,1.069056704,2.6122328517,-2.101192175,0.4625984225,0.4869498042,0.3553207136,1.8737127432,-1.6540730586
10000,0.0001208839,55.5370524563,44.4629475437,82.017982018,17.982017982,89.5,10.5,60.1398601399,59.3179049939,63.8888888889,60,59.7765363128,61.9047619048,0.7184006094,0.6449575185,1.0533827072,2.5988677601,-2.1187954427,0.4147494727,0.4166923079,0.3981891158,1.8338386184,-1.7138842458
10,0.0143353608,55.5370524563,44.4629475437,89.2107892108,10.7892107892,92,8,58.1418581419,57.4468085106,63.8888888889,59.5,59.2391304348,62.5,0.5204921592,0.482034651,0.8384787775,2.5179814644,-2.2540633913,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.015625,55.5370524563,44.4629475437,87.9120879121,12.0879120879,89,11,58.2417582418,57.6136363636,62.8099173554,59.5,59.5505617978,59.0909090909,0.5258415,0.492198055,0.7705210996,2.5182548154,-2.2530507556,0.4293398781,0.4272301329,0.4464096347,1.8615098718,-1.6747123349
10,0.0149253731,55.5370524563,44.4629475437,88.7112887113,11.2887112887,92,8,58.2417582418,57.545045045,63.7168141593,59.5,59.2391304348,62.5,0.5167455185,0.4826371055,0.7847833126,2.5104460011,-2.2639419966,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.0147058824,55.5370524563,44.4629475437,88.8111888112,11.1888111888,92,8,58.1418581419,57.4803149606,63.3928571429,59.5,59.2391304348,62.5,0.5160782193,0.4817185225,0.7888083133,2.5141856278,-2.2593358898,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.0144927536,55.5370524563,44.4629475437,89.1108891109,10.8891108891,92,8,58.2417582418,57.5112107623,64.2201834862,59.5,59.2391304348,62.5,0.5327761453,0.4894675767,0.8871912204,2.5242081429,-2.2447474303,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.0142857143,55.5370524563,44.4629475437,89.1108891109,10.8891108891,92,8,58.2417582418,57.5112107623,64.2201834862,59.5,59.2391304348,62.5,0.5229708268,0.4839658257,0.8421677169,2.5157903695,-2.256488009,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.014084507,55.5370524563,44.4629475437,89.1108891109,10.8891108891,92,8,58.2417582418,57.5112107623,64.2201834862,59.5,59.2391304348,62.5,0.5229708268,0.4839658257,0.8421677169,2.5157903695,-2.256488009,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.0138888889,55.5370524563,44.4629475437,89.1108891109,10.8891108891,92,8,58.2417582418,57.5112107623,64.2201834862,59.5,59.2391304348,62.5,0.5229708268,0.4839658257,0.8421677169,2.5157903695,-2.256488009,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.0136986301,55.5370524563,44.4629475437,89.2107892108,10.7892107892,92,8,58.1418581419,57.4468085106,63.8888888889,59.5,59.2391304348,62.5,0.5193948208,0.4814196254,0.8333934272,2.5170377911,-2.2553741737,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
10,0.0135135135,55.5370524563,44.4629475437,89.4105894106,10.5894105894,92,8,58.3416583417,57.5418994413,65.0943396226,59.5,59.2391304348,62.5,0.5254498002,0.4837298801,0.8777076161,2.5136070404,-2.2589238887,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
15,0.0126582278,55.5370524563,44.4629475437,87.5124875125,12.4875124875,89,11,58.4415584416,57.7625570776,63.2,59.5,59.5505617978,59.0909090909,0.5388966551,0.5019045588,0.7981372653,2.5208148076,-2.248175747,0.4194846697,0.4216934989,0.401613233,1.8532281841,-1.6868792589
15,0.012345679,55.5370524563,44.4629475437,87.7122877123,12.2877122877,90,10,58.4415584416,57.7448747153,63.4146341463,59.5,59.4444444444,60,0.5351036419,0.498599078,0.7956809358,2.5175696742,-2.2527392159,0.4247117022,0.4199119226,0.4679097191,1.8576206484,-1.6804261322
15,0.011627907,55.5370524563,44.4629475437,88.4115884116,11.5884115884,92,8,58.1418581419,57.5141242938,62.9310344828,59.5,59.2391304348,62.5,0.5216494838,0.487046536,0.7856461117,2.5189767238,-2.2526809545,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
15,0.0114942529,55.5370524563,44.4629475437,88.6113886114,11.3886113886,92,8,58.1418581419,57.4971815107,63.1578947368,59.5,59.2391304348,62.5,0.5135464093,0.4813760942,0.7638540367,2.5120083582,-2.262360164,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
15,0.0113636364,55.5370524563,44.4629475437,88.7112887113,11.2887112887,92,8,58.2417582418,57.545045045,63.7168141593,59.5,59.2391304348,62.5,0.524206166,0.4868421213,0.8178280386,2.5168508965,-2.255008853,0.4311127813,0.4142622499,0.6248938931,1.8629997065,-1.6725235655
