'c','gamma','dist_plus_actual','dist_minus_act','pred_plus_train','pred_minus_train','pred_plus_test','pred_minus_test','pred_tain_accuracy_tot','pred_train_acc_plus','pred_train_acc_minus','pre_test_acc_tot','pred_test_acc_plus','pred_test_acc_minus','ret_pt_tot_train','ret_pt_tot_plus','ret_pt_train_minus','ret_pt_cor_train','ret_pt_inc_train','rt_pt_tot_test','rt_pt_plus_test','rt_pt_minus_test','rt_pt_cor_test','ret_pt_inc_test'
500,0.0414291928,52.9166666667,47.0833333333,62.9370629371,37.0629370629,58.2914572864,41.7085427136,63.1368631369,62.5396825397,64.1509433962,51.7587939698,55.1724137931,46.9879518072,0.4624836031,0.4571427705,0.4715529414,1.3857251311,-1.1187864395,0.0935559852,0.177931698,-0.0253832726,0.9784316928,-0.8460543023
500,0.0243701134,52.9166666667,47.0833333333,64.5354645355,35.4645354645,56.783919598,43.216080402,61.1388611389,60.6811145511,61.9718309859,50.2512562814,53.982300885,45.3488372093,0.3940396293,0.3927921618,0.3963096686,1.3750360686,-1.1493275194,0.1294732112,0.2160153209,0.0170679422,1.0437018696,-0.7847554472
500,0.0143353608,52.9166666667,47.0833333333,68.8311688312,31.1688311688,70.8542713568,29.1457286432,61.038961039,59.9419448476,63.4615384615,55.2763819095,56.7375886525,51.724137931,0.4021116614,0.3741419284,0.4638781553,1.3838987333,-1.1360214178,0.1409853984,0.1812833333,0.0446801643,0.9592855062,-0.8591591778
500,0.0084325652,52.9166666667,47.0833333333,69.6303696304,30.3696303696,77.3869346734,22.6130653266,60.2397602398,59.2539454806,62.5,55.7788944724,56.4935064935,53.3333333333,0.356925134,0.3374001889,0.4016912088,1.3647533484,-1.1700105778,0.1597066778,0.1781368696,0.0980056007,0.9675093119,-0.8477775063
500,0.0049603325,52.9166666667,47.0833333333,72.9270729271,27.0729270729,88.9447236181,11.0552763819,58.3416583417,57.5342465753,60.5166051661,58.2914572864,57.0621468927,68.1818181818,0.3113228208,0.290882156,0.3663843901,1.3700724509,-1.1714344549,0.1636241113,0.1572023801,0.2130435212,0.9291834222,-0.8935768417
500,0.0029178426,52.9166666667,47.0833333333,74.6253746254,25.3746253746,91.4572864322,8.5427135678,57.4425574426,56.7603748327,59.4488188976,57.7889447236,56.5934065934,70.5882352941,0.2523749849,0.2447665088,0.274751094,1.3402068165,-1.2159426281,0.1818971818,0.162923782,0.3737393353,0.9531529045,-0.861566443
500,0.001716378,52.9166666667,47.0833333333,75.6243756244,24.3756243756,95.9798994975,4.0201005025,57.042957043,56.4068692206,59.0163934426,56.2814070352,55.497382199,75,0.2587020596,0.2457163579,0.298989667,1.3551411915,-1.1972671132,0.1386187354,0.1318973108,0.2999329236,0.9400423159,-0.8813749126
500,0.0010096341,52.9166666667,47.0833333333,80.4195804196,19.5804195804,97.9899497487,2.0100502513,57.2427572428,56.149068323,61.7346938776,54.2713567839,54.358974359,50,0.2487561936,0.2248812136,0.3468141469,1.3417237598,-1.2144924407,0.1001028553,0.1095545698,-0.3630311545,0.939195846,-0.8849193512
500,0.0005939024,52.9166666667,47.0833333333,80.3196803197,19.6803196803,98.4924623116,1.5075376884,56.3436563437,55.5970149254,59.3908629442,54.7738693467,54.5918367347,66.6666666667,0.1972433875,0.1930935541,0.2141797632,1.3174211967,-1.2484780871,0.1074473257,0.1127266128,-0.2392258599,0.9373174166,-0.8865728931
500,0.0003493544,52.9166666667,47.0833333333,82.6173826174,17.3826173826,98.4924623116,1.5075376884,55.2447552448,54.7762998791,57.4712643678,53.7688442211,54.0816326531,33.3333333333,0.1444305257,0.1557610401,0.0905780232,1.2958276992,-1.2768253603,0.0750579768,0.0962853189,-1.3188708208,0.9245669488,-0.9023340662
